position	strand	timepoint	frequency	rel_pos_in_motif	motif_base	in_CCGG_C1	in_CCGG_C2	in_CCGG_other_C	orientation
3795787	+	T1	81.02	3	C	True	False	False	+
3797032	+	T1	71.23	3	C	True	False	False	+
3803469	+	T1	95.66	3	C	True	False	False	+
3808220	+	T1	83.47	3	C	True	False	False	+
3817306	+	T1	93.73	3	C	True	False	False	+
3819482	-	T1	52.2	5	G	False	False	False	+
3834514	-	T1	59.38	5	G	False	False	False	+
3857897	+	T1	60.88	3	C	True	False	False	+
3862479	+	T1	91.6	3	C	True	False	False	+
3864041	-	T1	80.47	5	G	False	False	False	+
3870353	-	T1	58.33	5	G	False	False	False	+
3870509	+	T1	84.31	3	C	True	False	False	+
3883114	+	T1	88.78	3	C	True	False	False	+
3884508	+	T1	82.17	3	C	True	False	False	+
3886525	+	T1	85.07	3	C	True	False	False	+
3887655	+	T1	60.48	3	C	True	False	False	+
3892534	-	T1	91.53	5	G	False	False	False	+
3892886	+	T1	66.47	3	C	True	False	False	+
3893627	-	T1	92.0	5	G	False	False	False	+
3895130	+	T1	85.9	3	C	True	False	False	+
3919615	-	T1	87.9	5	G	False	False	False	+
3928586	-	T1	91.97	5	G	False	False	False	+
3929144	-	T1	78.06	5	G	False	False	False	+
3929422	-	T1	97.87	5	G	False	False	False	+
3930304	-	T1	81.09	5	G	False	False	False	+
3932051	-	T1	89.05	5	G	False	False	False	+
3932448	-	T1	84.45	5	G	False	False	False	+
3943209	-	T1	87.0	5	G	False	False	False	+
3949775	+	T1	92.17	3	C	True	False	False	+
3951157	-	T1	97.98	5	G	False	False	False	+
3956015	-	T1	94.13	5	G	False	False	False	+
3958334	+	T1	70.09	3	C	True	False	False	+
3958937	+	T1	54.6	3	C	True	False	False	+
3960646	-	T1	92.59	5	G	False	False	False	+
3961929	+	T1	73.59	3	C	True	False	False	+
3961930	-	T1	58.19	5	G	False	False	False	+
3967325	+	T1	85.57	3	C	True	False	False	+
3969402	+	T1	85.19	3	C	True	False	False	+
3969689	+	T1	92.61	3	C	True	False	False	+
3976757	-	T1	69.6	5	G	False	False	False	+
3978105	+	T1	87.86	3	C	True	False	False	+
3978735	-	T1	88.25	5	G	False	False	False	+
3979155	-	T1	91.96	5	G	False	False	False	+
3984650	+	T1	82.63	3	C	True	False	False	+
3985059	-	T1	93.49	5	G	False	False	False	+
3986843	+	T1	80.52	3	C	True	False	False	+
3991928	+	T1	77.52	3	C	True	False	False	+
3993845	-	T1	81.78	5	G	False	False	False	+
3995293	-	T1	74.31	5	G	False	False	False	+
3996764	-	T1	78.13	5	G	False	False	False	+
4003232	+	T1	82.19	3	C	True	False	False	+
4004137	+	T1	89.44	3	C	True	False	False	+
4008065	+	T1	90.18	3	C	True	False	False	+
4019994	-	T1	86.64	5	G	False	False	False	+
4023371	-	T1	89.29	5	G	False	False	False	+
4024324	+	T1	94.28	3	C	True	False	False	+
4027485	-	T1	86.35	5	G	False	False	False	+
4036934	-	T1	98.85	5	G	False	False	False	+
4055295	+	T1	98.81	3	C	True	False	False	+
4058157	+	T1	86.6	3	C	True	False	False	+
4064212	-	T1	90.87	5	G	False	False	False	+
4077606	+	T1	73.73	3	C	True	False	False	+
4078056	-	T1	89.37	5	G	False	False	False	+
4078753	+	T1	63.91	3	C	True	False	False	+
4079406	-	T1	96.19	5	G	False	False	False	+
4087788	+	T1	93.22	3	C	True	False	False	+
4094150	-	T1	78.65	5	G	False	False	False	+
4098166	+	T1	60.23	3	C	True	False	False	+
4100128	+	T1	81.45	3	C	True	False	False	+
4123091	+	T1	71.98	3	C	True	False	False	+
4123877	-	T1	91.73	5	G	False	False	False	+
4125115	+	T1	82.9	3	C	True	False	False	+
4138501	+	T1	82.44	3	C	True	False	False	+
4138944	-	T1	70.89	5	G	False	False	False	+
4146883	-	T1	92.44	5	G	False	False	False	+
4149380	+	T1	77.38	3	C	True	False	False	+
4150242	-	T1	90.96	5	G	False	False	False	+
4156907	+	T1	79.46	3	C	True	False	False	+
4162333	-	T1	80.77	5	G	False	False	False	+
4163455	+	T1	89.85	3	C	True	False	False	+
4164055	+	T1	65.61	3	C	True	False	False	+
4165530	+	T1	94.8	3	C	True	False	False	+
4165905	+	T1	80.68	3	C	True	False	False	+
4169425	+	T1	97.03	3	C	True	False	False	+
4170469	+	T1	93.95	3	C	True	False	False	+
4171561	-	T1	96.83	5	G	False	False	False	+
4171755	+	T1	97.96	3	C	True	False	False	+
4173267	+	T1	72.78	3	C	True	False	False	+
4178497	+	T1	93.33	3	C	True	False	False	+
4181994	+	T1	67.4	3	C	True	False	False	+
4191051	+	T1	68.7	3	C	True	False	False	+
4199916	+	T1	94.82	3	C	True	False	False	+
4200147	-	T1	94.72	5	G	False	False	False	+
4204774	+	T1	86.82	3	C	True	False	False	+
4207214	+	T1	63.34	3	C	True	False	False	+
4209237	+	T1	91.78	3	C	True	False	False	+
4213251	+	T1	86.17	3	C	True	False	False	+
4227618	+	T1	55.56	3	C	True	False	False	+
4230694	+	T1	79.03	3	C	True	False	False	+
4230958	+	T1	87.22	3	C	True	False	False	+
4234012	-	T1	94.43	5	G	False	False	False	+
4235818	+	T1	94.34	3	C	True	False	False	+
4236074	-	T1	84.15	5	G	False	False	False	+
4237748	+	T1	86.03	3	C	True	False	False	+
4254362	-	T1	97.65	5	G	False	False	False	+
4256467	+	T1	87.69	3	C	True	False	False	+
4256468	-	T1	86.49	5	G	False	False	False	+
4257263	-	T1	97.11	5	G	False	False	False	+
4258398	-	T1	54.47	5	G	False	False	False	+
4271830	+	T1	71.74	3	C	True	False	False	+
4280538	-	T1	78.17	5	G	False	False	False	+
4292161	+	T1	73.09	3	C	True	False	False	+
4297746	+	T1	87.33	3	C	True	False	False	+
4298019	+	T1	91.41	3	C	True	False	False	+
4305875	-	T1	93.05	5	G	False	False	False	+
4309104	-	T1	79.76	5	G	False	False	False	+
4316035	-	T1	80.87	5	G	False	False	False	+
4325087	+	T1	93.78	3	C	True	False	False	+
4329839	-	T1	95.43	5	G	False	False	False	+
4335965	-	T1	94.63	5	G	False	False	False	+
4337264	+	T1	88.97	3	C	True	False	False	+
4346521	+	T1	97.96	3	C	True	False	False	+
4354719	-	T1	89.33	5	G	False	False	False	+
4359447	-	T1	78.06	5	G	False	False	False	+
4361210	-	T1	84.12	5	G	False	False	False	+
4363050	+	T1	82.58	3	C	True	False	False	+
4366661	-	T1	52.09	5	G	False	False	False	+
4368098	-	T1	84.33	5	G	False	False	False	+
4368557	+	T1	78.3	3	C	True	False	False	+
4372549	-	T1	65.4	5	G	False	False	False	+
4375244	-	T1	75.27	5	G	False	False	False	+
4378392	+	T1	89.62	3	C	True	False	False	+
4392179	+	T1	80.11	3	C	True	False	False	+
4397819	-	T1	86.51	5	G	False	False	False	+
4403190	-	T1	92.65	5	G	False	False	False	+
4404495	-	T1	87.09	5	G	False	False	False	+
4419710	+	T1	65.59	3	C	True	False	False	+
4420062	+	T1	83.42	3	C	True	False	False	+
4422346	-	T1	86.45	5	G	False	False	False	+
4427746	-	T1	81.44	5	G	False	False	False	+
4428571	-	T1	89.37	5	G	False	False	False	+
4432789	+	T1	60.99	3	C	True	False	False	+
4445154	-	T1	75.98	5	G	False	False	False	+
4449475	+	T1	88.01	3	C	True	False	False	+
4459814	+	T1	92.09	3	C	True	False	False	+
4465685	+	T1	82.29	3	C	True	False	False	+
4467414	-	T1	74.46	5	G	False	False	False	+
4472362	+	T1	79.0	3	C	True	False	False	+
4476130	-	T1	88.36	5	G	False	False	False	+
4481933	+	T1	78.7	3	C	True	False	False	+
4492468	-	T1	85.11	5	G	False	False	False	+
4492641	-	T1	60.0	5	G	False	False	False	+
4494506	+	T1	85.75	3	C	True	False	False	+
4505755	+	T1	62.71	3	C	True	False	False	+
4506789	+	T1	55.56	3	C	True	False	False	+
4514369	-	T1	93.83	5	G	False	False	False	+
4521480	-	T1	92.04	5	G	False	False	False	+
4527258	-	T1	85.28	5	G	False	False	False	+
4529995	+	T1	92.04	3	C	True	False	False	+
4537891	+	T1	89.86	3	C	True	False	False	+
4542027	-	T1	94.99	5	G	False	False	False	+
4546147	+	T1	82.15	3	C	True	False	False	+
4552676	+	T1	89.05	3	C	True	False	False	+
4557113	+	T1	86.86	3	C	True	False	False	+
4557114	-	T1	68.31	5	G	False	False	False	+
4578593	-	T1	69.09	5	G	False	False	False	+
4605549	-	T1	82.13	5	G	False	False	False	+
4609721	-	T1	70.1	5	G	False	False	False	+
4615255	-	T1	87.18	5	G	False	False	False	+
4625639	+	T1	88.33	3	C	True	False	False	+
4630506	-	T1	93.02	5	G	False	False	False	+
4631268	-	T1	62.82	5	G	False	False	False	+
4635324	+	T1	89.55	3	C	True	False	False	+
4640304	+	T1	89.32	3	C	True	False	False	+
4640305	-	T1	72.51	5	G	False	False	False	+
4643825	-	T1	65.36	5	G	False	False	False	+
4644410	-	T1	95.74	5	G	False	False	False	+
4654034	+	T1	76.95	3	C	True	False	False	+
4654147	+	T1	86.7	3	C	True	False	False	+
4654798	+	T1	88.97	3	C	True	False	False	+
4662519	+	T1	98.1	3	C	True	False	False	+
4664373	-	T1	84.14	5	G	False	False	False	+
4671760	-	T1	98.52	5	G	False	False	False	+
4679588	-	T1	80.37	5	G	False	False	False	+
4681332	-	T1	94.84	5	G	False	False	False	+
4682264	-	T1	86.08	5	G	False	False	False	+
4694747	-	T1	90.42	5	G	False	False	False	+
4698888	-	T1	90.63	5	G	False	False	False	+
4700315	-	T1	82.49	5	G	False	False	False	+
4702069	-	T1	94.39	5	G	False	False	False	+
4706696	+	T1	67.43	3	C	True	False	False	+
4707716	-	T1	50.66	5	G	False	False	False	+
4708239	-	T1	62.8	5	G	False	False	False	+
4709826	+	T1	69.24	3	C	True	False	False	+
4712226	+	T1	56.04	3	C	True	False	False	+
4722563	+	T1	85.64	3	C	True	False	False	+
4725530	-	T1	80.5	5	G	False	False	False	+
4728691	-	T1	65.07	5	G	False	False	False	+
4729648	+	T1	87.32	3	C	True	False	False	+
4730940	-	T1	73.41	5	G	False	False	False	+
4733811	+	T1	94.99	3	C	True	False	False	+
4748625	-	T1	83.11	5	G	False	False	False	+
4753032	+	T1	89.52	3	C	True	False	False	+
4753161	+	T1	76.88	3	C	True	False	False	+
4760334	+	T1	71.88	3	C	True	False	False	+
4770929	-	T1	91.2	5	G	False	False	False	+
4776318	+	T1	84.7	3	C	True	False	False	+
4782777	+	T1	71.19	3	C	True	False	False	+
4787062	-	T1	75.16	5	G	False	False	False	+
4788827	+	T1	77.71	3	C	True	False	False	+
4792397	+	T1	79.5	3	C	True	False	False	+
4808319	+	T1	52.57	3	C	True	False	False	+
4810355	+	T1	61.85	3	C	True	False	False	+
4810591	+	T1	94.17	3	C	True	False	False	+
4819158	+	T1	96.05	3	C	True	False	False	+
4821363	+	T1	76.58	3	C	True	False	False	+
4828966	+	T1	78.36	3	C	True	False	False	+
4832676	+	T1	80.13	3	C	True	False	False	+
4840914	-	T1	91.63	5	G	False	False	False	+
4844781	-	T1	74.83	5	G	False	False	False	+
4845288	-	T1	67.59	5	G	False	False	False	+
4852804	-	T1	62.61	5	G	False	False	False	+
4860663	+	T1	89.58	3	C	True	False	False	+
4866618	+	T1	64.72	3	C	True	False	False	+
4872346	-	T1	92.78	5	G	False	False	False	+
4873336	+	T1	79.16	3	C	True	False	False	+
4875388	-	T1	87.72	5	G	False	False	False	+
4879541	+	T1	88.07	3	C	True	False	False	+
4893485	+	T1	94.0	3	C	True	False	False	+
4893566	+	T1	63.97	3	C	True	False	False	+
4893770	-	T1	88.84	5	G	False	False	False	+
4898690	+	T1	75.36	3	C	True	False	False	+
4898691	-	T1	79.81	5	G	False	False	False	+
4899060	-	T1	73.17	5	G	False	False	False	+
4902301	-	T1	80.73	5	G	False	False	False	+
4921519	+	T1	71.58	3	C	True	False	False	+
4935151	-	T1	69.89	5	G	False	False	False	+
4935662	+	T1	93.13	3	C	True	False	False	+
4947817	+	T1	91.51	3	C	True	False	False	+
4949632	+	T1	94.86	3	C	True	False	False	+
4955597	+	T1	80.21	3	C	True	False	False	+
4958009	+	T1	74.05	3	C	True	False	False	+
4967484	+	T1	77.24	3	C	True	False	False	+
4982673	+	T1	88.41	3	C	True	False	False	+
4983938	+	T1	68.9	3	C	True	False	False	+
4989251	+	T1	81.0	3	C	True	False	False	+
4989492	+	T1	94.73	3	C	True	False	False	+
4993793	+	T1	87.94	3	C	True	False	False	+
4994408	+	T1	81.47	3	C	True	False	False	+
4995850	+	T1	78.97	3	C	True	False	False	+
5003996	-	T1	89.89	5	G	False	False	False	+
5006857	+	T1	87.85	3	C	True	False	False	+
5008242	+	T1	84.82	3	C	True	False	False	+
5009698	-	T1	89.95	5	G	False	False	False	+
5012653	-	T1	85.97	5	G	False	False	False	+
5015413	-	T1	72.65	5	G	False	False	False	+
5016405	-	T1	86.53	5	G	False	False	False	+
5025468	-	T1	76.09	5	G	False	False	False	+
5031426	+	T1	91.47	3	C	True	False	False	+
5038861	+	T1	81.51	3	C	True	False	False	+
5053195	+	T1	83.93	3	C	True	False	False	+
5057397	+	T1	84.22	3	C	True	False	False	+
5062205	+	T1	89.39	3	C	True	False	False	+
5062697	-	T1	97.92	5	G	False	False	False	+
5062781	+	T1	60.23	3	C	True	False	False	+
5066945	+	T1	71.37	3	C	True	False	False	+
5067422	+	T1	77.18	3	C	True	False	False	+
5070543	-	T1	94.33	5	G	False	False	False	+
5077215	+	T1	90.38	3	C	True	False	False	+
5080972	+	T1	91.33	3	C	True	False	False	+
5084441	-	T1	79.07	5	G	False	False	False	+
5091538	+	T1	63.49	3	C	True	False	False	+
5093296	-	T1	65.66	5	G	False	False	False	+
5097620	+	T1	50.13	3	C	True	False	False	+
5097700	+	T1	95.45	3	C	True	False	False	+
5141946	-	T1	96.85	5	G	False	False	False	+
5143231	+	T1	76.65	3	C	True	False	False	+
5144880	+	T1	89.27	3	C	True	False	False	+
5150420	-	T1	60.46	5	G	False	False	False	+
5159175	-	T1	94.06	5	G	False	False	False	+
5159802	+	T1	88.86	3	C	True	False	False	+
5167370	+	T1	90.17	3	C	True	False	False	+
5172062	-	T1	83.67	5	G	False	False	False	+
5176700	-	T1	94.71	5	G	False	False	False	+
5177771	-	T1	85.53	5	G	False	False	False	+
5188336	+	T1	84.94	3	C	True	False	False	+
5188414	+	T1	79.6	3	C	True	False	False	+
5198936	-	T1	93.39	5	G	False	False	False	+
5200407	-	T1	94.87	5	G	False	False	False	+
5203658	-	T1	54.44	5	G	False	False	False	+
5207175	-	T1	56.35	5	G	False	False	False	+
5208752	+	T1	86.2	3	C	True	False	False	+
5209646	-	T1	76.77	5	G	False	False	False	+
5210454	-	T1	90.08	5	G	False	False	False	+
5213907	+	T1	86.15	3	C	True	False	False	+
5218898	+	T1	81.87	3	C	True	False	False	+
5226781	+	T1	93.46	3	C	True	False	False	+
5226895	-	T1	90.78	5	G	False	False	False	+
5227701	-	T1	61.49	5	G	False	False	False	+
5237083	+	T1	90.7	3	C	True	False	False	+
5247253	+	T1	79.74	3	C	True	False	False	+
5249865	+	T1	72.93	3	C	True	False	False	+
5252430	-	T1	63.57	5	G	False	False	False	+
5254189	-	T1	60.62	5	G	False	False	False	+
5257558	-	T1	92.48	5	G	False	False	False	+
5261558	+	T1	99.05	3	C	True	False	False	+
5270694	+	T1	85.92	3	C	True	False	False	+
5270934	-	T1	93.7	5	G	False	False	False	+
5281105	+	T1	93.64	3	C	True	False	False	+
5290851	+	T1	81.07	3	C	True	False	False	+
5299942	-	T1	62.92	5	G	False	False	False	+
5312472	+	T1	81.25	3	C	True	False	False	+
5317558	+	T1	92.86	3	C	True	False	False	+
5322431	+	T1	73.12	3	C	True	False	False	+
5324913	+	T1	83.41	3	C	True	False	False	+
5325701	-	T1	78.81	5	G	False	False	False	+
5328687	-	T1	52.83	5	G	False	False	False	+
5334083	-	T1	82.74	5	G	False	False	False	+
5336925	-	T1	95.0	5	G	False	False	False	+
5339009	-	T1	87.37	5	G	False	False	False	+
5342430	+	T1	91.03	3	C	True	False	False	+
5359887	-	T1	90.72	5	G	False	False	False	+
5361112	+	T1	88.31	3	C	True	False	False	+
5371477	+	T1	93.99	3	C	True	False	False	+
5375906	+	T1	62.48	3	C	True	False	False	+
5377738	+	T1	94.37	3	C	True	False	False	+
5380211	-	T1	57.4	5	G	False	False	False	+
5382593	-	T1	83.76	5	G	False	False	False	+
5387333	-	T1	96.96	5	G	False	False	False	+
5390120	-	T1	97.78	5	G	False	False	False	+
5411479	+	T1	83.8	3	C	True	False	False	+
5418877	-	T1	89.03	5	G	False	False	False	+
5421522	+	T1	91.87	3	C	True	False	False	+
5421583	-	T1	84.06	5	G	False	False	False	+
5426350	-	T1	84.29	5	G	False	False	False	+
5429022	-	T1	90.54	5	G	False	False	False	+
5430002	+	T1	83.59	3	C	True	False	False	+
5433940	+	T1	87.24	3	C	True	False	False	+
5444994	+	T1	65.57	3	C	True	False	False	+
5448109	-	T1	71.67	5	G	False	False	False	+
5448469	+	T1	90.43	3	C	True	False	False	+
5451748	-	T1	53.7	5	G	False	False	False	+
5452717	-	T1	92.87	5	G	False	False	False	+
5458898	+	T1	90.22	3	C	True	False	False	+
5466073	-	T1	63.81	5	G	False	False	False	+
5466826	+	T1	79.44	3	C	True	False	False	+
5471207	-	T1	71.94	5	G	False	False	False	+
5476668	+	T1	93.21	3	C	True	False	False	+
5478036	+	T1	83.65	3	C	True	False	False	+
5487487	-	T1	50.58	5	G	False	False	False	+
5488710	+	T1	69.84	3	C	True	False	False	+
5491194	+	T1	64.02	3	C	True	False	False	+
5491377	+	T1	91.88	3	C	True	False	False	+
5492226	+	T1	82.69	3	C	True	False	False	+
5503134	+	T1	86.42	3	C	True	False	False	+
5513141	+	T1	62.18	3	C	True	False	False	+
5521386	-	T1	52.08	5	G	False	False	False	+
5523320	-	T1	57.92	5	G	False	False	False	+
5523353	+	T1	90.66	3	C	True	False	False	+
5531344	-	T1	91.08	5	G	False	False	False	+
5532802	+	T1	87.84	3	C	True	False	False	+
5534200	+	T1	70.55	3	C	True	False	False	+
5535159	+	T1	74.3	3	C	True	False	False	+
5535359	-	T1	77.78	5	G	False	False	False	+
5537590	-	T1	81.8	5	G	False	False	False	+
5539967	+	T1	79.13	3	C	True	False	False	+
5549317	-	T1	72.14	5	G	False	False	False	+
5552178	+	T1	87.96	3	C	True	False	False	+
5557809	+	T1	85.56	3	C	True	False	False	+
5561237	+	T1	86.12	3	C	True	False	False	+
5563993	-	T1	71.4	5	G	False	False	False	+
5572075	-	T1	83.01	5	G	False	False	False	+
5576606	-	T1	91.68	5	G	False	False	False	+
5584975	+	T1	64.65	3	C	True	False	False	+
5586248	-	T1	94.12	5	G	False	False	False	+
5596856	+	T1	83.3	3	C	True	False	False	+
5598697	+	T1	85.11	3	C	True	False	False	+
5604974	+	T1	95.26	3	C	True	False	False	+
5605492	-	T1	95.35	5	G	False	False	False	+
5614471	+	T1	68.52	3	C	True	False	False	+
5616968	-	T1	69.72	5	G	False	False	False	+
5628198	-	T1	92.87	5	G	False	False	False	+
5636817	+	T1	83.64	3	C	True	False	False	+
5643865	-	T1	87.25	5	G	False	False	False	+
5648877	+	T1	84.9	3	C	True	False	False	+
5650747	-	T1	84.83	5	G	False	False	False	+
5655636	-	T1	91.8	5	G	False	False	False	+
5656844	-	T1	86.94	5	G	False	False	False	+
5662284	-	T1	97.96	5	G	False	False	False	+
5677375	+	T1	82.22	3	C	True	False	False	+
5681476	-	T1	93.87	5	G	False	False	False	+
5689096	+	T1	91.51	3	C	True	False	False	+
5708906	-	T1	97.56	5	G	False	False	False	+
5712337	-	T1	61.96	5	G	False	False	False	+
5713734	+	T1	81.3	3	C	True	False	False	+
5714528	-	T1	85.93	5	G	False	False	False	+
5716241	+	T1	90.53	3	C	True	False	False	+
5721741	+	T1	74.17	3	C	True	False	False	+
5749297	-	T1	83.62	5	G	False	False	False	+
5753280	+	T1	87.9	3	C	True	False	False	+
5763350	+	T1	53.08	3	C	True	False	False	+
5765561	-	T1	73.61	5	G	False	False	False	+
5766522	+	T1	80.56	3	C	True	False	False	+
5766822	-	T1	87.99	5	G	False	False	False	+
5767136	+	T1	72.96	3	C	True	False	False	+
5774135	+	T1	81.34	3	C	True	False	False	+
5786901	+	T1	55.05	3	C	True	False	False	+
5786902	-	T1	90.43	5	G	False	False	False	+
5791864	+	T1	76.82	3	C	True	False	False	+
5791942	+	T1	67.5	3	C	True	False	False	+
5792590	+	T1	83.76	3	C	True	False	False	+
5797696	-	T1	93.59	5	G	False	False	False	+
5810024	+	T1	85.21	3	C	True	False	False	+
5815814	-	T1	92.22	5	G	False	False	False	+
5816303	-	T1	68.25	5	G	False	False	False	+
5820597	+	T1	93.06	3	C	True	False	False	+
5821296	+	T1	97.62	3	C	True	False	False	+
5825528	-	T1	91.11	5	G	False	False	False	+
5825567	-	T1	71.62	5	G	False	False	False	+
5839044	+	T1	89.47	3	C	True	False	False	+
5839628	+	T1	86.08	3	C	True	False	False	+
5843408	+	T1	61.14	3	C	True	False	False	+
5845058	+	T1	81.93	3	C	True	False	False	+
5847516	-	T1	94.31	5	G	False	False	False	+
5856410	+	T1	73.57	3	C	True	False	False	+
5861111	-	T1	97.78	5	G	False	False	False	+
5861503	+	T1	91.03	3	C	True	False	False	+
5892835	-	T1	90.58	5	G	False	False	False	+
5910942	+	T1	97.38	3	C	True	False	False	+
5911122	+	T1	80.63	3	C	True	False	False	+
5916295	-	T1	90.44	5	G	False	False	False	+
5916829	+	T1	72.33	3	C	True	False	False	+
5917697	-	T1	69.72	5	G	False	False	False	+
5921991	+	T1	70.5	3	C	True	False	False	+
5922861	+	T1	72.96	3	C	True	False	False	+
5924583	+	T1	86.6	3	C	True	False	False	+
5929295	+	T1	93.86	3	C	True	False	False	+
5929643	-	T1	80.0	5	G	False	False	False	+
5929800	+	T1	72.6	3	C	True	False	False	+
5931665	-	T1	70.25	5	G	False	False	False	+
5951205	+	T1	98.55	3	C	True	False	False	+
5959763	+	T1	94.95	3	C	True	False	False	+
5959764	-	T1	85.38	5	G	False	False	False	+
5966319	-	T1	75.92	5	G	False	False	False	+
5971707	+	T1	94.11	3	C	True	False	False	+
5978789	+	T1	82.46	3	C	True	False	False	+
5979875	+	T1	95.24	3	C	True	False	False	+
5985333	+	T1	59.31	3	C	True	False	False	+
5992959	-	T1	94.62	5	G	False	False	False	+
6008154	+	T1	57.47	3	C	True	False	False	+
6009873	-	T1	59.58	5	G	False	False	False	+
6013010	-	T1	87.64	5	G	False	False	False	+
6015609	-	T1	91.86	5	G	False	False	False	+
6016113	-	T1	97.1	5	G	False	False	False	+
6017039	-	T1	80.28	5	G	False	False	False	+
6022300	+	T1	90.95	3	C	True	False	False	+
6024798	+	T1	63.89	3	C	True	False	False	+
6030018	+	T1	96.26	3	C	True	False	False	+
6037485	-	T1	85.8	5	G	False	False	False	+
6039604	-	T1	87.01	5	G	False	False	False	+
6040877	+	T1	89.84	3	C	True	False	False	+
6044372	+	T1	73.21	3	C	True	False	False	+
6046580	-	T1	57.41	5	G	False	False	False	+
6057036	+	T1	65.99	3	C	True	False	False	+
6061468	+	T1	85.9	3	C	True	False	False	+
6084967	+	T1	82.66	3	C	True	False	False	+
6085390	+	T1	86.46	3	C	True	False	False	+
6087244	+	T1	79.67	3	C	True	False	False	+
6089200	+	T1	95.56	3	C	True	False	False	+
6092142	+	T1	95.14	3	C	True	False	False	+
6092819	+	T1	87.03	3	C	True	False	False	+
6095147	-	T1	86.26	5	G	False	False	False	+
6098966	+	T1	96.67	3	C	True	False	False	+
6117485	-	T1	72.19	5	G	False	False	False	+
6130929	+	T1	86.83	3	C	True	False	False	+
6151852	-	T1	95.24	5	G	False	False	False	+
6152005	-	T1	88.05	5	G	False	False	False	+
6157835	+	T1	87.3	3	C	True	False	False	+
6160410	-	T1	94.08	5	G	False	False	False	+
6164387	-	T1	88.94	5	G	False	False	False	+
6177180	+	T1	94.29	3	C	True	False	False	+
6185801	-	T1	95.48	5	G	False	False	False	+
6188172	+	T1	91.23	3	C	True	False	False	+
6206232	+	T1	71.32	3	C	True	False	False	+
6208628	+	T1	99.02	3	C	True	False	False	+
6211240	+	T1	95.06	3	C	True	False	False	+
6213469	-	T1	59.8	5	G	False	False	False	+
6215503	-	T1	66.2	5	G	False	False	False	+
6219951	+	T1	97.78	3	C	True	False	False	+
6222485	+	T1	94.37	3	C	True	False	False	+
6242795	+	T1	90.96	3	C	True	False	False	+
6254672	-	T1	97.78	5	G	False	False	False	+
6266448	+	T1	98.25	3	C	True	False	False	+
6276452	+	T1	76.67	3	C	True	False	False	+
6280046	+	T1	68.3	3	C	True	False	False	+
6281057	+	T1	85.17	3	C	True	False	False	+
6281333	+	T1	79.34	3	C	True	False	False	+
6303651	+	T1	64.37	3	C	True	False	False	+
6320323	-	T1	86.76	5	G	False	False	False	+
6321511	+	T1	87.56	3	C	True	False	False	+
6321532	+	T1	57.45	3	C	True	False	False	+
6332159	+	T1	82.83	3	C	True	False	False	+
6332516	+	T1	93.79	3	C	True	False	False	+
6337413	+	T1	90.84	3	C	True	False	False	+
6349137	+	T1	78.31	3	C	True	False	False	+
6362850	-	T1	77.58	5	G	False	False	False	+
6367295	-	T1	94.35	5	G	False	False	False	+
6371811	+	T1	78.21	3	C	True	False	False	+
6373388	+	T1	64.42	3	C	True	False	False	+
6379484	-	T1	74.08	5	G	False	False	False	+
6383475	+	T1	82.18	3	C	True	False	False	+
6387209	+	T1	80.74	3	C	True	False	False	+
6405086	-	T1	92.1	5	G	False	False	False	+
6417733	+	T1	92.41	3	C	True	False	False	+
6420440	+	T1	85.66	3	C	True	False	False	+
6420788	+	T1	84.41	3	C	True	False	False	+
6420789	-	T1	77.0	5	G	False	False	False	+
6422313	+	T1	66.93	3	C	True	False	False	+
6423805	+	T1	92.44	3	C	True	False	False	+
6430389	+	T1	87.97	3	C	True	False	False	+
6436752	+	T1	83.53	3	C	True	False	False	+
6447373	+	T1	91.77	3	C	True	False	False	+
6452232	+	T1	90.33	3	C	True	False	False	+
6453273	+	T1	78.11	3	C	True	False	False	+
6453925	-	T1	95.64	5	G	False	False	False	+
6459845	-	T1	98.04	5	G	False	False	False	+
6462222	-	T1	76.68	5	G	False	False	False	+
6463596	+	T1	57.07	3	C	True	False	False	+
6464441	+	T1	89.71	3	C	True	False	False	+
6464772	-	T1	73.31	5	G	False	False	False	+
6466912	+	T1	92.1	3	C	True	False	False	+
6478516	+	T1	72.14	3	C	True	False	False	+
6480346	-	T1	94.51	5	G	False	False	False	+
6480961	-	T1	96.13	5	G	False	False	False	+
6481428	+	T1	96.77	3	C	True	False	False	+
6485562	+	T1	88.52	3	C	True	False	False	+
6490220	-	T1	79.58	5	G	False	False	False	+
6492334	-	T1	68.25	5	G	False	False	False	+
6496815	-	T1	93.49	5	G	False	False	False	+
6514423	-	T1	75.1	5	G	False	False	False	+
6525145	+	T1	94.16	3	C	True	False	False	+
6528253	-	T1	84.44	5	G	False	False	False	+
6535330	+	T1	84.82	3	C	True	False	False	+
6536289	-	T1	79.72	5	G	False	False	False	+
6556715	-	T1	73.81	5	G	False	False	False	+
6561708	+	T1	84.87	3	C	True	False	False	+
6561915	+	T1	90.3	3	C	True	False	False	+
6566716	+	T1	91.0	3	C	True	False	False	+
6572150	-	T1	78.24	5	G	False	False	False	+
6577646	+	T1	84.72	3	C	True	False	False	+
6583723	+	T1	85.17	3	C	True	False	False	+
6597313	+	T1	83.97	3	C	True	False	False	+
6600311	-	T1	72.64	5	G	False	False	False	+
6612105	+	T1	79.05	3	C	True	False	False	+
6616193	-	T1	91.07	5	G	False	False	False	+
6625301	+	T1	86.06	3	C	True	False	False	+
6625522	+	T1	80.08	3	C	True	False	False	+
