bgc_name	gene_id	old_locus_tag	gene_name	product	pwm_name	motif_count	top_score	best_pvalue	best_qvalue	mean_dist_to_tss
cpk	SC_RS33675	SCO6285	NA	hypothetical protein	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	201.75
cpk	SC_RS33680	SCO6286	scbR2	ScbR family autoregulator-binding transcription factor	SARP_heptamer_strict	8	9.42647	1.88e-4	0.0511	199.625
cpk	SC_RS33685	SCO6287	NA	thioesterase II family protein	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	264
cpk	SC_RS33690	SCO6288	NA	AfsR/SARP family transcriptional regulator	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	251.5
cpk	SC_RS33620	SCO6274	NA	SDR family NAD(P)-dependent oxidoreductase	ActII_ORF4	3	8.5545	2.31e-4	0.176	332.6666666666667
cpk	SC_RS33640	SCO6278	NA	MFS transporter	SARP_heptamer_relaxed	3	7.05802	2.32e-4	0.0435	274.3333333333333
cpk	SC_RS33675	SCO6285	NA	hypothetical protein	SARP_heptamer_relaxed	10	7.05802	2.32e-4	0.0435	252
cpk	SC_RS33685	SCO6287	NA	thioesterase II family protein	SARP_heptamer_relaxed	2	7.05802	2.32e-4	0.0435	345.5
cpk	SC_RS33650	SCO6280	NA	AfsR/SARP family transcriptional regulator	SARP_heptamer_relaxed	2	7.04778	2.76e-4	0.0489	304.5
cpk	SC_RS33665	SCO6283	NA	NAD(P)H-binding protein	ActII_ORF4	3	8.23223	3.14e-4	0.176	333
cpk	SC_RS33650	SCO6280	NA	AfsR/SARP family transcriptional regulator	SARP_heptamer_strict	1	9.04412	3.2e-4	0.0772	470
cpk	SC_RS33635	SCO6277	NA	alpha/beta fold hydrolase	ActII_ORF4	4	8.19905	3.22e-4	0.176	368.75
cpk	SC_RS33675	SCO6285	NA	hypothetical protein	ActII_ORF4	3	8.09953	3.74e-4	0.176	263
cpk	SC_RS33645	SCO6279	NA	aspartate aminotransferase family protein	ActII_ORF4	1	7.99052	3.86e-4	0.176	220
cpk	SC_RS33660	SCO6282	cpkO	SDR family oxidoreductase	ActII_ORF4	2	7.99052	3.86e-4	0.176	58.5
cpk	SC_RS33615	SCO6273	NA	thioester reductase domain-containing protein	ActII_ORF4	3	7.43128	6.54e-4	0.176	333
cpk	SC_RS33650	SCO6280	NA	AfsR/SARP family transcriptional regulator	ActII_ORF4	2	7.33649	7.31e-4	0.176	422
cpk	SC_RS33670	SCO6284	NA	acyl-CoA carboxylase subunit beta	ActII_ORF4	4	7.30806	7.56e-4	0.176	359
cpk	SC_RS33680	SCO6286	scbR2	ScbR family autoregulator-binding transcription factor	ActII_ORF4	3	7.20853	8.18e-4	0.179	188.66666666666666
red	SC_RS31710	SCO5893	NA	NAD-dependent epimerase/dehydratase family protein	ActII_ORF4	5	10.6019	1.98e-5	0.105	254.8
red	SC_RS31650	SCO5881	redZ	response regulator transcription factor	ActII_ORF4	1	10.4692	2.51e-5	0.105	14
red	SC_RS31730	SCO5897	NA	aromatic ring-hydroxylating oxygenase subunit alpha	ActII_ORF4	4	10.4692	2.51e-5	0.105	344
red	SC_RS31675	SCO5886	NA	beta-ketoacyl-[acyl-carrier-protein] synthase family protein	SARP_heptamer_relaxed	11	8.49829	4.39e-5	0.0417	315.1818181818182
red	SC_RS31675	SCO5886	NA	beta-ketoacyl-[acyl-carrier-protein] synthase family protein	SARP_heptamer_strict	5	11.9167	4.39e-5	0.0511	299.2
red	SC_RS31680	SCO5887	NA	acyl carrier protein	SARP_heptamer_relaxed	7	8.49829	4.39e-5	0.0417	300.14285714285717
red	SC_RS31680	SCO5887	NA	acyl carrier protein	SARP_heptamer_strict	3	11.9167	4.39e-5	0.0511	317.6666666666667
red	SC_RS31705	SCO5892	NA	type I polyketide synthase	SARP_heptamer_relaxed	5	8.49829	4.39e-5	0.0417	293.4
red	SC_RS31705	SCO5892	NA	type I polyketide synthase	SARP_heptamer_strict	3	11.9167	4.39e-5	0.0511	247.66666666666666
red	SC_RS31660	SCO5883	NA	4'-phosphopantetheinyl transferase family protein	ActII_ORF4	6	9.22275	1.11e-4	0.176	161.83333333333334
red	SC_RS31630	SCO5877	redD	AfsR/SARP family transcriptional regulator	SARP_heptamer_relaxed	3	7.46758	1.16e-4	0.0417	215.66666666666666
red	SC_RS31635	SCO5878	NA	beta-ketoacyl [acyl carrier protein] synthase domain-containing protein	SARP_heptamer_relaxed	7	7.46758	1.16e-4	0.0417	278.14285714285717
red	SC_RS31640	SCO5879	redW	L-prolyl-[peptidyl-carrier protein] dehydrogenase	SARP_heptamer_relaxed	13	7.46758	1.16e-4	0.0417	250
red	SC_RS31660	SCO5883	NA	4'-phosphopantetheinyl transferase family protein	SARP_heptamer_relaxed	5	7.46758	1.16e-4	0.0417	202.8
red	SC_RS31690	SCO5889	NA	acyl carrier protein	SARP_heptamer_relaxed	19	7.46758	1.16e-4	0.0417	229.63157894736844
red	SC_RS31715	SCO5894	NA	thioesterase II family protein	SARP_heptamer_relaxed	10	7.46758	1.16e-4	0.0417	260.7
red	SC_RS31720	SCO5895	NA	SAM-dependent methyltransferase	SARP_heptamer_relaxed	5	7.46758	1.16e-4	0.0417	269
red	SC_RS31725	SCO5896	NA	PEP/pyruvate-binding domain-containing protein	SARP_heptamer_relaxed	6	7.46758	1.16e-4	0.0417	256.5
red	SC_RS31730	SCO5897	NA	aromatic ring-hydroxylating oxygenase subunit alpha	SARP_heptamer_relaxed	7	7.46758	1.16e-4	0.0417	251
red	SC_RS31735	SCO5898	NA	DUF1295 domain-containing protein	SARP_heptamer_relaxed	6	7.46758	1.16e-4	0.0417	167
red	SC_RS31630	SCO5877	redD	AfsR/SARP family transcriptional regulator	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	238
red	SC_RS31635	SCO5878	NA	beta-ketoacyl [acyl carrier protein] synthase domain-containing protein	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	230.5
red	SC_RS31640	SCO5879	redW	L-prolyl-[peptidyl-carrier protein] dehydrogenase	SARP_heptamer_strict	6	9.42647	1.88e-4	0.0511	312.1666666666667
red	SC_RS31645	SCO5880	NA	RedY protein	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	267
red	SC_RS31650	SCO5881	redZ	response regulator transcription factor	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	236.5
red	SC_RS31660	SCO5883	NA	4'-phosphopantetheinyl transferase family protein	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	191
red	SC_RS31665	SCO5884	NA	DUF6206 family protein	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	192
red	SC_RS31690	SCO5889	NA	acyl carrier protein	SARP_heptamer_strict	5	9.42647	1.88e-4	0.0511	398.2
red	SC_RS31700	SCO5891	redM	L-proline--[L-prolyl-carrier protein] ligase RedM	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	290
red	SC_RS31710	SCO5893	NA	NAD-dependent epimerase/dehydratase family protein	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	189
red	SC_RS31715	SCO5894	NA	thioesterase II family protein	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	301.75
red	SC_RS31720	SCO5895	NA	SAM-dependent methyltransferase	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	124
red	SC_RS31725	SCO5896	NA	PEP/pyruvate-binding domain-containing protein	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	329
red	SC_RS31730	SCO5897	NA	aromatic ring-hydroxylating oxygenase subunit alpha	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	453
red	SC_RS31735	SCO5898	NA	DUF1295 domain-containing protein	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	191
red	SC_RS31675	SCO5886	NA	beta-ketoacyl-[acyl-carrier-protein] synthase family protein	ActII_ORF4	12	8.63507	2.2e-4	0.176	271
red	SC_RS31670	SCO5885	NA	DUF6041 domain-containing protein	ActII_ORF4	2	8.5545	2.31e-4	0.176	130
red	SC_RS31680	SCO5887	NA	acyl carrier protein	ActII_ORF4	2	8.5545	2.31e-4	0.176	367
red	SC_RS31645	SCO5880	NA	RedY protein	SARP_heptamer_relaxed	6	7.05802	2.32e-4	0.0435	270.6666666666667
red	SC_RS31650	SCO5881	redZ	response regulator transcription factor	SARP_heptamer_relaxed	7	7.05802	2.32e-4	0.0435	146.28571428571428
red	SC_RS31665	SCO5884	NA	DUF6206 family protein	SARP_heptamer_relaxed	7	7.05802	2.32e-4	0.0435	227.42857142857142
red	SC_RS31700	SCO5891	redM	L-proline--[L-prolyl-carrier protein] ligase RedM	SARP_heptamer_relaxed	11	7.05802	2.32e-4	0.0435	165.36363636363637
red	SC_RS31710	SCO5893	NA	NAD-dependent epimerase/dehydratase family protein	SARP_heptamer_relaxed	9	7.05802	2.32e-4	0.0435	334.1111111111111
red	SC_RS31655	SCO5882	NA	nitroreductase family protein	SARP_heptamer_strict	1	9.15196	2.76e-4	0.0703	70
red	SC_RS31715	SCO5894	NA	thioesterase II family protein	ActII_ORF4	4	8.19905	3.22e-4	0.176	284.25
red	SC_RS31725	SCO5896	NA	PEP/pyruvate-binding domain-containing protein	ActII_ORF4	7	8.19431	3.26e-4	0.176	248
red	SC_RS31665	SCO5884	NA	DUF6206 family protein	ActII_ORF4	4	8.16114	3.42e-4	0.176	251.25
red	SC_RS31655	SCO5882	NA	nitroreductase family protein	SARP_heptamer_relaxed	5	6.77474	3.64e-4	0.0559	244.2
red	SC_RS31635	SCO5878	NA	beta-ketoacyl [acyl carrier protein] synthase domain-containing protein	ActII_ORF4	3	7.99052	3.86e-4	0.176	253
red	SC_RS31705	SCO5892	NA	type I polyketide synthase	ActII_ORF4	2	7.99052	3.86e-4	0.176	328.5
red	SC_RS31630	SCO5877	redD	AfsR/SARP family transcriptional regulator	ActII_ORF4	2	7.87204	4.55e-4	0.176	260.5
red	SC_RS31640	SCO5879	redW	L-prolyl-[peptidyl-carrier protein] dehydrogenase	ActII_ORF4	3	7.87204	4.55e-4	0.176	351
red	SC_RS31670	SCO5885	NA	DUF6041 domain-containing protein	SARP_heptamer_relaxed	5	6.43686	5.25e-4	0.0559	330.6
red	SC_RS31700	SCO5891	redM	L-proline--[L-prolyl-carrier protein] ligase RedM	ActII_ORF4	3	7.65403	5.53e-4	0.176	261.3333333333333
red	SC_RS31695	SCO5890	NA	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	ActII_ORF4	2	7.61137	5.76e-4	0.176	170.5
red	SC_RS31720	SCO5895	NA	SAM-dependent methyltransferase	ActII_ORF4	2	7.53081	6.08e-4	0.176	196.5
red	SC_RS31695	SCO5890	NA	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	SARP_heptamer_relaxed	1	6.33447	6.51e-4	0.0559	118
red	SC_RS31735	SCO5898	NA	DUF1295 domain-containing protein	ActII_ORF4	1	7.30806	7.56e-4	0.176	495
red	SC_RS31645	SCO5880	NA	RedY protein	ActII_ORF4	1	7.20853	8.18e-4	0.179	15
