SARP_gene_id	SARP_old_locus_tag	SARP_label	gene_id	old_locus_tag	gene_name	product	bgc_name	target_type	pwm_used	hit_count	best_score	best_pvalue	best_qvalue	comment
SARP_family	NA	SARP heptamer (any)	SC_RS24295	SCO4426	NA	transcriptional regulator AfsR	NA	SARP_autoregulation	SARP_heptamer_relaxed	8	7.46758	1.16e-4	0.0465	SARP_heptamer_relaxed motif in SARP gene promoter (auto/cross-reg)
SARP_family	NA	SARP heptamer (any)	SC_RS31630	SCO5877	NA	AfsR/SARP family transcriptional regulator	NA	SARP_autoregulation	SARP_heptamer_relaxed	3	7.46758	1.16e-4	0.0465	SARP_heptamer_relaxed motif in SARP gene promoter (auto/cross-reg)
SARP_family	NA	SARP heptamer (any)	SC_RS33690	SCO6288	NA	AfsR/SARP family transcriptional regulator	NA	SARP_autoregulation	SARP_heptamer_relaxed	7	7.46758	1.16e-4	0.0465	SARP_heptamer_relaxed motif in SARP gene promoter (auto/cross-reg)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18190	SCO3215	NA	class I SAM-dependent methyltransferase	cda	BGC_gene	SARP_heptamer_relaxed	11	7.36519	1.6e-4	0.0435	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33665	SCO6283	NA	NAD(P)H-binding protein	cpk	BGC_gene	SARP_heptamer_relaxed	4	7.36519	1.6e-4	0.0435	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SARP_family	NA	SARP heptamer (any)	SC_RS37190	SCO6993	NA	LuxR family transcriptional regulator AbsR2	NA	TF_candidate	SARP_heptamer_relaxed	6	7.36519	1.6e-4	0.0468	SARP_heptamer_relaxed motif in TF candidate promoter
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18165	SCO3210	NA	class II 3-deoxy-7-phosphoheptulonate synthase	cda	BGC_gene	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18170	SCO3211	trpC	indole-3-glycerol phosphate synthase TrpC	cda	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18180	SCO3213	NA	anthranilate synthase component II	cda	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18185	SCO3214	NA	anthranilate synthase component I family protein	cda	BGC_gene	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18195	SCO3216	NA	HAD-IC family P-type ATPase	cda	BGC_gene	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18200	SCO3217	NA	AfsR/SARP family transcriptional regulator	cda	BGC_gene	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18205	SCO3218	NA	MbtH family protein	cda	BGC_gene	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18210	SCO3219	NA	alpha/beta hydrolase family protein	cda	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18215	SCO3220	NA	hypothetical protein	cda	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18220	SCO3221	NA	prephenate dehydrogenase	cda	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18225	SCO3222	NA	phospholipase	cda	BGC_gene	SARP_heptamer_strict	5	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18245	SCO3226	absA2	two component system response regulator	cda	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18250	SCO3227	NA	aminotransferase-like domain-containing protein	cda	BGC_gene	SARP_heptamer_strict	5	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18260	SCO3229	hppD	4-hydroxyphenylpyruvate dioxygenase	cda	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18265	SCO3230	NA	non-ribosomal peptide synthase/polyketide synthase	cda	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18270	SCO3231	NA	non-ribosomal peptide synthetase	cda	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18275	SCO3232	NA	amino acid adenylation domain-containing protein	cda	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18280	SCO3233	NA	alpha/beta fold hydrolase	cda	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18295	SCO3236	asnO	L-asparagine oxygenase	cda	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18300	SCO3237	NA	alkaline phosphatase family protein	cda	BGC_gene	SARP_heptamer_strict	5	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18305	SCO3238	eboE	metabolite traffic protein EboE	cda	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18310	SCO3239	NA	TatD family hydrolase	cda	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18315	SCO3240	NA	EboA domain-containing protein	cda	BGC_gene	SARP_heptamer_strict	5	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18320	SCO3241	NA	sugar phosphate isomerase/epimerase family protein	cda	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18325	SCO3242	NA	SCO3242 family prenyltransferase	cda	BGC_gene	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18335	SCO3244	NA	hypothetical protein	cda	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18340	SCO3245	NA	FAD-dependent monooxygenase	cda	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18345	SCO3246	NA	beta-ketoacyl-ACP synthase III	cda	BGC_gene	SARP_heptamer_strict	8	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18350	SCO3247	NA	acyl-CoA dehydrogenase family protein	cda	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS18200	SCO3217	SCO3217/cdaR (cda CSR)	SC_RS18355	SCO3248	NA	beta-ketoacyl-[acyl-carrier-protein] synthase family protein	cda	BGC_gene	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO3217/cdaR (cda CSR)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27515	SCO5071	NA	nuclear transport factor 2 family protein	act	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27520	SCO5072	NA	3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein	act	BGC_gene	SARP_heptamer_strict	5	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27525	SCO5073	NA	quinone oxidoreductase family protein	act	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27530	SCO5074	NA	hypothetical protein	act	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27535	SCO5075	NA	NADP-dependent oxidoreductase	act	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27540	SCO5076	NA	MFS transporter	act	BGC_gene	SARP_heptamer_strict	8	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27550	SCO5078	NA	DUF6081 family protein	act	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27555	SCO5079	NA	NmrA/HSCARG family protein	act	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27560	SCO5080	actVA	actinorhodin polyketide dimerase ActVA	act	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27565	SCO5081	NA	antibiotic biosynthesis monooxygenase	act	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27570	SCO5082	actII-orf4	TetR family transcriptional regulator ActII	act	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27580	SCO5084	NA	MMPL family transporter	act	BGC_gene	SARP_heptamer_strict	5	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27595	SCO5087	NA	beta-ketoacyl-[acyl-carrier-protein] synthase family protein	act	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27605	SCO5089	NA	acyl carrier protein	act	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27610	SCO5090	NA	aromatase/cyclase	act	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27615	SCO5091	NA	MBL fold metallo-hydrolase	act	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS27585	SCO5085	SCO5085 (act structural SARP)	SC_RS27620	SCO5092	actVB	actinorhodin polyketide dimerase ActVB	act	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO5085 (act structural SARP)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31630	SCO5877	redD	AfsR/SARP family transcriptional regulator	red	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31635	SCO5878	NA	beta-ketoacyl [acyl carrier protein] synthase domain-containing protein	red	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31640	SCO5879	redW	L-prolyl-[peptidyl-carrier protein] dehydrogenase	red	BGC_gene	SARP_heptamer_strict	6	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31645	SCO5880	NA	RedY protein	red	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31650	SCO5881	redZ	response regulator transcription factor	red	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31660	SCO5883	NA	4'-phosphopantetheinyl transferase family protein	red	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31665	SCO5884	NA	DUF6206 family protein	red	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31690	SCO5889	NA	acyl carrier protein	red	BGC_gene	SARP_heptamer_strict	5	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31700	SCO5891	redM	L-proline--[L-prolyl-carrier protein] ligase RedM	red	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31710	SCO5893	NA	NAD-dependent epimerase/dehydratase family protein	red	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31715	SCO5894	NA	thioesterase II family protein	red	BGC_gene	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31720	SCO5895	NA	SAM-dependent methyltransferase	red	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31725	SCO5896	NA	PEP/pyruvate-binding domain-containing protein	red	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31730	SCO5897	NA	aromatic ring-hydroxylating oxygenase subunit alpha	red	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS31630	SCO5877	redD (red CSR)	SC_RS31735	SCO5898	NA	DUF1295 domain-containing protein	red	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to redD (red CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33620	SCO6274	NA	SDR family NAD(P)-dependent oxidoreductase	cpk	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33625	SCO6275	NA	type I polyketide synthase	cpk	BGC_gene	SARP_heptamer_strict	5	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33630	SCO6276	NA	FAD-dependent oxidoreductase	cpk	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33635	SCO6277	NA	alpha/beta fold hydrolase	cpk	BGC_gene	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33640	SCO6278	NA	MFS transporter	cpk	BGC_gene	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33645	SCO6279	NA	aspartate aminotransferase family protein	cpk	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33655	SCO6281	NA	FAD-binding oxidoreductase	cpk	BGC_gene	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33660	SCO6282	cpkO	SDR family oxidoreductase	cpk	BGC_gene	SARP_heptamer_strict	5	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33665	SCO6283	NA	NAD(P)H-binding protein	cpk	BGC_gene	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33670	SCO6284	NA	acyl-CoA carboxylase subunit beta	cpk	BGC_gene	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33675	SCO6285	NA	hypothetical protein	cpk	BGC_gene	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33680	SCO6286	scbR2	ScbR family autoregulator-binding transcription factor	cpk	BGC_gene	SARP_heptamer_strict	8	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33685	SCO6287	NA	thioesterase II family protein	cpk	BGC_gene	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SC_RS33690	SCO6288	SCO6288/cpkN (cpk CSR)	SC_RS33690	SCO6288	NA	AfsR/SARP family transcriptional regulator	cpk	BGC_gene	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0511	Heptamer match; assigned to SCO6288/cpkN (cpk CSR)
SARP_family	NA	SARP heptamer (any)	SC_RS16870	SCO2953	NA	anti-sigma U factor RsuA	NA	TF_candidate	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0522	SARP_heptamer_strict motif in TF candidate promoter
SARP_family	NA	SARP heptamer (any)	SC_RS26000	SCO4768	NA	response regulator transcription factor	NA	TF_candidate	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0522	SARP_heptamer_strict motif in TF candidate promoter
SARP_family	NA	SARP heptamer (any)	SC_RS27570	SCO5082	NA	TetR family transcriptional regulator ActII	NA	TF_candidate	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0522	SARP_heptamer_strict motif in TF candidate promoter
SARP_family	NA	SARP heptamer (any)	SC_RS28860	SCO5337	NA	XRE family transcriptional regulator	NA	TF_candidate	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0522	SARP_heptamer_strict motif in TF candidate promoter
SARP_family	NA	SARP heptamer (any)	SC_RS29775	SCO5518	NA	PucR family transcriptional regulator	NA	TF_candidate	SARP_heptamer_strict	7	9.42647	1.88e-4	0.0522	SARP_heptamer_strict motif in TF candidate promoter
SARP_family	NA	SARP heptamer (any)	SC_RS31650	SCO5881	NA	response regulator transcription factor	NA	TF_candidate	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0522	SARP_heptamer_strict motif in TF candidate promoter
SARP_family	NA	SARP heptamer (any)	SC_RS36895	SCO6937	NA	LuxR C-terminal-related transcriptional regulator	NA	TF_candidate	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0522	SARP_heptamer_strict motif in TF candidate promoter
SARP_family	NA	SARP heptamer (any)	SC_RS37190	SCO6993	NA	LuxR family transcriptional regulator AbsR2	NA	TF_candidate	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0522	SARP_heptamer_strict motif in TF candidate promoter
SARP_family	NA	SARP heptamer (any)	SC_RS06435	SCO0898	NA	AfsR/SARP family transcriptional regulator	NA	SARP_autoregulation	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0529	SARP_heptamer_strict motif in SARP gene promoter (auto/cross-reg)
SARP_family	NA	SARP heptamer (any)	SC_RS13320	SCO2259	NA	BTAD domain-containing putative transcriptional regulator	NA	SARP_autoregulation	SARP_heptamer_strict	1	9.42647	1.88e-4	0.0529	SARP_heptamer_strict motif in SARP gene promoter (auto/cross-reg)
SARP_family	NA	SARP heptamer (any)	SC_RS18200	SCO3217	NA	AfsR/SARP family transcriptional regulator	NA	SARP_autoregulation	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0529	SARP_heptamer_strict motif in SARP gene promoter (auto/cross-reg)
SARP_family	NA	SARP heptamer (any)	SC_RS22750	SCO4116	NA	BTAD domain-containing putative transcriptional regulator	NA	SARP_autoregulation	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0529	SARP_heptamer_strict motif in SARP gene promoter (auto/cross-reg)
SARP_family	NA	SARP heptamer (any)	SC_RS24295	SCO4426	NA	transcriptional regulator AfsR	NA	SARP_autoregulation	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0529	SARP_heptamer_strict motif in SARP gene promoter (auto/cross-reg)
SARP_family	NA	SARP heptamer (any)	SC_RS27570	SCO5082	NA	TetR family transcriptional regulator ActII	NA	SARP_autoregulation	SARP_heptamer_strict	2	9.42647	1.88e-4	0.0529	SARP_heptamer_strict motif in SARP gene promoter (auto/cross-reg)
SARP_family	NA	SARP heptamer (any)	SC_RS31630	SCO5877	NA	AfsR/SARP family transcriptional regulator	NA	SARP_autoregulation	SARP_heptamer_strict	3	9.42647	1.88e-4	0.0529	SARP_heptamer_strict motif in SARP gene promoter (auto/cross-reg)
SARP_family	NA	SARP heptamer (any)	SC_RS33690	SCO6288	NA	AfsR/SARP family transcriptional regulator	NA	SARP_autoregulation	SARP_heptamer_strict	4	9.42647	1.88e-4	0.0529	SARP_heptamer_strict motif in SARP gene promoter (auto/cross-reg)
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31675	SCO5886	NA	beta-ketoacyl-[acyl-carrier-protein] synthase family protein	red	BGC_gene_cross	ActII_ORF4	12	8.63507	2.2e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (act CSR)	SC_RS27560	SCO5080	actVA	actinorhodin polyketide dimerase ActVA	act	BGC_gene	ActII_ORF4	4	8.5545	2.31e-4	0.176	ActII-ORF4 PWM match in act cluster
SC_RS27570	SCO5082	actII-orf4 (act CSR)	SC_RS27620	SCO5092	actVB	actinorhodin polyketide dimerase ActVB	act	BGC_gene	ActII_ORF4	4	8.5545	2.31e-4	0.176	ActII-ORF4 PWM match in act cluster
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18235	SCO3224	NA	ABC transporter ATP-binding protein	cda	BGC_gene_cross	ActII_ORF4	2	8.5545	2.31e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18265	SCO3230	NA	non-ribosomal peptide synthase/polyketide synthase	cda	BGC_gene_cross	ActII_ORF4	1	8.5545	2.31e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS18305	SCO3238	eboE	metabolite traffic protein EboE	cda	BGC_gene_cross	ActII_ORF4	5	8.5545	2.31e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31670	SCO5885	NA	DUF6041 domain-containing protein	red	BGC_gene_cross	ActII_ORF4	2	8.5545	2.31e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS31680	SCO5887	NA	acyl carrier protein	red	BGC_gene_cross	ActII_ORF4	2	8.5545	2.31e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4 (cross-cluster?)	SC_RS33620	SCO6274	NA	SDR family NAD(P)-dependent oxidoreductase	cpk	BGC_gene_cross	ActII_ORF4	3	8.5545	2.31e-4	0.176	ActII-ORF4-like motif in non-act BGC
SC_RS27570	SCO5082	actII-orf4	SC_RS06435	SCO0898	NA	AfsR/SARP family transcriptional regulator	NA	SARP_autoregulation	ActII_ORF4	2	8.5545	2.31e-4	0.384	ActII_ORF4 motif in SARP gene promoter (auto/cross-reg)
