chrom	position	strand	T1_freq	T2_freq	T3_freq	delta	category	pattern	region
NC_003888.3	4552676	+	89.05	81.97	91.26	9.290000000000006	dynamic	Valley (T2 min)	core
NC_003888.3	6061468	+	85.9	76.62	82.55	9.280000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	4008065	+	90.18	94.04	84.77	9.27000000000001	dynamic	Peak (T2 max)	core
NC_003888.3	4146883	-	92.44	83.21	85.52	9.230000000000004	dynamic	Valley (T2 min)	core
NC_003888.3	2743272	+	82.41	77.88	73.24	9.170000000000002	dynamic	Monotone decrease	core
NC_003888.3	1968495	-	84.57	81.99	91.11	9.120000000000005	dynamic	Valley (T2 min)	core
NC_003888.3	5377738	+	94.37	93.16	85.26	9.11	dynamic	Monotone decrease	core
NC_003888.3	6485562	+	88.52	97.62	95.24	9.100000000000009	dynamic	Peak (T2 max)	core
NC_003888.3	3803469	+	95.66	93.12	86.56	9.099999999999994	dynamic	Monotone decrease	core
NC_003888.3	3423184	+	89.3	89.07	80.21	9.090000000000003	dynamic	Monotone decrease	core
NC_003888.3	1650002	-	94.07	89.57	85.0	9.069999999999993	dynamic	Monotone decrease	core
NC_003888.3	3383766	-	85.95	87.27	95.01	9.060000000000002	dynamic	Monotone increase	core
NC_003888.3	3051337	+	100.0	90.95	97.1	9.049999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	3819482	-	52.2	56.84	61.24	9.04	dynamic	Monotone increase	core
NC_003888.3	2104477	-	99.02	96.71	90.0	9.019999999999996	dynamic	Monotone decrease	core
NC_003888.3	2294401	+	89.55	98.55	95.24	9.0	dynamic	Peak (T2 max)	core
NC_003888.3	2413467	+	94.97	89.0	85.98	8.989999999999995	dynamic	Monotone decrease	core
NC_003888.3	5786901	+	55.05	60.94	64.03	8.980000000000004	dynamic	Monotone increase	core
NC_003888.3	4546147	+	82.15	89.67	91.11	8.959999999999994	dynamic	Monotone increase	core
NC_003888.3	4958009	+	74.05	66.1	75.0	8.900000000000006	dynamic	Valley (T2 min)	core
NC_003888.3	3520479	+	84.07	87.21	78.33	8.879999999999995	dynamic	Peak (T2 max)	core
NC_003888.3	5361112	+	88.31	83.4	79.44	8.870000000000005	dynamic	Monotone decrease	core
NC_003888.3	3781081	+	84.34	84.15	75.48	8.86	dynamic	Monotone decrease	core
NC_003888.3	3895130	+	85.9	80.05	88.89	8.840000000000003	dynamic	Valley (T2 min)	core
NC_003888.3	4753032	+	89.52	91.27	82.45	8.819999999999993	dynamic	Peak (T2 max)	core
NC_003888.3	2927962	-	90.99	85.26	94.08	8.819999999999993	dynamic	Valley (T2 min)	core
NC_003888.3	3270785	-	97.87	97.32	89.07	8.800000000000011	dynamic	Monotone decrease	core
NC_003888.3	2879925	+	65.39	56.65	61.81	8.740000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	5177771	-	85.53	94.21	94.07	8.679999999999993	dynamic	Peak (T2 max)	core
NC_003888.3	1403019	+	94.44	85.76	93.67	8.679999999999993	dynamic	Valley (T2 min)	arm
NC_003888.3	1365143	+	67.92	66.04	59.25	8.670000000000002	dynamic	Monotone decrease	arm
NC_003888.3	4893770	-	88.84	84.14	92.78	8.64	dynamic	Valley (T2 min)	core
NC_003888.3	7174582	+	97.44	88.83	95.14	8.61	dynamic	Valley (T2 min)	arm
NC_003888.3	3401573	+	72.79	81.39	75.92	8.599999999999994	dynamic	Peak (T2 max)	core
NC_003888.3	6910043	-	93.64	89.66	85.05	8.590000000000003	dynamic	Monotone decrease	core
NC_003888.3	7043492	+	94.44	85.86	89.83	8.579999999999998	dynamic	Valley (T2 min)	core
NC_003888.3	1544968	+	96.37	87.86	88.36	8.510000000000005	dynamic	Valley (T2 min)	core
NC_003888.3	4821363	+	76.58	82.04	73.53	8.510000000000005	dynamic	Peak (T2 max)	core
NC_003888.3	1455106	-	85.55	94.04	85.83	8.490000000000009	dynamic	Peak (T2 max)	arm
NC_003888.3	3893627	-	92.0	91.51	100.0	8.489999999999995	dynamic	Valley (T2 min)	core
NC_003888.3	5012653	-	85.97	77.48	79.31	8.489999999999995	dynamic	Valley (T2 min)	core
NC_003888.3	3958937	+	54.6	63.07	55.47	8.469999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	6430389	+	87.97	84.09	92.53	8.439999999999998	dynamic	Valley (T2 min)	core
NC_003888.3	3168458	+	80.71	72.3	79.42	8.409999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	5816303	-	68.25	66.48	74.87	8.39	dynamic	Valley (T2 min)	core
NC_003888.3	2935051	-	69.63	63.81	61.24	8.389999999999993	dynamic	Monotone decrease	core
NC_003888.3	1671520	-	85.18	87.78	79.4	8.379999999999995	dynamic	Peak (T2 max)	core
NC_003888.3	7195860	+	85.16	77.45	76.8	8.36	dynamic	Monotone decrease	arm
NC_003888.3	7039604	-	66.91	75.26	67.86	8.350000000000009	dynamic	Peak (T2 max)	core
NC_003888.3	2667118	+	98.77	93.47	90.42	8.349999999999994	dynamic	Monotone decrease	core
NC_003888.3	4605549	-	82.13	79.28	73.79	8.33999999999999	dynamic	Monotone decrease	core
NC_003888.3	2020066	-	89.71	96.03	98.04	8.330000000000013	dynamic	Monotone increase	core
NC_003888.3	2473733	-	95.37	87.84	87.05	8.320000000000007	dynamic	Monotone decrease	core
NC_003888.3	7645243	+	92.49	91.12	84.17	8.319999999999993	dynamic	Monotone decrease	arm
NC_003888.3	7270262	+	94.44	86.14	92.46	8.299999999999997	dynamic	Valley (T2 min)	arm
NC_003888.3	4722563	+	85.64	78.69	86.97	8.280000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	2329793	-	91.77	100.0	98.33	8.230000000000004	dynamic	Peak (T2 max)	core
NC_003888.3	4235818	+	94.34	89.5	86.11	8.230000000000004	dynamic	Monotone decrease	core
NC_003888.3	5031426	+	91.47	92.59	84.4	8.189999999999998	dynamic	Peak (T2 max)	core
NC_003888.3	6492334	-	68.25	69.14	61.0	8.14	dynamic	Peak (T2 max)	core
NC_003888.3	4236074	-	84.15	80.29	88.42	8.129999999999995	dynamic	Valley (T2 min)	core
NC_003888.3	5978789	+	82.46	82.12	90.25	8.129999999999995	dynamic	Valley (T2 min)	core
NC_003888.3	3692158	+	83.07	83.73	75.61	8.120000000000005	dynamic	Peak (T2 max)	core
NC_003888.3	2747022	+	85.95	94.07	89.63	8.11999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	6583723	+	85.17	77.98	86.08	8.099999999999994	dynamic	Valley (T2 min)	core
NC_003888.3	1035686	-	91.9	84.72	92.8	8.079999999999998	dynamic	Valley (T2 min)	arm
NC_003888.3	6597313	+	83.97	92.02	84.44	8.049999999999997	dynamic	Peak (T2 max)	core
NC_003888.3	4329839	-	95.43	89.74	87.39	8.040000000000006	dynamic	Monotone decrease	core
NC_003888.3	5009698	-	89.95	92.96	84.92	8.039999999999992	dynamic	Peak (T2 max)	core
NC_003888.3	3530668	+	85.3	77.29	77.38	8.009999999999991	dynamic	Valley (T2 min)	core
NC_003888.3	4036934	-	98.85	90.85	98.04	8.0	dynamic	Valley (T2 min)	core
NC_003888.3	1486220	-	96.3	100.0	92.02	7.980000000000004	dynamic	Peak (T2 max)	arm
NC_003888.3	4375244	-	75.27	67.3	74.37	7.969999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	5535159	+	74.3	82.27	80.56	7.969999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	1320413	+	96.55	98.25	90.28	7.969999999999999	dynamic	Peak (T2 max)	arm
NC_003888.3	381782	-	92.86	100.0	92.06	7.939999999999998	dynamic	Peak (T2 max)	arm
NC_003888.3	4163455	+	89.85	97.78	90.88	7.930000000000007	dynamic	Peak (T2 max)	core
NC_003888.3	4271830	+	71.74	79.65	77.86	7.910000000000011	dynamic	Peak (T2 max)	core
NC_003888.3	2269438	+	89.39	81.48	88.36	7.909999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	6681685	-	95.69	92.1	100.0	7.900000000000006	dynamic	Valley (T2 min)	core
NC_003888.3	7671741	+	96.3	94.35	88.4	7.8999999999999915	dynamic	Monotone decrease	arm
NC_003888.3	5655636	-	91.8	90.43	98.33	7.8999999999999915	dynamic	Valley (T2 min)	core
NC_003888.3	5066945	+	71.37	72.51	79.26	7.890000000000001	dynamic	Monotone increase	core
NC_003888.3	1974379	+	76.15	84.04	76.41	7.890000000000001	dynamic	Peak (T2 max)	core
NC_003888.3	2227901	+	93.83	100.0	92.13	7.8700000000000045	dynamic	Peak (T2 max)	core
NC_003888.3	6373388	+	64.42	62.08	56.58	7.840000000000003	dynamic	Monotone decrease	core
NC_003888.3	323419	-	81.87	78.69	86.51	7.820000000000007	dynamic	Valley (T2 min)	arm
NC_003888.3	5604974	+	95.26	92.96	87.45	7.810000000000002	dynamic	Monotone decrease	core
NC_003888.3	5342430	+	91.03	83.24	90.95	7.790000000000006	dynamic	Valley (T2 min)	core
NC_003888.3	2474379	+	91.25	95.22	87.45	7.769999999999996	dynamic	Peak (T2 max)	core
NC_003888.3	4879541	+	88.07	90.11	95.83	7.760000000000005	dynamic	Monotone increase	core
NC_003888.3	1760730	-	96.02	88.29	93.29	7.72999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	4459814	+	92.09	89.29	84.39	7.700000000000003	dynamic	Monotone decrease	core
NC_003888.3	5226895	-	90.78	90.29	83.1	7.680000000000007	dynamic	Monotone decrease	core
NC_003888.3	7593848	+	94.41	86.73	92.31	7.679999999999993	dynamic	Valley (T2 min)	arm
NC_003888.3	5843408	+	61.14	66.76	68.81	7.670000000000002	dynamic	Monotone increase	core
NC_003888.3	3412086	-	89.87	82.48	90.14	7.659999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	3354644	-	93.84	98.48	90.83	7.650000000000006	dynamic	Peak (T2 max)	core
NC_003888.3	6087244	+	79.67	87.32	80.61	7.6499999999999915	dynamic	Peak (T2 max)	core
NC_003888.3	3317882	-	88.54	96.18	90.46	7.640000000000001	dynamic	Peak (T2 max)	core
NC_003888.3	5143231	+	76.65	76.46	69.02	7.63000000000001	dynamic	Monotone decrease	core
NC_003888.3	6447373	+	91.77	90.34	84.14	7.6299999999999955	dynamic	Monotone decrease	core
NC_003888.3	1897024	-	100.0	95.86	92.39	7.609999999999999	dynamic	Monotone decrease	core
NC_003888.3	4542027	-	94.99	96.03	88.43	7.599999999999994	dynamic	Peak (T2 max)	core
NC_003888.3	3472992	+	93.7	88.29	86.11	7.590000000000003	dynamic	Monotone decrease	core
NC_003888.3	5430002	+	83.59	91.11	88.36	7.519999999999996	dynamic	Peak (T2 max)	core
NC_003888.3	3184329	+	92.54	85.03	86.11	7.510000000000005	dynamic	Valley (T2 min)	core
NC_003888.3	4898691	-	79.81	78.15	85.66	7.509999999999991	dynamic	Valley (T2 min)	core
NC_003888.3	4643825	-	65.36	59.4	66.89	7.490000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	7413539	+	90.3	94.32	97.78	7.480000000000004	dynamic	Monotone increase	arm
NC_003888.3	4169425	+	97.03	89.68	97.16	7.47999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	108750	+	89.56	91.51	84.04	7.469999999999999	dynamic	Peak (T2 max)	arm
NC_003888.3	6462222	-	76.68	71.45	78.91	7.459999999999994	dynamic	Valley (T2 min)	core
NC_003888.3	3163948	-	86.09	85.28	78.64	7.450000000000003	dynamic	Monotone decrease	core
NC_003888.3	2275208	+	95.6	93.38	88.16	7.439999999999998	dynamic	Monotone decrease	core
NC_003888.3	7585226	-	91.63	94.35	86.94	7.409999999999997	dynamic	Peak (T2 max)	arm
NC_003888.3	5523320	-	57.92	65.32	58.58	7.3999999999999915	dynamic	Peak (T2 max)	core
NC_003888.3	7064924	-	87.84	95.22	95.24	7.3999999999999915	dynamic	Monotone increase	core
NC_003888.3	2342799	+	75.02	67.62	68.89	7.3999999999999915	dynamic	Valley (T2 min)	core
NC_003888.3	7234307	+	96.3	97.22	89.83	7.390000000000001	dynamic	Peak (T2 max)	arm
NC_003888.3	8492391	+	90.41	88.5	95.87	7.3700000000000045	dynamic	Valley (T2 min)	arm
NC_003888.3	4993793	+	87.94	89.24	81.88	7.359999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	2639916	+	73.17	67.86	75.19	7.329999999999998	dynamic	Valley (T2 min)	core
NC_003888.3	8484451	-	93.94	94.4	87.1	7.300000000000011	dynamic	Peak (T2 max)	arm
NC_003888.3	7396296	-	97.92	90.62	97.44	7.299999999999997	dynamic	Valley (T2 min)	arm
NC_003888.3	2311303	-	93.16	85.88	88.63	7.280000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	4679588	-	80.37	87.62	82.98	7.25	dynamic	Peak (T2 max)	core
NC_003888.3	4671760	-	98.52	94.92	91.27	7.25	dynamic	Monotone decrease	core
NC_003888.3	3433860	-	81.08	76.65	73.85	7.230000000000004	dynamic	Monotone decrease	core
NC_003888.3	3386051	-	85.74	92.96	92.86	7.219999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	1724992	-	92.45	91.09	85.24	7.210000000000008	dynamic	Monotone decrease	core
NC_003888.3	6266448	+	98.25	95.45	91.04	7.209999999999994	dynamic	Monotone decrease	core
NC_003888.3	5237083	+	90.7	97.9	94.02	7.200000000000003	dynamic	Peak (T2 max)	core
NC_003888.3	2634095	+	90.26	85.16	92.36	7.200000000000003	dynamic	Valley (T2 min)	core
NC_003888.3	2876660	-	86.6	89.96	82.78	7.179999999999993	dynamic	Peak (T2 max)	core
NC_003888.3	2269967	-	98.85	93.67	91.67	7.179999999999993	dynamic	Monotone decrease	core
NC_003888.3	2454759	-	84.97	92.12	91.73	7.150000000000006	dynamic	Peak (T2 max)	core
NC_003888.3	4422346	-	86.45	93.59	88.54	7.140000000000001	dynamic	Peak (T2 max)	core
NC_003888.3	8512369	-	100.0	98.41	92.86	7.140000000000001	dynamic	Monotone decrease	arm
NC_003888.3	2037299	-	91.89	88.43	95.56	7.1299999999999955	dynamic	Valley (T2 min)	core
NC_003888.3	2744648	+	91.21	98.33	95.58	7.1200000000000045	dynamic	Peak (T2 max)	core
NC_003888.3	1020345	-	90.12	97.22	95.66	7.099999999999994	dynamic	Peak (T2 max)	arm
NC_003888.3	6013010	-	87.64	88.34	81.27	7.070000000000007	dynamic	Peak (T2 max)	core
NC_003888.3	6733949	-	93.6	89.23	96.3	7.069999999999993	dynamic	Valley (T2 min)	core
NC_003888.3	2792757	-	98.77	91.73	97.78	7.039999999999992	dynamic	Valley (T2 min)	core
NC_003888.3	6785946	+	94.13	88.89	95.92	7.030000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	4403190	-	92.65	88.33	95.35	7.019999999999996	dynamic	Valley (T2 min)	core
NC_003888.3	2942021	-	90.56	86.49	83.55	7.010000000000005	dynamic	Monotone decrease	core
NC_003888.3	4481933	+	78.7	85.42	78.44	6.980000000000004	dynamic	Peak (T2 max)	core
NC_003888.3	1258403	-	93.02	97.92	100.0	6.980000000000004	dynamic	Monotone increase	arm
NC_003888.3	6321511	+	87.56	87.84	94.54	6.980000000000004	dynamic	Monotone increase	core
NC_003888.3	1845486	+	91.7	93.15	86.19	6.960000000000008	dynamic	Peak (T2 max)	core
NC_003888.3	4640305	-	72.51	76.23	79.45	6.939999999999998	dynamic	Monotone increase	core
NC_003888.3	6332159	+	82.83	77.64	84.58	6.939999999999998	dynamic	Valley (T2 min)	core
NC_003888.3	4427746	-	81.44	78.22	74.52	6.920000000000002	dynamic	Monotone decrease	core
NC_003888.3	3013751	+	86.15	92.6	93.05	6.8999999999999915	dynamic	Monotone increase	core
NC_003888.3	2020725	-	95.45	88.56	94.44	6.890000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	5792590	+	83.76	76.88	77.25	6.88000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	2737866	-	94.61	91.16	98.04	6.88000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	2543594	-	89.29	83.53	90.4	6.8700000000000045	dynamic	Valley (T2 min)	core
NC_003888.3	7573069	-	94.34	88.69	95.56	6.8700000000000045	dynamic	Valley (T2 min)	arm
NC_003888.3	3619980	+	80.51	84.07	77.21	6.859999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	429275	+	98.67	91.81	94.82	6.859999999999999	dynamic	Valley (T2 min)	arm
NC_003888.3	2196102	+	97.78	93.02	90.95	6.829999999999998	dynamic	Monotone decrease	core
NC_003888.3	6742756	-	86.71	92.67	85.86	6.810000000000002	dynamic	Peak (T2 max)	core
NC_003888.3	7271782	+	83.64	83.25	90.03	6.780000000000001	dynamic	Valley (T2 min)	arm
NC_003888.3	3725896	+	70.4	64.33	63.65	6.750000000000007	dynamic	Monotone decrease	core
NC_003888.3	4335965	-	94.63	90.1	96.83	6.730000000000004	dynamic	Valley (T2 min)	core
NC_003888.3	8191210	-	90.77	90.72	97.44	6.719999999999999	dynamic	Valley (T2 min)	arm
NC_003888.3	7036618	-	84.02	90.72	85.34	6.700000000000003	dynamic	Peak (T2 max)	core
NC_003888.3	1682067	+	87.21	80.51	86.85	6.699999999999989	dynamic	Valley (T2 min)	core
NC_003888.3	1342816	-	90.61	84.63	91.32	6.689999999999998	dynamic	Valley (T2 min)	arm
NC_003888.3	5159802	+	88.86	95.54	92.03	6.680000000000007	dynamic	Peak (T2 max)	core
NC_003888.3	3067961	+	90.85	84.17	85.32	6.679999999999993	dynamic	Valley (T2 min)	core
NC_003888.3	1922223	-	77.89	84.56	82.65	6.670000000000002	dynamic	Peak (T2 max)	core
NC_003888.3	364738	-	94.66	87.99	92.15	6.670000000000002	dynamic	Valley (T2 min)	arm
NC_003888.3	3834514	-	59.38	52.73	53.06	6.650000000000006	dynamic	Valley (T2 min)	core
NC_003888.3	3958334	+	70.09	66.21	72.86	6.650000000000006	dynamic	Valley (T2 min)	core
NC_003888.3	6733964	-	98.72	95.67	92.1	6.6200000000000045	dynamic	Monotone decrease	core
NC_003888.3	4094150	-	78.65	72.12	72.03	6.6200000000000045	dynamic	Monotone decrease	core
NC_003888.3	5080972	+	91.33	84.73	89.35	6.599999999999994	dynamic	Valley (T2 min)	core
NC_003888.3	1763623	-	91.65	98.25	93.86	6.599999999999994	dynamic	Peak (T2 max)	core
NC_003888.3	4078056	-	89.37	94.47	87.95	6.519999999999996	dynamic	Peak (T2 max)	core
NC_003888.3	3278193	-	88.33	90.91	84.39	6.519999999999996	dynamic	Peak (T2 max)	core
NC_003888.3	7174792	+	100.0	96.3	93.49	6.510000000000005	dynamic	Monotone decrease	arm
NC_003888.3	5557809	+	85.56	79.06	84.39	6.5	dynamic	Valley (T2 min)	core
NC_003888.3	2793646	-	78.17	84.49	84.66	6.489999999999995	dynamic	Monotone increase	core
NC_003888.3	3037035	-	95.95	91.79	89.5	6.450000000000003	dynamic	Monotone decrease	core
NC_003888.3	1369369	-	89.17	95.58	91.87	6.409999999999997	dynamic	Peak (T2 max)	arm
NC_003888.3	6899442	-	93.8	89.42	95.83	6.409999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	4256467	+	87.69	87.6	94.0	6.400000000000006	dynamic	Valley (T2 min)	core
NC_003888.3	7647609	+	100.0	98.72	93.61	6.390000000000001	dynamic	Monotone decrease	arm
NC_003888.3	5188414	+	79.6	79.26	85.64	6.3799999999999955	dynamic	Valley (T2 min)	core
NC_003888.3	86222	+	98.04	96.76	91.67	6.3700000000000045	dynamic	Monotone decrease	arm
NC_003888.3	683994	-	91.41	97.78	92.91	6.3700000000000045	dynamic	Peak (T2 max)	arm
NC_003888.3	4123877	-	91.73	86.32	92.67	6.3500000000000085	dynamic	Valley (T2 min)	core
NC_003888.3	4902301	-	80.73	87.08	84.07	6.349999999999994	dynamic	Peak (T2 max)	core
NC_003888.3	4776318	+	84.7	88.49	91.05	6.349999999999994	dynamic	Monotone increase	core
NC_003888.3	3310391	+	87.86	87.4	81.55	6.310000000000002	dynamic	Monotone decrease	core
NC_003888.3	7566272	+	78.41	83.31	84.72	6.310000000000002	dynamic	Monotone increase	arm
NC_003888.3	5749297	-	83.62	77.5	77.32	6.300000000000011	dynamic	Monotone decrease	core
NC_003888.3	2211642	-	87.01	93.22	86.92	6.299999999999997	dynamic	Peak (T2 max)	core
NC_003888.3	5959764	-	85.38	91.67	91.53	6.290000000000006	dynamic	Peak (T2 max)	core
NC_003888.3	2274531	-	94.03	98.55	92.27	6.280000000000001	dynamic	Peak (T2 max)	core
NC_003888.3	6152005	-	88.05	85.83	92.1	6.269999999999996	dynamic	Valley (T2 min)	core
NC_003888.3	5016405	-	86.53	80.97	87.23	6.260000000000005	dynamic	Valley (T2 min)	core
NC_003888.3	4162333	-	80.77	78.67	84.92	6.25	dynamic	Valley (T2 min)	core
NC_003888.3	140453	+	76.59	82.84	77.68	6.25	dynamic	Peak (T2 max)	arm
NC_003888.3	3477141	+	96.92	97.33	91.08	6.25	dynamic	Peak (T2 max)	core
NC_003888.3	7238591	-	87.95	94.11	89.75	6.159999999999997	dynamic	Peak (T2 max)	arm
NC_003888.3	5971707	+	94.11	96.52	90.37	6.1499999999999915	dynamic	Peak (T2 max)	core
NC_003888.3	5387333	-	96.96	90.82	96.02	6.140000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	2934310	+	89.94	92.32	96.08	6.140000000000001	dynamic	Monotone increase	core
NC_003888.3	1123645	-	97.92	91.78	94.44	6.140000000000001	dynamic	Valley (T2 min)	arm
NC_003888.3	7102150	-	95.83	93.88	100.0	6.1200000000000045	dynamic	Valley (T2 min)	core
NC_003888.3	4967484	+	77.24	76.14	82.24	6.099999999999994	dynamic	Valley (T2 min)	core
NC_003888.3	6744587	-	100.0	94.12	93.94	6.060000000000002	dynamic	Monotone decrease	core
NC_003888.3	3693989	+	86.13	80.07	82.52	6.060000000000002	dynamic	Valley (T2 min)	core
NC_003888.3	3340217	-	96.33	90.29	90.41	6.039999999999992	dynamic	Valley (T2 min)	core
NC_003888.3	6968874	-	81.03	85.58	87.06	6.030000000000001	dynamic	Monotone increase	core
NC_003888.3	6818985	-	87.57	81.55	83.81	6.019999999999996	dynamic	Valley (T2 min)	core
NC_003888.3	1661465	-	80.0	73.99	78.7	6.010000000000005	dynamic	Valley (T2 min)	core
NC_003888.3	4392179	+	80.11	84.89	86.09	5.980000000000004	dynamic	Monotone increase	core
NC_003888.3	7174480	+	100.0	94.03	95.83	5.969999999999999	dynamic	Valley (T2 min)	arm
NC_003888.3	5176700	-	94.71	88.88	94.84	5.960000000000008	dynamic	Valley (T2 min)	core
NC_003888.3	2543375	-	94.27	88.33	89.41	5.939999999999998	dynamic	Valley (T2 min)	core
NC_003888.3	1864750	+	95.06	90.0	89.15	5.909999999999997	dynamic	Monotone decrease	core
NC_003888.3	304667	-	89.1	90.22	95.0	5.900000000000006	dynamic	Monotone increase	arm
NC_003888.3	5839628	+	86.08	91.33	85.43	5.8999999999999915	dynamic	Peak (T2 max)	core
NC_003888.3	4662519	+	98.1	92.22	94.54	5.8799999999999955	dynamic	Valley (T2 min)	core
NC_003888.3	2543552	-	92.78	90.95	96.83	5.8799999999999955	dynamic	Valley (T2 min)	core
NC_003888.3	241148	-	94.12	100.0	94.6	5.8799999999999955	dynamic	Peak (T2 max)	arm
NC_003888.3	1668039	-	85.35	83.18	89.04	5.859999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	2544743	+	61.89	56.04	58.13	5.850000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	335038	+	93.52	93.32	87.67	5.849999999999994	dynamic	Monotone decrease	arm
NC_003888.3	8229706	-	88.89	94.74	94.37	5.849999999999994	dynamic	Peak (T2 max)	arm
NC_003888.3	6525145	+	94.16	97.34	100.0	5.840000000000003	dynamic	Monotone increase	core
NC_003888.3	3932051	-	89.05	86.69	92.53	5.840000000000003	dynamic	Valley (T2 min)	core
NC_003888.3	4819158	+	96.05	94.16	100.0	5.840000000000003	dynamic	Valley (T2 min)	core
NC_003888.3	4654034	+	76.95	80.16	82.78	5.829999999999998	dynamic	Monotone increase	core
NC_003888.3	3140842	+	95.25	91.91	89.43	5.819999999999993	dynamic	Monotone decrease	core
NC_003888.3	6281057	+	85.17	79.39	85.12	5.780000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	1195812	-	57.67	51.92	53.47	5.75	dynamic	Valley (T2 min)	arm
NC_003888.3	5062205	+	89.39	91.93	86.19	5.740000000000009	dynamic	Peak (T2 max)	core
NC_003888.3	5810024	+	85.21	90.95	87.36	5.740000000000009	dynamic	Peak (T2 max)	core
NC_003888.3	3773667	-	90.25	87.37	84.51	5.739999999999995	dynamic	Monotone decrease	core
NC_003888.3	7272696	+	85.93	91.67	91.07	5.739999999999995	dynamic	Peak (T2 max)	arm
NC_003888.3	1337911	-	87.59	90.85	93.33	5.739999999999995	dynamic	Monotone increase	arm
NC_003888.3	2906252	-	94.27	100.0	95.83	5.730000000000004	dynamic	Peak (T2 max)	core
NC_003888.3	3307899	+	86.1	87.1	81.37	5.72999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	7356385	-	91.85	94.58	88.86	5.719999999999999	dynamic	Peak (T2 max)	arm
NC_003888.3	7627883	+	93.27	88.3	94.0	5.700000000000003	dynamic	Valley (T2 min)	arm
NC_003888.3	4989251	+	81.0	86.68	86.03	5.680000000000007	dynamic	Peak (T2 max)	core
NC_003888.3	3783905	+	78.78	73.12	75.94	5.659999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	2432011	+	100.0	98.81	94.36	5.640000000000001	dynamic	Monotone decrease	core
NC_003888.3	7565023	+	81.51	76.84	82.45	5.609999999999999	dynamic	Valley (T2 min)	arm
NC_003888.3	3602098	-	85.84	88.32	82.71	5.609999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	6362850	-	77.58	83.15	78.85	5.570000000000007	dynamic	Peak (T2 max)	core
NC_003888.3	1891961	-	81.25	86.81	84.07	5.560000000000002	dynamic	Peak (T2 max)	core
NC_003888.3	901669	-	100.0	96.73	94.44	5.560000000000002	dynamic	Monotone decrease	arm
NC_003888.3	8434867	-	94.44	98.48	100.0	5.560000000000002	dynamic	Monotone increase	arm
NC_003888.3	1614758	+	91.37	90.3	95.83	5.530000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	3986843	+	80.52	78.21	75.0	5.519999999999996	dynamic	Monotone decrease	core
NC_003888.3	5662284	-	97.96	92.45	92.5	5.509999999999991	dynamic	Valley (T2 min)	core
NC_003888.3	4292161	+	73.09	78.57	75.24	5.47999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	4027485	-	86.35	80.87	83.57	5.47999999999999	dynamic	Valley (T2 min)	core
NC_003888.3	4698888	-	90.63	96.07	91.38	5.439999999999998	dynamic	Peak (T2 max)	core
NC_003888.3	3795607	+	97.98	92.6	94.63	5.38000000000001	dynamic	Valley (T2 min)	core
NC_003888.3	3919615	-	87.9	89.66	84.29	5.36999999999999	dynamic	Peak (T2 max)	core
NC_003888.3	3685263	-	60.9	65.02	66.26	5.3600000000000065	dynamic	Monotone increase	core
NC_003888.3	3097001	+	86.38	88.13	82.78	5.349999999999994	dynamic	Peak (T2 max)	core
NC_003888.3	5476668	+	93.21	93.36	88.04	5.319999999999993	dynamic	Peak (T2 max)	core
NC_003888.3	2668477	-	95.81	94.7	100.0	5.299999999999997	dynamic	Valley (T2 min)	core
NC_003888.3	1386475	+	91.83	91.41	86.53	5.299999999999997	dynamic	Monotone decrease	arm
NC_003888.3	3991928	+	77.52	78.38	73.1	5.280000000000001	dynamic	Peak (T2 max)	core
NC_003888.3	3670927	-	92.76	98.04	95.11	5.280000000000001	dynamic	Peak (T2 max)	core
NC_003888.3	3539825	-	83.43	81.02	78.2	5.230000000000004	dynamic	Monotone decrease	core
