start	strand	21839	m
738508	-	0.0	0.0
738812	+	0.0	0.0
738813	-	0.0	0.0
739054	+	0.0	0.0
739055	-	0.0	0.0
740089	+	0.0	0.0
740090	-	0.0	0.0
740915	+	0.0	0.0
740916	-	0.0	0.0
741980	+	0.0	0.0
742863	+	0.0	0.0
742864	-	0.0	0.0
743005	+	0.0	0.0
743006	-	0.0	0.0
743048	+	0.0	0.0
743285	+	0.0	0.0
743286	-	0.0	0.0
743986	+	0.0	0.0
743987	-	0.0	0.0
744047	+	0.0	0.0
744048	-	0.0	0.0
744939	+	0.0	0.0
744940	-	0.0	0.0
746027	+	85.71	0.0
746028	-	0.0	0.0
746276	+	0.0	0.0
746277	-	0.0	0.0
746404	+	0.0	0.0
746405	-	91.67	0.0
747669	+	0.0	0.0
748687	+	0.0	0.0
749517	+	0.0	0.0
749750	+	0.0	0.0
749751	-	0.0	0.0
749934	+	0.0	0.0
749935	-	0.0	0.0
750227	+	0.0	0.0
750228	-	0.0	0.0
750518	+	0.0	0.0
750519	-	0.0	0.0
750650	+	0.0	0.0
750651	-	0.0	0.0
750716	+	0.0	0.0
750717	-	0.0	0.0
751372	+	0.0	0.0
751373	-	0.0	0.0
751655	+	0.0	0.0
751656	-	0.0	0.0
752059	+	0.0	0.0
752060	-	0.0	0.0
752509	+	0.0	0.0
752510	-	0.0	0.0
752608	+	0.0	0.0
752609	-	0.0	0.0
752643	+	0.0	0.0
752644	-	0.0	0.0
753667	+	0.0	0.0
753668	-	0.0	0.0
753688	+	0.0	0.0
753738	+	0.0	0.0
754146	+	0.0	0.0
754147	-	0.0	0.0
754685	+	0.0	0.0
754686	-	0.0	0.0
755351	+	0.0	0.0
755352	-	0.0	0.0
755386	+	0.0	0.0
755387	-	0.0	0.0
755822	+	0.0	0.0
755823	-	0.0	0.0
756022	+	0.0	0.0
756036	+	0.0	0.0
756037	-	0.0	0.0
756262	+	0.0	0.0
756263	-	0.0	0.0
756296	+	0.0	0.0
756297	-	0.0	0.0
757857	+	0.0	0.0
758306	+	0.0	0.0
758387	+	0.0	0.0
758388	-	0.0	0.0
758548	+	0.0	0.0
758549	-	0.0	0.0
759342	+	0.0	0.0
759343	-	0.0	0.0
760564	+	0.0	0.0
760565	-	0.0	0.0
761805	+	0.0	0.0
761806	-	0.0	0.0
762153	+	0.0	0.0
762154	-	0.0	0.0
763215	+	0.0	0.0
763216	-	0.0	0.0
763654	+	0.0	0.0
763655	-	0.0	0.0
764020	+	0.0	0.0
764021	-	0.0	0.0
764925	+	0.0	0.0
764926	-	0.0	0.0
765324	+	0.0	0.0
765325	-	0.0	0.0
765585	+	0.0	0.0
765586	-	0.0	0.0
766200	+	0.0	0.0
766201	-	0.0	0.0
766724	+	0.0	0.0
767423	+	0.0	0.0
767424	-	0.0	0.0
767859	+	0.0	0.0
767860	-	0.0	0.0
768207	+	0.0	0.0
768208	-	0.0	0.0
768213	+	0.0	0.0
768214	-	0.0	0.0
769809	+	0.0	0.0
769810	-	0.0	0.0
770550	+	0.0	0.0
770551	-	0.0	0.0
771047	+	0.0	0.0
771048	-	0.0	0.0
771782	+	0.0	0.0
771783	-	0.0	0.0
772578	+	0.0	0.0
772579	-	0.0	0.0
773067	+	0.0	0.0
773068	-	0.0	0.0
773344	+	0.0	0.0
773345	-	0.0	0.0
774657	+	0.0	0.0
774658	-	0.0	0.0
774922	+	0.0	0.0
774923	-	0.0	0.0
775897	+	0.0	0.0
775947	+	0.0	0.0
775948	-	0.0	0.0
776592	+	0.0	0.0
776593	-	0.0	0.0
777068	+	0.0	0.0
777069	-	0.0	0.0
777329	+	0.0	0.0
777341	+	0.0	0.0
777342	-	0.0	0.0
777863	+	0.0	0.0
777864	-	0.0	0.0
777923	+	0.0	0.0
778043	+	54.55	0.0
778044	-	0.0	0.0
778604	+	84.62	0.0
778605	-	0.0	0.0
779507	+	0.0	0.0
779508	-	0.0	0.0
779588	+	0.0	0.0
779589	-	0.0	0.0
779928	+	0.0	0.0
779929	-	0.0	0.0
780729	+	0.0	0.0
780730	-	0.0	0.0
781118	+	0.0	0.0
781119	-	0.0	0.0
782209	+	0.0	0.0
782210	-	0.0	0.0
782242	+	0.0	0.0
782243	-	0.0	0.0
782747	+	0.0	0.0
782748	-	0.0	0.0
783364	+	0.0	0.0
783682	+	0.0	0.0
783885	+	0.0	0.0
783886	-	0.0	0.0
784931	+	0.0	0.0
784932	-	0.0	0.0
785460	+	0.0	0.0
785461	-	0.0	0.0
785849	+	0.0	0.0
785850	-	0.0	0.0
786324	+	0.0	0.0
786325	-	0.0	0.0
786957	+	0.0	0.0
786958	-	0.0	0.0
787566	+	0.0	0.0
787567	-	0.0	0.0
787946	+	0.0	0.0
787947	-	0.0	0.0
788623	+	0.0	0.0
788624	-	0.0	0.0
789089	+	0.0	0.0
789090	-	0.0	0.0
789147	+	0.0	0.0
789148	-	0.0	0.0
789376	+	0.0	0.0
789377	-	0.0	0.0
789780	+	0.0	0.0
789781	-	0.0	0.0
790177	+	0.0	0.0
790178	-	0.0	0.0
790183	+	0.0	0.0
790184	-	0.0	0.0
790838	+	0.0	0.0
790839	-	0.0	0.0
791651	+	0.0	0.0
791652	-	0.0	0.0
791663	+	0.0	0.0
791664	-	0.0	0.0
792879	+	0.0	0.0
792880	-	0.0	0.0
793209	+	0.0	0.0
793210	-	0.0	0.0
793281	+	0.0	0.0
793282	-	0.0	0.0
793630	+	0.0	0.0
793631	-	0.0	0.0
794157	+	0.0	0.0
794158	-	0.0	0.0
794571	+	0.0	0.0
794572	-	0.0	0.0
794831	+	0.0	0.0
794832	-	0.0	0.0
794843	+	0.0	0.0
794844	-	0.0	0.0
795473	+	0.0	0.0
795474	-	0.0	0.0
795623	+	0.0	0.0
795624	-	0.0	0.0
795788	+	0.0	0.0
795789	-	0.0	0.0
795812	+	0.0	0.0
795813	-	0.0	0.0
797251	+	0.0	0.0
797252	-	0.0	0.0
797338	+	0.0	0.0
797339	-	0.0	0.0
798891	+	0.0	0.0
799219	+	0.0	0.0
799220	-	0.0	0.0
799780	+	0.0	0.0
799781	-	0.0	0.0
800253	+	0.0	0.0
800254	-	0.0	0.0
800401	+	0.0	0.0
800402	-	0.0	0.0
801847	+	40.0	0.0
801848	-	0.0	0.0
802067	+	0.0	0.0
802068	-	0.0	0.0
802514	+	0.0	0.0
802515	-	0.0	0.0
803237	+	0.0	0.0
803238	-	0.0	0.0
803303	-	0.0	0.0
803531	+	0.0	0.0
803532	-	0.0	0.0
803718	+	0.0	0.0
803719	-	0.0	0.0
804070	+	0.0	0.0
804071	-	0.0	0.0
805459	+	0.0	0.0
805460	-	0.0	0.0
805479	+	0.0	0.0
805480	-	0.0	0.0
805939	+	0.0	0.0
805940	-	0.0	0.0
806247	+	0.0	0.0
806248	-	0.0	0.0
807823	+	0.0	0.0
807824	-	0.0	0.0
808012	+	0.0	0.0
808013	-	0.0	0.0
808166	+	0.0	0.0
808167	-	0.0	0.0
808603	+	0.0	0.0
808604	-	0.0	0.0
808645	+	0.0	0.0
808646	-	0.0	0.0
809553	-	0.0	0.0
809660	+	0.0	0.0
809661	-	0.0	0.0
810703	+	0.0	0.0
810704	-	0.0	0.0
812233	+	0.0	0.0
812234	-	0.0	0.0
812333	+	0.0	0.0
812334	-	0.0	0.0
813815	+	0.0	0.0
813816	-	0.0	0.0
814222	+	0.0	0.0
814223	-	0.0	0.0
816485	+	0.0	0.0
816486	-	0.0	0.0
816901	+	0.0	0.0
816902	-	0.0	0.0
817525	+	0.0	0.0
817526	-	0.0	0.0
817783	+	0.0	0.0
817926	+	0.0	0.0
817927	-	0.0	0.0
818252	+	0.0	0.0
818253	-	0.0	0.0
818585	+	0.0	0.0
818586	-	0.0	0.0
819038	+	0.0	0.0
819039	-	0.0	0.0
819965	+	0.0	0.0
819966	-	0.0	0.0
821513	+	0.0	0.0
821514	-	0.0	0.0
821704	+	0.0	0.0
821705	-	0.0	0.0
822344	+	0.0	0.0
822345	-	0.0	0.0
822742	+	0.0	0.0
822743	-	0.0	0.0
822920	+	0.0	0.0
822921	-	0.0	0.0
823573	+	0.0	0.0
823574	-	0.0	0.0
825126	+	0.0	0.0
825127	-	0.0	0.0
825408	+	0.0	0.0
825409	-	0.0	0.0
826198	-	0.0	0.0
826292	+	0.0	0.0
826293	-	0.0	0.0
826746	-	0.0	0.0
826781	+	0.0	0.0
826782	-	0.0	0.0
827740	+	0.0	0.0
827741	-	0.0	0.0
828759	+	0.0	0.0
828760	-	0.0	0.0
829461	+	0.0	0.0
829462	-	0.0	0.0
830022	+	0.0	0.0
830023	-	0.0	0.0
830307	+	0.0	0.0
830308	-	0.0	0.0
830706	+	0.0	0.0
830707	-	0.0	0.0
830758	+	0.0	0.0
830759	-	0.0	0.0
831668	+	0.0	0.0
831669	-	0.0	0.0
832157	+	0.0	0.0
832158	-	0.0	0.0
832573	+	0.0	0.0
832574	-	0.0	0.0
832667	+	0.0	0.0
832668	-	0.0	0.0
832913	+	0.0	0.0
832914	-	0.0	0.0
833307	+	0.0	0.0
833308	-	0.0	0.0
833755	+	0.0	0.0
833756	-	0.0	0.0
833891	+	0.0	0.0
833892	-	0.0	0.0
834118	+	0.0	0.0
834119	-	0.0	0.0
834845	-	0.0	0.0
834991	+	0.0	0.0
834992	-	0.0	0.0
835501	+	0.0	0.0
835502	-	0.0	0.0
836326	+	0.0	0.0
836327	-	0.0	0.0
836400	+	0.0	0.0
836401	-	0.0	0.0
836478	+	0.0	0.0
836479	-	0.0	0.0
836970	+	0.0	0.0
836971	-	0.0	0.0
838160	+	0.0	0.0
838161	-	0.0	0.0
838257	+	0.0	0.0
838258	-	0.0	0.0
838957	+	0.0	0.0
838958	-	0.0	0.0
839493	+	0.0	0.0
839494	-	0.0	0.0
840092	+	0.0	0.0
840093	-	0.0	0.0
840258	+	0.0	0.0
840259	-	0.0	0.0
841048	+	0.0	0.0
841049	-	0.0	0.0
841132	+	0.0	0.0
841133	-	0.0	0.0
841501	+	0.0	0.0
841502	-	0.0	0.0
842088	+	0.0	0.0
842089	-	0.0	0.0
842191	+	0.0	0.0
842192	-	0.0	0.0
843059	+	0.0	0.0
843060	-	0.0	0.0
843108	+	0.0	0.0
843109	-	0.0	0.0
843600	+	0.0	0.0
843601	-	0.0	0.0
843769	+	0.0	0.0
843770	-	0.0	0.0
844670	+	0.0	0.0
844671	-	0.0	0.0
845010	+	0.0	0.0
845011	-	0.0	0.0
845078	+	0.0	0.0
845079	-	0.0	3.85
846517	+	0.0	0.0
846518	-	0.0	0.0
847490	+	0.0	0.0
847491	-	0.0	0.0
848524	+	0.0	0.0
848525	-	0.0	0.0
849134	+	0.0	0.0
849135	-	0.0	0.0
849495	+	0.0	0.0
849496	-	0.0	0.0
849567	+	0.0	0.0
850354	+	0.0	0.0
850355	-	0.0	0.0
851126	+	0.0	0.0
851127	-	0.0	0.0
851305	+	0.0	0.0
851306	-	0.0	0.0
851383	+	0.0	0.0
851384	-	0.0	0.0
851668	+	0.0	0.0
851669	-	0.0	0.0
851963	+	0.0	0.0
851964	-	0.0	0.0
852090	+	0.0	0.0
852091	-	0.0	0.0
852374	+	0.0	0.0
852375	-	0.0	0.0
853009	+	0.0	0.0
853010	-	0.0	0.0
853671	+	0.0	0.0
853672	-	0.0	0.0
854899	+	0.0	0.0
854900	-	0.0	0.0
855581	-	0.0	0.0
856526	+	0.0	0.0
856527	-	0.0	0.0
857439	+	0.0	0.0
857440	-	0.0	0.0
857505	+	0.0	0.0
857874	+	0.0	0.0
857875	-	0.0	0.0
858030	+	0.0	0.0
858031	-	0.0	0.0
858120	+	0.0	0.0
858121	-	0.0	0.0
858572	+	0.0	0.0
858573	-	0.0	0.0
859424	+	0.0	0.0
859425	-	0.0	0.0
859488	-	0.0	0.0
859706	+	0.0	0.0
859707	-	0.0	0.0
860515	+	0.0	0.0
860516	-	0.0	0.0
861321	+	0.0	0.0
861322	-	0.0	0.0
862344	+	90.91	0.0
862345	-	0.0	0.0
862926	+	0.0	0.0
862927	-	0.0	0.0
863253	+	0.0	0.0
863254	-	0.0	0.0
863456	+	0.0	0.0
863457	-	0.0	0.0
863898	+	0.0	0.0
863899	-	0.0	0.0
864259	+	0.0	0.0
864260	-	0.0	0.0
864636	+	0.0	0.0
864637	-	0.0	0.0
865584	+	0.0	0.0
865585	-	0.0	0.0
865801	+	0.0	0.0
865802	-	0.0	0.0
866799	+	0.0	0.0
868504	+	0.0	0.0
868505	-	0.0	0.0
868580	+	0.0	0.0
868581	-	0.0	0.0
869249	+	0.0	0.0
869250	-	0.0	0.0
869876	+	0.0	0.0
869877	-	0.0	0.0
869967	-	0.0	0.0
870729	+	0.0	0.0
870730	-	0.0	0.0
872772	+	0.0	0.0
872773	-	0.0	0.0
872799	+	70.0	0.0
872800	-	0.0	0.0
873046	+	0.0	0.0
873047	-	0.0	0.0
873261	+	0.0	0.0
873262	-	0.0	0.0
873341	+	0.0	0.0
873342	-	0.0	0.0
873620	+	0.0	0.0
873621	-	0.0	0.0
874370	+	0.0	0.0
874371	-	0.0	0.0
874482	+	0.0	0.0
874483	-	0.0	0.0
874658	+	0.0	0.0
874659	-	0.0	0.0
875443	+	0.0	0.0
875444	-	0.0	0.0
875614	+	0.0	0.0
875615	-	0.0	0.0
876825	+	0.0	0.0
876826	-	0.0	0.0
877127	+	0.0	0.0
877128	-	0.0	0.0
877380	+	0.0	0.0
877381	-	0.0	0.0
877858	+	0.0	0.0
877859	-	0.0	0.0
878269	+	0.0	0.0
878270	-	0.0	0.0
879120	+	0.0	0.0
879121	-	0.0	0.0
879393	+	0.0	0.0
879394	-	0.0	0.0
879807	+	0.0	0.0
879808	-	0.0	0.0
879900	+	0.0	0.0
879901	-	0.0	0.0
879907	+	0.0	0.0
879908	-	0.0	0.0
880634	+	0.0	0.0
881507	+	0.0	0.0
881508	-	0.0	0.0
882112	+	0.0	0.0
882113	-	0.0	0.0
882405	+	0.0	0.0
882406	-	0.0	0.0
883318	+	0.0	0.0
883319	-	0.0	0.0
883739	+	0.0	0.0
883740	-	0.0	0.0
885177	+	0.0	0.0
885178	-	0.0	0.0
885678	+	0.0	0.0
885679	-	0.0	0.0
887938	+	0.0	0.0
887939	-	0.0	0.0
888189	+	0.0	0.0
888190	-	0.0	0.0
888470	+	0.0	0.0
888471	-	0.0	0.0
888989	+	0.0	0.0
888990	-	0.0	0.0
889859	+	0.0	0.0
889860	-	0.0	0.0
890581	+	0.0	0.0
890582	-	0.0	0.0
891197	+	0.0	0.0
891198	-	0.0	0.0
891512	-	0.0	0.0
891836	+	0.0	0.0
891837	-	0.0	0.0
893116	+	0.0	0.0
893117	-	0.0	0.0
893750	+	0.0	0.0
893751	-	0.0	0.0
894675	+	0.0	0.0
894676	-	0.0	0.0
894794	+	0.0	0.0
894795	-	0.0	0.0
894855	+	0.0	0.0
894856	-	0.0	0.0
895373	+	0.0	0.0
895374	-	0.0	0.0
895449	+	0.0	0.0
895450	-	0.0	0.0
895511	+	0.0	0.0
895512	-	0.0	0.0
895874	+	0.0	0.0
895875	-	0.0	0.0
895995	+	0.0	0.0
895996	-	0.0	0.0
897297	+	0.0	0.0
897298	-	0.0	0.0
897473	+	0.0	0.0
897474	-	0.0	0.0
897747	+	0.0	0.0
897748	-	0.0	0.0
898419	+	0.0	0.0
898420	-	0.0	0.0
898704	+	0.0	0.0
898705	-	0.0	0.0
899184	+	92.86	0.0
899185	-	0.0	0.0
899228	+	0.0	0.0
899229	-	0.0	0.0
899310	+	0.0	0.0
899311	-	0.0	0.0
899340	+	0.0	0.0
899341	-	0.0	0.0
899633	+	0.0	0.0
899634	-	0.0	0.0
899948	+	0.0	0.0
899949	-	0.0	0.0
900788	+	0.0	0.0
900789	-	0.0	0.0
901634	+	0.0	0.0
901635	-	0.0	0.0
901668	+	0.0	0.0
901669	-	100.0	0.0
901978	+	0.0	0.0
901979	-	0.0	0.0
902762	+	0.0	0.0
902763	-	0.0	0.0
902822	+	0.0	0.0
902823	-	0.0	0.0
904979	+	0.0	0.0
904980	-	0.0	0.0
905011	+	0.0	0.0
905012	-	0.0	0.0
905726	+	0.0	0.0
905727	-	0.0	0.0
905745	+	0.0	0.0
905746	-	0.0	0.0
905925	+	0.0	0.0
905926	-	0.0	0.0
906108	+	0.0	0.0
906109	-	0.0	0.0
906180	+	0.0	0.0
906181	-	0.0	0.0
906210	+	90.91	0.0
906211	-	0.0	0.0
907265	+	0.0	0.0
907266	-	0.0	0.0
907406	+	0.0	0.0
907407	-	0.0	0.0
908333	+	0.0	0.0
908334	-	70.0	0.0
909476	+	0.0	0.0
909477	-	0.0	0.0
909639	+	0.0	0.0
909640	-	0.0	0.0
909980	+	0.0	0.0
909981	-	0.0	0.0
910292	+	0.0	0.0
910293	-	0.0	0.0
910416	+	0.0	0.0
910417	-	0.0	0.0
910808	+	0.0	0.0
910809	-	0.0	0.0
911105	+	0.0	0.0
911106	-	0.0	0.0
911132	+	90.0	0.0
911133	-	0.0	0.0
911643	+	0.0	0.0
911644	-	0.0	0.0
912181	+	0.0	0.0
912182	-	0.0	0.0
912366	+	0.0	0.0
912602	+	0.0	0.0
912603	-	0.0	0.0
913602	+	0.0	0.0
913603	-	0.0	0.0
913828	+	0.0	0.0
913829	-	0.0	0.0
913837	+	0.0	0.0
913838	-	0.0	0.0
914719	+	0.0	0.0
914720	-	0.0	0.0
914953	+	0.0	0.0
914954	-	0.0	0.0
915775	+	0.0	0.0
915776	-	0.0	0.0
915850	+	0.0	0.0
915851	-	0.0	0.0
915894	+	0.0	0.0
915895	-	0.0	0.0
916191	+	0.0	0.0
916192	-	0.0	0.0
917391	+	0.0	0.0
917392	-	0.0	0.0
917660	+	0.0	0.0
917661	-	0.0	0.0
918154	+	0.0	0.0
918155	-	0.0	0.0
918230	+	0.0	0.0
918231	-	0.0	0.0
918369	+	0.0	0.0
918370	-	0.0	0.0
918785	-	0.0	0.0
919870	+	0.0	0.0
919871	-	0.0	0.0
920112	+	0.0	0.0
920113	-	0.0	0.0
920364	+	0.0	0.0
920365	-	0.0	0.0
920435	+	0.0	0.0
920436	-	0.0	0.0
920619	+	0.0	0.0
920620	-	0.0	0.0
920992	+	0.0	0.0
920993	-	0.0	0.0
921043	+	0.0	0.0
921044	-	0.0	0.0
922218	+	0.0	0.0
922219	-	0.0	0.0
922578	+	0.0	0.0
922579	-	0.0	0.0
922832	+	0.0	0.0
922833	-	0.0	0.0
923460	+	0.0	0.0
923461	-	0.0	0.0
923829	+	0.0	0.0
923830	-	0.0	0.0
924203	+	0.0	0.0
924204	-	0.0	0.0
924615	+	0.0	0.0
924616	-	0.0	0.0
924675	+	0.0	0.0
924676	-	0.0	0.0
924732	+	0.0	0.0
924733	-	0.0	0.0
925406	+	0.0	0.0
925407	-	0.0	0.0
925949	+	0.0	0.0
925950	-	0.0	0.0
926493	+	0.0	0.0
926494	-	0.0	0.0
927026	-	0.0	0.0
927431	+	0.0	0.0
927432	-	0.0	0.0
927569	+	0.0	0.0
927570	-	0.0	0.0
928350	+	0.0	0.0
928351	-	0.0	0.0
928700	+	0.0	0.0
928701	-	0.0	0.0
928948	+	0.0	0.0
928949	-	0.0	0.0
929400	+	0.0	0.0
929401	-	0.0	0.0
929545	-	0.0	0.0
929735	+	0.0	0.0
929736	-	0.0	0.0
929767	+	0.0	0.0
929768	-	0.0	0.0
929876	+	0.0	0.0
929877	-	0.0	0.0
930512	+	0.0	0.0
930513	-	0.0	0.0
930673	+	0.0	0.0
930674	-	0.0	0.0
931863	+	0.0	0.0
931864	-	0.0	0.0
931910	+	0.0	0.0
931911	-	0.0	0.0
932520	+	0.0	0.0
932521	-	0.0	0.0
932539	+	0.0	0.0
932540	-	0.0	0.0
934012	+	0.0	0.0
934013	-	0.0	0.0
934114	+	0.0	0.0
934115	-	0.0	0.0
934440	+	0.0	0.0
934441	-	0.0	0.0
935572	+	0.0	0.0
935573	-	0.0	0.0
936088	+	0.0	0.0
936089	-	0.0	0.0
936121	+	0.0	0.0
936122	-	0.0	0.0
936562	-	0.0	0.0
936659	+	0.0	0.0
936660	-	0.0	0.0
936772	-	0.0	0.0
937015	+	0.0	0.0
937016	-	0.0	0.0
937084	+	0.0	0.0
937085	-	0.0	0.0
937879	+	0.0	0.0
937880	-	0.0	0.0
938358	+	0.0	0.0
938359	-	0.0	0.0
938517	+	0.0	0.0
938518	-	0.0	0.0
939090	+	0.0	0.0
939091	-	0.0	0.0
939348	+	0.0	0.0
939349	-	0.0	0.0
939733	+	0.0	0.0
939734	-	0.0	0.0
940655	+	0.0	0.0
940656	-	0.0	0.0
942149	+	0.0	0.0
942150	-	0.0	0.0
942573	+	0.0	0.0
942574	-	0.0	0.0
944175	+	0.0	0.0
944176	-	0.0	0.0
944315	-	0.0	0.0
944998	+	0.0	0.0
944999	-	0.0	0.0
945106	+	0.0	0.0
945107	-	0.0	0.0
945473	+	0.0	0.0
945474	-	0.0	0.0
945914	+	0.0	0.0
945915	-	0.0	0.0
945947	+	0.0	0.0
945948	-	0.0	0.0
946709	+	0.0	0.0
946710	-	0.0	0.0
947223	+	0.0	0.0
947224	-	0.0	0.0
947362	+	0.0	0.0
947363	-	0.0	0.0
947671	+	0.0	0.0
947672	-	0.0	0.0
948184	-	0.0	0.0
948459	+	0.0	0.0
948460	-	0.0	0.0
948523	+	0.0	0.0
948524	-	0.0	0.0
948955	+	0.0	0.0
948956	-	0.0	0.0
949160	+	0.0	0.0
949161	-	0.0	0.0
949172	+	0.0	0.0
949173	-	0.0	0.0
949315	+	0.0	0.0
949432	+	0.0	0.0
949433	-	0.0	0.0
950017	+	0.0	0.0
950018	-	0.0	0.0
950946	+	0.0	0.0
950947	-	0.0	0.0
951074	+	0.0	0.0
951075	-	0.0	0.0
951239	+	0.0	0.0
951240	-	0.0	0.0
951420	+	0.0	0.0
951421	-	0.0	0.0
952104	+	0.0	0.0
952105	-	0.0	0.0
952159	+	0.0	0.0
952160	-	0.0	0.0
952188	+	0.0	0.0
952189	-	0.0	0.0
952296	+	0.0	0.0
952297	-	0.0	0.0
952356	+	0.0	0.0
952357	-	0.0	0.0
953729	+	0.0	0.0
953730	-	0.0	0.0
954507	+	0.0	0.0
954508	-	0.0	0.0
954531	+	0.0	0.0
954532	-	0.0	0.0
956404	+	0.0	0.0
956405	-	0.0	0.0
956619	+	0.0	0.0
956620	-	0.0	0.0
956772	+	0.0	0.0
956773	-	0.0	0.0
957209	+	0.0	0.0
957210	-	0.0	0.0
958998	+	0.0	0.0
958999	-	0.0	0.0
959193	+	0.0	0.0
959194	-	0.0	0.0
959811	+	0.0	0.0
959812	-	0.0	0.0
959972	+	0.0	0.0
959973	-	0.0	0.0
961059	+	0.0	0.0
961060	-	0.0	0.0
961317	+	0.0	0.0
961318	-	0.0	0.0
961344	+	100.0	0.0
961345	-	0.0	0.0
961707	-	0.0	0.0
962078	+	0.0	0.0
962079	-	0.0	0.0
962375	+	0.0	0.0
962954	+	0.0	0.0
962955	-	0.0	0.0
963785	+	0.0	0.0
963786	-	0.0	0.0
964576	+	0.0	0.0
964577	-	0.0	0.0
966998	+	0.0	0.0
966999	-	0.0	0.0
967201	+	0.0	0.0
967202	-	0.0	0.0
967677	+	0.0	0.0
967678	-	0.0	0.0
967797	+	0.0	0.0
967798	-	0.0	0.0
968265	+	0.0	0.0
968266	-	0.0	0.0
969195	+	76.92	0.0
969196	-	0.0	0.0
970013	+	0.0	0.0
970014	-	0.0	0.0
970027	+	0.0	0.0
970028	-	0.0	0.0
970701	+	0.0	0.0
970702	-	0.0	0.0
972326	-	0.0	0.0
973498	+	0.0	0.0
973499	-	0.0	0.0
973794	+	0.0	0.0
973795	-	0.0	0.0
974582	+	0.0	0.0
974583	-	0.0	0.0
974657	+	0.0	0.0
974658	-	0.0	0.0
975465	+	0.0	0.0
975466	-	0.0	0.0
976319	+	0.0	0.0
976320	-	0.0	0.0
976880	+	0.0	0.0
976908	-	83.33	0.0
977060	+	0.0	0.0
977061	-	0.0	0.0
977588	+	0.0	0.0
977589	-	0.0	0.0
977859	+	0.0	0.0
977860	-	0.0	0.0
978047	+	0.0	0.0
978048	-	0.0	0.0
978219	+	0.0	0.0
978220	-	0.0	0.0
979055	+	0.0	0.0
979056	-	0.0	0.0
979524	+	0.0	0.0
979525	-	0.0	0.0
979905	+	0.0	0.0
979906	-	0.0	0.0
980963	+	0.0	0.0
981078	+	0.0	0.0
981079	-	0.0	0.0
981091	+	0.0	0.0
981092	-	0.0	0.0
981380	+	0.0	0.0
981381	-	0.0	0.0
982073	+	100.0	0.0
982074	-	0.0	0.0
983205	+	0.0	0.0
983206	-	0.0	0.0
983211	+	0.0	0.0
983212	-	0.0	0.0
984131	+	90.0	0.0
984132	-	0.0	0.0
985234	+	0.0	0.0
985235	-	0.0	0.0
986846	+	0.0	0.0
986847	-	0.0	0.0
986906	+	0.0	0.0
986907	-	0.0	0.0
987674	+	0.0	0.0
987675	-	0.0	0.0
987777	+	0.0	0.0
987778	-	0.0	0.0
987859	+	0.0	0.0
987860	-	0.0	0.0
988213	+	0.0	0.0
988214	-	0.0	0.0
989374	+	0.0	0.0
989375	-	0.0	0.0
989397	+	0.0	0.0
989398	-	0.0	0.0
989805	+	0.0	0.0
989806	-	0.0	0.0
989813	+	0.0	0.0
989814	-	0.0	0.0
990030	+	0.0	0.0
990031	-	0.0	0.0
990199	+	0.0	0.0
990200	-	0.0	0.0
990790	+	0.0	0.0
990791	-	0.0	0.0
990883	+	0.0	0.0
990884	-	0.0	0.0
990919	+	0.0	0.0
990920	-	0.0	0.0
991573	+	0.0	0.0
991574	-	0.0	0.0
992016	+	100.0	0.0
992017	-	0.0	0.0
992645	+	0.0	0.0
992646	-	0.0	0.0
992788	+	0.0	0.0
992789	-	0.0	0.0
994289	+	0.0	0.0
994290	-	0.0	0.0
995972	+	0.0	0.0
996653	+	0.0	0.0
996654	-	0.0	0.0
996827	+	4.55	0.0
996828	-	0.0	0.0
999336	+	0.0	0.0
999337	-	0.0	0.0
999758	+	0.0	0.0
999759	-	0.0	0.0
999792	+	0.0	0.0
999793	-	0.0	0.0
1000313	+	0.0	0.0
1000314	-	0.0	0.0
1002110	+	0.0	0.0
1002111	-	0.0	0.0
1002650	+	0.0	0.0
1002651	-	0.0	0.0
1003455	+	0.0	0.0
1003456	-	0.0	0.0
1003720	+	0.0	0.0
1003721	-	0.0	0.0
1003766	+	0.0	0.0
1003767	-	0.0	0.0
1003832	+	0.0	0.0
1003833	-	4.35	0.0
1003931	+	0.0	0.0
1003932	-	0.0	0.0
1004237	+	0.0	0.0
1004238	-	0.0	0.0
1004642	+	0.0	0.0
1004643	-	0.0	0.0
1004649	+	0.0	0.0
1004650	-	0.0	0.0
1005664	+	0.0	0.0
1005665	-	0.0	0.0
1006268	+	0.0	0.0
1006394	+	0.0	0.0
1006395	-	0.0	0.0
1008154	+	0.0	0.0
1008155	-	0.0	0.0
1008431	+	0.0	0.0
1008432	-	0.0	0.0
1009824	+	0.0	0.0
1009825	-	0.0	0.0
1010640	-	0.0	0.0
1011597	+	0.0	0.0
1011598	-	0.0	0.0
1013395	-	3.03	0.0
1013749	+	0.0	0.0
1013750	-	0.0	0.0
1014292	+	0.0	0.0
1014293	-	0.0	0.0
1014341	+	0.0	0.0
1014342	-	0.0	0.0
1016754	+	0.0	0.0
1016755	-	0.0	0.0
1016781	+	0.0	0.0
1016782	-	0.0	0.0
1016856	+	0.0	0.0
1016857	-	0.0	0.0
1016862	+	0.0	0.0
1016863	-	100.0	0.0
1017186	+	0.0	0.0
1017187	-	0.0	0.0
1018031	+	0.0	0.0
1018032	-	0.0	0.0
1018230	+	0.0	0.0
1018231	-	0.0	0.0
1018373	+	0.0	0.0
1018374	-	0.0	0.0
