SCO_ID	gene_id	gene_name	contig	start	end	strand	pfam_TF_flag	tf_related_domains	ZorroAranda_regulator_type	CastroMelchor_regulator_flag	sigma_flag	sigma_group	TF_family	source_flags	confidence	product
SCO2120	SC_RS12645		chromosome	2280718	2281440	-	no		TCS	1	no		TCS_response_regulator	ZorroAranda;CastroMelchor	high	response regulator
SCO2121	SC_RS12650	macS	chromosome	2281433	2282674	-	no			1	no			CastroMelchor	low	MacS family sensor histidine kinase
SCO2122	SC_RS12655		chromosome	2282715	2283488	-	no			1	no			CastroMelchor	low	lysophospholipid acyltransferase family protein
SCO2124	SC_RS12665		chromosome	2284435	2285052	+	yes	AsnC_trans_reg		0	no		AsnC	pfam	medium	hypothetical protein
SCO2126	SC_RS12675		chromosome	2285983	2286936	-	no			1	no			CastroMelchor	low	ROK family glucokinase
SCO2127	SC_RS12680		chromosome	2286991	2287566	-	yes	Response_reg;Trans_reg_C	TF	0	no		LuxR	pfam;ZorroAranda	high	carbon catabolit repression protein
SCO2139	SC_RS12740		chromosome	2300785	2301555	+	no			1	no			CastroMelchor	low	rhomboid family intramembrane serine protease
SCO2140	SC_RS12745		chromosome	2301552	2301833	+	no		TF	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	Lrp/AsnC family transcriptional regulator
SCO2142	SC_RS12755		chromosome	2302365	2303729	+	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO2143	SC_RS12760		chromosome	2303726	2304391	+	no			1	no			CastroMelchor	medium	response regulator transcription factor
SCO2147	SC_RS12780	trpD	chromosome	2308851	2309915	-	yes	SecD_SecF_C		0	no		Unknown_TF	pfam	medium	anthranilate phosphoribosyltransferase
SCO2148	SC_RS12785	qcrB	chromosome	2310047	2311684	-	yes	GerE;Response_reg;Sigma70_r4;Sigma70_r4_2		0	no		LuxR	pfam	medium	cytochrome bc1 complex cytochrome b subunit
SCO2152	SC_RS12805		chromosome	2314453	2314854	+	no			1	no			CastroMelchor	medium	response regulator
SCO2158	SC_RS12835		chromosome	2321282	2322256	-	no			1	no			CastroMelchor	low	carbohydrate kinase family protein
SCO2165	SC_RS12865		chromosome	2329632	2330315	-	no			1	no			CastroMelchor	medium	response regulator
SCO2166	SC_RS12870		chromosome	2330312	2331562	-	yes	FCD;GntR		1	no		GntR	pfam;CastroMelchor	medium	sensor histidine kinase
SCO2168	SC_RS12880		chromosome	2332033	2332827	-	yes	HTH_11;HTH_PafC		0	no		HTH_other	pfam	medium	PspA/IM30 family protein
SCO2182	SC_RS12950		chromosome	2347778	2348401	+	no			1	no			CastroMelchor	medium	GntR family transcriptional regulator
SCO2184	SC_RS12960		chromosome	2351510	2352493	+	no			1	no			CastroMelchor	medium	helix-turn-helix transcriptional regulator
SCO2186	SC_RS12965		chromosome	2353103	2353624	+	no			1	no			CastroMelchor	low	DUF4240 domain-containing protein
SCO2192	SC_RS12995		chromosome	2359257	2360720	-	no			1	no			CastroMelchor	low	hypothetical protein
SCO2193	SC_RS13000	lipB	chromosome	2360955	2361752	+	yes	MarR;MarR_2		0	no		MarR	pfam	medium	lipoyl(octanoyl) transferase LipB
SCO2196	SC_RS13015		chromosome	2363402	2364106	+	yes	Trans_reg_C		0	no		LuxR	pfam	medium	DUF4191 domain-containing protein
SCO2199	SC_RS13030		chromosome	2366485	2366745	+	yes	GerE;Response_reg		0	no		LuxR	pfam	medium	SCO2583/SCO2584 N-terminal domain-containing protein
SCO2206	SC_RS13065		chromosome	2371498	2371857	+	yes	TetR_N		0	no		TetR	pfam	medium	arsenate reductase family protein
SCO2209	SC_RS13080		chromosome	2373706	2374182	+	no			1	no			CastroMelchor	medium	MarR family transcriptional regulator
SCO2213	SC_RS13095		chromosome	2376676	2377257	+	no			1	no			CastroMelchor	low	winged helix-turn-helix domain-containing protein
SCO2214	SC_RS13100		chromosome	2377328	2378362	+	no			1	no			CastroMelchor	low	SDR family oxidoreductase
SCO2215	SC_RS13105		chromosome	2378415	2379692	+	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO2216	SC_RS13110		chromosome	2379677	2380330	+	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4		1	no		LacI	pfam;CastroMelchor	medium	response regulator transcription factor
SCO2223	SC_RS13145		chromosome	2387313	2388005	+	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO2224	SC_RS13150		chromosome	2388002	2388466	+	no			1	no			CastroMelchor	low	hypothetical protein
SCO2227	SC_RS13165		chromosome	2394422	2394982	-	yes	TetR_N		0	no		TetR	pfam	medium	GNAT family N-acetyltransferase
SCO2232	SC_RS13190		chromosome	2400651	2401685	+	no			1	no			CastroMelchor	medium	LacI family DNA-binding transcriptional regulator
SCO2235	SC_RS13205		chromosome	2405942	2406205	+	yes	HTH_31		0	no		HTH_other	pfam	medium	type II toxin-antitoxin system Phd/YefM family antitoxin
SCO2241	SC_RS13235	glnA	chromosome	2410423	2411784	+	yes	BTAD;HTH_77;Trans_reg_C		0	no		SARP	pfam	medium	type I glutamate--ammonia ligase
SCO2244	SC_RS13250		chromosome	2412958	2415030	-	no			1	no			CastroMelchor	low	WD40 repeat domain-containing serine/threonine protein kinase
SCO2245	SC_RS13255		chromosome	2415027	2415236	-	no			1	no			CastroMelchor	low	DUF397 domain-containing protein
SCO2259	SC_RS13320		chromosome	2426233	2430201	-	no			1	no			CastroMelchor	medium	BTAD domain-containing putative transcriptional regulator
SCO2264	SC_RS13345		chromosome	2433311	2434606	+	yes	TetR_C_11;TetR_N		0	no		TetR	pfam	medium	MFS transporter
SCO2265	SC_RS13350		chromosome	2434607	2434849	-	yes	GerE;Response_reg;Sigma70_r4_2		0	no		LuxR	pfam	medium	hypothetical protein
SCO2277	SC_RS13410	efeU	chromosome	2446970	2447842	+	yes	AraC_binding;HTH_18;HTH_AraC		0	no		AraC	pfam	medium	iron uptake transporter permease EfeU
SCO2278	SC_RS13415		chromosome	2447802	2448791	+	yes	MerR;MerR_1		0	no		MerR	pfam	medium	hypothetical protein
SCO2281	SC_RS13430		chromosome	2450354	2451016	-	no		global	0	no		TCS_response_regulator	ZorroAranda	medium	response regulator transcription factor
SCO2291	SC_RS13480		chromosome	2460463	2461470	-	yes	GerE;HTH_23;Response_reg		0	no		LuxR	pfam	medium	polysaccharide deacetylase family protein
SCO2294	SC_RS13500		chromosome	2464222	2465058	-	no			1	no			CastroMelchor	medium	AraC family transcriptional regulator
SCO2302	SC_RS13540		chromosome	2471382	2472650	+	yes	TetR_N		0	no		TetR	pfam	medium	hypothetical protein
SCO2308	SC_RS13570		chromosome	2477055	2477687	+	yes	ECF_trnsprt		1	no		Unknown_TF	pfam;CastroMelchor	medium	response regulator transcription factor
SCO2312	SC_RS13590		chromosome	2483598	2484278	+	yes	HTH_18;HTH_AraC		0	no		HTH_other	pfam	medium	class I SAM-dependent methyltransferase
SCO2314	SC_RS13600		chromosome	2485458	2486327	+	yes	MarR_2		0	no		MarR	pfam	medium	DUF5336 domain-containing protein
SCO2319	SC_RS13625		chromosome	2490268	2490921	+	no			1	no			CastroMelchor	medium	TetR family transcriptional regulator
SCO2341	SC_RS13735		chromosome	2510508	2511071	-	yes	GerE;Response_reg		0	no		LuxR	pfam	medium	hypothetical protein
SCO2356	SC_RS13815		chromosome	2524342	2525745	+	yes	TetR_N		0	no		TetR	pfam	medium	hypothetical protein
SCO2358	SC_RS13825		chromosome	2526064	2526708	-	no			1	no			CastroMelchor	medium	response regulator transcription factor
SCO2359	SC_RS13830		chromosome	2526699	2527841	-	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO2360	SC_RS13835		chromosome	2527974	2528804	+	yes	MerR;MerR_1		0	no		MerR	pfam	medium	DedA family protein
SCO2363	SC_RS13850		chromosome	2532132	2533298	-	yes	HTH_31		0	no		HTH_other	pfam	medium	HpcH/HpaI aldolase/citrate lyase family protein
SCO2368	SC_RS13875		chromosome	2537340	2537915	-	yes	HTH_30		0	no		HTH_other	pfam	medium	calcium homeostasis/redox stress adaptation protein
SCO2377	SC_RS13920		chromosome	2547771	2548787	-	no			1	no			CastroMelchor	low	aldo/keto reductase
SCO2378	SC_RS13925		chromosome	2548784	2549293	-	no			1	no			CastroMelchor	medium	MerR family transcriptional regulator
SCO2380	SC_RS13935		chromosome	2549891	2550712	+	yes	HTH_27;MarR;MarR_2		0	no		MarR	pfam	medium	serine hydrolase domain-containing protein
SCO2386	SC_RS13965	fasR	chromosome	2558045	2559250	+	yes	Peripla_BP_1;Peripla_BP_4		0	no		LacI	pfam	medium	fatty acid biosynthesis transcriptional regulator FasR
SCO2398	SC_RS14025		chromosome	2570030	2570485	+	no			1	no			CastroMelchor	medium	MarR family winged helix-turn-helix transcriptional regulator
SCO2408	SC_RS14075		chromosome	2581080	2582705	+	yes	HTH_30		0	no		HTH_other	pfam	medium	pyridoxal phosphate-dependent aminotransferase
SCO2422	SC_RS14145		chromosome	2595123	2596133	-	yes	HTH_IclR;MarR_2		0	no		MarR	pfam	medium	ABC transporter ATP-binding protein
SCO2424	SC_RS14155		chromosome	2597556	2599157	+	yes	FCD;GntR		0	no		GntR	pfam	medium	DUF6801 domain-containing protein
SCO2426	SC_RS14165		chromosome	2600318	2601529	+	no			1	no			CastroMelchor	low	helix-turn-helix domain-containing protein
SCO2432	SC_RS14195		chromosome	2609897	2610760	-	yes	BTAD		0	no		SARP	pfam	medium	carbohydrate ABC transporter permease
SCO2442	SC_RS14245		chromosome	2620174	2620881	-	no			1	no			CastroMelchor	medium	FadR/GntR family transcriptional regulator
SCO2447	SC_RS14270		chromosome	2629560	2629973	+	yes	Sigma70_r1_2;Sigma70_r2;Sigma70_r3;Sigma70_r4		0	no		Sigma	pfam	medium	CU044_2847 family protein
SCO2449	SC_RS14280		chromosome	2631773	2632795	+	no			1	no			CastroMelchor	low	AAA family ATPase
SCO2450	SC_RS14285		chromosome	2632795	2636844	+	no			1	no			CastroMelchor	low	SAV_2336 N-terminal domain-related protein
SCO2452	SC_RS14295		chromosome	2638132	2639559	+	no			1	no			CastroMelchor	low	GAF domain-containing sensor histidine kinase
SCO2453	SC_RS14300		chromosome	2639637	2639792	+	no			1	no			CastroMelchor	low	hypothetical protein
SCO2457	SC_RS14320		chromosome	2644511	2644906	-	yes	HTH_1;LysR_substrate		0	no		LysR	pfam	medium	DUF4247 domain-containing protein
SCO2465	SC_RS14375		chromosome	2653137	2654327	-	no			1	yes	ECF	Sigma	CastroMelchor;SigmaReview	high	RNA polymerase sigma factor
SCO2468	SC_RS14390	dnaG	chromosome	2656131	2658056	-	yes	TetR_C_13;TetR_N		0	no		TetR	pfam	medium	DNA primase
SCO2475	SC_RS14425		chromosome	2666940	2667869	+	no			1	no			CastroMelchor	medium	LysR family transcriptional regulator
SCO2480	SC_RS14450		chromosome	2670982	2671614	+	yes	HTH_31		0	no		HTH_other	pfam	medium	class F sortase
SCO2486	SC_RS14480		chromosome	2676046	2677278	+	no			1	no			CastroMelchor	low	NAD(P)/FAD-dependent oxidoreductase
SCO2487	SC_RS14485	nirB	chromosome	2677278	2679893	+	no			1	no			CastroMelchor	low	nitrite reductase large subunit NirB
SCO2488	SC_RS14490	nirD	chromosome	2679890	2680291	+	no			1	no			CastroMelchor	low	nitrite reductase small subunit NirD
SCO2489	SC_RS14495		chromosome	2680340	2680924	+	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO2492	SC_RS14510		chromosome	2682933	2683406	+	yes	HTH_3;HTH_31		0	no		HTH_other	pfam	medium	excalibur calcium-binding domain-containing protein
SCO2496	SC_RS14530		chromosome	2690016	2690456	+	yes	GerE;Response_reg;Sigma70_r4_2		0	no		LuxR	pfam	medium	hypothetical protein
SCO2501	SC_RS14555		chromosome	2698679	2699575	-	no			1	no			CastroMelchor	medium	helix-turn-helix transcriptional regulator
SCO2508	SC_RS14590		chromosome	2706801	2707220	+	no			1	no			CastroMelchor	medium	Fur family transcriptional regulator
SCO2516	SC_RS14630		chromosome	2711253	2712752	+	yes	HTH_31		0	no		HTH_other	pfam	medium	alpha/beta hydrolase
SCO2517	SC_RS14635		chromosome	2712740	2713435	-	no			1	no			CastroMelchor	medium	response regulator
SCO2518	SC_RS14640		chromosome	2713432	2714709	-	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO2519	SC_RS14645		chromosome	2714777	2716855	-	no			1	no			CastroMelchor	low	MMPL family transporter
SCO2520	SC_RS14650		chromosome	2717003	2718136	-	no			1	no			CastroMelchor	low	hypothetical protein
SCO2521	SC_RS14655		chromosome	2718235	2719215	-	no			1	no			CastroMelchor	low	SCO2521 family protein
SCO2522	SC_RS14660		chromosome	2719217	2720182	-	no			1	no			CastroMelchor	low	SCO2522 family protein
SCO2523	SC_RS14665		chromosome	2720179	2721096	-	yes	HTH_IclR;MarR_2		1	no		MarR	pfam;CastroMelchor	medium	SCO2523 family variant P-loop protein
SCO2524	SC_RS14670		chromosome	2721099	2722943	-	no			1	no			CastroMelchor	low	SCO2524 family protein
SCO2525	SC_RS14675		chromosome	2723027	2723800	-	no			1	no			CastroMelchor	low	SCO2525 family SAM-dependent methyltransferase
SCO2537	SC_RS14735		chromosome	2735252	2736145	+	no			1	no			CastroMelchor	medium	helix-turn-helix transcriptional regulator
SCO2538	SC_RS14740		chromosome	2736184	2736540	+	no			1	no			CastroMelchor	low	cytidine deaminase
SCO2552	SC_RS14810		chromosome	2751941	2752690	-	no			1	no			CastroMelchor	low	16S rRNA (uracil(1498)-N(3))-methyltransferase
SCO2553	SC_RS14815		chromosome	2752687	2753781	-	no			1	no			CastroMelchor	low	nitronate monooxygenase
SCO2554	SC_RS14820	dnaJ	chromosome	2753870	2755006	-	no			1	no			CastroMelchor	low	molecular chaperone DnaJ
SCO2555	SC_RS14825	hrcA	chromosome	2755007	2756023	-	no			1	no			CastroMelchor	medium	heat-inducible transcriptional repressor HrcA
SCO2564	SC_RS14870	holA	chromosome	2767268	2768257	-	no			1	no			CastroMelchor	low	DNA polymerase III subunit delta
SCO2565	SC_RS14875		chromosome	2768323	2768568	-	no			1	no			CastroMelchor	low	hypothetical protein
SCO2567	SC_RS14885		chromosome	2769878	2772445	-	no			1	no			CastroMelchor	low	ComEC/Rec2 family competence protein
SCO2568	SC_RS14890		chromosome	2772442	2773509	-	no			1	no			CastroMelchor	medium	ComEA family DNA-binding protein
SCO2614	SC_RS15140	folC	chromosome	2837148	2838671	-	yes	Sigma70_ECF;Sigma70_r4;Sigma70_r4_2		0	no		Sigma	pfam	medium	bifunctional tetrahydrofolate synthase/dihydrofolate synthase
SCO2619	SC_RS15165		chromosome	2845037	2845642	-	yes	HTH_1;LysR_substrate		0	no		LysR	pfam	medium	ATP-dependent Clp protease proteolytic subunit
SCO2632	SC_RS15235		chromosome	2858981	2859937	+	yes	HTH_24;MarR_2		0	no		MarR	pfam	medium	IS481-like element IS1649 family transposase
SCO2638	SC_RS15265		chromosome	2869281	2870030	-	no			1	no			CastroMelchor	low	hypothetical protein
SCO2639	SC_RS15270		chromosome	2870032	2870568	-	no			1	yes	ECF	Sigma	CastroMelchor;SigmaReview	high	RNA polymerase sigma factor
SCO2644	SC_RS15295		chromosome	2876450	2877352	-	no			1	no			CastroMelchor	medium	LysR family transcriptional regulator
SCO2662	SC_RS15385		chromosome	2894061	2895032	+	yes	GerE		0	no		LuxR	pfam	medium	N-acetylglucosamine kinase
SCO2708	SC_RS15625		chromosome	2950351	2951667	+	yes	HTH_1;LysR_substrate		0	no		LysR	pfam	medium	O-antigen ligase family protein
SCO2715	SC_RS15660		chromosome	2958781	2960079	+	yes	Sigma70_r2;Sigma70_r4;Sigma70_r4_2		0	no		Sigma	pfam	medium	carboxylate--amine ligase
SCO2718	SC_RS15675	rdlA	chromosome	2961619	2962014	-	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4		0	no		LacI	pfam	medium	rodlin RdlA
SCO2720	SC_RS15685		chromosome	2962767	2964695	-	yes	Peripla_BP_1;Peripla_BP_3;Peripla_BP_4		0	no		LacI	pfam	medium	AMP-dependent synthetase/ligase
SCO2726	SC_RS15715	mmsA	chromosome	2973144	2974646	-	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4		0	no		LacI	pfam	medium	CoA-acylating methylmalonate-semialdehyde dehydrogenase
SCO2729	SC_RS15730		chromosome	2975713	2976312	+	no			1	no			CastroMelchor	low	GNAT family N-acetyltransferase
SCO2730	SC_RS15735		chromosome	2976388	2976630	+	yes	HTH_1;LysR_substrate		1	no		LysR	pfam;CastroMelchor	medium	heavy-metal-associated domain-containing protein
SCO2734	SC_RS15755		chromosome	2980555	2981592	+	no			1	no			CastroMelchor	medium	LysR family transcriptional regulator
SCO2742	SC_RS15795		chromosome	2988198	2989145	-	no			1	yes	sigma70_unclassified	Sigma	CastroMelchor;SigmaReview	high	RNA polymerase sigma-70 factor
SCO2745	SC_RS15810		chromosome	2990408	2991451	+	no			1	no			CastroMelchor	medium	LacI family DNA-binding transcriptional regulator
SCO2746	SC_RS15815		chromosome	2991448	2993001	+	no			1	no			CastroMelchor	low	sugar ABC transporter ATP-binding protein
SCO2747	SC_RS15820		chromosome	2992991	2994946	+	no			1	no			CastroMelchor	low	ABC transporter permease/substrate-binding protein
SCO2749	SC_RS15830	rbsD	chromosome	2995911	2996300	+	yes	TetR_N		0	no		TetR	pfam	medium	D-ribose pyranase
SCO2757	SC_RS15870		chromosome	3003658	3004599	+	no			1	no			CastroMelchor	medium	LysR family transcriptional regulator
SCO2766	SC_RS15915		chromosome	3016395	3017255	+	yes	HTH_18;HTH_AraC		0	no		HTH_other	pfam	medium	endonuclease I family protein
SCO2768	SC_RS15925		chromosome	3019488	3019907	-	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4		0	no		LacI	pfam	medium	hypothetical protein
SCO2775	SC_RS15960		chromosome	3026790	3027416	-	yes	Response_reg;Trans_reg_C		0	no		LuxR	pfam	medium	SACE_7040 family transcriptional regulator
SCO2785	SC_RS16010	desD	chromosome	3038895	3040682	+	yes	HTH_20		0	no		HTH_other	pfam	medium	desferrioxamine E synthetase DesD
SCO2792	SC_RS16045		chromosome	3047135	3048331	+	no		global	1	no		AraC	ZorroAranda;CastroMelchor	high	helix-turn-helix domain-containing protein
SCO2794	SC_RS16060		chromosome	3049837	3050892	-	no			1	no			CastroMelchor	medium	LacI family DNA-binding transcriptional regulator
SCO2800	SC_RS16090		chromosome	3057814	3059226	-	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO2801	SC_RS16095		chromosome	3059223	3059927	-	no			1	no			CastroMelchor	medium	response regulator transcription factor
SCO2813	SC_RS16155		chromosome	3071960	3072526	+	yes	HTH_1;LysR_substrate		0	no		LysR	pfam	medium	dihydrofolate reductase family protein
SCO2815	SC_RS16165		chromosome	3073685	3074278	+	no			1	no			CastroMelchor	medium	TetR/AcrR family transcriptional regulator
SCO2829	SC_RS16240	ehuC	chromosome	3088674	3089375	+	yes	PadR		0	no		PadR	pfam	medium	ectoine/hydroxyectoine ABC transporter permease subunit EhuC
SCO2832	SC_RS16255		chromosome	3090979	3091737	+	no			1	no			CastroMelchor	medium	IclR family transcriptional regulator
SCO2833	SC_RS16265		chromosome	3091946	3092551	-	yes	HTH_3;HTH_31		0	no		HTH_other	pfam	medium	lytic polysaccharide monooxygenase auxiliary activity family 9 protein
SCO2837	SC_RS16290	glxA	chromosome	3097464	3099401	+	yes	HTH_19;HTH_3;HTH_31		0	no		HTH_other	pfam	medium	radical copper oxidase GlxA
SCO2843	SC_RS16320		chromosome	3103597	3104376	-	yes	MerR;MerR_1		0	no		MerR	pfam	medium	HAD-IIA family hydrolase
SCO2846	SC_RS16330		chromosome	3105013	3106233	-	no			1	no			CastroMelchor	medium	ROK family transcriptional regulator
SCO2851	SC_RS16355		chromosome	3110120	3110833	-	yes	HTH_IclR		0	no		HTH_other	pfam	medium	YidC/Oxa1 family membrane protein insertase
SCO2865	SC_RS16420		chromosome	3122091	3122933	+	no			1	no			CastroMelchor	low	helix-turn-helix domain-containing protein
SCO2898	SC_RS16585		chromosome	3153389	3153709	-	yes	AsnC_trans_reg;HTH_24;HTH_AsnC-type		0	no		AsnC	pfam	medium	DMT family transporter
SCO2904	SC_RS16620	rph	chromosome	3156501	3157238	-	yes	HTH_IclR		0	no		HTH_other	pfam	medium	ribonuclease PH
SCO2919	SC_RS16695		chromosome	3168848	3169192	-	yes	Bac_DNA_binding		0	no		Other_TF	pfam	medium	hypothetical protein
	SC_RS16715		chromosome	3173314	3174894	-	yes	Sigma70_ECF;Sigma70_r2;Sigma70_r4;Sigma70_r4_2		0	no		Sigma	pfam	medium	RDD family protein
SCO2924	SC_RS16720		chromosome	3175140	3175568	+	no			1	no			CastroMelchor	medium	SsgA family sporulation/cell division regulator
SCO2926	SC_RS16730		chromosome	3177140	3178576	+	yes	Trans_reg_C		0	no		LuxR	pfam	medium	tetratricopeptide repeat protein
SCO2928	SC_RS16740		chromosome	3179891	3180382	+	no			1	no			CastroMelchor	medium	Lrp/AsnC family transcriptional regulator
SCO2932	SC_RS16760		chromosome	3183683	3184555	+	yes	HTH_1;LysR_substrate		0	no		LysR	pfam	medium	ABC transporter permease
SCO2935	SC_RS16775		chromosome	3186380	3187042	-	no		global	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	IclR family transcriptional regulator
SCO2950	SC_RS16855		chromosome	3206403	3206684	-	no		TF	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	HU family DNA-binding protein
SCO2953	SC_RS16870	rsuA	chromosome	3211306	3212094	-	no			1	no			CastroMelchor	medium	anti-sigma U factor RsuA
SCO2954	SC_RS16875		chromosome	3212154	3212678	-	yes	HTH_27;MarR;MarR_2		1	yes	ECF	MarR	pfam;CastroMelchor;SigmaReview	high	sigma-70 family RNA polymerase sigma factor
SCO2958	SC_RS16890		chromosome	3215125	3216312	-	no		TF	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	uroporphyrinogen-III synthase
SCO2962	SC_RS16910		chromosome	3220316	3222520	-	yes	TetR_C_11;TetR_N		0	no		TetR	pfam	medium	polysaccharide deacetylase family protein
SCO2964	SC_RS16920	stgR	chromosome	3224084	3225055	-	no		TF	1	no		LysR	ZorroAranda;CastroMelchor	high	LysR family transcriptional regulator StgR
SCO2973	SC_RS16970		chromosome	3233349	3234602	-	no			1	no			CastroMelchor	low	serine/threonine-protein kinase
SCO2974	SC_RS16975		chromosome	3234708	3236339	-	yes	GerE;HTH_23;Response_reg		1	no		LuxR	pfam;CastroMelchor	medium	serine/threonine-protein kinase
SCO2979	SC_RS17000		chromosome	3244327	3245682	+	yes	Response_reg;Trans_reg_C		0	no		LuxR	pfam	medium	carbohydrate ABC transporter permease
SCO2987	SC_RS17040		chromosome	3257116	3257622	+	no			1	no			CastroMelchor	medium	MarR family winged helix-turn-helix transcriptional regulator
SCO3008	SC_RS17140		chromosome	3281872	3282630	-	no			1	no			CastroMelchor	medium	response regulator
SCO3011	SC_RS17155		chromosome	3284985	3286832	-	no			1	no			CastroMelchor	low	LpqB family beta-propeller domain-containing protein
SCO3012	SC_RS17160	mtrB	chromosome	3286822	3288888	-	no			1	no			CastroMelchor	medium	two-component system sensor histidine kinase MtrB
SCO3013	SC_RS17165	mtrA	chromosome	3288890	3289579	-	no		TCS	1	no		TCS_response_regulator	ZorroAranda;CastroMelchor	high	two-component system response regulator MtrA
SCO3014	SC_RS17170	mtnA	chromosome	3289584	3290726	-	no			1	no			CastroMelchor	low	S-methyl-5-thioribose-1-phosphate isomerase
SCO3017	SC_RS17185		chromosome	3293009	3294226	+	no			1	no			CastroMelchor	low	DUF4350 domain-containing protein
SCO3018	SC_RS17190		chromosome	3294223	3295215	+	no			1	no			CastroMelchor	low	AAA family ATPase
SCO3019	SC_RS17195		chromosome	3295215	3296525	+	no			1	no			CastroMelchor	low	DUF58 domain-containing protein
SCO3027	SC_RS17250		chromosome	3310398	3310568	-	yes	Response_reg;Trans_reg_C		0	no		LuxR	pfam	medium	Trm112 family protein
SCO3032	SC_RS17275		chromosome	3315241	3316761	-	yes	HTH_23;Sigma70_r2;Sigma70_r3;Sigma70_r4;Sigma70_r4_2		1	no		Sigma	pfam;CastroMelchor	medium	DUF5719 family protein
SCO3033	SC_RS17280		chromosome	3316758	3320564	-	no			1	no			CastroMelchor	low	glycosyltransferase family 2 protein
SCO3034	SC_RS17285		chromosome	3320753	3321016	-	no		TF	1	no		Unclassified_TF	ZorroAranda;CastroMelchor	high	WhiB family transcriptional regulator
SCO3039	SC_RS17310	manB	chromosome	3325773	3326855	-	yes	HTH_6		0	no		HTH_other	pfam	medium	mannose-1-phosphate guanylyltransferase
SCO3063	SC_RS17430		chromosome	3355990	3356667	-	no		global	1	no		TCS_response_regulator	ZorroAranda;CastroMelchor	high	response regulator transcription factor
SCO3066	SC_RS17445		chromosome	3359355	3359867	-	no			1	no			CastroMelchor	low	ATP-binding protein
SCO3067	SC_RS17450		chromosome	3360064	3360441	-	no			1	no			CastroMelchor	low	STAS domain-containing protein
SCO3068	SC_RS17455		chromosome	3360694	3361608	+	no			1	yes	sigma70_group3	Sigma	CastroMelchor;SigmaReview	high	RNA polymerase sigma factor SigF
SCO3075	SC_RS17490		chromosome	3368495	3369364	-	no			1	no			CastroMelchor	medium	MurR/RpiR family transcriptional regulator
SCO3092	SC_RS17585		chromosome	3386513	3387937	-	yes	HTH_27;MarR;MarR_2		0	no		MarR	pfam	medium	NAD(P)/FAD-dependent oxidoreductase
SCO3093	SC_RS17590		chromosome	3388379	3389320	-	yes	GerE;Response_reg		0	no		LuxR	pfam	medium	Ppx/GppA phosphatase family protein
SCO3100	SC_RS17625		chromosome	3395638	3396615	-	yes	GerE;Response_reg		0	no		LuxR	pfam	medium	nucleoside triphosphate pyrophosphohydrolase
SCO3102	SC_RS17635	pkaE	chromosome	3397490	3399001	-	no			1	no			CastroMelchor	low	serine/threonine protein kinase PkaE
SCO3103	SC_RS17640		chromosome	3399019	3399624	-	no			1	no			CastroMelchor	low	hypothetical protein
SCO3119	SC_RS17725		chromosome	3420021	3421340	-	no			1	no			CastroMelchor	low	sensor histidine kinase
SCO3126	SC_RS17755		chromosome	3426533	3427051	+	yes	TetR_C_11;TetR_N		0	no		TetR	pfam	medium	hypothetical protein
SCO3128	SC_RS17765		chromosome	3430174	3431184	+	no			1	no			CastroMelchor	low	acyl-CoA desaturase
SCO3129	SC_RS17770		chromosome	3431181	3431858	+	no		TF	1	no		TetR	ZorroAranda;CastroMelchor	high	TetR/AcrR family transcriptional regulator
SCO3132	SC_RS17785		chromosome	3433453	3434364	-	yes	MerR;MerR_1		0	no		MerR	pfam	medium	trans-aconitate 2-methyltransferase
SCO3133	SC_RS17790	tamR	chromosome	3434529	3435026	+	no		TF	1	no		MarR	ZorroAranda;CastroMelchor	high	MarR family transcriptional regulator TamR
SCO3134	SC_RS17795		chromosome	3434985	3435764	-	no			1	no			CastroMelchor	medium	response regulator transcription factor
SCO3144	SC_RS17830		chromosome	3442302	3442976	-	no			1	no			CastroMelchor	medium	helix-turn-helix transcriptional regulator
SCO3161	SC_RS17915		chromosome	3463175	3463978	+	yes	DeoRC;HTH_DeoR		0	no		DeoR	pfam	medium	energy-coupling factor ABC transporter ATP-binding protein
SCO3163	SC_RS17925		chromosome	3465317	3465592	-	yes	HTH_11;HTH_PafC		0	no		HTH_other	pfam	medium	DUF1876 domain-containing protein
SCO3164	SC_RS17930		chromosome	3465682	3466527	-	yes	TetR_N		0	no		TetR	pfam	medium	DMT family transporter
SCO3165	SC_RS17935		chromosome	3466524	3467063	-	yes	Sigma70_r1_2;Sigma70_r2;Sigma70_r3;Sigma70_r4		0	no		Sigma	pfam	medium	YbaK/EbsC family protein
