gene_id	old_locus_tag	gene_name	gene_biotype	contig	start	end	strand	product	protein_id	ontology_term	baseMean	log2FoldChange_2_vs_1	lfcSE_2_vs_1	pvalue_2_vs_1	padj_2_vs_1	log2FoldChange_3_vs_1	lfcSE_3_vs_1	pvalue_3_vs_1	padj_3_vs_1	log2FoldChange_3_vs_2	lfcSE_3_vs_2	pvalue_3_vs_2	padj_3_vs_2	norm_M145_1_1	norm_M145_1_2	norm_M145_1_3	norm_M145_2_1	norm_M145_2_3	norm_M145_2_4	norm_M145_3_2	norm_M145_3_3	norm_M145_3_4	bgc_name	bgc_role	is_regulator	regulator_name	regulator_type	is_SARP	SARP_subtype
SC_RS09100	SCO1425	NA	protein_coding	NC_003888.3	1521620	1522060	-	Lrp/AsnC family transcriptional regulator	WP_019983923.1	GO:0043565	80.05934170445003	-1.082069046600477	0.2665798629144136	2.5088797898295725e-5	5.45278421632658e-5	-1.1042182864034815	0.2547790187180327	7.580527851097815e-6	1.3030736499436576e-5	-0.0166028453089277	0.2651087775534322	0.9472436213079042	0.9558697015336196	151.4425403158489	122.22444942430955	105.37448670257874	56.42237411560175	59.23847290479983	57.22218881437944	72.1824497239701	45.87169672369782	50.55541661486413	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS09105	SCO1426	NA	protein_coding	NC_003888.3	1522328	1522765	+	hypothetical protein	WP_003977399.1	NA	704.3548536794256	3.24175706618967	0.2634662280204396	9.232406993327284e-36	8.935567578605117e-35	3.214297970260051	0.2629083811497048	2.3309882070014092e-35	1.956392517094706e-34	-0.0248712694397182	0.2428896888558407	0.912861924167844	0.92976452273709	122.02564399550414	94.2874324130388	97.3374495811956	1053.6265079413458	1033.8523961718636	951.629879195658	813.2167924547275	1446.0506300518075	727.1669513096895	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09110	SCO1427	NA	protein_coding	NC_003888.3	1522938	1523255	+	hypothetical protein	WP_011027781.1	NA	49.169907961361545	-0.7098584838019426	0.3039166537598529	0.0142088248351362	0.0219520458051023	0.1473028909903029	0.2698823945825339	0.571925502181488	0.6042479466187174	0.865071954665032	0.2992286080072153	0.002452974506943	0.0041338865065212	51.20718989097049	59.36616114895036	52.68724335128937	38.023773860514225	22.5670372970666	34.83089753918748	52.390487702881515	75.36064461750357	56.09573624389033	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09115	SCO1428	NA	protein_coding	NC_003888.3	1523218	1524393	-	acyl-CoA dehydrogenase	WP_011027782.1	NA	201.04820989943096	-1.450233228954863	0.2132458221369109	3.823104131913803e-12	1.3634073783867976e-11	-0.3714289406781812	0.1951594968350562	0.0519488103605246	0.063389818706762	1.066864132851575	0.2123694511198539	2.6902107890683025e-7	8.730624657562071e-7	285.4528457751972	284.02633961458605	281.29629924840935	87.08670787408096	90.2681491882664	126.8839838927544	188.02363920034145	254.4786984909903	211.91722581025235	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09120	SCO1429	NA	protein_coding	NC_003888.3	1524785	1526038	+	glycoside hydrolase family 18 protein	WP_011027783.1	GO:0005975,GO:0004568,GO:0008061,GO:0016798	35.85861442261577	-0.7220188024661022	0.4493150476757342	0.0731867229400681	0.099961715541222	1.3633054234069626	0.4058409857453485	2.9412004452307e-4	4.4164215640679e-4	2.196185125149884	0.4525177029580872	2.3398902739526897e-7	7.648910232852614e-7	23.969322927688314	26.772974635801145	24.111111364149373	13.492306853730854	19.746157634933276	8.70772438479687	83.82478032461043	32.76549765978416	89.33765401804756	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09125	SCO1430	NA	protein_coding	NC_003888.3	1526117	1526779	-	TetR/AcrR family transcriptional regulator	WP_003977395.1	GO:0006355,GO:0003677,GO:0003700	143.13369020085338	0.028506265703805	0.1917317135286343	0.8810767965246545	0.904621080465625	-0.4244387411708938	0.1903356856246167	0.0228433354620031	0.0289459965101882	-0.452448316616436	0.1929166719205921	0.0165730494942714	0.0242012101667684	138.36836417347345	159.47380543933724	167.88477542444747	157.00138884341357	162.20058057266618	156.73903892634368	105.94520846582706	133.2463571497889	107.34369281238271	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS09130	NA	NA	protein_coding	NC_003888.3	1526862	1527005	-	SCO1431 family membrane protein	WP_106435246.1	NA	141.76280911690753	2.1973408064337767	0.2421846863121849	2.294053687265977e-20	1.2387241873471514e-19	1.8661025713448691	0.2401410573965181	1.818608408356976e-15	6.303300040932656e-15	-0.315674948135598	0.2095731431192882	0.1220660060785605	0.1537335994855334	44.670101819782765	45.397652643314984	44.650206229906246	204.83774950664113	194.64069668719944	233.86459776311597	144.9470159779722	211.8835515332709	150.9737098909641	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09135	SCO1432	NA	protein_coding	NC_003888.3	1527125	1528516	-	peptidase C39 family protein	WP_161269989.1	NA	251.58895135684523	2.9416003387138163	0.2527048132011333	2.621437412183354e-32	2.269933233698066e-31	2.654963551820547	0.2516476653602334	5.66394253598823e-27	3.3754095580799695e-26	-0.2713102152252121	0.219504642403678	0.2044110515384458	0.246479561593275	54.475733926564345	60.530203524419974	33.934156734728745	399.86291221056894	400.56491202293216	359.5046210294708	286.9834493057843	399.73907144936675	268.705502007771	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09140	SCO1433	NA	protein_coding	NC_003888.3	1528701	1529303	+	uridine kinase family protein	WP_231909170.1	GO:0016310,GO:0005524,GO:0016301	31.2964630970841	-0.8060961487219905	0.4378016585661869	0.0418120218726117	0.0598679249509343	1.1212995636732082	0.3798206522485446	0.001545258253187	0.0021916239294876	2.0272043175205803	0.4351275326196768	7.374722819615412e-7	2.222590882096154e-6	28.32738164181346	22.11680513392268	23.218107239551248	9.812586802713348	12.693958479599962	16.17148814319419	68.10763401374598	30.58113114913188	70.63907527008412	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09145	SCO1434	NA	protein_coding	NC_003888.3	1529751	1531607	+	AAA family ATPase	WP_011027787.1	GO:0005524,GO:0016887	345.5337143096927	0.6928030918270176	0.1810875303448604	9.931131954682503e-5	2.0216569468983e-4	0.9737309747300318	0.178552721183389	2.8352253856706172e-8	6.025050944646341e-8	0.2764287205688324	0.1746676708302675	0.1084365584756832	0.1379314466985649	225.5295384559764	214.18379708640916	231.28806827091435	366.7454317514114	313.1176424967991	417.9707704702498	423.19871733327625	513.3261300032851	404.44333291891303	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09150	SCO1435	NA	protein_coding	NC_003888.3	1531792	1532835	-	hemolysin family protein	WP_003977390.1	GO:0005886,GO:0016020	207.2025855647306	-0.3246783877709154	0.1737665081553357	0.0575400156171773	0.0802244637871878	-0.5642361003575768	0.1708387180265261	7.8219888069431e-4	0.0011376626672605	-0.2371707439519469	0.1746132647992945	0.1669746160145609	0.2047943397573521	250.588376062196	252.59719547690645	252.72016726126935	177.85313579917943	217.207733984266	205.25350335592623	160.66416228883665	190.03988642674813	157.89910942724686	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09155	SCO1436	NA	protein_coding	NC_003888.3	1532832	1534163	-	hemolysin family protein	WP_003977389.1	GO:0005886,GO:0016020	277.53917130869416	0.0275033010408668	0.2004367599096576	0.89568354652577	0.9158058834897084	-0.2515276874748333	0.1991339434072384	0.1964539152536855	0.223591342070509	-0.2772217612818783	0.2004395356026994	0.1570675662248912	0.19363731237593	315.9592567740732	275.87804298629874	282.1893033730075	264.9398436732604	304.6550035103991	320.94184161108467	196.7553871508217	307.9956780019711	228.538184697331	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09160	SCO1437	NA	protein_coding	NC_003888.3	1534368	1534838	-	PH domain-containing protein	WP_003977388.1	GO:0005515	103.34991296281126	-1.0919690466638212	0.2120072024514982	1.339379040780429e-7	3.537441155719226e-7	-1.6257123342264503	0.2091373556336617	2.3690795242963967e-15	8.152107129959608e-15	-0.5113262605022704	0.2215531636207901	0.0178141347285526	0.0258800824880322	175.4118632435372	175.7703986959119	172.3497960474381	71.14125431967177	90.2681491882664	79.6134800895714	61.12223565336177	54.60916276630693	49.86287666123585	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09165	SCO1438	hisG	protein_coding	NC_003888.3	1534876	1535733	-	ATP phosphoribosyltransferase	WP_003977387.1	GO:0000105,GO:0003879,GO:0005737	348.5969933076269	-1.1096758198734482	0.1722699903232961	5.982071672056955e-11	1.9766171134203748e-10	-2.038590988783814	0.1743115113157805	2.6260640656420293e-32	1.9159242219369232e-31	-0.9081959771496296	0.1788426274512461	2.343699878305155e-7	7.655041020253757e-7	644.9926896905218	620.4345861253048	583.1316933625756	244.08809671749452	280.67752638226585	319.6978809846851	157.17146310864456	158.3665720222901	128.81243137485927	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09170	SCO1439	NA	protein_coding	NC_003888.3	1535782	1536054	-	phosphoribosyl-ATP diphosphatase	WP_011027788.1	GO:0004636	305.18940611317515	-0.6650432314302016	0.237287213508889	0.0038343971992684	0.0064534010534023	-1.7779614340335008	0.2437050779591295	6.656431241388856e-14	2.121512016325935e-13	-1.0823441972716814	0.2449802403694849	4.91539515603179e-6	1.2924041046430217e-5	442.3429594837025	494.71800957458635	506.3333386471368	213.4237629590153	327.2220408074657	350.79689664467395	127.48352007701168	179.11805387348673	105.2660729514979	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09175	SCO1440	ribH	protein_coding	NC_003888.3	1536089	1536574	-	6,7-dimethyl-8-ribityllumazine synthase	WP_003977385.1	GO:0000906,GO:0009349	129.66680137452076	0.054803431851922	0.2303424523922587	0.808355183023417	0.8441250654735107	0.2232957493877482	0.2243153199738904	0.3077388828263891	0.3402214427545649	0.1683533572766978	0.2264915285044349	0.4462032852716866	0.496821074586765	119.84661463844157	114.07615279602226	127.69958981753186	142.28250863934355	132.58134412026627	102.00477136476334	136.21526802749196	178.02587061816058	114.2690923486655	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09180	SCO1441	NA	protein_coding	NC_003888.3	1536596	1537885	-	bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II	WP_003977384.1	GO:0003935,GO:0008686	277.20951834817515	-0.0092682897047491	0.1897008448114224	0.9590421934429718	0.9670099711281764	0.0894034947103053	0.1862895959685821	0.6262742765953244	0.6564075557022413	0.0989732880856256	0.1878944197740903	0.5929766906599858	0.6392977688643896	266.9310962401653	293.33867861834295	254.5061755104656	256.3538302208862	273.62532722693254	278.64718031349986	276.505351765208	356.05174123632116	238.9262840017551	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09185	SCO1442	NA	protein_coding	NC_003888.3	1537882	1538526	-	nicotinamide mononucleotide transporter family protein	WP_003977383.1	GO:0034258,GO:0034257,GO:0016020	152.17007431244323	0.008710633099842	0.1882855517015855	0.9636705654474752	0.9703452216920848	-0.2524615596492197	0.1847999861443987	0.1641206405699251	0.1883618159408057	-0.260672699275455	0.1873746892609366	0.1563995454551251	0.1928448515642456	155.80059902997402	162.9659325657461	163.41975480145686	163.1342555951094	139.63354327559958	181.6182514543347	140.87220026774807	140.8916399370719	121.19449188494823	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09190	SCO1443	NA	protein_coding	NC_003888.3	1538523	1539125	-	riboflavin synthase	WP_003977382.1	NA	694.6448981685701	0.2610706338590854	0.1850903564250871	0.1571528876121229	0.1994672939379634	-0.2109919840392499	0.184620795876202	0.2440223315313889	0.2732564069843292	-0.4693286336197975	0.1853198078929538	0.0098234068468745	0.0149979570190102	717.9901731521181	673.980535396907	648.3209944582387	781.3272241660503	861.7787367817308	809.818367786109	479.6640207463819	747.0533466430788	531.8706843865157	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09195	SCO1444	NA	protein_coding	NC_003888.3	1539609	1541984	+	chitinase C-terminal domain-containing protein	WP_011027789.1	NA	64.95214606594641	0.0386872823514613	0.3926445843212182	0.9155553319915656	0.931968502594837	2.802108439928886	0.3800440615380834	2.6081136269471873e-14	8.533006757226442e-14	2.752027490328568	0.3896150660008924	2.4400316334231253e-13	1.895983929791993e-12	23.969322927688314	13.96850850563538	24.111111364149373	23.3048936564442	22.5670372970666	18.659409395993293	183.94882349011732	80.82156089413425	193.2186470622889	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09200	SCO1445	NA	protein_coding	NC_003888.3	1542226	1542993	+	SDR family oxidoreductase	WP_011027790.1	GO:0016491,GO:0070403	41.63334732897843	0.0610646582385967	0.3473991663146604	0.8528707266930025	0.8811038476279823	1.1734479102255602	0.3349402070137902	2.1726589669936e-4	3.3026144058912e-4	1.102968354847944	0.3406548690264885	6.1002446857947e-4	0.001124185848821	39.22252842712633	19.788720382983453	25.89711961334562	31.890907108818386	32.44011611453324	24.879212527991054	66.94340095368194	49.14824648967624	84.48987434264963	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09205	SCO1446	NA	protein_coding	NC_003888.3	1543064	1543432	+	hypothetical protein	WP_003977379.1	NA	33.09865241909282	-1.176649518281083	0.373026604359493	7.2828702405862e-4	0.0013395435616916	-0.7934956061065853	0.3362010977914437	0.012105468309459	0.015749261646099	0.3624255248361692	0.3616247671557159	0.2851890520863358	0.3328584173793503	45.75961649831405	68.67850015270729	38.39917735771937	19.625173605426696	15.514838141733287	27.36713378079017	32.59852568179294	22.93584836184891	27.009058191502753	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09210	SCO1447	NA	protein_coding	NC_003888.3	1543454	1544653	-	ROK family transcriptional regulator	WP_003977378.1	GO:0006355,GO:0003677,GO:0003700,GO:0005524	208.36747401887547	-1.865642161634753	0.1795957547040646	7.073455146694995e-26	4.903321672858561e-25	-1.963666659241621	0.1711329365058334	4.589804372693878e-31	3.1559032584188295e-30	-0.092369852522435	0.1853137028305186	0.6121424379971836	0.6574576599138173	396.58334298538847	423.71142467093983	412.56790556433367	116.524468282221	102.96210766786636	113.20041700235932	112.34849029617924	92.83557670272178	104.57353299786963	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS09215	SCO1448	NA	protein_coding	NC_003888.3	1544766	1545977	+	MFS transporter	WP_003977377.1	GO:0055085,GO:0022857,GO:0016020	282.47315864172856	-4.140141125337197	0.2980876831363055	7.639651572940342e-45	9.719263881314783e-44	-3.3193287175539856	0.2720568972092933	4.958935437186065e-35	4.081380016439683e-34	0.7674860624787496	0.3011538251865628	0.0076812482659677	0.0119226196186741	771.3763924001512	771.7600949363547	665.2880728256031	57.64894746594092	35.26099577666656	28.61109440718972	93.1386448051227	43.68733021304554	75.48685494548205	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09220	SCO1449	NA	protein_coding	NC_003888.3	1545937	1546395	-	acyl-CoA thioesterase	WP_003977376.1	GO:0016787,GO:0016790	81.87790947441408	-4.049261508707687	0.4124375335856022	9.345499836449955e-24	5.925015899626564e-23	-2.743426882304318	0.3332834771430722	3.160674785004899e-17	1.1999264849129821e-16	1.1929545819478449	0.421239690307613	0.0020893072194824	0.0035618379041612	192.8440981000378	173.44231394497262	248.25514663827872	6.132866751695842	22.5670372970666	7.463763758397317	32.016409151760925	17.474932085218217	36.704617542298614	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09225	SCO1450	NA	protein_coding	NC_003888.3	1546564	1548000	+	uracil-xanthine permease family protein	WP_003977375.1	GO:0015851,GO:0055085,GO:0015205,GO:0022857,GO:0016020	289.75448282704315	-1.258322763965968	0.1909088531303628	1.861483610377672e-11	6.345476453387283e-11	-1.7911134481128552	0.1896360078245693	1.1419604077665103e-21	5.263067677988389e-21	-0.5129583330645853	0.1943002957325766	0.0071328027006275	0.0111414523899893	482.65500258936015	552.9201283480671	504.5473303979405	181.53285585019697	231.31213229493264	220.18103087272087	170.56014329938094	117.95579157522296	146.12593021556617	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09230	SCO1451	NA	protein_coding	NC_003888.3	1547982	1549133	-	glycoside hydrolase family 6 protein	WP_011027791.1	NA	347.3169558343404	-0.907664941299765	0.2185578781190954	2.0099224593213956e-5	4.422407805459393e-5	-0.4130728191654105	0.2117318716285078	0.0453709764839506	0.055736903309172	0.4880894881026996	0.2168079454455714	0.0210537992126921	0.0301399267515904	476.1179145181724	446.9922721803321	455.4321035450437	234.2755099147812	266.57312807159923	218.93707024632133	268.9378368747918	458.71696723697823	299.86979992104335	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09235	SCO1452	NA	protein_coding	NC_003888.3	1549307	1550002	+	DUF5995 family protein	WP_003977373.1	NA	51.27499807424727	0.7857847919898514	0.34056828161811	0.0140485156430153	0.0217263249608607	0.5628623569584312	0.3307845620312508	0.0715745408619447	0.0856966707532774	-0.2153067643561039	0.3171052544527419	0.4738704592216938	0.5242676213585691	44.670101819782765	38.41339839049729	24.111111364149373	50.289507363905905	55.00715341159984	87.0772438479687	54.718953823009585	39.31859719174099	67.86891545557101	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09240	SCO1453	NA	protein_coding	NC_003888.3	1550134	1551066	+	LLM class F420-dependent oxidoreductase	WP_003977372.1	GO:0016491,GO:0070967	898.042183414307	2.6372483655781074	0.1444312584604674	2.5250744890536316e-75	6.5005789708094504e-74	-1.412682030426146	0.1566616807412931	6.386498452335705e-20	2.7264749953410827e-19	-4.068509797258109	0.1514411493225967	1.8007560647760658e-160	1.721072608909725e-157	330.12294759497996	377.14972965215526	350.05761684246494	2134.237629590153	2308.8900034561266	2186.882781210414	122.24447130672354	147.44473946902872	125.3497316067179	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09245	SCO1454	NA	protein_coding	NC_003888.3	1551086	1552783	-	flavin monoamine oxidase family protein	WP_011027792.1	GO:0000166,GO:0016491	430.50171802200424	-1.189018182952606	0.2076338347462671	4.788248910926697e-9	1.4021812015681933e-8	-2.500912552247743	0.211412415002347	4.5757495302643935e-33	3.495122967872283e-32	-1.279092587566711	0.2145196478328973	1.092492287447494e-9	5.1850999564391935e-9	802.9723180775585	889.3283748587858	726.9053574228736	329.94823124123633	362.48303658413226	347.06501476547527	133.8868019073639	100.48085949000476	181.44546785060825	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09250	SCO1455	NA	protein_coding	NC_003888.3	1552848	1553636	-	carbon-nitrogen hydrolase family protein	WP_011027793.1	NA	151.08271328477306	-3.3417727818106746	0.3023080133349867	2.179280063266857e-29	1.719584660860515e-28	-2.466099753329124	0.270290861946282	1.4675459737964278e-20	6.426607397278058e-20	0.8202722363353163	0.3053043991606299	0.0048756620813914	0.0078400236118442	349.73421180854314	379.4778144030944	342.91358384567997	29.437760408140043	42.313194931999874	31.099015659988822	73.34668278403413	33.857680915110294	77.56447480636687	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09255	NA	NA	pseudogene	NC_003888.3	1553987	1554318	+	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09260	SCO1457	NA	protein_coding	NC_003888.3	1554266	1555507	-	MFS transporter	WP_011027795.1	GO:0055085,GO:0022857	40.74575371375028	-0.4731738868067422	0.3333670902610368	0.1324067713835781	0.1710682957078131	1.0855894536077528	0.2932502467040739	1.1306477653153e-4	1.7621143117817e-4	1.594244230441939	0.3241012161981061	2.929389212987793e-7	9.466656771979992e-7	33.7749550344699	30.265101762209987	30.362140236336245	26.98461370746171	21.156597465999937	17.41544876959374	76.25726543419421	55.70134602163307	74.79431499185378	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09265	SCO1458	NA	protein_coding	NC_003888.3	1555656	1556108	-	Lrp/AsnC family transcriptional regulator	WP_003977367.1	GO:0043565	75.45563935816001	-2.674697000425491	0.3016825926955288	1.2171519435114374e-19	6.391719615445365e-19	-2.2725627893615954	0.266306100383464	3.3209116237628956e-18	1.3102007365991279e-17	0.3762247054075806	0.3061073781259815	0.198791374427063	0.2403857107179067	183.0384659932562	175.7703986959119	145.55967230949437	23.3048936564442	25.387916959199924	27.36713378079017	42.49450669233723	22.93584836184891	33.24191777415723	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS09270	SCO1459	NA	protein_coding	NC_003888.3	1556124	1557614	-	amino acid permease	WP_011027796.1	NA	90.29223729010634	-2.393977575891953	0.3328804075833665	1.12520083980268e-13	4.4096799698263924e-13	-0.3506839683735864	0.2730497008754899	0.1815409756324886	0.2072662833635969	2.014364928484245	0.331814571261665	3.0983570050067853e-10	1.600678220289316e-9	144.90545224466118	165.2940173166853	108.05349907637311	33.11748045915755	21.156597465999937	21.1473306487924	118.75177212653143	72.08409485152515	128.119891421231	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09275	SCO1460	NA	protein_coding	NC_003888.3	1557912	1558307	-	hypothetical protein	WP_003977365.1	NA	108.07203775552338	-0.899637715643162	0.2065914506769348	8.31235714933099e-6	1.8966363104680615e-5	-1.6617153823649455	0.2084340726612107	4.3739750629901304e-16	1.5723278482192073e-15	-0.7371265632595834	0.218757897077931	5.404908455322e-4	0.0010047636773496	176.50137792206849	187.410822450608	166.09876717525125	82.1804144727243	93.08902885039971	103.2487319911629	50.64413811278547	54.60916276630693	58.86589605840344	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09280	SCO1461	NA	protein_coding	NC_003888.3	1558380	1559822	-	GuaB1 family IMP dehydrogenase-related protein	WP_161269990.1	GO:0003938	987.2054393830252	-1.1595110326875655	0.1901522676210501	5.111780218696872e-10	1.6005189005797e-9	-2.0387698648241366	0.1914886856936021	3.273203012813029e-27	1.9675243896201588e-26	-0.8559063682625299	0.1918273355992547	5.260267529479145e-6	1.3717944085507176e-5	1737.7759122574028	1854.3195041230963	1696.7078367364372	785.0069442170678	691.1155172226646	849.6251078308946	360.3301320898185	544.9994444077431	364.9685555621013	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09285	SCO1462	NA	protein_coding	NC_003888.3	1559931	1560284	-	barstar family protein	WP_003977363.1	GO:0046983	592.9519036836605	1.2485092292192872	0.2122588025942356	1.8028526279477502e-9	5.429149741350336e-9	-0.9696737229548362	0.21541566887401	3.7811609864660537e-6	6.66914807439895e-6	-2.249466336016871	0.2154193490800239	2.2782779788554924e-26	4.865841739198071e-25	440.1639301266399	458.63269593502827	459.00412004343616	1141.939789165766	1084.6282300902635	1068.562178077216	197.33750368085373	314.54877753392793	171.74990849981236	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09290	SCO1463	NA	protein_coding	NC_003888.3	1560350	1561393	-	sugar-binding transcriptional regulator	WP_003977362.1	GO:0006355,GO:0003677,GO:0030246	3640.617435021346	1.826385974679796	0.22382264154293	8.995635619509161e-17	4.1484095263430074e-16	-0.6570323142926957	0.2212384743926558	0.0022081946925704	0.0030888870507489	-2.51169629099033	0.2242745523790284	5.3189891156854945e-30	1.3466553237924264e-28	2025.4077873896624	2118.5571233546993	2100.3457010547895	7782.607907902024	7915.38833194611	6936.324452803908	1097.8717756403837	1825.0382196499777	964.0156154505596	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS09295	SCO1464	rpe	protein_coding	NC_003888.3	1561471	1562157	-	ribulose-phosphate 3-epimerase	WP_003977361.1	GO:0006098,GO:0004750	276.37181326520334	-0.9187433607756296	0.1788583832249955	1.714821769089446e-7	4.4887118269284163e-7	-1.8903086693260032	0.181821623216194	5.741479436462826e-26	3.2350296073098573e-25	-0.950389335866956	0.1865279529564475	2.029345650793742e-7	6.719955325235579e-7	468.4913117684534	445.8282298048626	476.8642025353987	193.79858935358865	251.0582899298659	281.135101566299	120.4981217166275	127.78544087315822	121.88703183857652	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09300	SCO1465	NA	protein_coding	NC_003888.3	1562315	1563520	-	ABC transporter substrate-binding protein	WP_011027799.1	GO:0042626,GO:0140359,GO:0055052	127.94217915695924	2.7899664766266548	0.2660686929115669	2.1688655305734822e-26	1.5298105024690817e-25	2.788097389766571	0.2623673617355166	4.741992532672947e-27	2.8303883610318004e-26	-0.0021743604879968	0.208368479579215	0.98978710559812	0.9910833171036176	25.0588376062196	16.29659325657461	33.041152610130624	195.02516270392775	177.71541871439948	165.44676331114056	171.72437635944496	200.9617189800095	166.20958887078618	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09305	SCO1466	NA	protein_coding	NC_003888.3	1563517	1564455	-	hypothetical protein	WP_011027800.1	NA	75.37733213832097	5.092390763623204	0.5166436347885437	5.506435937577045e-23	3.3654843468196716e-22	5.047299793213963	0.5136207994892232	7.830812513249524e-23	3.8504432460646864e-22	-0.0441795080484136	0.2173304727617646	0.8335737221554742	0.8597740023743093	3.268544035593861	1.164042375469615	4.465020622990624	107.93845482984683	111.42474665426634	120.66418076075664	104.19885887573102	110.31050878794	114.96163230229376	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09310	SCO1467	NA	protein_coding	NC_003888.3	1564452	1565927	-	VWA domain-containing protein	WP_011027801.1	NA	98.53659525867948	4.145705723362967	0.3606021131002096	3.434115494166636e-31	2.8696444883495188e-30	4.092769482939317	0.3572936556000446	5.839702758707251e-31	3.9902026177904935e-30	-0.0507708142849592	0.205944680037923	0.7998008094251498	0.829640074462718	5.447573392656435	11.64042375469615	7.144032996784999	150.86852209171772	148.09618226199956	140.5675507831495	133.30468537733185	133.2463571497889	156.51402951999032	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09315	SCO1468	NA	protein_coding	NC_003888.3	1565986	1568358	-	tetratricopeptide repeat protein	WP_161269991.1	NA	167.61501866415725	3.873766306591509	0.2924333566396811	1.1355858908185824e-40	1.2959238389849076e-39	4.2561166155195	0.2885207261152917	7.877677317791753e-50	1.1673007901518556e-48	0.3669115166800192	0.1889217873042028	0.0482431492668558	0.0652346374342082	17.432234856500592	9.31233900375692	15.181070118168122	203.611176156302	193.23025685613277	240.08440089511373	256.7133897441194	288.3363794061006	284.63392094122133	NA	NA	TRUE	NA	NA	FALSE	NA
SC_RS09320	SCO1469	NA	protein_coding	NC_003888.3	1568408	1570513	-	S1 family peptidase	WP_011027803.1	GO:0006508,GO:0004252,GO:0008233,GO:0008236	417.7133097763692	3.0993339057579874	0.2215994008516807	2.416940136768168e-45	3.1216088320488867e-44	3.1276301135295568	0.2202785846679688	1.0877770828609176e-46	1.409685351788911e-45	0.0273834802803457	0.1940610944146985	0.8880300753409619	0.908466411032512	79.53457153278394	55.874034022541515	66.08230522026125	599.7943683158534	595.2056087101316	564.7581243853971	499.45598276747046	748.1455298984049	550.5692631344792	NA	NA	FALSE	NA	NA	FALSE	NA
SC_RS09325	SCO1470	NA	protein_coding	NC_003888.3	1570589	1570885	+	trypco2 family protein	WP_016325785.1	NA	202.60173771111792	3.1961058341674824	0.2885285967810489	2.762953371475088e-29	2.175647938032803e-28	3.363520291969268	0.2859689486316975	9.767457965242343e-33	7.321763098259114e-32	0.156871182491253	0.2382643167096778	0.4995468122759221	0.5498298586721901	23.969322927688314	22.11680513392268	39.292181482317496	263.71327032292123	300.4236840171991	253.7679677855088	251.4743409738313	404.1078044706713	264.5502622860013	NA	NA	FALSE	NA	NA	FALSE	NA
