locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	tss	region	is_exposed	baseMean	log2_baseMean_p1	nearest_methyl_distance	n_methyl_sites_2kb	gene_length	LFC_T2vsT1	LFC_T3vsT1	n_FIMO_hits
SC_RS16720		SCO2924	SsgA family sporulation/cell division regulator	Other regulatory	3175140	3175568	+	3175107	0	0	198.85551623565416	7.6428135830784605	567	13	429	0.2048375575204512	0.9569925193955524	5
SC_RS16855		SCO2950	HU family DNA-binding protein	Other regulatory	3206403	3206684	-	3206821	0	1	10732.932147555646	13.389891053088476	128	2	282	-1.6542997259922183	-2.9016567876690877	3
SC_RS16870	rsuA	SCO2953	anti-sigma U factor RsuA	Anti-sigma	3211306	3212094	-	3212258	0	0	401.3750304435357	8.652396970631418	305	2	789	1.1926883458951565	1.5695413540350536	5
SC_RS16875		SCO2954	sigma-70 family RNA polymerase sigma factor	Sigma factor	3212154	3212678	-	3212773	0	0	191.4657188593469	7.588457692019115	820	2	525	1.954392305951057	3.13004533177038	3
SC_RS17040		SCO2987	MarR family winged helix-turn-helix transcriptional regulator	MarR	3257116	3257622	+	3257116	0	0	193.3409097698676	7.602445817458836	906	4	507	-0.8971773783586984	-2.1532942359633225	2
SC_RS17140		SCO3008	response regulator	Response regulator	3281872	3282630	-	3282709	0	0	1733.902008374242	10.760638462725002	1092	4	759	1.6024025720841717	0.6355089530968789	5
SC_RS17160	mtrB	SCO3012	two-component system sensor histidine kinase MtrB	Sensor kinase	3286822	3288888	-	3289013	0	0	1825.482625280837	10.834852314551236	2120	0	2067	-0.6702161985629062	-1.607341057837588	3
SC_RS17165	mtrA	SCO3013	two-component system response regulator MtrA	Response regulator	3288890	3289579	-	3289567	0	0	2928.8661992683133	11.516619066012776	1566	3	690	-0.0965430792290759	-1.202774875772149	10
SC_RS17285		SCO3034	WhiB family transcriptional regulator	WhiB	3320753	3321016	-	3321247	0	0	845.511698688284	9.725386195902669	1342	2	264	-0.9947476890892744	-2.1731640950607525	2
SC_RS17430		SCO3063	response regulator transcription factor	Response regulator	3355990	3356667	-	3356667	0	0	1448.9902686120422	10.501827502507636	2023	0	678	0.4668719232189372	-0.6508592634966578	5
SC_RS17455		SCO3068	RNA polymerase sigma factor SigF	Sigma factor	3360694	3361608	+	3360598	0	0	1170.95430876382	10.194700608854994	213	3	915	-1.1881778751323795	-2.610296401870956	6
SC_RS17490		SCO3075	MurR/RpiR family transcriptional regulator	Other regulatory	3368495	3369364	-	3369403	0	0	140.11038665014817	7.140680373437457	1232	2	870	-1.4515547738902486	-0.9505815321921564	2
SC_RS17725		SCO3119	sensor histidine kinase	Sensor kinase	3420021	3421340	-	3421340	0	0	681.98625433607	9.415712733149917	568	2	1320	-0.2092175350437949	0.1428228901830933	2
SC_RS17790	tamR	SCO3133	MarR family transcriptional regulator TamR	MarR	3434529	3435026	+	3434529	0	0	428.6635344118165	8.74706353040618	314	5	498	-0.4338245961618631	-0.699382931288424	6
SC_RS17795		SCO3134	response regulator transcription factor	Response regulator	3434985	3435764	-	3435935	0	1	877.3770107838754	9.778696485850402	102	3	780	3.4047840224669184	3.160115290808316	3
SC_RS17900		SCO3158	SsgA family sporulation/cell division regulator	Other regulatory	3460797	3461177	-	3461234	0	0	200.3866745750636	7.653824415520182	17	2	381	-0.3144440925299834	-0.4115485686346539	0
SC_RS17945		SCO3167	TetR/AcrR family transcriptional regulator	TetR	3469606	3470205	-	3470267	0	0	487.8892849598296	8.933363975761562	1420	6	600	-0.4257906660143592	-1.1951014014923391	2
SC_RS17975		SCO3173	MerR family transcriptional regulator	MerR	3477824	3478471	+	3477824	0	0	98.66360574595696	6.638994865353799	46	3	648	-1.5446593892137368	-1.0864303272235214	4
SC_RS18030		SCO3183	5-formyltetrahydrofolate cyclo-ligase	TetR	3487555	3488169	+	3487449	0	0	173.4975845283666	7.447063255934204	60	4	615	-1.5471123392376651	-1.92176176718779	3
SC_RS18105		SCO3198	DeoR/GlpR family DNA-binding transcription regulator	DeoR	3505418	3506179	-	3506218	0	0	1599.91494625292	10.644680946745703	942	2	762	-0.1982441960944395	1.010472046035588	3
SC_RS18120		SCO3201	TetR/AcrR family transcriptional regulator	TetR	3509244	3509954	-	3510171	0	0	355.2101577238953	8.476584846834538	633	2	711	-0.6381178726586845	-0.3026775330429463	4
SC_RS18125		SCO3202	sigma-70 family RNA polymerase sigma factor	Sigma factor	3510381	3511379	-	3511748	0	0	1347.4080964406353	10.39704147970415	96	3	999	0.2915230515511615	-0.4817014391254797	6
SC_RS18140		SCO3205	MarR family winged helix-turn-helix transcriptional regulator	MarR	3513024	3513515	+	3513024	0	0	75.86358953553321	6.264228446830497	746	4	492	-1.127065767506869	-1.2664895534879468	3
SC_RS18150		SCO3207	TetR/AcrR family transcriptional regulator	TetR	3515302	3515955	-	3516054	0	0	2194.152628264299	11.10010553803764	1176	2	654	4.7963227842598135	3.955132795079298	4
SC_RS18200		SCO3217	AfsR/SARP family transcriptional regulator	SARP	3529272	3531188	+	3528878	0	0	6864.439434231823	12.745136350161552	186	3	1917	6.850365978212149	5.758747449978721	6
SC_RS18245	absA2	SCO3226	two component system response regulator	Response regulator	3538679	3539347	+	3538640	0	0	714.5405376561552	9.482889692322525	417	3	669	0.948799424560244	0.5403133470339974	1
SC_RS18415		SCO3259	GntR family transcriptional regulator	GntR	3608916	3609695	-	3609721	0	0	197.2977201115889	7.631524280338899	121	3	780	-1.0870193703686224	-1.1569936059170134	3
SC_RS18455		SCO3269	GntR family transcriptional regulator	GntR	3615480	3616235	+	3615480	0	0	89.36927237336383	6.497760401483334	2305	0	756	-1.4069118601785828	-1.329675529416983	1
SC_RS18490		SCO3275	MerR family transcriptional regulator	MerR	3619017	3619451	-	3619527	0	0	111.81213002980458	6.817778390427906	453	4	435	-1.7460465080733083	-1.7750572762670838	2
SC_RS18650		SCO3308	helix-turn-helix domain-containing protein	HTH (other)	3659641	3661035	-	3661170	0	0	474.9559891229577	8.894684365808848	2440	0	1395	-1.2911238825427258	-1.8156247096953728	1
SC_RS18705		SCO3320	redox-sensing transcriptional repressor Rex	Repressor	3672415	3673191	-	3673438	0	0	1463.9706086652457	10.516656005174283	327	3	777	-1.2898718884289853	-1.8135586240784864	9
SC_RS18720		SCO3323	ECF subfamily RNA polymerase sigma factor, BldN family	Sigma factor	3675181	3675975	+	3675098	0	0	3804.502687960816	11.893871323811863	1327	2	795	7.549826853336102	6.6317424972834855	4
SC_RS18745		SCO3328	helix-turn-helix domain-containing protein	HTH (other)	3680056	3680268	-	3680340	0	0	6597.95239845244	12.688021295569822	4923	0	213	5.484559091854776	6.939823825599184	7
SC_RS18895		SCO3356	SigE family RNA polymerase sigma factor	Sigma factor	3715604	3716137	+	3715515	0	0	3586.3194099998263	11.80869049126423	444	5	534	0.3591860452126257	-0.6833312780743299	5
SC_RS18920		SCO3361	Lrp/AsnC family transcriptional regulator	Lrp	3720125	3720577	-	3720577	0	0	35.22551022606931	5.178934104764419	1740	1	453	-0.2949793504757966	0.1880432238117716	4
SC_RS18945		SCO3365	helix-turn-helix domain-containing protein	HTH (other)	3722414	3723256	-	3723315	0	0	235.23219505642152	7.884061786529367	177	2	843	3.4195676917640645	3.7435706170954175	4
SC_RS18960		SCO3367	TetR/AcrR family transcriptional regulator	TetR	3725586	3726185	+	3725580	0	0	208.9165792960084	7.713672305540318	316	3	600	-0.9212782130876302	-0.8190840351570352	2
SC_RS19010		SCO3377	BlaI/MecI/CopY family transcriptional regulator	Other regulatory	3741230	3741628	-	3741640	0	0	161.02335708970108	7.3400579950358225	384	6	399	0.2403384542806878	-0.5745755377619475	3
SC_RS19075		SCO3390	sensor histidine kinase	Sensor kinase	3753279	3754484	-	3754484	0	0	500.7604093343344	8.970854831286381	2112	0	1206	-1.1111273204111014	0.3979814819476867	1
SC_RS19195		SCO3414	MarR family winged helix-turn-helix transcriptional regulator	MarR	3779785	3780231	-	3780301	0	0	180.81181979222836	7.506302183593454	571	3	447	-1.3306434253857695	-1.378878703553435	7
SC_RS19220		SCO3419	PadR family transcriptional regulator	PadR	3784717	3785358	-	3785358	0	0	197.32534511565552	7.631725249268496	115	3	642	0.4448143000849645	-0.3331790862167519	7
SC_RS19230		SCO3421	helix-turn-helix domain-containing protein	HTH (other)	3786977	3787801	-	3787865	0	0	835.8035847293286	9.708745221641784	781	2	825	1.1801475153188778	0.4510767986446244	4
SC_RS19300		SCO3435	LysR family transcriptional regulator	LysR	3796515	3797402	+	3796515	0	0	77.60768056375473	6.2965983764537885	517	4	888	-1.419044769100312	-0.6157685885719506	5
SC_RS19360		SCO3447	Crp/Fnr family transcriptional regulator	CRP/FNR	3809247	3809876	-	3809946	0	0	133.07966145959222	7.066946601239781	1726	1	630	-0.732229725117746	-0.4917548179131822	4
SC_RS19375		SCO3450	RNA polymerase sigma factor	Sigma factor	3810669	3811226	-	3811236	0	0	121.82181029678348	6.94042296231559	3016	0	558	0.621248879121303	-0.1883777642601044	1
SC_RS19550		SCO3485	LacI family DNA-binding transcriptional regulator	LacI	3849177	3850163	-	3850317	0	0	269.20421376000655	8.077906363044034	3372	0	987	-0.7857429667648392	-1.1874890865160423	1
SC_RS19650		SCO3506	LacI family DNA-binding transcriptional regulator	LacI	3873639	3874676	+	3873554	0	0	246.3308686145072	7.950298499126015	481	1	1038	-0.694963350336834	-0.9719941355712772	5
SC_RS19880	bldG	SCO3549	anti-sigma factor antagonist BldG	Sigma factor	3924251	3924592	-	3924673	0	0	4491.199274884024	12.133206212068954	2257	0	342	1.5339730549690782	0.5461348947524106	3
SC_RS19990		SCO3571	Crp/Fnr family transcriptional regulator	CRP/FNR	3950326	3951000	+	3950265	0	0	1899.3081001643436	10.89201762876774	490	2	675	-0.2213786192614913	-1.333979817173209	2
SC_RS20030	wblA	SCO3579	transcriptional regulator WblA	WhiB	3957444	3957782	-	3957846	0	0	5764.532747019439	12.493238206671345	488	5	339	6.323592911041734	5.598818447665191	4
SC_RS20085	vanR-Sc	SCO3590	VanSc-type vancomycin resistance response regulator transcription factor VanR	Response regulator	3967922	3968617	-	3968617	0	0	72.18827167836305	6.193540571987854	785	3	696	0.1746499633235921	1.0087347451796236	5
SC_RS20140		SCO3601	cation:proton antiporter regulatory subunit	Other regulatory	3977529	3978014	+	3977477	0	0	145.3046642644286	7.192831953809537	430	5	486	-2.4053899511022783	-2.217530420798347	7
SC_RS20165		SCO3606	PucR family transcriptional regulator	Other regulatory	3982525	3983607	+	3982481	0	0	518.7933884135917	9.02179447313546	63	2	1083	-1.6504081941574402	-2.492936107064746	8
SC_RS20405		SCO3653	response regulator transcription factor	Response regulator	4031299	4032045	-	4032146	0	0	93.9646674028911	6.569318938392106	881	2	747	1.650608526384457	1.36429209547275	4
SC_RS20455		SCO3664	helix-turn-helix domain-containing protein	HTH (other)	4043964	4045001	+	4043962	0	0	461.0222647221416	8.851818566156863	3344	0	1038	-0.2724179528703817	-1.4096027890695646	2
SC_RS20465		SCO3666	helix-turn-helix transcriptional regulator	HTH (other)	4045944	4046981	-	4047585	0	0	282.54355058639726	8.147426531254766	6011	0	1038	-0.5837037988911257	-0.7535286385787221	5
SC_RS20630		SCO3699	ArsR/SmtB family transcription factor	ArsR	4078689	4078997	-	4078997	0	0	13.258279472861506	3.833727999128771	244	6	309	0.3906674110010656	0.8405046276930888	4
SC_RS20680		SCO3709	SigE family RNA polymerase sigma factor	Sigma factor	4085317	4085871	-	4085883	0	0	50.506179062322495	5.686673613937078	1905	1	555	-1.3193271179997217	-0.1740782136333545	4
SC_RS20810		SCO3736	RNA polymerase sigma factor	Sigma factor	4108736	4109227	-	4109237	0	0	48.395623974373045	5.626311332039154	575	3	492	-1.7310833361649274	-1.2236318568079445	3
SC_RS21030		SCO3782	helix-turn-helix domain-containing protein	HTH (other)	4158580	4159929	-	4160059	0	0	157.09653897377	7.304661974548597	2274	0	1350	0.1921935445623061	-0.5750647778579644	1
SC_RS21175		SCO3810	GntR family transcriptional regulator	GntR	4189065	4189715	-	4189715	0	0	379.0822271994761	8.570167755541153	1221	4	651	0.7716057510507088	0.3836733483367137	4
SC_RS21185		SCO3812	GntR family transcriptional regulator	GntR	4190999	4191346	+	4190996	0	0	42.00162394960906	5.426319238883683	20	3	348	-1.4405098999168529	-1.324164419478943	2
SC_RS21215		SCO3818	response regulator	Response regulator	4197520	4198176	+	4197520	0	0	132.03257051033123	7.055635695358648	536	2	657	0.9790335327089884	0.9837136898143116	3
SC_RS21235		SCO3822	bacterial proteasome activator family protein	Activator	4202553	4203092	-	4203092	0	0	2237.340171996804	11.128213591378072	380	3	540	-0.5700864403485099	-1.3845023827057754	7
SC_RS21290		SCO3832	Lrp/AsnC family transcriptional regulator	Lrp	4214629	4215141	+	4214554	0	0	133.63132812409546	7.07287034764495	1303	1	513	-0.077592220658129	-1.1684825572033202	9
SC_RS21295		SCO3833	TetR/AcrR family transcriptional regulator	TetR	4215177	4215806	-	4215824	0	0	188.33386480617037	7.564788668530798	2573	0	630	1.6409972826263803	0.5583428653215091	2
SC_RS21350	fhaA	SCO3843	antibiotic biosynthesis regulator FhaA	Other regulatory	4227374	4228246	+	4227103	0	0	2123.1866671164444	11.05269483606312	235	9	873	-2.3725358434839876	-2.639983192270919	3
SC_RS21460		SCO3864	GntR family transcriptional regulator	GntR	4248804	4249592	+	4248804	0	0	146.69284351375464	7.206456111494534	349	2	789	-0.6543999853750554	-0.937114360243947	1
SC_RS21600		SCO3891	anti-sigma factor family protein	Sigma factor	4281711	4282559	-	4282643	0	0	134.13695799960303	7.078278474586953	49	3	849	-0.3804500103303346	-0.5299463215900195	3
SC_RS21605	sigM	SCO3892	RNA polymerase sigma factor SigM	Sigma factor	4282577	4283287	-	4283450	0	0	251.2039975996702	7.978447333289832	151	3	711	-0.8969639021342686	-1.3779607395411266	4
SC_RS21645		SCO3900	PadR family transcriptional regulator	PadR	4294873	4295550	-	4295598	0	0	3234.681781417497	11.659854015129216	2148	0	678	-2.977392970203959	-3.141178079243595	8
SC_RS21715		SCO3914	MarR family winged helix-turn-helix transcriptional regulator	MarR	4310386	4310850	-	4310875	0	0	261.22041138175166	8.034636179884735	805	3	465	-0.815121140869563	-1.6215720382794796	5
SC_RS21740		SCO3919	LysR family transcriptional regulator	LysR	4314389	4315294	-	4315336	0	0	89.875014435016	6.5058117830840985	129	3	906	-0.1181709699434179	0.6624216970617026	5
SC_RS21775		SCO3926	SsgA family sporulation/cell division regulator	Other regulatory	4319474	4319911	+	4319421	0	0	134.2798384654547	7.0798030319473035	1665	2	438	1.6135899470826145	1.2932385662745012	1
SC_RS22050		SCO3981	GntR family transcriptional regulator	GntR	4383616	4384371	-	4384371	0	0	110.21261370738584	6.797176617234189	257	1	756	-1.4546100083291085	-1.1163434142815674	3
SC_RS22135		SCO4005	SigE family RNA polymerase sigma factor	Sigma factor	4397767	4398372	+	4397767	0	1	473.0048265831937	8.888757939303714	52	4	606	0.2650411061157262	3.231774411787676	4
SC_RS22155		SCO4009	hybrid sensor histidine kinase/response regulator	Sensor kinase	4402297	4406688	-	4406725	0	0	3167.977629450565	11.62980176009866	1540	1	4392	-0.8190349772649134	-1.7451374774619453	7
SC_RS22190		SCO4014	winged helix-turn-helix transcriptional regulator	HTH (other)	4410577	4410936	-	4410930	0	0	288.29646952203814	8.17640490697889	873	1	360	-0.9196781120779796	-2.231970272849926	2
SC_RS22220		SCO4020	response regulator transcription factor	Response regulator	4415204	4415944	+	4415204	0	0	31.98679418941449	5.043816671766673	722	3	741	-1.5782501827848514	-0.0874014677691325	3
SC_RS22280		SCO4032	MarR family winged helix-turn-helix transcriptional regulator	MarR	4429662	4430162	-	4430185	0	0	25.281126217679734	4.7159551952754475	1614	1	501	-0.5505951232293238	0.7039363666941827	5
SC_RS22290		SCO4034	RNA polymerase sigma factor SigF	Sigma factor	4430684	4431640	-	4431740	0	0	4666.848771848829	12.188542106281917	1049	1	957	1.4546917486403483	0.9244541502599852	2
SC_RS22590	bldC	SCO4091	developmental transcriptional regulator BldC	Other regulatory	4485363	4485569	+	4485240	0	0	6678.047065781407	12.705426565274404	551	3	207	0.9503499478847856	-0.1430321859004282	4
SC_RS22660		SCO4099	TetR/AcrR family transcriptional regulator	TetR	4499009	4499689	+	4498965	0	0	79.53713477487878	6.3315822421200885	694	2	681	-1.033989369929107	-0.3818053788307641	3
SC_RS22755		SCO4117	sigma-70 family RNA polymerase sigma factor	Sigma factor	4521256	4523319	-	4523360	0	0	540.0847379060733	9.079710738325266	1426	3	2064	0.5081868185176802	0.2189059907327124	9
SC_RS22760		SCO4118	TetR/AcrR family transcriptional regulator	TetR	4523502	4524395	-	4524526	0	0	620.41886902227	9.279422238494789	1290	1	894	0.513765027513466	0.6269843465343047	7
SC_RS22780		SCO4122	MarR family winged helix-turn-helix transcriptional regulator	MarR	4529468	4530016	+	4529468	0	1	473.2408541558487	8.889476140973454	207	5	549	-3.79957961958281	-3.5392565751456435	3
SC_RS22870		SCO4136	metal-sensitive transcriptional regulator	Other regulatory	4551282	4551683	-	4552148	0	0	324.63688985028017	8.34712033467796	528	1	402	0.6738200007536261	-0.6128829567021348	3
SC_RS22980		SCO4158	LacI family DNA-binding transcriptional regulator	LacI	4575112	4576134	-	4576134	0	1	1108.0084647456797	10.11505466188399	172	4	1023	-0.0261795784401953	-1.386678225928751	9
SC_RS22985	glnR	SCO4159	two-component system response regulator GlnR	Response regulator	4576177	4576980	-	4577179	0	0	1057.7954307487066	10.048208158644298	873	3	804	-1.610509703085793	-2.406062070837708	8
SC_RS23070		SCO4176	helix-turn-helix domain-containing protein	HTH (other)	4588684	4589526	+	4588574	0	0	128.20721898464546	7.013542867410266	37	4	843	0.7276872848626493	1.6387964274906617	3
SC_RS23085		SCO4180	Fur family transcriptional regulator	Other regulatory	4590561	4590998	+	4590561	0	0	876.0966023669118	9.776591937895704	1946	2	438	-1.1446575036612223	-2.2392203780278264	2
SC_RS23125		SCO4188	FadR/GntR family transcriptional regulator	GntR	4597379	4598290	+	4597385	0	0	170.32534234247103	7.420594759571496	3377	0	912	-1.3385634696082236	-0.7380421846752975	4
SC_RS23135		SCO4190	winged helix-turn-helix domain-containing protein	HTH (other)	4598629	4599504	+	4598523	0	0	426.7992437214104	8.740790121832765	2239	0	876	-0.947355324671142	-1.2740425157818147	4
SC_RS23155		SCO4194	TetR family transcriptional regulator	TetR	4602509	4603132	+	4602509	0	0	75.62613776639782	6.259764685390663	886	2	624	-0.1462933334901156	-0.4534824440191988	3
SC_RS23175		SCO4198	helix-turn-helix domain-containing protein	HTH (other)	4607362	4607787	+	4607362	0	0	1426.4307285292757	10.479205019719783	921	3	426	2.189284616325434	0.6721821981704792	9
SC_RS23215		SCO4206	AraC family transcriptional regulator	AraC	4615154	4615969	-	4615969	0	0	164.28479492931493	7.368810202432558	714	1	816	0.4142537861914759	-0.2924707740184172	3
SC_RS23260		SCO4215	GntR family transcriptional regulator	GntR	4623766	4624524	+	4623652	0	0	475.4070079389307	8.896050825152193	1987	1	759	-1.857767252222544	-2.341160314061821	1
SC_RS23330		SCO4229	sensor histidine kinase	Sensor kinase	4633199	4634479	+	4633199	0	0	2349.0057903158595	11.198448596196908	1093	2	1281	3.08957851226659	0.6787402457760564	5
SC_RS23345		SCO4232	CarD family transcriptional regulator	Other regulatory	4636744	4637226	+	4636723	0	0	11953.843250777538	13.545307593429316	977	3	483	-1.122084319292714	-1.5455706722464009	7
SC_RS23495		SCO4261	helix-turn-helix transcriptional regulator	HTH (other)	4674563	4675222	-	4675329	0	0	5444.476539196032	12.410842590840648	1821	2	660	3.061620218018283	-0.0565806575556444	5
SC_RS23700		SCO4303	TetR/AcrR family transcriptional regulator	TetR	4717614	4718222	-	4718222	0	0	226.3360225401095	7.828682494354334	693	2	609	0.4800328681855517	0.2914084056542169	3
SC_RS23750		SCO4313	TetR/AcrR family transcriptional regulator	TetR	4724955	4725605	+	4724896	0	0	208.71841538026385	7.712309739865835	634	2	651	-2.668446171977565	-2.5566033732340103	8
SC_RS23810		SCO4326	1,4-dihydroxy-6-naphthoate synthase	HTH (other)	4737844	4738692	-	4738692	0	0	498.5084534000116	8.964365283358141	1108	2	849	-1.179731054881152	-2.4275909206684	4
SC_RS23860		SCO4336	MarR family winged helix-turn-helix transcriptional regulator	MarR	4750828	4751265	+	4750828	0	0	985.3441738630712	9.945947336666633	2203	0	438	-2.2152124543258744	-1.8655678289064952	8
SC_RS24140		SCO4394	metal-dependent transcriptional regulator	Other regulatory	4810836	4811528	+	4810778	0	0	1521.103057522981	10.571850327829324	187	4	693	0.1078268639887354	-0.5992542659625048	6
SC_RS24185	purU	SCO4403	formyltetrahydrofolate deformylase	TetR	4821748	4822641	+	4821748	0	0	425.87062640175367	8.73765508179924	385	2	894	-0.7118992266088117	-1.778213262704346	7
SC_RS24205		SCO4407	GbsR/MarR family transcriptional regulator	MarR	4825352	4826125	+	4825208	0	0	114.01594607362672	6.845690083348845	1160	3	774	-0.6102359269250709	-1.1116962078242183	6
SC_RS24215		SCO4409	sigma-70 family RNA polymerase sigma factor	Sigma factor	4827365	4827958	-	4828092	0	0	2622.6720587961554	11.35737168879659	800	9	594	2.4478129572402416	1.8908417786963363	4
SC_RS24270		SCO4421	TetR family transcriptional regulator	TetR	4837557	4838192	-	4838204	0	0	246.43779563635533	7.9509220757496175	792	4	636	-1.5498489543450966	-1.8776916580837424	5
SC_RS24295	afsR	SCO4426	transcriptional regulator AfsR	Other regulatory	4842787	4845768	-	4845857	0	0	773.569971781392	9.59725176240125	179	4	2982	-0.2613866005478055	-0.9176001898500752	5
SC_RS24335		SCO4434	LysR family transcriptional regulator	LysR	4853069	4853965	+	4853069	0	0	110.50141666046824	6.800918229929708	265	1	897	-0.5661289350968162	-0.6469947036519791	3
SC_RS24415		SCO4450	TetR/AcrR family transcriptional regulator	TetR	4872011	4872658	+	4872011	0	0	28.17857198813594	4.86683737375499	326	3	648	-1.5624594138570886	0.0387486580091737	5
SC_RS24435		SCO4454	TetR/AcrR family transcriptional regulator	TetR	4876023	4876625	-	4876625	0	0	135.0704210743419	7.088209678312559	1237	3	603	-1.8167566366869272	-1.6732570207250417	5
SC_RS24490		SCO4465	PadR family transcriptional regulator	PadR	4884950	4885462	+	4884950	0	0	48.39190226056317	5.626202628070864	805	5	513	-0.9288366549900312	-0.5434796815102614	1
SC_RS24560		SCO4480	TetR/AcrR family transcriptional regulator	TetR	4899301	4899900	-	4899948	0	0	81.27489941775713	6.362380452522715	888	7	600	-1.7970783779029191	-0.8932341757950285	1
SC_RS24570		SCO4482	LysR family transcriptional regulator	LysR	4901972	4902850	-	4902850	0	0	159.25165556704462	7.324195451242937	549	4	879	-1.571322682931436	-1.4994690102084798	4
SC_RS24660		SCO4499	TetR/AcrR family transcriptional regulator	TetR	4917934	4918656	+	4917934	0	0	774.9057642094848	9.599737633729305	1006	1	723	-0.1927766726713451	-2.7169428080576745	1
SC_RS24870	whiJ	SCO4543	transcriptional regulator WhiJ	Other regulatory	4959584	4960435	-	4960479	0	0	377.0470513942181	8.562421991916146	1639	2	852	-1.1054600380815596	-1.9032948991624072	4
SC_RS24895		SCO4548	bacterial transcriptional activator domain-containing protein	Activator	4964061	4967069	+	4963995	0	0	1192.356230197153	10.220809052610614	3299	0	3009	-1.2079929326540595	-2.3572891683439856	1
SC_RS25095		SCO4588	tetratricopeptide repeat protein	TetR	5010296	5011708	+	5010216	0	0	777.8520753598918	9.605205538075088	518	3	1413	-2.727342227863869	-1.1418630887396406	13
SC_RS25135		SCO4596	response regulator transcription factor	Response regulator	5019699	5020358	-	5020446	0	0	272.3650199173934	8.09468483571656	2275	0	660	-0.6323857389663057	-0.8058519147902131	14
SC_RS25300		SCO4628	GntR family transcriptional regulator	GntR	5049893	5050702	+	5049876	0	0	606.9780444961208	9.24787541530462	1572	1	810	-2.0652461669455877	-2.6631263159784853	2
SC_RS25320	fxsT	SCO4632	FxSxx-COOH system tetratricopeptide repeat protein	TetR	5055828	5058728	+	5055790	0	0	622.9421268010132	9.28526840916796	1607	1	2901	1.3698366358429046	0.8631844669614418	2
SC_RS25375		SCO4640	TetR/AcrR family transcriptional regulator	TetR	5064405	5064998	+	5064405	0	0	424.6457086052709	8.73350927491199	923	3	594	-0.8571986010981619	-2.4460366852246627	4
SC_RS25565		SCO4678	helix-turn-helix domain-containing protein	HTH (other)	5108924	5109772	+	5108850	0	0	379.80815616736294	8.57292056846311	1379	1	849	2.0018099990246654	1.8721278986985064	5
SC_RS25615		SCO4688	MerR family transcriptional regulator	MerR	5116372	5116728	-	5117055	0	0	222.94759298122085	7.807017349771783	1346	2	357	-0.209928149986379	-0.5714430683266386	5
SC_RS25945		SCO4757	RNA polymerase sigma factor	Sigma factor	5168216	5169475	+	5168216	0	0	76.02003220662385	6.267161821298381	210	5	1260	-0.4996091207829694	0.1205124529713606	1
SC_RS25990		SCO4766	LysR family transcriptional regulator	LysR	5178021	5178941	+	5178021	0	1	179.0115674051012	7.491945805783993	207	3	921	-0.5614154947959401	-1.193490472610386	2
SC_RS25995		SCO4767	WhiB family transcriptional regulator	WhiB	5179007	5179345	-	5179329	0	0	33.517026930828095	5.10923630051465	1515	2	339	0.3372120358810323	1.041179122398211	4
SC_RS26000		SCO4768	response regulator transcription factor	Response regulator	5179727	5180338	+	5179609	0	0	3024.9454311445797	11.563170255386945	1795	2	612	5.824307395274568	5.196971877449515	6
SC_RS26005		SCO4769	sigma-70 family RNA polymerase sigma factor	Sigma factor	5180620	5181207	+	5180479	0	0	770.7969674913782	9.59207756509501	2665	0	588	1.475222471033223	0.9064836913147282	2
SC_RS26275		SCO4822	single stranded DNA-binding domain-containing protein	Other regulatory	5253098	5253685	-	5253794	0	0	1304.7421382985235	10.350654302121535	265	6	588	-1.6047966712141806	-4.157155914136255	1
SC_RS26280		SCO4824	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	TetR	5253981	5254835	+	5253981	0	0	1112.1958751232166	10.120491752639085	78	3	855	-1.040301816310672	-2.6532674788759465	3
SC_RS26290		SCO4826	XRE family transcriptional regulator	XRE	5255754	5257154	+	5255564	0	0	1286.352813251047	10.330191778914156	597	5	1401	-1.3875765985470283	-1.6562442869253644	18
SC_RS26410		SCO4850	TetR/AcrR family transcriptional regulator	TetR	5281448	5282203	-	5282203	0	0	108.8117735261553	6.778888931706225	1098	2	756	-1.2035966688171895	-1.6755757494977948	2
SC_RS26480		SCO4864	RNA polymerase sigma factor	Sigma factor	5292481	5293098	+	5292429	0	0	18.263976619501157	4.267833641113905	866	3	618	-1.02524124721721	0.1152658018898235	1
SC_RS26490		SCO4866	RNA polymerase sigma factor	Sigma factor	5294399	5295061	+	5294266	0	0	91.2244569436346	6.5270774836376875	182	4	663	-2.383232055363211	-1.4626858479832872	8
SC_RS26515		SCO4871	TetR/AcrR family transcriptional regulator	TetR	5300705	5301355	+	5300705	0	0	155.9524135583541	7.294183404116196	763	2	651	0.4513157771405439	-0.5839519555833844	4
SC_RS26635		SCO4895	sigma-70 family RNA polymerase sigma factor	Sigma factor	5328418	5329422	-	5329471	0	0	1651.9432638339997	10.690821490605028	336	5	1005	-0.3572705276266575	-0.4684976545923399	1
SC_RS26645		SCO4897	LysR family transcriptional regulator	LysR	5330904	5331857	+	5330904	0	0	88.41204053771	6.482397217732012	1094	3	954	-0.2632247148964326	-0.2044977390455498	7
SC_RS26695	afsQ1	SCO4907	two-component system response regulator AfsQ1	Response regulator	5339525	5340202	-	5340202	0	0	1004.0103782191536	9.9729946841041	1167	4	678	-1.4448293409983173	-2.329414784975276	7
