locus_tag	gene_name	tss	strand	region	nearest_methyl_dist	extended_kb	expected_motifs	observed_motifs	methylated_T1	layer2_deficit	layer3_deficit	is_layer2	is_layer3	category
SC_RS16445		3124417	+	core	797	4.845	1.2493885464484515	0	0	1.2493885464484515	0	True	False	layer2_only
SC_RS16720		3175140	+	core	600	4.428	1.1418560337819903	0	0	1.1418560337819903	0	True	False	layer2_only
SC_RS16740		3179891	+	core	1029	4.491	1.1581019529618153	0	0	1.1581019529618153	0	True	False	layer2_only
SC_RS16775		3187042	-	core	385	4.662	1.202198019307055	0	1	1.202198019307055	0	True	False	layer2_only
SC_RS16875		3212678	-	core	725	4.524	1.1666117201512476	0	1	1.1666117201512476	0	True	False	layer2_only
SC_RS17040		3257116	+	core	906	4.506	1.161970028957012	2	2	0.0	0	False	False	neither
SC_RS17075		3262273	-	core	1941	4.632	1.194461867316662	0	0	1.194461867316662	0	True	False	layer2_only
SC_RS17140		3282630	-	core	1013	4.758	1.2269537056763122	0	2	1.2269537056763122	0	True	False	layer2_only
SC_RS17160	mtrB	3288888	-	core	2245	6.066	1.5642499324574421	0	0	1.5642499324574421	0	True	False	layer2_only
SC_RS17165	mtrA	3289579	-	core	1554	4.689	1.2091605560984084	0	0	1.2091605560984084	0	True	False	layer2_only
SC_RS17285		3321016	-	core	1573	4.263	1.0993071978348294	0	0	1.0993071978348294	0	True	False	layer2_only
SC_RS17425	draK	3355955	-	core	1311	5.274	1.36001551991107	0	1	1.36001551991107	0	True	False	layer2_only
SC_RS17430		3356667	-	core	2023	4.677	1.2060660953022513	0	1	1.2060660953022513	0	True	False	layer2_only
SC_RS17490		3369364	-	core	1271	4.869	1.2555774680407659	0	1	1.2555774680407659	0	True	False	layer2_only
SC_RS17725		3421340	-	core	568	5.319	1.3716197478966592	1	1	0.3716197478966592	0	True	False	layer2_only
SC_RS17770		3431181	+	core	2374	4.677	1.2060660953022513	0	0	1.2060660953022513	0	True	False	layer2_only
SC_RS17790	tamR	3434529	+	core	314	4.497	1.159649183359894	1	1	0.1596491833598941	0	True	False	layer2_only
SC_RS17945		3470205	-	core	1482	4.599	1.18595210012723	0	0	1.18595210012723	0	True	False	layer2_only
SC_RS18105		3506179	-	core	981	4.761	1.2277273208753514	1	1	0.2277273208753514	0	True	False	layer2_only
SC_RS18115		3507970	+	core	810	4.971	1.2818803848081017	1	1	0.28188038480810174	0	True	False	layer2_only
SC_RS18120		3509954	-	core	850	4.71	1.2145758624916836	0	0	1.2145758624916836	0	True	False	layer2_only
SC_RS18125		3511379	-	core	465	4.998	1.2888429215994552	0	0	1.2888429215994552	0	True	False	layer2_only
SC_RS18140		3513024	+	core	746	4.491	1.1581019529618153	0	2	1.1581019529618153	0	True	False	layer2_only
SC_RS18150		3515955	-	core	1077	4.653	1.199877173709937	0	2	1.199877173709937	0	True	False	layer2_only
SC_RS18200		3529272	+	core	365	5.916	1.5255691725054779	2	2	0.0	0	False	False	neither
SC_RS18240		3536945	+	core	774	5.715	1.4737369541698453	0	1	1.4737369541698453	0	True	False	layer2_only
SC_RS18245	absA2	3538679	+	core	456	4.668	1.2037452497051335	0	1	1.2037452497051335	0	True	False	layer2_only
SC_RS18410		3608776	-	core	798	4.356	1.1232892690050473	0	1	1.1232892690050473	0	True	False	layer2_only
SC_RS18440		3614359	-	core	3426	4.731	1.2199911688849585	0	0	1.2199911688849585	0	True	False	layer2_only
SC_RS18455		3615480	+	core	2305	4.755	1.2261800904772728	0	1	1.2261800904772728	0	True	False	layer2_only
SC_RS18490		3619451	-	core	529	4.434	1.143403264180069	2	3	0.0	0	False	False	neither
SC_RS18650		3661035	-	core	2305	5.394	1.3909601278726413	0	1	1.3909601278726413	0	True	False	layer2_only
SC_RS18705		3673191	-	core	404	4.776	1.2315953968705478	1	3	0.23159539687054775	0	True	False	layer2_only
SC_RS18720		3675181	+	core	1410	4.794	1.2362370880647835	1	1	0.2362370880647835	0	True	False	layer2_only
SC_RS18745		3680268	-	core	4995	4.212	1.0861557394511616	0	0	1.0861557394511616	0	True	False	layer2_only
SC_RS18795		3693343	-	core	433	5.004	1.2903901519975338	2	3	0.0	0	False	False	neither
SC_RS18850		3705382	-	core	538	4.614	1.1898201761224263	1	1	0.1898201761224263	0	True	False	layer2_only
SC_RS18895		3715604	+	core	533	4.533	1.1689325657483656	1	1	0.16893256574836557	0	True	False	layer2_only
SC_RS18910	cseC	3717647	+	core	845	5.523	1.4242255814313307	1	1	0.4242255814313307	0	True	False	layer2_only
SC_RS18920		3720577	-	core	1740	4.452	1.1480449553743046	1	0	0.14804495537430462	1	True	True	both
SC_RS18960		3725586	+	core	310	4.599	1.18595210012723	2	2	0.0	0	False	False	neither
SC_RS19010		3741628	-	core	396	4.398	1.1341198817915974	2	1	0.0	1	False	True	layer3_only
SC_RS19070		3753213	-	core	841	4.674	1.205292480103212	0	0	1.205292480103212	0	True	False	layer2_only
SC_RS19075		3754484	-	core	2112	5.205	1.3422223703331662	0	0	1.3422223703331662	0	True	False	layer2_only
SC_RS19195		3780231	-	core	501	4.446	1.146497724976226	1	2	0.14649772497622604	0	True	False	layer2_only
SC_RS19230		3787801	-	core	845	4.824	1.2439732400551764	0	0	1.2439732400551764	0	True	False	layer2_only
SC_RS19300		3796515	+	core	517	4.887	1.2602191592350014	3	3	0.0	0	False	False	neither
SC_RS19360		3809876	-	core	1656	4.629	1.1936882521176226	0	1	1.1936882521176226	0	True	False	layer2_only
SC_RS19370		3810621	-	core	2401	4.269	1.100854428232908	0	0	1.100854428232908	0	True	False	layer2_only
SC_RS19375		3811226	-	core	3006	4.557	1.17512148734068	0	0	1.17512148734068	0	True	False	layer2_only
SC_RS19380		3811392	+	core	3164	4.311	1.111685041019458	0	0	1.111685041019458	0	True	False	layer2_only
SC_RS19550		3850163	-	core	3218	4.986	1.285748460803298	1	0	0.2857484608032981	1	True	True	both
SC_RS19650		3873639	+	core	396	5.037	1.298899919186966	0	0	1.298899919186966	0	True	False	layer2_only
SC_RS19730		3890792	-	core	1742	4.335	1.1178739626117724	1	1	0.11787396261177241	0	True	False	layer2_only
SC_RS19880	bldG	3924592	-	core	2338	4.341	1.119421193009851	0	0	1.119421193009851	0	True	False	layer2_only
SC_RS19990		3950326	+	core	551	4.674	1.205292480103212	1	2	0.2052924801032121	0	True	False	layer2_only
SC_RS20030	wblA	3957782	-	core	552	4.338	1.1186475778108118	2	3	0.0	0	False	False	neither
SC_RS20070		3965740	-	core	1585	4.596	1.1851784849281906	1	1	0.18517848492819056	0	True	False	layer2_only
SC_RS20085	vanR-Sc	3968617	-	core	785	4.695	1.2107077864964872	2	3	0.0	0	False	False	neither
SC_RS20140		3977529	+	core	378	4.485	1.156554722563737	1	4	0.15655472256373693	0	True	False	layer2_only
SC_RS20200		3992845	-	core	793	4.572	1.1789895633358762	1	2	0.17898956333587623	0	True	False	layer2_only
SC_RS20215		3995973	+	core	564	4.218	1.0877029698492402	1	2	0.0877029698492402	0	True	False	layer2_only
SC_RS20295		4010302	-	core	299	4.509	1.1627436441560512	1	1	0.16274364415605125	0	True	False	layer2_only
SC_RS20335		4017806	-	core	1238	5.418	1.3971490494649557	0	0	1.3971490494649557	0	True	False	layer2_only
SC_RS20340		4018506	-	core	761	4.686	1.2083869408993693	1	1	0.20838694089936927	0	True	False	layer2_only
SC_RS20405		4032045	-	core	982	4.746	1.223859244880155	0	0	1.223859244880155	0	True	False	layer2_only
SC_RS20455		4043964	+	core	3346	5.037	1.298899919186966	0	0	1.298899919186966	0	True	False	layer2_only
SC_RS20460		4044998	+	core	4380	4.983	1.2849748456042587	0	0	1.2849748456042587	0	True	False	layer2_only
SC_RS20465		4046981	-	core	6363	5.037	1.298899919186966	0	0	1.298899919186966	0	True	False	layer2_only
SC_RS20475		4048915	-	core	4681	4.455	1.148818570573344	0	0	1.148818570573344	0	True	False	layer2_only
SC_RS20605		4075130	-	core	1367	4.374	1.127930960199283	0	0	1.127930960199283	0	True	False	layer2_only
SC_RS20615		4075938	+	core	591	4.368	1.1263837298012047	0	2	1.1263837298012047	0	True	False	layer2_only
SC_RS20680		4085871	-	core	1917	4.554	1.1743478721416405	1	1	0.1743478721416405	0	True	False	layer2_only
SC_RS20740		4097198	-	core	968	4.353	1.1225156538060082	1	1	0.12251565380600815	0	True	False	layer2_only
SC_RS20810		4109227	-	core	585	4.491	1.1581019529618153	0	0	1.1581019529618153	0	True	False	layer2_only
SC_RS20830		4112645	-	core	534	5.112	1.3182402991629483	0	0	1.3182402991629483	0	True	False	layer2_only
SC_RS20835		4113550	-	core	371	4.902	1.2640872352301982	0	0	1.2640872352301982	0	True	False	layer2_only
SC_RS20875		4121462	-	core	878	5.25	1.3538265983187556	1	1	0.3538265983187556	0	True	False	layer2_only
SC_RS20905		4129652	-	core	454	4.674	1.205292480103212	0	0	1.205292480103212	0	True	False	layer2_only
SC_RS20910		4130926	-	core	430	5.277	1.3607891351101091	0	0	1.3607891351101091	0	True	False	layer2_only
SC_RS20965		4142994	-	core	723	4.737	1.221538399283037	0	0	1.221538399283037	0	True	False	layer2_only
SC_RS21030		4159929	-	core	2404	5.349	1.379355899887052	0	1	1.379355899887052	0	True	False	layer2_only
SC_RS21145		4183789	+	core	1795	5.004	1.2903901519975338	1	1	0.2903901519975338	0	True	False	layer2_only
SC_RS21175		4189715	-	core	1221	4.65	1.1991035585108978	1	1	0.19910355851089778	0	True	False	layer2_only
SC_RS21215		4197520	+	core	536	4.656	1.2006507889089764	0	2	1.2006507889089764	0	True	False	layer2_only
SC_RS21235		4203092	-	core	380	4.539	1.170479796146444	1	1	0.17047979614644393	0	True	False	layer2_only
SC_RS21290		4214629	+	core	1378	4.512	1.1635172593550904	1	1	0.16351725935509043	0	True	False	layer2_only
SC_RS21295		4215806	-	core	2555	4.629	1.1936882521176226	0	1	1.1936882521176226	0	True	False	layer2_only
SC_RS21355	fhaB	4228257	+	core	322	4.518	1.165064489753169	1	2	0.165064489753169	0	True	False	layer2_only
SC_RS21435		4243938	+	core	809	4.548	1.172800641743562	0	0	1.172800641743562	0	True	False	layer2_only
SC_RS21460		4248804	+	core	349	4.788	1.2346898576667051	0	0	1.2346898576667051	0	True	False	layer2_only
SC_RS21605	sigM	4283287	-	core	314	4.71	1.2145758624916836	0	0	1.2145758624916836	0	True	False	layer2_only
SC_RS21645		4295550	-	core	2196	4.677	1.2060660953022513	0	0	1.2060660953022513	0	True	False	layer2_only
SC_RS21715		4310850	-	core	830	4.464	1.151139416170462	0	1	1.151139416170462	0	True	False	layer2_only
SC_RS21770		4318648	+	core	892	4.725	1.21844393848688	0	0	1.21844393848688	0	True	False	layer2_only
SC_RS21775		4319474	+	core	1718	4.437	1.1441768793791083	0	0	1.1441768793791083	0	True	False	layer2_only
SC_RS21805		4328355	-	core	878	4.779	1.2323690120695872	1	1	0.23236901206958716	0	True	False	layer2_only
SC_RS21810		4328521	+	core	1044	4.35	1.1217420386069687	0	1	1.1217420386069687	0	True	False	layer2_only
SC_RS21855		4339146	-	core	481	5.112	1.3182402991629483	0	1	1.3182402991629483	0	True	False	layer2_only
SC_RS22035		4382030	+	core	1196	4.59	1.183631254530112	0	0	1.183631254530112	0	True	False	layer2_only
SC_RS22070		4385486	+	core	858	4.731	1.2199911688849585	0	0	1.2199911688849585	0	True	False	layer2_only
SC_RS22100		4390643	+	core	1536	4.218	1.0877029698492402	0	1	1.0877029698492402	0	True	False	layer2_only
SC_RS22150		4401679	+	core	501	4.578	1.1805367937339548	0	1	1.1805367937339548	0	True	False	layer2_only
SC_RS22155		4406688	-	core	1577	8.391	2.163801711712891	2	2	0.16380171171289115	0	True	False	layer2_only
SC_RS22190		4410936	-	core	879	4.359	1.1240628842040867	0	0	1.1240628842040867	0	True	False	layer2_only
SC_RS22205		4413733	-	core	2193	4.716	1.2161230928897622	0	0	1.2161230928897622	0	True	False	layer2_only
SC_RS22215		4414377	+	core	1549	4.692	1.2099341712974478	0	0	1.2099341712974478	0	True	False	layer2_only
SC_RS22220		4415204	+	core	722	4.74	1.2223120144820765	0	0	1.2223120144820765	0	True	False	layer2_only
SC_RS22245		4422721	+	core	375	4.758	1.2269537056763122	1	1	0.22695370567631223	0	True	False	layer2_only
SC_RS22280		4430162	-	core	1591	4.5	1.1604227985589333	0	2	1.1604227985589333	0	True	False	layer2_only
SC_RS22290		4431640	-	core	1149	4.956	1.2780123088129054	1	1	0.2780123088129054	0	True	False	layer2_only
SC_RS22490		4466677	-	core	349	4.614	1.1898201761224263	2	2	0.0	0	False	False	neither
SC_RS22495		4467921	-	core	507	5.247	1.3530529831197162	2	2	0.0	0	False	False	neither
SC_RS22545		4474926	+	core	1204	4.482	1.1557811073646977	0	1	1.1557811073646977	0	True	False	layer2_only
SC_RS22590	bldC	4485363	+	core	428	4.206	1.084608509053083	0	0	1.084608509053083	0	True	False	layer2_only
SC_RS22660		4499009	+	core	650	4.68	1.2068397105012907	0	0	1.2068397105012907	0	True	False	layer2_only
SC_RS22675		4501464	-	core	1805	4.959	1.2787859240119444	0	0	1.2787859240119444	0	True	False	layer2_only
SC_RS22750		4517961	+	core	489	7.308	1.8845266248597077	0	1	1.8845266248597077	0	True	False	layer2_only
SC_RS22755		4523319	-	core	1385	6.063	1.5634763172584027	1	1	0.5634763172584027	0	True	False	layer2_only
SC_RS22760		4524395	-	core	1421	4.893	1.2617663896330802	0	0	1.2617663896330802	0	True	False	layer2_only
SC_RS22800		4536530	-	core	1361	4.668	1.2037452497051335	1	1	0.20374524970513352	0	True	False	layer2_only
SC_RS22870		4551683	-	core	993	4.401	1.1348934969906368	1	1	0.1348934969906368	0	True	False	layer2_only
SC_RS22920		4563131	+	core	684	4.542	1.1712534113454833	0	0	1.1712534113454833	0	True	False	layer2_only
SC_RS22955		4571188	-	core	3189	4.383	1.130251805796401	0	0	1.130251805796401	0	True	False	layer2_only
SC_RS22965		4573116	-	core	1327	5.445	1.4041115862563094	0	0	1.4041115862563094	0	True	False	layer2_only
SC_RS22970		4573859	-	core	584	4.746	1.223859244880155	0	0	1.223859244880155	0	True	False	layer2_only
SC_RS22985	glnR	4576980	-	core	674	4.803	1.2385579336619015	1	1	0.23855793366190148	0	True	False	layer2_only
SC_RS23085		4590561	+	core	1946	4.437	1.1441768793791083	0	0	1.1441768793791083	0	True	False	layer2_only
SC_RS23125		4597379	+	core	3383	4.911	1.2664080808273157	0	0	1.2664080808273157	0	True	False	layer2_only
SC_RS23135		4598629	+	core	2133	4.875	1.2571246984388444	0	0	1.2571246984388444	0	True	False	layer2_only
SC_RS23155		4602509	+	core	886	4.623	1.1921410217195443	0	0	1.1921410217195443	0	True	False	layer2_only
SC_RS23170		4606581	+	core	1032	4.467	1.151913031369501	1	1	0.15191303136950096	0	True	False	layer2_only
SC_RS23175		4607362	+	core	921	4.425	1.1410824185829511	1	2	0.14108241858295112	0	True	False	layer2_only
SC_RS23215		4615969	-	core	714	4.815	1.2416523944580589	1	1	0.24165239445805886	0	True	False	layer2_only
SC_RS23260		4623766	+	core	1873	4.758	1.2269537056763122	0	1	1.2269537056763122	0	True	False	layer2_only
SC_RS23300		4629634	-	core	872	4.869	1.2555774680407659	2	2	0.0	0	False	False	neither
SC_RS23330		4633199	+	core	1093	5.28	1.3615627503091485	1	2	0.36156275030914853	0	True	False	layer2_only
SC_RS23335		4634476	+	core	848	4.68	1.2068397105012907	0	1	1.2068397105012907	0	True	False	layer2_only
SC_RS23345		4636744	+	core	998	4.482	1.1557811073646977	1	1	0.15578110736469775	0	True	False	layer2_only
SC_RS23495		4675222	-	core	1814	4.659	1.2014244041080155	0	0	1.2014244041080155	0	True	False	layer2_only
SC_RS23500		4675583	+	core	1567	7.755	1.9997952895165618	0	2	1.9997952895165618	0	True	False	layer2_only
SC_RS23535		4686242	-	core	3978	4.599	1.18595210012723	0	0	1.18595210012723	0	True	False	layer2_only
SC_RS23560		4690823	+	core	3924	5.286	1.3631099807072269	1	0	0.3631099807072269	1	True	True	both
SC_RS23565		4692106	+	core	2641	4.671	1.204518864904173	1	1	0.20451886490417293	0	True	False	layer2_only
SC_RS23610		4701562	-	core	507	5.019	1.2942582279927304	1	3	0.2942582279927304	0	True	False	layer2_only
SC_RS23690		4717095	-	core	434	4.839	1.247841316050373	0	0	1.247841316050373	0	True	False	layer2_only
SC_RS23700		4718222	-	core	693	4.608	1.1882729457243477	0	0	1.1882729457243477	0	True	False	layer2_only
SC_RS23750		4724955	+	core	575	4.65	1.1991035585108978	1	1	0.19910355851089778	0	True	False	layer2_only
SC_RS23810		4738692	-	core	1108	4.848	1.2501621616474907	0	0	1.2501621616474907	0	True	False	layer2_only
SC_RS23860		4750828	+	core	2203	4.437	1.1441768793791083	0	2	1.1441768793791083	0	True	False	layer2_only
SC_RS23960		4773021	-	core	2092	4.806	1.2393315488609409	0	1	1.2393315488609409	0	True	False	layer2_only
SC_RS23980		4775642	+	core	676	5.211	1.343769600731245	1	1	0.34376960073124496	0	True	False	layer2_only
SC_RS23985		4776850	+	core	532	4.68	1.2068397105012907	1	1	0.20683971050129069	0	True	False	layer2_only
SC_RS24045		4789565	+	core	738	4.494	1.1588755681608547	1	1	0.15887556816085469	0	True	False	layer2_only
SC_RS24125		4808785	-	core	466	4.398	1.1341198817915974	3	3	0.0	0	False	False	neither
SC_RS24185	purU	4821748	+	core	385	4.893	1.2617663896330802	1	1	0.2617663896330802	0	True	False	layer2_only
SC_RS24205		4825352	+	core	1304	4.773	1.2308217816715086	0	0	1.2308217816715086	0	True	False	layer2_only
SC_RS24215		4827958	-	core	666	4.593	1.1844048697291514	1	1	0.18440486972915138	0	True	False	layer2_only
SC_RS24235		4831684	-	core	771	5.034	1.2981263039879267	1	2	0.2981263039879267	0	True	False	layer2_only
SC_RS24270		4838192	-	core	804	4.635	1.1952354825157012	0	0	1.1952354825157012	0	True	False	layer2_only
SC_RS24390		4867625	-	core	1000	4.983	1.2849748456042587	0	1	1.2849748456042587	0	True	False	layer2_only
SC_RS24415		4872011	+	core	326	4.647	1.1983299433118586	2	2	0.0	0	False	False	neither
SC_RS24435		4876625	-	core	1237	4.602	1.1867257153262691	0	1	1.1867257153262691	0	True	False	layer2_only
SC_RS24490		4884950	+	core	805	4.512	1.1635172593550904	1	0	0.16351725935509043	1	True	True	both
SC_RS24545		4897511	-	core	1179	4.716	1.2161230928897622	3	3	0.0	0	False	False	neither
SC_RS24560		4899900	-	core	840	4.599	1.18595210012723	0	3	1.18595210012723	0	True	False	layer2_only
SC_RS24570		4902850	-	core	549	4.878	1.2578983136378838	1	1	0.25789831363788385	0	True	False	layer2_only
SC_RS24585		4904881	-	core	1089	5.025	1.295805458390809	0	1	1.295805458390809	0	True	False	layer2_only
SC_RS24660		4917934	+	core	1006	4.722	1.2176703232878408	0	0	1.2176703232878408	0	True	False	layer2_only
SC_RS24870	whiJ	4960435	-	core	1595	4.851	1.2509357768465301	0	1	1.2509357768465301	0	True	False	layer2_only
SC_RS24895		4964061	+	core	3233	7.008	1.8071651049557789	1	1	0.8071651049557789	0	True	False	layer2_only
SC_RS25095		5010296	+	core	598	5.412	1.395601819066877	1	2	0.3956018190668771	0	True	False	layer2_only
SC_RS25135		5020358	-	core	2187	4.659	1.2014244041080155	0	0	1.2014244041080155	0	True	False	layer2_only
SC_RS25140		5022045	-	core	1041	5.367	1.3839975910812878	0	0	1.3839975910812878	0	True	False	layer2_only
SC_RS25145		5023382	-	core	296	5.223	1.346864061527402	0	0	1.346864061527402	0	True	False	layer2_only
SC_RS25240		5040371	-	core	1461	4.185	1.079193202659808	0	1	1.079193202659808	0	True	False	layer2_only
SC_RS25300		5049893	+	core	1555	4.809	1.24010516405998	0	0	1.24010516405998	0	True	False	layer2_only
SC_RS25320	fxsT	5055828	+	core	1569	6.9	1.7793149577903644	1	1	0.7793149577903644	0	True	False	layer2_only
SC_RS25375		5064405	+	core	923	4.593	1.1844048697291514	2	3	0.0	0	False	False	neither
SC_RS25415	nusG	5071761	+	core	1218	4.902	1.2640872352301982	1	1	0.26408723523019817	0	True	False	layer2_only
SC_RS25495		5093666	-	core	370	4.353	1.1225156538060082	0	2	1.1225156538060082	0	True	False	layer2_only
SC_RS25510		5097181	+	core	439	5.295	1.3654308263043449	3	2	0.0	1	False	True	layer3_only
SC_RS25515		5098476	+	core	674	4.632	1.194461867316662	3	2	0.0	1	False	True	layer3_only
SC_RS25530		5102990	-	core	1497	4.947	1.2756914632157874	0	0	1.2756914632157874	0	True	False	layer2_only
SC_RS25540		5105851	-	core	381	5.001	1.2896165367984946	0	0	1.2896165367984946	0	True	False	layer2_only
SC_RS25555		5108129	-	core	1897	4.872	1.256351083239805	0	0	1.256351083239805	0	True	False	layer2_only
SC_RS25565		5108924	+	core	1305	4.848	1.2501621616474907	0	0	1.2501621616474907	0	True	False	layer2_only
SC_RS25575		5110819	-	core	590	4.908	1.2656344656282768	0	0	1.2656344656282768	0	True	False	layer2_only
SC_RS25615		5116728	-	core	1208	4.356	1.1232892690050473	0	0	1.1232892690050473	0	True	False	layer2_only
SC_RS25875		5157368	+	core	432	4.605	1.1874993305253085	0	2	1.1874993305253085	0	True	False	layer2_only
SC_RS25930		5165438	+	core	854	5.067	1.306636071177359	0	1	1.306636071177359	0	True	False	layer2_only
SC_RS25995		5179345	-	core	1531	4.338	1.1186475778108118	0	1	1.1186475778108118	0	True	False	layer2_only
SC_RS26000		5179727	+	core	1913	4.611	1.189046560923387	1	1	0.1890465609233869	0	True	False	layer2_only
SC_RS26005		5180620	+	core	2806	4.587	1.1828576393310726	0	0	1.1828576393310726	0	True	False	layer2_only
SC_RS26125		5213402	+	core	505	4.755	1.2261800904772728	1	1	0.22618009047727283	0	True	False	layer2_only
SC_RS26210		5238327	-	core	572	5.124	1.3213347599591054	0	1	1.3213347599591054	0	True	False	layer2_only
SC_RS26275		5253685	-	core	374	4.587	1.1828576393310726	1	2	0.18285763933107257	0	True	False	layer2_only
SC_RS26290		5255754	+	core	407	5.4	1.3925073582707201	1	2	0.39250735827072014	0	True	False	layer2_only
SC_RS26410		5282203	-	core	1098	4.755	1.2261800904772728	0	1	1.2261800904772728	0	True	False	layer2_only
SC_RS26480		5292481	+	core	814	4.617	1.1905937913214655	1	1	0.19059379132146548	0	True	False	layer2_only
SC_RS26490		5294399	+	core	315	4.662	1.202198019307055	0	0	1.202198019307055	0	True	False	layer2_only
SC_RS26515		5300705	+	core	763	4.65	1.1991035585108978	1	1	0.19910355851089778	0	True	False	layer2_only
SC_RS26620		5326010	+	core	309	5.022	1.2950318431917696	2	3	0.0	0	False	False	neither
SC_RS26635		5329422	-	core	385	5.004	1.2903901519975338	1	1	0.2903901519975338	0	True	False	layer2_only
SC_RS26645		5330904	+	core	1094	4.953	1.277238693613866	0	0	1.277238693613866	0	True	False	layer2_only
SC_RS26650		5332572	-	core	1511	4.581	1.1813104089329942	1	1	0.18131040893299422	0	True	False	layer2_only
SC_RS26690	afsQ2	5339528	-	core	519	5.607	1.445886807004431	1	2	0.44588680700443106	0	True	False	layer2_only
SC_RS26695	afsQ1	5340202	-	core	1167	4.677	1.2060660953022513	0	1	1.2060660953022513	0	True	False	layer2_only
SC_RS26700		5340411	+	core	958	4.731	1.2199911688849585	1	2	0.2199911688849585	0	True	False	layer2_only
SC_RS26760		5354193	+	core	811	4.989	1.2865220760023375	0	0	1.2865220760023375	0	True	False	layer2_only
SC_RS26865		5374860	+	core	1046	4.602	1.1867257153262691	0	1	1.1867257153262691	0	True	False	layer2_only
SC_RS26875		5376623	-	core	717	4.659	1.2014244041080155	1	2	0.20142440410801554	0	True	False	layer2_only
SC_RS26925		5389080	+	core	1040	4.596	1.1851784849281906	1	2	0.18517848492819056	0	True	False	layer2_only
SC_RS26970		5396511	-	core	540	4.506	1.161970028957012	0	0	1.161970028957012	0	True	False	layer2_only
SC_RS26990	greA	5400524	-	core	965	4.497	1.159649183359894	0	0	1.159649183359894	0	True	False	layer2_only
SC_RS27010		5405644	-	core	853	7.263	1.8729223968741184	0	0	1.8729223968741184	0	True	False	layer2_only
SC_RS27045		5415242	-	core	1725	4.707	1.2138022472926442	0	0	1.2138022472926442	0	True	False	layer2_only
SC_RS27150		5437222	-	core	738	4.851	1.2509357768465301	0	0	1.2509357768465301	0	True	False	layer2_only
SC_RS27395		5486443	+	core	548	4.377	1.1287045753983225	0	2	1.1287045753983225	0	True	False	layer2_only
SC_RS27485		5507768	-	core	2376	6.831	1.7615218082124608	1	1	0.7615218082124608	0	True	False	layer2_only
SC_RS27500		5511115	-	core	2026	4.599	1.18595210012723	0	0	1.18595210012723	0	True	False	layer2_only
SC_RS27570	actII	5523962	-	core	609	4.779	1.2323690120695872	2	3	0.0	0	False	False	neither
SC_RS27585		5528094	+	core	777	4.767	1.2292745512734302	1	0	0.22927455127343022	1	True	True	both
SC_RS27635		5536422	+	core	813	4.572	1.1789895633358762	2	3	0.0	0	False	False	neither
SC_RS27640		5538175	-	core	523	4.929	1.2710497720215517	2	3	0.0	0	False	False	neither
SC_RS27660		5541010	+	core	381	4.752	1.2254064752782334	1	1	0.22540647527823343	0	True	False	layer2_only
SC_RS27815		5578902	+	core	968	5.166	1.3321653727456555	0	0	1.3321653727456555	0	True	False	layer2_only
SC_RS27820		5580065	+	core	1202	4.614	1.1898201761224263	0	0	1.1898201761224263	0	True	False	layer2_only
SC_RS27900	sigE	5593690	+	core	617	4.671	1.204518864904173	1	0	0.20451886490417293	1	True	True	both
SC_RS27905		5594358	+	core	1285	4.989	1.2865220760023375	0	1	1.2865220760023375	0	True	False	layer2_only
SC_RS28015		5617854	-	core	886	4.641	1.1967827129137798	0	1	1.1967827129137798	0	True	False	layer2_only
SC_RS28115		5647747	+	core	1130	4.368	1.1263837298012047	0	1	1.1263837298012047	0	True	False	layer2_only
SC_RS28200		5664867	+	core	2583	5.832	1.5039079469323775	0	0	1.5039079469323775	0	True	False	layer2_only
SC_RS28210		5667360	-	core	894	4.416	1.1387615729858334	1	0	0.13876157298583336	1	True	True	both
SC_RS28225		5669080	+	core	826	4.611	1.189046560923387	1	0	0.1890465609233869	1	True	True	both
SC_RS28260	sigR	5675219	+	core	2156	4.683	1.2076133257003299	0	1	1.2076133257003299	0	True	False	layer2_only
SC_RS28265	rsrA	5675899	+	core	1476	4.317	1.1132322714175367	0	1	1.1132322714175367	0	True	False	layer2_only
SC_RS28280		5679047	+	core	1402	4.98	1.2842012304052197	1	2	0.2842012304052197	0	True	False	layer2_only
SC_RS28300		5684465	-	core	1251	4.968	1.2811067696090623	0	0	1.2811067696090623	0	True	False	layer2_only
SC_RS28335		5691836	-	core	1358	4.764	1.2285009360743908	0	1	1.2285009360743908	0	True	False	layer2_only
SC_RS28370		5699058	+	core	1061	4.644	1.1975563281128192	0	0	1.1975563281128192	0	True	False	layer2_only
SC_RS28375		5700131	+	core	2134	5.475	1.411847738246702	0	0	1.411847738246702	0	True	False	layer2_only
SC_RS28380		5702112	-	core	4115	4.257	1.0977599674367509	0	0	1.0977599674367509	0	True	False	layer2_only
SC_RS28395		5705071	-	core	3247	5.064	1.3058624559783196	0	0	1.3058624559783196	0	True	False	layer2_only
SC_RS28495		5722789	+	core	1048	4.209	1.0853821242521222	1	1	0.08538212425212222	0	True	False	layer2_only
SC_RS28505		5724715	-	core	515	5.082	1.3105041471725554	0	1	1.3105041471725554	0	True	False	layer2_only
SC_RS28560	fxsT	5738498	+	core	1485	7.023	1.8110331809509752	0	0	1.8110331809509752	0	True	False	layer2_only
SC_RS28585	fxsT	5746301	+	core	333	7.446	1.920112924015515	1	1	0.920112924015515	0	True	False	layer2_only
SC_RS28595		5755076	-	core	1596	5.127	1.3221083751581446	0	1	1.3221083751581446	0	True	False	layer2_only
