chrom,position,strand,mod_type,mean_coverage,std_coverage,mean_mod_freq,std_mod_freq,min_mod_freq,max_mod_freq,n_reps,timepoint
NC_003888.3,2352583,-,6mA,15.5,5.5,60.715,10.715000000000003,50.0,71.43,2,T3
NC_003888.3,2354773,+,4mC,12.0,1.0,95.455,4.545000000000002,90.91,100.0,2,T3
NC_003888.3,2357502,-,6mA,19.5,5.5,54.57,2.5700000000000003,52.0,57.14,2,T3
NC_003888.3,2358186,-,6mA,23.0,5.0,63.495000000000005,7.935000000000002,55.56,71.43,2,T3
NC_003888.3,2361985,+,4mC,23.5,2.5,91.39500000000001,0.9149999999999991,90.48,92.31,2,T3
NC_003888.3,2362188,+,6mA,28.5,1.5,63.52,6.850000000000001,56.67,70.37,2,T3
NC_003888.3,2362192,+,4mC,13.0,0.0,84.61500000000001,7.695,76.92,92.31,2,T3
NC_003888.3,2365873,-,4mC,12.0,2.0,92.85499999999999,7.145000000000003,85.71,100.0,2,T3
NC_003888.3,2369677,-,6mA,20.0,8.0,77.98,13.689999999999998,64.29,91.67,2,T3
NC_003888.3,2373952,+,6mA,23.0,5.0,63.69,2.9800000000000004,60.71,66.67,2,T3
NC_003888.3,2375338,-,4mC,11.5,1.5,84.61500000000001,15.384999999999998,69.23,100.0,2,T3
NC_003888.3,2378191,-,6mA,25.5,6.5,51.315,1.3150000000000013,50.0,52.63,2,T3
NC_003888.3,2379072,-,6mA,27.0,7.0,64.85499999999999,0.14500000000000313,64.71,65.0,2,T3
NC_003888.3,2383583,-,6mA,16.0,3.0,64.98,3.4400000000000013,61.54,68.42,2,T3
NC_003888.3,2388277,-,6mA,20.0,7.0,62.395,6.835000000000001,55.56,69.23,2,T3
NC_003888.3,2395652,-,4mC,14.5,0.5,90.0,10.0,80.0,100.0,2,T3
NC_003888.3,2400282,+,4mC,18.5,0.5,94.445,5.555,88.89,100.0,2,T3
NC_003888.3,2400994,+,4mC,14.0,2.0,65.625,9.375,56.25,75.0,2,T3
NC_003888.3,2410836,+,6mA,31.0,2.0,67.4,5.330000000000002,62.07,72.73,2,T3
NC_003888.3,2411419,+,4mC,14.0,2.0,84.375,9.375,75.0,93.75,2,T3
NC_003888.3,2413467,+,4mC,13.5,0.5,88.74000000000001,4.119999999999997,84.62,92.86,2,T3
NC_003888.3,2415713,+,4mC,12.0,0.0,70.83500000000001,4.164999999999999,66.67,75.0,2,T3
NC_003888.3,2419197,+,4mC,13.0,1.0,57.145,7.145000000000003,50.0,64.29,2,T3
NC_003888.3,2419229,+,4mC,15.0,1.0,70.09,1.3400000000000034,68.75,71.43,2,T3
NC_003888.3,2419236,+,6mA,26.5,1.5,56.355000000000004,4.355,52.0,60.71,2,T3
NC_003888.3,2420888,-,6mA,25.0,5.0,77.5,7.5,70.0,85.0,2,T3
NC_003888.3,2421455,-,6mA,32.5,7.5,59.75,7.75,52.0,67.5,2,T3
NC_003888.3,2421683,+,4mC,19.0,1.0,100.0,0.0,100.0,100.0,2,T3
NC_003888.3,2428270,-,6mA,21.5,3.5,57.78,2.219999999999999,55.56,60.0,2,T3
NC_003888.3,2428871,-,6mA,21.5,0.5,67.315,5.415000000000003,61.9,72.73,2,T3
NC_003888.3,2429252,-,6mA,20.5,0.5,63.69,11.309999999999999,52.38,75.0,2,T3
NC_003888.3,2429258,-,6mA,17.5,2.5,51.665,1.6649999999999991,50.0,53.33,2,T3
NC_003888.3,2431761,-,4mC,13.0,1.0,84.52,1.1899999999999977,83.33,85.71,2,T3
NC_003888.3,2432011,+,4mC,20.5,4.5,94.875,1.125,93.75,96.0,2,T3
NC_003888.3,2432813,+,6mA,21.5,3.5,51.0,1.0,50.0,52.0,2,T3
NC_003888.3,2433109,+,6mA,25.5,7.5,72.475,0.25500000000000256,72.22,72.73,2,T3
NC_003888.3,2434240,-,4mC,18.5,1.5,97.5,2.5,95.0,100.0,2,T3
NC_003888.3,2435429,+,6mA,27.0,6.0,66.88499999999999,9.305,57.58,76.19,2,T3
NC_003888.3,2435433,+,4mC,13.5,2.5,81.535,0.2849999999999966,81.25,81.82,2,T3
NC_003888.3,2437393,-,6mA,22.5,0.5,51.085,1.0850000000000009,50.0,52.17,2,T3
NC_003888.3,2439516,-,6mA,20.5,1.5,56.22,1.6700000000000017,54.55,57.89,2,T3
NC_003888.3,2444862,+,6mA,26.5,7.5,66.565,1.855000000000004,64.71,68.42,2,T3
NC_003888.3,2452074,-,6mA,27.0,0.0,53.705,1.8550000000000004,51.85,55.56,2,T3
NC_003888.3,2454365,-,6mA,25.5,4.5,69.05000000000001,2.3800000000000026,66.67,71.43,2,T3
NC_003888.3,2454367,-,6mA,24.5,3.5,61.305,0.5949999999999989,60.71,61.9,2,T3
NC_003888.3,2454759,-,4mC,14.5,4.5,89.735,0.26500000000000057,89.47,90.0,2,T3
NC_003888.3,2458083,-,6mA,27.5,7.5,50.715,0.7149999999999999,50.0,51.43,2,T3
NC_003888.3,2458991,+,6mA,30.0,4.0,51.47,1.4699999999999989,50.0,52.94,2,T3
NC_003888.3,2463377,-,4mC,12.0,2.0,92.85499999999999,7.145000000000003,85.71,100.0,2,T3
NC_003888.3,2468320,-,6mA,15.0,3.0,50.0,0.0,50.0,50.0,2,T3
NC_003888.3,2472314,-,6mA,20.0,0.0,60.0,5.0,55.0,65.0,2,T3
NC_003888.3,2473016,-,6mA,19.5,1.5,51.19,1.1900000000000013,50.0,52.38,2,T3
NC_003888.3,2474379,+,4mC,14.0,0.0,92.85499999999999,7.145000000000003,85.71,100.0,2,T3
NC_003888.3,2476229,+,6mA,21.5,3.5,53.78,1.7800000000000011,52.0,55.56,2,T3
NC_003888.3,2477750,-,6mA,24.5,7.5,60.66,1.8399999999999999,58.82,62.5,2,T3
NC_003888.3,2477756,-,6mA,22.0,4.0,51.925,1.9250000000000007,50.0,53.85,2,T3
NC_003888.3,2477768,-,6mA,22.0,5.0,69.38999999999999,4.68,64.71,74.07,2,T3
NC_003888.3,2477769,-,6mA,25.5,7.5,66.67,0.0,66.67,66.67,2,T3
NC_003888.3,2484550,+,6mA,16.5,2.5,51.315,1.3150000000000013,50.0,52.63,2,T3
NC_003888.3,2484553,+,6mA,18.0,1.0,61.61,8.98,52.63,70.59,2,T3
NC_003888.3,2488224,-,6mA,26.5,9.5,65.69,0.980000000000004,64.71,66.67,2,T3
NC_003888.3,2493805,+,6mA,29.0,9.0,62.5,12.5,50.0,75.0,2,T3
NC_003888.3,2496849,-,6mA,26.0,6.0,57.19,2.1900000000000013,55.0,59.38,2,T3
NC_003888.3,2500194,+,6mA,22.0,2.0,57.5,7.5,50.0,65.0,2,T3
NC_003888.3,2505092,-,6mA,27.5,1.5,56.629999999999995,4.91,51.72,61.54,2,T3
NC_003888.3,2505119,-,6mA,36.5,0.5,84.83500000000001,7.055,77.78,91.89,2,T3
NC_003888.3,2515398,-,4mC,16.0,3.0,87.045,2.424999999999997,84.62,89.47,2,T3
NC_003888.3,2516233,-,6mA,22.5,2.5,57.5,2.5,55.0,60.0,2,T3
NC_003888.3,2524680,+,6mA,29.5,4.5,68.35499999999999,3.645000000000003,64.71,72.0,2,T3
NC_003888.3,2527745,-,4mC,18.0,1.0,94.12,5.880000000000003,88.24,100.0,2,T3
NC_003888.3,2528613,+,6mA,27.5,0.5,59.925000000000004,4.365000000000002,55.56,64.29,2,T3
NC_003888.3,2529549,-,6mA,27.0,6.0,54.33,2.8099999999999987,51.52,57.14,2,T3
NC_003888.3,2529756,-,4mC,14.5,0.5,89.765,3.094999999999999,86.67,92.86,2,T3
NC_003888.3,2529760,-,6mA,27.0,6.0,59.739999999999995,2.16,57.58,61.9,2,T3
NC_003888.3,2531274,-,6mA,26.5,7.5,68.035,0.384999999999998,67.65,68.42,2,T3
NC_003888.3,2543375,-,4mC,15.0,2.0,93.215,0.9050000000000011,92.31,94.12,2,T3
NC_003888.3,2546354,+,4mC,11.5,1.5,73.46000000000001,3.460000000000001,70.0,76.92,2,T3
NC_003888.3,2547502,-,6mA,18.5,0.5,53.945,3.9450000000000003,50.0,57.89,2,T3
NC_003888.3,2547514,-,6mA,20.0,3.0,67.13999999999999,2.4299999999999997,64.71,69.57,2,T3
NC_003888.3,2548138,-,6mA,26.5,0.5,56.480000000000004,6.48,50.0,62.96,2,T3
NC_003888.3,2555100,+,6mA,19.0,4.0,69.275,4.055,65.22,73.33,2,T3
NC_003888.3,2558083,+,6mA,27.5,2.5,64.0,4.0,60.0,68.0,2,T3
NC_003888.3,2558087,+,4mC,16.0,3.0,57.085,4.454999999999998,52.63,61.54,2,T3
NC_003888.3,2559888,+,6mA,21.0,4.0,63.295,7.295000000000002,56.0,70.59,2,T3
NC_003888.3,2563108,-,6mA,29.0,6.0,58.260000000000005,1.7399999999999984,56.52,60.0,2,T3
NC_003888.3,2569833,-,4mC,13.0,3.0,87.5,12.5,75.0,100.0,2,T3
NC_003888.3,2575667,+,6mA,27.5,12.5,58.335,8.335,50.0,66.67,2,T3
NC_003888.3,2580460,+,4mC,12.5,1.5,91.88499999999999,0.9750000000000014,90.91,92.86,2,T3
NC_003888.3,2582224,-,4mC,18.0,5.0,95.65,4.350000000000001,91.3,100.0,2,T3
NC_003888.3,2582908,-,6mA,32.0,6.0,59.004999999999995,6.3749999999999964,52.63,65.38,2,T3
NC_003888.3,2585070,-,6mA,32.5,6.5,62.81999999999999,1.2799999999999976,61.54,64.1,2,T3
NC_003888.3,2585327,-,6mA,32.0,8.0,56.665,1.6649999999999991,55.0,58.33,2,T3
NC_003888.3,2586860,-,6mA,35.5,2.5,90.19,0.7199999999999989,89.47,90.91,2,T3
NC_003888.3,2596895,+,6mA,27.5,1.5,83.88499999999999,4.574999999999996,79.31,88.46,2,T3
NC_003888.3,2597012,+,6mA,27.0,2.0,68.75999999999999,3.240000000000002,65.52,72.0,2,T3
NC_003888.3,2598013,+,4mC,17.0,1.0,94.095,0.34499999999999886,93.75,94.44,2,T3
NC_003888.3,2598901,-,4mC,16.5,1.5,93.88499999999999,0.5549999999999997,93.33,94.44,2,T3
NC_003888.3,2601300,-,4mC,10.0,0.0,80.0,0.0,80.0,80.0,2,T3
NC_003888.3,2609980,-,4mC,19.0,0.0,73.68,0.0,73.68,73.68,2,T3
NC_003888.3,2609995,-,4mC,22.0,4.0,91.44999999999999,2.990000000000002,88.46,94.44,2,T3
NC_003888.3,2610388,-,4mC,12.0,1.0,70.98,1.75,69.23,72.73,2,T3
NC_003888.3,2614020,+,6mA,23.5,2.5,62.730000000000004,10.349999999999998,52.38,73.08,2,T3
NC_003888.3,2622479,-,6mA,21.5,4.5,63.125,1.5849999999999973,61.54,64.71,2,T3
NC_003888.3,2623380,+,6mA,22.5,2.5,51.0,1.0,50.0,52.0,2,T3
NC_003888.3,2623491,-,6mA,28.5,4.5,57.955,0.375,57.58,58.33,2,T3
NC_003888.3,2624722,-,6mA,24.0,0.0,54.165,4.164999999999999,50.0,58.33,2,T3
NC_003888.3,2628132,-,6mA,25.0,4.0,60.92,5.75,55.17,66.67,2,T3
NC_003888.3,2629463,+,6mA,22.5,0.5,55.63,3.460000000000001,52.17,59.09,2,T3
NC_003888.3,2632214,+,6mA,18.5,5.5,65.545,11.375,54.17,76.92,2,T3
NC_003888.3,2633044,+,6mA,23.0,2.0,54.19,1.8099999999999987,52.38,56.0,2,T3
NC_003888.3,2634095,+,4mC,15.0,3.0,93.055,1.384999999999998,91.67,94.44,2,T3
NC_003888.3,2634520,+,6mA,22.0,2.0,58.75,3.75,55.0,62.5,2,T3
NC_003888.3,2636552,+,4mC,12.5,1.5,83.76499999999999,1.9450000000000003,81.82,85.71,2,T3
NC_003888.3,2637928,-,4mC,16.0,6.0,92.725,2.7250000000000014,90.0,95.45,2,T3
NC_003888.3,2648178,-,6mA,28.0,0.0,73.215,16.075000000000003,57.14,89.29,2,T3
NC_003888.3,2648406,-,6mA,27.0,1.0,53.57,3.5700000000000003,50.0,57.14,2,T3
NC_003888.3,2656710,-,6mA,27.5,8.5,67.255,11.695,55.56,78.95,2,T3
NC_003888.3,2660830,-,6mA,22.0,4.0,62.18,4.490000000000002,57.69,66.67,2,T3
NC_003888.3,2660835,-,6mA,19.0,0.0,71.055,7.895000000000003,63.16,78.95,2,T3
NC_003888.3,2664215,-,6mA,20.5,2.5,62.195,10.024999999999999,52.17,72.22,2,T3
NC_003888.3,2667118,+,4mC,17.5,0.5,94.28,0.1599999999999966,94.12,94.44,2,T3
NC_003888.3,2668477,-,4mC,18.5,0.5,100.0,0.0,100.0,100.0,2,T3
NC_003888.3,2669789,-,6mA,25.0,0.0,62.0,2.0,60.0,64.0,2,T3
NC_003888.3,2670552,-,6mA,21.5,1.5,53.260000000000005,3.2600000000000016,50.0,56.52,2,T3
NC_003888.3,2675206,-,4mC,13.5,0.5,81.87,10.439999999999998,71.43,92.31,2,T3
NC_003888.3,2679816,+,4mC,13.5,1.5,86.66499999999999,13.335,73.33,100.0,2,T3
NC_003888.3,2682947,+,6mA,31.0,3.0,57.355,7.354999999999997,50.0,64.71,2,T3
NC_003888.3,2694863,-,6mA,25.0,4.0,60.26,1.6400000000000006,58.62,61.9,2,T3
NC_003888.3,2697702,-,4mC,11.5,0.5,87.12,3.789999999999999,83.33,90.91,2,T3
NC_003888.3,2701386,+,4mC,14.0,0.0,60.715,10.715000000000003,50.0,71.43,2,T3
NC_003888.3,2705454,+,6mA,28.5,0.5,57.82,4.25,53.57,62.07,2,T3
NC_003888.3,2708652,-,6mA,22.5,6.5,64.00999999999999,1.509999999999998,62.5,65.52,2,T3
NC_003888.3,2735320,-,6mA,27.5,2.5,60.665,7.335000000000001,53.33,68.0,2,T3
NC_003888.3,2736127,-,6mA,20.5,4.5,54.125,2.125,52.0,56.25,2,T3
NC_003888.3,2736493,-,6mA,24.0,1.0,58.61,6.609999999999999,52.0,65.22,2,T3
NC_003888.3,2737856,-,6mA,24.0,0.0,56.25,6.25,50.0,62.5,2,T3
NC_003888.3,2737866,-,4mC,13.5,3.5,97.06,2.9399999999999977,94.12,100.0,2,T3
NC_003888.3,2739857,+,6mA,31.0,2.0,63.95,8.780000000000001,55.17,72.73,2,T3
NC_003888.3,2739860,+,6mA,27.5,2.5,63.0,7.0,56.0,70.0,2,T3
NC_003888.3,2744648,+,4mC,15.0,3.0,93.055,1.384999999999998,91.67,94.44,2,T3
NC_003888.3,2747022,+,4mC,17.5,0.5,94.12,5.880000000000003,88.24,100.0,2,T3
NC_003888.3,2747472,-,6mA,22.0,1.0,59.004999999999995,1.8649999999999984,57.14,60.87,2,T3
NC_003888.3,2753511,-,4mC,14.0,4.0,88.89,11.11,77.78,100.0,2,T3
NC_003888.3,2761566,-,6mA,25.5,1.5,54.865,0.6950000000000003,54.17,55.56,2,T3
NC_003888.3,2763490,-,6mA,31.0,1.0,72.19,12.189999999999998,60.0,84.38,2,T3
NC_003888.3,2766471,-,6mA,24.0,3.0,58.2,1.0599999999999987,57.14,59.26,2,T3
NC_003888.3,2767853,-,4mC,15.5,4.5,54.775,0.22500000000000142,54.55,55.0,2,T3
NC_003888.3,2768445,-,4mC,14.5,1.5,96.155,3.844999999999999,92.31,100.0,2,T3
NC_003888.3,2771080,+,6mA,22.5,5.5,53.254999999999995,0.3150000000000013,52.94,53.57,2,T3
NC_003888.3,2772156,+,6mA,21.5,7.5,61.33,4.189999999999998,57.14,65.52,2,T3
NC_003888.3,2774676,-,6mA,24.5,7.5,66.72999999999999,2.020000000000003,64.71,68.75,2,T3
NC_003888.3,2775409,+,6mA,27.0,2.0,66.485,2.4849999999999994,64.0,68.97,2,T3
NC_003888.3,2785538,-,6mA,17.0,2.0,56.315,3.6849999999999987,52.63,60.0,2,T3
NC_003888.3,2792119,-,6mA,22.0,4.0,52.78,2.780000000000001,50.0,55.56,2,T3
NC_003888.3,2792171,-,6mA,18.5,1.5,59.41,0.5899999999999999,58.82,60.0,2,T3
NC_003888.3,2792757,-,4mC,13.5,0.5,96.155,3.844999999999999,92.31,100.0,2,T3
NC_003888.3,2793646,-,4mC,10.5,0.5,90.0,10.0,80.0,100.0,2,T3
NC_003888.3,2798802,-,4mC,16.5,1.5,91.66499999999999,8.335,83.33,100.0,2,T3
NC_003888.3,2811132,-,6mA,20.0,2.0,80.3,3.030000000000001,77.27,83.33,2,T3
NC_003888.3,2812033,-,6mA,30.0,4.0,62.22,8.370000000000001,53.85,70.59,2,T3
NC_003888.3,2817162,-,6mA,23.5,4.5,53.1,0.46999999999999886,52.63,53.57,2,T3
NC_003888.3,2820268,+,6mA,33.5,2.5,62.59,1.3000000000000007,61.29,63.89,2,T3
NC_003888.3,2827804,-,4mC,18.5,2.5,96.875,3.125,93.75,100.0,2,T3
NC_003888.3,2828883,-,4mC,18.5,1.5,94.56,0.4399999999999977,94.12,95.0,2,T3
NC_003888.3,2831607,-,6mA,32.5,3.5,68.485,7.375,61.11,75.86,2,T3
NC_003888.3,2836628,-,4mC,16.0,3.0,80.36500000000001,11.945,68.42,92.31,2,T3
NC_003888.3,2841875,+,6mA,26.5,6.5,57.275,2.7250000000000014,54.55,60.0,2,T3
NC_003888.3,2845047,-,6mA,32.5,6.5,65.385,3.8450000000000024,61.54,69.23,2,T3
NC_003888.3,2847682,-,4mC,11.5,1.5,76.155,16.155,60.0,92.31,2,T3
NC_003888.3,2850521,+,4mC,18.0,5.0,81.94,5.019999999999996,76.92,86.96,2,T3
NC_003888.3,2853562,-,6mA,29.0,2.0,53.585,1.9750000000000014,51.61,55.56,2,T3
NC_003888.3,2854016,-,6mA,35.5,6.5,53.239999999999995,1.5199999999999996,51.72,54.76,2,T3
NC_003888.3,2854039,-,6mA,34.5,5.5,58.835,3.664999999999999,55.17,62.5,2,T3
NC_003888.3,2854566,+,4mC,18.5,5.5,64.105,2.5650000000000013,61.54,66.67,2,T3
NC_003888.3,2860901,+,4mC,15.5,3.5,83.77,0.4399999999999977,83.33,84.21,2,T3
NC_003888.3,2864458,-,6mA,20.5,0.5,58.69,6.309999999999999,52.38,65.0,2,T3
NC_003888.3,2865031,-,6mA,18.0,2.0,82.5,7.5,75.0,90.0,2,T3
NC_003888.3,2869244,-,6mA,20.0,4.0,72.91499999999999,2.085000000000001,70.83,75.0,2,T3
NC_003888.3,2876293,-,6mA,22.0,2.0,62.5,12.5,50.0,75.0,2,T3
NC_003888.3,2888458,-,6mA,26.0,8.0,61.435,0.3249999999999993,61.11,61.76,2,T3
NC_003888.3,2889007,+,4mC,13.5,2.5,92.33,1.4200000000000017,90.91,93.75,2,T3
NC_003888.3,2889476,+,6mA,22.0,10.0,63.025000000000006,3.6449999999999996,59.38,66.67,2,T3
NC_003888.3,2900653,-,6mA,25.5,0.5,72.53999999999999,0.5399999999999991,72.0,73.08,2,T3
NC_003888.3,2905695,-,6mA,26.5,0.5,67.875,2.4950000000000045,65.38,70.37,2,T3
NC_003888.3,2906252,-,4mC,17.0,0.0,100.0,0.0,100.0,100.0,2,T3
NC_003888.3,2911607,+,4mC,18.5,1.5,94.56,0.4399999999999977,94.12,95.0,2,T3
NC_003888.3,2915338,+,4mC,12.0,0.0,91.66499999999999,8.335,83.33,100.0,2,T3
NC_003888.3,2918727,-,4mC,10.5,0.5,70.455,20.455,50.0,90.91,2,T3
NC_003888.3,2922117,+,6mA,27.0,1.0,74.03999999999999,0.9600000000000009,73.08,75.0,2,T3
NC_003888.3,2922121,+,4mC,12.0,0.0,66.66499999999999,8.335,58.33,75.0,2,T3
NC_003888.3,2924181,+,6mA,18.5,2.5,63.69,11.309999999999999,52.38,75.0,2,T3
NC_003888.3,2925067,-,6mA,28.0,1.0,62.265,6.704999999999998,55.56,68.97,2,T3
NC_003888.3,2927940,-,6mA,35.5,3.5,50.64,0.6400000000000006,50.0,51.28,2,T3
NC_003888.3,2927962,-,4mC,15.5,0.5,93.33500000000001,6.664999999999999,86.67,100.0,2,T3
NC_003888.3,2927993,-,4mC,13.5,1.5,88.33,5.0,83.33,93.33,2,T3
NC_003888.3,2934310,+,4mC,14.5,2.5,94.12,5.880000000000003,88.24,100.0,2,T3
NC_003888.3,2941403,-,6mA,28.5,7.5,60.114999999999995,1.7850000000000001,58.33,61.9,2,T3
NC_003888.3,2942021,-,4mC,15.0,3.0,84.725,6.945,77.78,91.67,2,T3
NC_003888.3,2942685,+,6mA,26.5,6.5,58.260000000000005,6.739999999999998,51.52,65.0,2,T3
NC_003888.3,2945348,-,4mC,13.5,1.5,71.66499999999999,21.665,50.0,93.33,2,T3
NC_003888.3,2946180,-,4mC,11.5,0.5,73.86500000000001,1.134999999999998,72.73,75.0,2,T3
NC_003888.3,2946425,-,6mA,25.5,2.5,59.004999999999995,1.8649999999999984,57.14,60.87,2,T3
NC_003888.3,2948000,-,6mA,29.5,3.5,62.18,4.490000000000002,57.69,66.67,2,T3
NC_003888.3,2950472,+,6mA,26.5,6.5,54.775,0.22500000000000142,54.55,55.0,2,T3
NC_003888.3,2951915,+,6mA,23.5,7.5,53.93,2.3200000000000003,51.61,56.25,2,T3
NC_003888.3,2955727,+,6mA,19.0,2.0,79.27,3.0799999999999983,76.19,82.35,2,T3
NC_003888.3,2957837,-,6mA,26.5,5.5,70.09,1.3400000000000034,68.75,71.43,2,T3
NC_003888.3,2959107,-,6mA,29.0,7.0,54.545,4.545000000000002,50.0,59.09,2,T3
NC_003888.3,2961070,-,4mC,14.5,2.5,59.805,6.865000000000002,52.94,66.67,2,T3
NC_003888.3,2963085,-,6mA,25.5,1.5,58.335,8.335,50.0,66.67,2,T3
NC_003888.3,2964190,+,4mC,10.5,0.5,52.275,2.2749999999999986,50.0,54.55,2,T3
NC_003888.3,2976603,-,4mC,11.0,1.0,86.66499999999999,3.335000000000001,83.33,90.0,2,T3
NC_003888.3,2990138,-,6mA,27.0,7.0,55.879999999999995,5.879999999999999,50.0,61.76,2,T3
NC_003888.3,2993035,+,6mA,26.5,3.5,59.925,3.4049999999999976,56.52,63.33,2,T3
NC_003888.3,2994005,+,6mA,25.0,4.0,73.235,7.715000000000003,65.52,80.95,2,T3
NC_003888.3,3000735,+,4mC,12.5,1.5,87.34,5.520000000000003,81.82,92.86,2,T3
NC_003888.3,3000966,-,6mA,18.0,4.0,72.4,13.309999999999995,59.09,85.71,2,T3
NC_003888.3,3005415,+,6mA,20.0,0.0,60.0,5.0,55.0,65.0,2,T3
NC_003888.3,3011319,-,6mA,28.5,0.5,57.94,2.7699999999999996,55.17,60.71,2,T3
NC_003888.3,3012820,-,6mA,26.0,0.0,67.305,1.9250000000000043,65.38,69.23,2,T3
NC_003888.3,3031834,+,6mA,27.5,2.5,51.0,1.0,50.0,52.0,2,T3
NC_003888.3,3032599,+,6mA,30.5,1.5,54.31,4.309999999999999,50.0,58.62,2,T3
NC_003888.3,3032652,-,4mC,15.0,4.0,75.12,6.699999999999996,68.42,81.82,2,T3
NC_003888.3,3032656,-,6mA,29.0,0.0,58.62,6.899999999999999,51.72,65.52,2,T3
NC_003888.3,3033661,+,4mC,11.5,0.5,91.28999999999999,0.38000000000000256,90.91,91.67,2,T3
NC_003888.3,3037035,-,4mC,15.0,5.0,87.5,7.5,80.0,95.0,2,T3
NC_003888.3,3038104,+,6mA,24.5,5.5,63.245,0.08500000000000085,63.16,63.33,2,T3
NC_003888.3,3038105,+,6mA,21.5,4.5,54.41,4.41,50.0,58.82,2,T3
NC_003888.3,3042680,-,6mA,20.5,3.5,54.41,4.41,50.0,58.82,2,T3
NC_003888.3,3050855,-,4mC,15.5,3.5,68.64,10.310000000000002,58.33,78.95,2,T3
NC_003888.3,3051337,+,4mC,17.5,5.5,95.65,4.350000000000001,91.3,100.0,2,T3
NC_003888.3,3055827,+,6mA,35.0,6.0,67.41,1.5600000000000023,65.85,68.97,2,T3
NC_003888.3,3055831,+,4mC,17.5,1.5,80.1,1.1499999999999986,78.95,81.25,2,T3
NC_003888.3,3056854,+,6mA,36.0,8.0,50.0,0.0,50.0,50.0,2,T3
NC_003888.3,3056929,-,6mA,25.0,8.0,68.44999999999999,13.899999999999999,54.55,82.35,2,T3
NC_003888.3,3057124,-,6mA,19.5,5.5,76.14500000000001,11.854999999999997,64.29,88.0,2,T3
NC_003888.3,3057218,+,6mA,32.0,5.0,56.16,0.5999999999999979,55.56,56.76,2,T3
NC_003888.3,3061117,+,6mA,32.5,7.5,58.0,2.0,56.0,60.0,2,T3
NC_003888.3,3063940,+,6mA,34.0,4.0,51.315,1.3150000000000013,50.0,52.63,2,T3
NC_003888.3,3065545,-,6mA,24.5,2.5,69.275,1.0949999999999989,68.18,70.37,2,T3
NC_003888.3,3065557,-,6mA,22.5,3.5,57.085,4.454999999999998,52.63,61.54,2,T3
NC_003888.3,3067139,+,4mC,11.5,0.5,69.32,5.68,63.64,75.0,2,T3
NC_003888.3,3067961,+,4mC,13.0,1.0,92.265,0.5949999999999989,91.67,92.86,2,T3
NC_003888.3,3073164,+,6mA,23.5,0.5,55.25,3.0799999999999983,52.17,58.33,2,T3
NC_003888.3,3078100,+,6mA,25.5,4.5,54.525000000000006,2.1449999999999996,52.38,56.67,2,T3
NC_003888.3,3078581,-,6mA,26.0,4.0,52.275,2.2749999999999986,50.0,54.55,2,T3
NC_003888.3,3082963,-,4mC,17.0,2.0,85.44,1.230000000000004,84.21,86.67,2,T3
NC_003888.3,3084783,+,4mC,17.0,3.0,91.43,1.4299999999999997,90.0,92.86,2,T3
NC_003888.3,3087962,-,6mA,36.0,5.0,56.254999999999995,5.035,51.22,61.29,2,T3
NC_003888.3,3088823,-,6mA,32.5,1.5,61.81,5.929999999999996,55.88,67.74,2,T3
NC_003888.3,3088824,-,6mA,32.5,4.5,59.17,5.1200000000000045,54.05,64.29,2,T3
NC_003888.3,3091544,-,4mC,12.5,2.5,85.0,5.0,80.0,90.0,2,T3
NC_003888.3,3092981,+,6mA,25.0,10.0,57.144999999999996,2.8550000000000004,54.29,60.0,2,T3
NC_003888.3,3102750,+,4mC,20.0,3.0,80.945,10.354999999999997,70.59,91.3,2,T3
NC_003888.3,3108216,-,4mC,11.0,0.0,86.365,4.545000000000002,81.82,90.91,2,T3
NC_003888.3,3108839,-,6mA,20.5,1.5,72.845,4.424999999999997,68.42,77.27,2,T3
NC_003888.3,3112790,-,6mA,22.0,7.0,66.205,6.204999999999998,60.0,72.41,2,T3
NC_003888.3,3122250,+,4mC,12.5,1.5,68.51,4.219999999999999,64.29,72.73,2,T3
NC_003888.3,3122770,+,4mC,19.5,5.5,88.43,4.43,84.0,92.86,2,T3
NC_003888.3,3123620,-,4mC,17.0,2.0,72.10499999999999,12.104999999999997,60.0,84.21,2,T3
NC_003888.3,3129517,+,4mC,14.0,1.0,82.31,2.3100000000000023,80.0,84.62,2,T3
NC_003888.3,3136184,+,6mA,21.0,2.0,69.45,4.230000000000004,65.22,73.68,2,T3
NC_003888.3,3140842,+,4mC,10.5,0.5,90.455,0.4549999999999983,90.0,90.91,2,T3
NC_003888.3,3141094,+,4mC,15.5,1.5,84.03,1.6799999999999997,82.35,85.71,2,T3
NC_003888.3,3146355,+,6mA,21.0,2.0,57.205,0.6849999999999987,56.52,57.89,2,T3
NC_003888.3,3147383,+,4mC,11.5,0.5,56.44,1.8900000000000006,54.55,58.33,2,T3
NC_003888.3,3160042,-,6mA,36.5,2.5,59.28,5.429999999999996,53.85,64.71,2,T3
NC_003888.3,3168458,+,4mC,18.0,0.0,83.33,0.0,83.33,83.33,2,T3
NC_003888.3,3168474,+,4mC,17.5,4.5,68.70500000000001,0.5249999999999986,68.18,69.23,2,T3
NC_003888.3,3170101,-,4mC,12.0,1.0,66.435,2.7950000000000017,63.64,69.23,2,T3
NC_003888.3,3170105,-,6mA,32.5,1.5,67.555,3.0350000000000037,64.52,70.59,2,T3
