gene_id,old_locus_tag,chrom,start,end,strand,6mA_T1_count,6mA_T1_mean_freq,6mA_T2_count,6mA_T2_mean_freq,6mA_T3_count,6mA_T3_mean_freq,4mC_T1_count,4mC_T1_mean_freq,4mC_T2_count,4mC_T2_mean_freq,4mC_T3_count,4mC_T3_mean_freq,5mC_T1_count,5mC_T1_mean_freq,5mC_T2_count,5mC_T2_mean_freq,5mC_T3_count,5mC_T3_mean_freq,log2FC_T2_vs_T1,padj_T2_vs_T1,baseMean_T2_vs_T1,log2FC_T3_vs_T1,padj_T3_vs_T1,baseMean_T3_vs_T1,log2FC_T3_vs_T2,padj_T3_vs_T2,baseMean_T3_vs_T2,6mA_change_T2_vs_T1,6mA_change_T3_vs_T1,6mA_change_T3_vs_T2,4mC_change_T2_vs_T1,4mC_change_T3_vs_T1,4mC_change_T3_vs_T2
SC_RS14800,SCO2550,NC_003888.3,2750935,2751423,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,4.216936240513114,5.275335096895894e-55,564.6683971635998,4.6241526700041,2.82716686078323e-66,564.6683971635998,0.3873877896326441,0.1041234771573083,564.6683971635998,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14805,SCO2551,NC_003888.3,2751523,2751900,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.980756537299761,0.0023286407458222,42.60739848389199,-0.5205179830304403,0.072194864232526,42.60739848389199,0.4469072559796339,0.1700993061846996,42.60739848389199,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14810,SCO2552,NC_003888.3,2751941,2752690,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.6655369562938604,3.5605901894038497e-22,277.4129755382126,-2.2727119069491426,1.2819927063432016e-40,277.4129755382126,-0.5896841216227449,0.0014638258594915,277.4129755382126,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14815,SCO2553,NC_003888.3,2752687,2753781,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-2.081285170883066,1.0019521657730985e-36,611.1386812445438,-2.7567065508046493,2.2144191703567773e-63,611.1386812445438,-0.6573781638777869,0.0001631420344500356,611.1386812445438,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14820,SCO2554,NC_003888.3,2753870,2755006,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.9105903605443272,0.0001532862857955011,1404.8791926186352,-2.224141738597795,1.4562179474782195e-20,1404.8791926186352,-1.2768746122070889,1.5291755234202945e-07,1404.8791926186352,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14825,SCO2555,NC_003888.3,2755007,2756023,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.044164842858697,1.5682817633284286e-05,1822.4534551655368,-1.900747543476363,2.756998384157466e-15,1822.4534551655368,-0.8219382848079179,0.0007395368783624705,1822.4534551655368,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14830,SCO2556,NC_003888.3,2756208,2756951,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.7927251062015406,0.0025236051778584,75.48566385494183,-0.6695701510909573,0.0061697135995352,75.48566385494183,0.1230183036283337,0.6649188390292041,75.48566385494183,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14835,SCO2557,NC_003888.3,2756986,2757810,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.317510827308213,8.636810007885583e-12,207.2571909225537,-1.709299088277849,1.488462897638152e-19,207.2571909225537,-0.3750175166022071,0.0688566336142703,207.2571909225537,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14840,SCO2558,NC_003888.3,2757788,2758378,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.2867583056991102,0.213474996353467,202.9229804490808,-0.2835740359143036,0.1973278621853801,202.9229804490808,-0.5730442770673263,0.0096752571436712,202.9229804490808,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14845,SCO2559,NC_003888.3,2758482,2759714,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.57771121688752,0.00025363538369946255,320.38808616840697,-0.8927473770962187,4.539234174428502e-09,320.38808616840697,-0.3107610830395742,0.0563811404025879,320.38808616840697,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14850,SCO2560,NC_003888.3,2759799,2762177,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,5.638603177942964,7.925056596076861e-122,1513.6759353673756,4.982371250912476,1.867930478226201e-95,1513.6759353673756,-0.6324081702248762,0.0032987324383652,1513.6759353673756,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14855,SCO2561,NC_003888.3,2762403,2764280,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.7104089122528979,0.0003056329713019455,231.6755145472947,-0.5703633203736724,0.0024397257737445,231.6755145472947,0.1396179341007379,0.5075667901312501,231.6755145472947,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14860,SCO2562,NC_003888.3,2764588,2766456,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.2613329747441964,6.680333688890747e-11,1861.182476976575,-2.2525900733465827,1.7390872659596126e-31,1861.182476976575,-0.9648238639119212,1.0028182841444126e-06,1861.182476976575,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14865,SCO2563,NC_003888.3,2766694,2766960,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.8558934864597263,7.591495573330421e-17,3544.185614756529,-2.1471823753116164,3.2322897507955276e-22,3544.185614756529,-0.2829107537154428,0.227821427610995,3544.185614756529,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14870,SCO2564,NC_003888.3,2767268,2768257,-,0,0.0,0,0.0,0,0.0,1,99.12333333333332,1,95.23666666666666,1,94.40666666666668,0,0,0,0,0,0,-2.005883365342364,3.2419824681309342e-24,971.9903261905828,-2.7018172979362425,1.1781562828696146e-42,971.9903261905828,-0.6711950143428154,0.0009929928666405012,971.9903261905828,0.0,0.0,0.0,-3.886666666666656,-4.71666666666664,-0.8299999999999841
SC_RS14875,SCO2565,NC_003888.3,2768323,2768568,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.819817517111492,0.0031145823861649,47.43685508469222,-1.4420837323450597,9.753463011635677e-08,47.43685508469222,-0.5860541482812793,0.0459789908951049,47.43685508469222,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14880,SCO2566,NC_003888.3,2768600,2769481,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-2.7331698464161667,3.908484212348453e-15,142.92997074739128,-2.1110176344913025,1.1820867916441499e-10,142.92997074739128,0.56482302417817,0.1044201551345835,142.92997074739128,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14885,SCO2567,NC_003888.3,2769878,2772445,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0088559082777764,0.9837789951700276,57.549552395921715,2.8132806707433686,1.5843723709000601e-12,57.549552395921715,2.797936449841896,1.7889515341017147e-11,57.549552395921715,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14890,SCO2568,NC_003888.3,2772442,2773509,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-2.0105519076520997,2.7094101802685798e-09,59.205795352220065,-0.6418952656362666,0.0240258428802746,59.205795352220065,1.320082234656127,9.775626819148211e-05,59.205795352220065,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14895,SCO2569,NC_003888.3,2773654,2774499,-,1,66.55666666666666,1,63.53,1,70.67666666666666,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.5224053924571073,0.0160863768647143,144.12295691112135,-0.4653574133104995,0.0228616348869808,144.12295691112135,0.0588980899711451,0.8095034489385501,144.12295691112135,-3.0266666666666566,4.1200000000000045,7.146666666666661,0.0,0.0,0.0
SC_RS14900,SCO2570,NC_003888.3,2774591,2775367,-,2,62.68166666666667,2,57.42,1,65.75333333333333,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.3710385500335782,0.1049545520573846,319.7349771544117,0.0115600123316061,0.9620506579793696,319.7349771544117,-0.3591317999547082,0.109390779973126,319.7349771544117,-5.26166666666667,3.0716666666666583,8.333333333333329,0.0,0.0,0.0
SC_RS14905,SCO2571,NC_003888.3,2775536,2778436,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.5726275367497995,0.0161584884163571,1859.0000272310235,-2.3308279799949254,3.1067269628396584e-23,1859.0000272310235,-1.7283109761013506,4.498566395748931e-13,1859.0000272310235,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14910,SCO2572,NC_003888.3,2778973,2780259,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.787871883935491,3.1758045546818304e-60,437.89286447198776,2.8215147152314612,3.69443023292637e-34,437.89286447198776,-0.9333086980681328,7.70803068840832e-06,437.89286447198776,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14915,SCO2573,NC_003888.3,2780256,2781866,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.615678635814544,1.7359556620098958e-50,769.3691129038025,2.7774120632629065,9.027682634471912e-31,769.3691129038025,-0.7895365393466436,0.000609555953589761,769.3691129038025,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14920,SCOt14,NC_003888.3,2781922,2781994,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14925,SCO2574,NC_003888.3,2782151,2782384,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.2172463612099079,0.4130539643210571,384.74060387640816,-0.8907965051958237,0.00029123359825458146,384.74060387640816,-0.6655146073669354,0.0084086381184094,384.74060387640816,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14930,SCOt15,NC_003888.3,2782763,2782835,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.592398690107484,0.0025487822477571,13.704240304829304,-0.4665011921877218,0.256541201775517,13.704240304829304,1.048256861531213,0.0385820975483969,13.704240304829304,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14935,SCO2576,NC_003888.3,2782944,2783615,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.7901170370982198,1.753423804676347e-18,910.8362556647036,-3.010541567011775,1.5908405038683186e-48,910.8362556647036,-1.1819520436738176,2.1048354381036803e-08,910.8362556647036,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14940,SCO2577,NC_003888.3,2783612,2784058,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.4952905826752956,3.7201306716449412e-09,725.8269419360199,-2.447270071803302,7.277637419920237e-22,725.8269419360199,-0.900460141349731,0.0004778429912555267,725.8269419360199,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14945,SCO2578,NC_003888.3,2784151,2785929,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.6634755339729775,0.00022926033577482736,775.9916447136465,-1.599467282298602,2.0095153908076782e-19,775.9916447136465,-0.9224896048993312,4.573572275553858e-07,775.9916447136465,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14950,SCO2579,NC_003888.3,2785946,2786662,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.4352425442973655,1.9319218647498095e-16,359.9114968205053,-2.383860210031732,6.09798057823547e-42,359.9114968205053,-0.9248087223200036,6.497081020960049e-07,359.9114968205053,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14955,SCO2580,NC_003888.3,2786722,2786889,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.828654497326886,2.08123737960232e-05,141.74872238207502,-1.7008548558862806,1.836239716763304e-18,141.74872238207502,-0.8503722816329943,3.9510871721490496e-05,141.74872238207502,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14960,SCO2581,NC_003888.3,2786987,2787148,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.2683014899246855,0.2184764775710023,200.90111400149232,-1.1304876326699391,4.4292208351132344e-08,200.90111400149232,-0.8494224463572773,6.455505486003433e-05,200.90111400149232,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14965,SCO2582,NC_003888.3,2787290,2788498,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.015734535474278,0.9475505111762366,1250.9352649582372,-0.3563382560110222,0.0841526839587014,1250.9352649582372,-0.3402893765150115,0.109390779973126,1250.9352649582372,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14970,SCO2583,NC_003888.3,2788512,2789582,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.501326980706492,0.0316863864875656,463.2623174536305,0.3443041363428971,0.1253220923277253,463.2623174536305,0.8529903343508514,0.0001911490610055473,463.2623174536305,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14975,SCO2584,NC_003888.3,2789669,2790238,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,1.9634504092828684,2.368094972102521e-18,1218.2656353209768,1.929492863468542,6.1290882677181995e-18,1218.2656353209768,-0.0318292743092053,0.8996817241320593,1218.2656353209768,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14980,SCO2585,NC_003888.3,2790362,2791648,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.7402975333422329,1.657609296143623e-05,347.172265328875,-0.5450872203445674,0.0015587990494986,347.172265328875,-1.294641247559415,6.959074819925595e-14,347.172265328875,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14985,SCO2586,NC_003888.3,2791720,2792250,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,3.4024275376570263,1.5499014423324382e-50,342.10870728112405,2.9547765618167583,8.559053624400569e-39,342.10870728112405,-0.4299830906520654,0.0336782081101952,342.10870728112405,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS14990,SCO2587,NC_003888.3,2792386,2793510,-,0,0.0,0,0.0,0,0.0,1,78.17333333333333,1,84.49,0,0.0,0,0,0,0,0,0,-0.4796854433885739,0.0029421006938091,362.19623407907113,-1.1943739931334258,2.516786594952937e-14,362.19623407907113,-0.7074258224450697,1.5040592427651378e-05,362.19623407907113,0.0,0.0,0.0,6.316666666666663,-78.17333333333333,-84.49
SC_RS14995,SCO2588,NC_003888.3,2794753,2796912,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.0903299524791487,0.7888844834248839,87.7949571695607,2.302335699425129,2.535437995374764e-18,87.7949571695607,2.397990255590052,9.56347522768917e-18,87.7949571695607,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15000,SCO2589,NC_003888.3,2797141,2799372,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.2691984628327633,0.2005906688724429,237.71383695939707,0.1231710027084802,0.5461692740019515,237.71383695939707,-0.1456540562355368,0.4877680743373595,237.71383695939707,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15005,SCO2590,NC_003888.3,2799396,2802989,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.3475801154700439,0.0153686140074717,744.1592513430878,-0.6510713871083739,2.7199919791959306e-06,744.1592513430878,-1.0018005386930444,1.14029602899031e-12,744.1592513430878,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15010,SCO2591,NC_003888.3,2803160,2804890,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-2.407944634100853,2.8304064983776674e-39,2231.265341574072,-2.4887350865488553,3.0292264964328657e-42,2231.265341574072,-0.0752103345271406,0.7107753326939553,2231.265341574072,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15015,SCO2592,NC_003888.3,2804967,2807795,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-3.564358813882286,1.5979077594915283e-67,3349.45471431031,-3.152971103350928,4.719578803298634e-54,3349.45471431031,0.3975182435920649,0.0624966687058753,3349.45471431031,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15020,SCO2593,NC_003888.3,2807802,2808791,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-3.824806306730193,1.3371942427951042e-79,1073.4138069022235,-3.119014242657347,1.585818526441622e-57,1073.4138069022235,0.6811858727476126,0.0011001677361694,1073.4138069022235,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15025,SCO2594,NC_003888.3,2808791,2810599,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-3.34161022075723,1.0313283802048978e-56,1278.7831953478608,-2.3853966618713605,3.0076298591955064e-31,1278.7831953478608,0.924128477309929,1.6950195771647695e-05,1278.7831953478608,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15030,SCO2595,NC_003888.3,2810811,2812247,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.5708521964862274,2.361947893755053e-16,849.6173450973544,-2.420440887494423,1.3642750337989298e-36,849.6173450973544,-0.8239523111865624,3.077039911084869e-05,849.6173450973544,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15035,SCO2596,NC_003888.3,2812358,2812612,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.131000510403369,0.00010702495320235846,2701.3150864959284,-1.7529661089052269,1.6597152617755995e-09,2701.3150864959284,-0.5767180220013555,0.0478694585701171,2701.3150864959284,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15040,SCO2597,NC_003888.3,2812627,2812947,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.6138348810508756,1.4495578592031962e-11,6775.368859471488,-2.2376284837515343,6.6199089242822955e-21,6775.368859471488,-0.5927803310202321,0.0143182210181764,6775.368859471488,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15045,SCO2598,NC_003888.3,2813146,2814207,-,0,0.0,1,58.669999999999995,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-2.0277463135288207,2.895297451286593e-22,156.47570516249698,-0.8686187646164956,1.7784151165828514e-06,156.47570516249698,1.137718017225002,1.1088320779031613e-07,156.47570516249698,58.669999999999995,0.0,-58.669999999999995,0.0,0.0,0.0
SC_RS15050,,NC_003888.3,2814360,2816684,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.7606799097558443,5.8259497778281176e-15,3897.753578543907,-2.025518236574441,1.8744700879317748e-19,3897.753578543907,-0.2564393027332091,0.2846022829934881,3897.753578543907,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15055,SCO2600,NC_003888.3,2818657,2819433,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.5610319500572416,1.411255526728502e-11,2080.67464147829,-2.096133546789718,7.667742570786059e-20,2080.67464147829,-0.5126367624623187,0.0290993875325942,2080.67464147829,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15060,SCO2601,NC_003888.3,2819482,2820558,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-2.0277752302928063,7.97661209579955e-18,227.86223552608357,-0.9047327327807742,3.4186349862624644e-05,227.86223552608357,1.0920579064037814,5.2164177287344e-06,227.86223552608357,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15065,SCO2602,NC_003888.3,2820608,2822731,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.2915832173537964,0.0774581479644678,427.1284562165599,-0.7118442751120587,4.725719078322501e-06,427.1284562165599,-0.4173570472948679,0.0101308730105237,427.1284562165599,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15070,,NC_003888.3,2822937,2823083,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15075,,NC_003888.3,2823266,2823451,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.5496194538999286,0.0261218083660045,9.105954921760835,0.7305454013085344,0.1356354605383617,9.105954921760835,2.5662979663760095,0.0006420472505651028,9.105954921760835,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15080,SCO2603,NC_003888.3,2823656,2825212,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.096998685678363,0.689266027261393,133.9051644235582,0.1498407531653331,0.48541395874653,133.9051644235582,0.247251988931126,0.2659426532000121,133.9051644235582,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15085,SCO2604,NC_003888.3,2825348,2826283,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.7893827128470435,7.104642041892782e-06,204.08895091927576,-1.111157133051162,6.032934343082799e-11,204.08895091927576,-0.3139629208898073,0.0894025801915014,204.08895091927576,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15090,SCO2605,NC_003888.3,2826447,2827148,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.982952085855478,2.065724572274436e-12,89.01661662962422,-1.0737893829703973,1.66359096720708e-05,89.01661662962422,0.8694860651052964,0.0024035345983305,89.01661662962422,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15095,,NC_003888.3,2827188,2827373,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.1248603193190985,2.9067371763841196e-05,87.39047331885338,-1.9934407046246585,1.6921351743906434e-13,87.39047331885338,-0.818070275520342,0.0041229077287996,87.39047331885338,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15100,SCO2606,NC_003888.3,2827396,2829345,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.254352417192932,3.5054168904950633e-15,749.5908983616489,-1.987659677676125,5.921095397848358e-36,749.5908983616489,-0.7180346515134293,1.4538483046578084e-05,749.5908983616489,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15105,SCO2607,NC_003888.3,2829460,2830656,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0437801470864926,0.8363745053927552,236.34946607227857,-0.3708712371539401,0.0364896650821851,236.34946607227857,-0.4141760547359466,0.0229559009108784,236.34946607227857,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15110,SCO2608,NC_003888.3,2830653,2832962,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.0721142866990033,0.6619610641488134,731.7513808458446,-0.6624988559285361,4.377152289631358e-06,731.7513808458446,-0.5898763643642448,6.951489346637575e-05,731.7513808458446,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15115,SCO2609,NC_003888.3,2833015,2833686,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.4315537738626456,0.0731040315411206,87.99435964470351,-0.6085430869737397,0.0065890969469892,87.99435964470351,-0.1720652326311516,0.4905926575274967,87.99435964470351,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15120,SCO2610,NC_003888.3,2833700,2834725,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.9388171092856238,4.8557797230585015e-08,375.0626838120309,-1.6729532702500551,1.041540282563384e-22,375.0626838120309,-0.7185704169960431,5.822960169416082e-05,375.0626838120309,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15125,SCO2611,NC_003888.3,2834908,2835927,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.063911612783828,1.5733522745022726e-07,1796.817945143687,-1.9421811480287243,8.005643261633279e-22,1796.817945143687,-0.8499351076877523,3.745484989200747e-05,1796.817945143687,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15130,SCO2612,NC_003888.3,2836247,2836660,-,0,0.0,0,0.0,0,0.0,1,74.95666666666666,1,74.35666666666667,0,0.0,0,0,0,0,0,0,-1.8896104935001847,1.0382261874914851e-16,403.62150038175486,-2.7184801546477564,9.889700592930848e-33,403.62150038175486,-0.7916866090154281,0.0008174804294549834,403.62150038175486,0.0,0.0,0.0,-0.5999999999999943,-74.95666666666666,-74.35666666666667
SC_RS15135,SCO2613,NC_003888.3,2836785,2837141,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.44746391286834,2.1213392731243123e-14,334.5897453144544,-2.0696314219811733,3.587141195861728e-28,334.5897453144544,-0.6013052649560409,0.0025142184469065,334.5897453144544,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15140,SCO2614,NC_003888.3,2837148,2838671,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.063467177593841,1.61870118262652e-06,1801.0098727810744,-1.8826759215594064,1.408256778096178e-17,1801.0098727810744,-0.7904348625786211,0.00042517612359548344,1801.0098727810744,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15145,SCO2615,NC_003888.3,2838957,2841581,-,0,0.0,0,0.0,1,56.93333333333334,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.283947309404585,8.532339140850848e-12,4050.9927169499697,-2.4839350267409763,6.744532050237249e-40,4050.9927169499697,-1.1729862723155846,9.636041798914603e-10,4050.9927169499697,0.0,56.93333333333334,56.93333333333334,0.0,0.0,0.0
SC_RS15150,SCO2616,NC_003888.3,2841719,2842726,+,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-1.935459530701811,5.0458263181953795e-14,2500.552387878557,-2.561007922768415,2.004260889314979e-23,2500.552387878557,-0.5879408782493152,0.0234212647850574,2500.552387878557,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS15155,SCO2617,NC_003888.3,2842798,2844084,-,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,-0.2934528836199726,0.2168766440479041,3189.0582671185393,-0.9429555751050422,2.7793455941995757e-05,3189.0582671185393,-0.6379530471760769,0.0054112504504825,3189.0582671185393,0.0,0.0,0.0,0.0,0.0,0.0
