tfbs_id	tf_name	start	end	center	width	strand	pvalue	context	in_reg_promoter	in_nonreg_promoter	region	GCCGGC_T1_overlap	GCCGGC_T1_count	GCCGGC_T1_nearest_dist	AAGCCCG_T1_overlap	AAGCCCG_T1_count	AAGCCCG_T1_nearest_dist	All_4mC_T1_overlap	All_4mC_T1_count	All_4mC_T1_nearest_dist	All_6mA_T1_overlap	All_6mA_T1_count	All_6mA_T1_nearest_dist	All_T1_overlap	All_T1_count	All_T1_nearest_dist
14293	Crp	290181	290196	290188	16	+	8.11e-05	promoter	True	False	arm	False	0	14479	False	0	31697	False	0	9743	False	0	1865	False	0	1865
14294	Crp	290181	290196	290188	16	-	8.11e-05	promoter	True	False	arm	False	0	14479	False	0	31697	False	0	9743	False	0	1865	False	0	1865
14295	Crp	301562	301577	301569	16	+	8.11e-05	intragenic	False	False	arm	False	0	3098	False	0	20316	False	0	1638	False	0	3383	False	0	1638
14296	Crp	301562	301577	301569	16	-	8.11e-05	intragenic	False	False	arm	False	0	3098	False	0	20316	False	0	1638	False	0	3383	False	0	1638
14297	Crp	497581	497596	497588	16	+	8.11e-05	promoter	False	True	arm	False	0	6259	False	0	3690	False	0	6259	False	0	2820	False	0	2820
14298	Crp	497581	497596	497588	16	-	8.11e-05	promoter	False	True	arm	False	0	6259	False	0	3690	False	0	6259	False	0	2820	False	0	2820
14299	Crp	569529	569544	569536	16	+	8.11e-05	promoter	False	True	arm	False	0	16409	False	0	11177	False	0	16409	False	0	413	False	0	413
14300	Crp	569529	569544	569536	16	-	8.11e-05	promoter	False	True	arm	False	0	16409	False	0	11177	False	0	16409	False	0	413	False	0	413
14301	Crp	590643	590658	590650	16	+	8.11e-05	intragenic	False	False	arm	False	0	4178	False	0	9937	False	0	4178	False	0	1890	False	0	1890
14302	Crp	590643	590658	590650	16	-	8.11e-05	intragenic	False	False	arm	False	0	4178	False	0	9937	False	0	4178	False	0	1890	False	0	1890
14303	Crp	634765	634780	634772	16	+	8.11e-05	promoter	False	True	arm	False	0	12513	False	0	3755	False	0	12513	False	0	409	False	0	409
14304	Crp	634765	634780	634772	16	-	8.11e-05	promoter	False	True	arm	False	0	12513	False	0	3755	False	0	12513	False	0	409	False	0	409
14305	Crp	711646	711661	711653	16	+	8.11e-05	promoter	False	True	arm	False	0	5655	False	0	24336	False	0	5655	False	0	2763	False	0	2763
14306	Crp	711646	711661	711653	16	-	8.11e-05	promoter	False	True	arm	False	0	5655	False	0	24336	False	0	5655	False	0	2763	False	0	2763
14307	Crp	737833	737848	737840	16	+	8.11e-05	promoter	False	True	arm	False	0	5209	False	0	1850	False	0	840	False	0	844	False	0	840
14308	Crp	737833	737848	737840	16	-	8.11e-05	promoter	False	True	arm	False	0	5209	False	0	1850	False	0	840	False	0	844	False	0	840
14309	Crp	776511	776526	776518	16	+	8.11e-05	promoter	False	True	arm	False	0	1525	False	0	8809	False	0	1525	False	0	1943	False	0	1525
14310	Crp	776511	776526	776518	16	-	8.11e-05	promoter	False	True	arm	False	0	1525	False	0	8809	False	0	1525	False	0	1943	False	0	1525
14311	Crp	915422	915437	915429	16	+	8.11e-05	promoter	False	True	arm	False	0	3062	False	0	26694	False	0	3062	False	0	1140	False	0	1140
14312	Crp	915422	915437	915429	16	-	8.11e-05	promoter	False	True	arm	False	0	3062	False	0	26694	False	0	3062	False	0	1140	False	0	1140
14313	Crp	952990	953005	952997	16	+	8.11e-05	promoter	False	True	arm	False	0	8347	False	0	6400	False	0	3274	False	0	1601	False	0	1601
14314	Crp	952990	953005	952997	16	-	8.11e-05	promoter	False	True	arm	False	0	8347	False	0	6400	False	0	3274	False	0	1601	False	0	1601
14315	Crp	983893	983908	983900	16	+	8.11e-05	promoter	False	True	arm	False	0	1827	False	0	6372	False	0	1827	False	0	2581	False	0	1827
14316	Crp	983893	983908	983900	16	-	8.11e-05	promoter	False	True	arm	False	0	1827	False	0	6372	False	0	1827	False	0	2581	False	0	1827
14317	Crp	1030671	1030686	1030678	16	+	8.11e-05	promoter	False	True	arm	False	0	4188	False	0	2014	False	0	4188	False	0	1205	False	0	1205
14318	Crp	1030671	1030686	1030678	16	-	8.11e-05	promoter	False	True	arm	False	0	4188	False	0	2014	False	0	4188	False	0	1205	False	0	1205
14319	Crp	1039952	1039967	1039959	16	+	8.11e-05	intragenic	False	False	arm	False	0	4273	False	0	3802	False	0	4273	False	0	652	False	0	652
14320	Crp	1039952	1039967	1039959	16	-	8.11e-05	intragenic	False	False	arm	False	0	4273	False	0	3802	False	0	4273	False	0	652	False	0	652
14321	Crp	1045727	1045742	1045734	16	+	8.11e-05	promoter	False	True	arm	False	0	10048	False	0	553	False	0	10048	False	0	553	False	0	553
14322	Crp	1045727	1045742	1045734	16	-	8.11e-05	promoter	False	True	arm	False	0	10048	False	0	553	False	0	10048	False	0	553	False	0	553
14323	Crp	1057386	1057401	1057393	16	+	8.11e-05	promoter	False	True	arm	False	0	7161	False	0	12212	False	0	7161	False	0	3639	False	0	3639
14324	Crp	1057386	1057401	1057393	16	-	8.11e-05	promoter	False	True	arm	False	0	7161	False	0	12212	False	0	7161	False	0	3639	False	0	3639
14325	Crp	1084763	1084778	1084770	16	+	8.11e-05	intragenic	False	False	arm	False	0	2912	False	0	10981	False	0	2912	False	0	731	False	0	731
14326	Crp	1084763	1084778	1084770	16	-	8.11e-05	intragenic	False	False	arm	False	0	2912	False	0	10981	False	0	2912	False	0	731	False	0	731
14327	Crp	1109314	1109329	1109321	16	+	8.11e-05	promoter	False	True	arm	False	0	271	False	0	2180	False	0	271	False	0	759	False	0	271
14328	Crp	1109314	1109329	1109321	16	-	8.11e-05	promoter	False	True	arm	False	0	271	False	0	2180	False	0	271	False	0	759	False	0	271
14329	Crp	1144431	1144446	1144438	16	+	8.11e-05	promoter	False	True	arm	False	0	189	False	0	3166	False	0	189	False	0	1573	False	0	189
14330	Crp	1144431	1144446	1144438	16	-	8.11e-05	promoter	False	True	arm	False	0	189	False	0	3166	False	0	189	False	0	1573	False	0	189
14331	Crp	1184627	1184642	1184634	16	+	8.11e-05	promoter	False	True	arm	False	0	6141	False	0	26270	False	0	6141	False	0	575	False	0	575
14332	Crp	1184627	1184642	1184634	16	-	8.11e-05	promoter	False	True	arm	False	0	6141	False	0	26270	False	0	6141	False	0	575	False	0	575
14333	Crp	1260817	1260832	1260824	16	+	8.11e-05	promoter	False	True	arm	False	0	2421	False	0	21924	False	0	2421	False	0	3722	False	0	2421
14334	Crp	1260817	1260832	1260824	16	-	8.11e-05	promoter	False	True	arm	False	0	2421	False	0	21924	False	0	2421	False	0	3722	False	0	2421
14335	Crp	1321719	1321734	1321726	16	+	8.11e-05	promoter	False	True	arm	False	0	1313	False	0	38978	False	0	223	False	0	2660	False	0	223
14336	Crp	1321719	1321734	1321726	16	-	8.11e-05	promoter	False	True	arm	False	0	1313	False	0	38978	False	0	223	False	0	2660	False	0	223
14337	Crp	1326723	1326738	1326730	16	+	8.11e-05	promoter	False	True	arm	False	0	6317	False	0	43982	False	0	5227	False	0	695	False	0	695
14338	Crp	1326723	1326738	1326730	16	-	8.11e-05	promoter	False	True	arm	False	0	6317	False	0	43982	False	0	5227	False	0	695	False	0	695
14339	Crp	1350846	1350861	1350853	16	+	8.11e-05	intragenic	False	False	arm	False	0	8037	False	0	68105	False	0	8037	False	0	1031	False	0	1031
14340	Crp	1350846	1350861	1350853	16	-	8.11e-05	intragenic	False	False	arm	False	0	8037	False	0	68105	False	0	8037	False	0	1031	False	0	1031
14341	Crp	1527090	1527105	1527097	16	+	8.11e-05	promoter	True	False	core	False	0	4107	False	0	8347	False	0	4107	False	0	6135	False	0	4107
14342	Crp	1527090	1527105	1527097	16	-	8.11e-05	promoter	True	False	core	False	0	4107	False	0	8347	False	0	4107	False	0	6135	False	0	4107
14343	Crp	1527347	1527362	1527354	16	+	8.11e-05	promoter	False	True	core	False	0	3850	False	0	8090	False	0	3850	False	0	6392	False	0	3850
14344	Crp	1527347	1527362	1527354	16	-	8.11e-05	promoter	False	True	core	False	0	3850	False	0	8090	False	0	3850	False	0	6392	False	0	3850
14345	Crp	1580305	1580320	1580312	16	+	8.11e-05	promoter	False	True	core	False	0	2466	False	0	9027	False	0	2466	False	0	531	False	0	531
14346	Crp	1580305	1580320	1580312	16	-	8.11e-05	promoter	False	True	core	False	0	2466	False	0	9027	False	0	2466	False	0	531	False	0	531
14347	Crp	1658844	1658859	1658851	16	+	8.11e-05	promoter	False	True	core	False	0	1501	False	0	2043	False	0	1501	False	0	1327	False	0	1327
14348	Crp	1658844	1658859	1658851	16	-	8.11e-05	promoter	False	True	core	False	0	1501	False	0	2043	False	0	1501	False	0	1327	False	0	1327
14349	Crp	1679278	1679293	1679285	16	+	8.11e-05	promoter	True	False	core	False	0	784	False	0	6878	False	0	784	False	0	4245	False	0	784
14350	Crp	1679278	1679293	1679285	16	-	8.11e-05	promoter	True	False	core	False	0	784	False	0	6878	False	0	784	False	0	4245	False	0	784
14351	Crp	1698830	1698845	1698837	16	+	8.11e-05	promoter	False	True	core	False	0	15139	False	0	9751	False	0	15139	False	0	3574	False	0	3574
14352	Crp	1698830	1698845	1698837	16	-	8.11e-05	promoter	False	True	core	False	0	15139	False	0	9751	False	0	15139	False	0	3574	False	0	3574
14353	Crp	1703891	1703906	1703898	16	+	8.11e-05	promoter	True	False	core	False	0	10078	False	0	14812	False	0	10078	False	0	1115	False	0	1115
14354	Crp	1703891	1703906	1703898	16	-	8.11e-05	promoter	True	False	core	False	0	10078	False	0	14812	False	0	10078	False	0	1115	False	0	1115
14355	Crp	1729912	1729927	1729919	16	+	8.11e-05	intragenic	False	False	core	False	0	385	False	0	428	False	0	385	False	0	376	False	0	376
14356	Crp	1729912	1729927	1729919	16	-	8.11e-05	intragenic	False	False	core	False	0	385	False	0	428	False	0	385	False	0	376	False	0	376
14357	Crp	1755489	1755504	1755496	16	+	8.11e-05	promoter	False	True	core	False	0	4808	False	0	14236	False	0	4808	False	0	891	False	0	891
14358	Crp	1755489	1755504	1755496	16	-	8.11e-05	promoter	False	True	core	False	0	4808	False	0	14236	False	0	4808	False	0	891	False	0	891
14359	Crp	1764364	1764379	1764371	16	+	8.11e-05	intergenic	False	False	core	False	0	748	False	0	23111	False	0	748	False	0	807	False	0	748
14360	Crp	1764364	1764379	1764371	16	-	8.11e-05	intergenic	False	False	core	False	0	748	False	0	23111	False	0	748	False	0	807	False	0	748
14361	Crp	1765069	1765084	1765076	16	+	8.11e-05	promoter	False	True	core	False	0	1453	False	0	23816	False	0	1453	False	0	102	False	0	102
14362	Crp	1765069	1765084	1765076	16	-	8.11e-05	promoter	False	True	core	False	0	1453	False	0	23816	False	0	1453	False	0	102	False	0	102
14363	Crp	1975573	1975588	1975580	16	+	8.11e-05	promoter	False	True	core	False	0	1201	False	0	5486	False	0	1201	False	0	1237	False	0	1201
14364	Crp	1975573	1975588	1975580	16	-	8.11e-05	promoter	False	True	core	False	0	1201	False	0	5486	False	0	1201	False	0	1237	False	0	1201
14365	Crp	1996867	1996882	1996874	16	+	8.11e-05	promoter	False	True	core	False	0	9364	False	0	8403	False	0	4450	False	0	534	False	0	534
14366	Crp	1996867	1996882	1996874	16	-	8.11e-05	promoter	False	True	core	False	0	9364	False	0	8403	False	0	4450	False	0	534	False	0	534
14367	Crp	2003984	2003999	2003991	16	+	8.11e-05	promoter	False	True	core	False	0	4119	False	0	1286	False	0	1282	False	0	1286	False	0	1282
14368	Crp	2003984	2003999	2003991	16	-	8.11e-05	promoter	False	True	core	False	0	4119	False	0	1286	False	0	1282	False	0	1286	False	0	1282
14369	Crp	2026477	2026492	2026484	16	+	8.11e-05	promoter	False	True	core	False	0	1261	False	0	21207	False	0	1261	False	0	7531	False	0	1261
14370	Crp	2026477	2026492	2026484	16	-	8.11e-05	promoter	False	True	core	False	0	1261	False	0	21207	False	0	1261	False	0	7531	False	0	1261
14371	Crp	2232545	2232560	2232552	16	+	8.11e-05	promoter	False	True	core	False	0	3578	False	0	2795	False	0	737	False	0	2795	False	0	737
14372	Crp	2232545	2232560	2232552	16	-	8.11e-05	promoter	False	True	core	False	0	3578	False	0	2795	False	0	737	False	0	2795	False	0	737
14373	Crp	2235036	2235051	2235043	16	+	8.11e-05	intragenic	False	False	core	False	0	1087	False	0	5286	False	0	1087	False	0	5286	False	0	1087
14374	Crp	2235036	2235051	2235043	16	-	8.11e-05	intragenic	False	False	core	False	0	1087	False	0	5286	False	0	1087	False	0	5286	False	0	1087
14375	Crp	2244910	2244925	2244917	16	+	8.11e-05	promoter	False	True	core	False	0	1279	False	0	4561	False	0	1279	False	0	4561	False	0	1279
14376	Crp	2244910	2244925	2244917	16	-	8.11e-05	promoter	False	True	core	False	0	1279	False	0	4561	False	0	1279	False	0	4561	False	0	1279
14377	Crp	2249015	2249030	2249022	16	+	8.11e-05	promoter	False	True	core	False	0	282	False	0	8666	False	0	282	False	0	8666	False	0	282
14378	Crp	2249015	2249030	2249022	16	-	8.11e-05	promoter	False	True	core	False	0	282	False	0	8666	False	0	282	False	0	8666	False	0	282
14379	Crp	2290505	2290520	2290512	16	+	8.11e-05	promoter	False	True	core	False	0	3889	False	0	24871	False	0	3889	False	0	1626	False	0	1626
14380	Crp	2290505	2290520	2290512	16	-	8.11e-05	promoter	False	True	core	False	0	3889	False	0	24871	False	0	3889	False	0	1626	False	0	1626
14381	Crp	2299942	2299957	2299949	16	+	8.11e-05	intragenic	False	False	core	False	0	558	False	0	15434	False	0	558	False	0	109	False	0	109
14382	Crp	2299942	2299957	2299949	16	-	8.11e-05	intragenic	False	False	core	False	0	558	False	0	15434	False	0	558	False	0	109	False	0	109
14383	Crp	2308824	2308839	2308831	16	+	8.11e-05	promoter	False	True	core	False	0	205	False	0	6552	False	0	205	False	0	1773	False	0	205
14384	Crp	2308824	2308839	2308831	16	-	8.11e-05	promoter	False	True	core	False	0	205	False	0	6552	False	0	205	False	0	1773	False	0	205
14385	Crp	2342473	2342488	2342480	16	+	8.11e-05	promoter	False	True	core	False	0	319	False	0	26679	False	0	319	False	0	1512	False	0	319
14386	Crp	2342473	2342488	2342480	16	-	8.11e-05	promoter	False	True	core	False	0	319	False	0	26679	False	0	319	False	0	1512	False	0	319
14387	Crp	2344174	2344189	2344181	16	+	8.11e-05	promoter	False	True	core	False	0	416	False	0	28380	False	0	416	False	0	76	False	0	76
14388	Crp	2344174	2344189	2344181	16	-	8.11e-05	promoter	False	True	core	False	0	416	False	0	28380	False	0	416	False	0	76	False	0	76
14389	Crp	2345256	2345271	2345263	16	+	8.11e-05	intragenic	False	False	core	False	0	666	False	0	29462	False	0	666	False	0	1158	False	0	666
14390	Crp	2345256	2345271	2345263	16	-	8.11e-05	intragenic	False	False	core	False	0	666	False	0	29462	False	0	666	False	0	1158	False	0	666
14391	Crp	2371873	2371888	2371880	16	+	8.11e-05	promoter	False	True	core	False	0	1348	False	0	18883	False	0	1348	False	0	2203	False	0	1348
14392	Crp	2371873	2371888	2371880	16	-	8.11e-05	promoter	False	True	core	False	0	1348	False	0	18883	False	0	1348	False	0	2203	False	0	1348
14393	Crp	2426222	2426237	2426229	16	+	8.11e-05	intergenic	False	False	core	False	0	4165	False	0	35465	False	0	2892	False	0	1901	False	0	1901
14394	Crp	2426222	2426237	2426229	16	-	8.11e-05	intergenic	False	False	core	False	0	4165	False	0	35465	False	0	2892	False	0	1901	False	0	1901
14395	Crp	2455399	2455414	2455406	16	+	8.11e-05	promoter	False	True	core	False	0	647	False	0	29147	False	0	647	False	0	1041	False	0	647
14396	Crp	2455399	2455414	2455406	16	-	8.11e-05	promoter	False	True	core	False	0	647	False	0	29147	False	0	647	False	0	1041	False	0	647
14397	Crp	2492153	2492168	2492160	16	+	8.11e-05	intragenic	False	False	core	False	0	1342	False	0	3936	False	0	1342	False	0	3936	False	0	1342
14398	Crp	2492153	2492168	2492160	16	-	8.11e-05	intragenic	False	False	core	False	0	1342	False	0	3936	False	0	1342	False	0	3936	False	0	1342
14399	Crp	2545412	2545427	2545419	16	+	8.11e-05	promoter	False	True	core	False	0	676	False	0	15659	False	0	676	False	0	2083	False	0	676
14400	Crp	2545412	2545427	2545419	16	-	8.11e-05	promoter	False	True	core	False	0	676	False	0	15659	False	0	676	False	0	2083	False	0	676
14401	Crp	2596245	2596260	2596252	16	+	8.11e-05	promoter	False	True	core	False	0	1761	False	0	15548	False	0	1761	False	0	643	False	0	643
14402	Crp	2596245	2596260	2596252	16	-	8.11e-05	promoter	False	True	core	False	0	1761	False	0	15548	False	0	1761	False	0	643	False	0	643
14403	Crp	2654353	2654368	2654360	16	+	8.11e-05	promoter	True	False	core	False	0	3422	False	0	26228	False	0	3422	False	0	2350	False	0	2350
14404	Crp	2654353	2654368	2654360	16	-	8.11e-05	promoter	True	False	core	False	0	3422	False	0	26228	False	0	3422	False	0	2350	False	0	2350
14405	Crp	2756399	2756414	2756406	16	+	8.11e-05	promoter	True	False	core	False	0	408	False	0	44334	False	0	408	False	0	4589	False	0	408
14406	Crp	2756399	2756414	2756406	16	-	8.11e-05	promoter	True	False	core	False	0	408	False	0	44334	False	0	408	False	0	4589	False	0	408
14407	Crp	2758243	2758258	2758250	16	+	8.11e-05	intragenic	False	False	core	False	0	1436	False	0	46178	False	0	1436	False	0	5240	False	0	1436
14408	Crp	2758243	2758258	2758250	16	-	8.11e-05	intragenic	False	False	core	False	0	1436	False	0	46178	False	0	1436	False	0	5240	False	0	1436
14409	Crp	2792415	2792430	2792422	16	+	8.11e-05	promoter	False	True	core	False	0	335	False	0	18710	False	0	335	False	0	251	False	0	251
14410	Crp	2792415	2792430	2792422	16	-	8.11e-05	promoter	False	True	core	False	0	335	False	0	18710	False	0	335	False	0	251	False	0	251
14411	Crp	2797320	2797335	2797327	16	+	8.11e-05	intragenic	False	False	core	False	0	2484	False	0	13805	False	0	1475	False	0	2047	False	0	1475
14412	Crp	2797320	2797335	2797327	16	-	8.11e-05	intragenic	False	False	core	False	0	2484	False	0	13805	False	0	1475	False	0	2047	False	0	1475
14413	Crp	2805906	2805921	2805913	16	+	8.11e-05	intragenic	False	False	core	False	0	6102	False	0	5219	False	0	1794	False	0	3412	False	0	1794
14414	Crp	2805906	2805921	2805913	16	-	8.11e-05	intragenic	False	False	core	False	0	6102	False	0	5219	False	0	1794	False	0	3412	False	0	1794
14415	Crp	2982299	2982314	2982306	16	+	8.11e-05	intergenic	False	False	core	False	0	10866	False	0	24469	False	0	1541	False	0	4812	False	0	1541
14416	Crp	2982299	2982314	2982306	16	-	8.11e-05	intergenic	False	False	core	False	0	10866	False	0	24469	False	0	1541	False	0	4812	False	0	1541
14417	Crp	2994901	2994916	2994908	16	+	8.11e-05	promoter	False	True	core	False	0	2607	False	0	37071	False	0	373	False	0	903	False	0	373
14418	Crp	2994901	2994916	2994908	16	-	8.11e-05	promoter	False	True	core	False	0	2607	False	0	37071	False	0	373	False	0	903	False	0	373
14419	Crp	3016804	3016819	3016811	16	+	8.11e-05	intragenic	False	False	core	False	0	600	False	0	15788	False	0	600	False	0	3991	False	0	600
14420	Crp	3016804	3016819	3016811	16	-	8.11e-05	intragenic	False	False	core	False	0	600	False	0	15788	False	0	600	False	0	3991	False	0	600
14421	Crp	3051536	3051551	3051543	16	+	8.11e-05	intragenic	False	False	core	False	0	206	False	0	13438	False	0	206	False	0	4284	False	0	206
14422	Crp	3051536	3051551	3051543	16	-	8.11e-05	intragenic	False	False	core	False	0	206	False	0	13438	False	0	206	False	0	4284	False	0	206
14423	Crp	3101763	3101778	3101770	16	+	8.11e-05	intragenic	False	False	core	False	0	980	False	0	12947	False	0	980	False	0	7069	False	0	980
14424	Crp	3101763	3101778	3101770	16	-	8.11e-05	intragenic	False	False	core	False	0	980	False	0	12947	False	0	980	False	0	7069	False	0	980
14425	Crp	3125714	3125729	3125721	16	+	8.11e-05	promoter	False	True	core	False	0	3471	False	0	36898	False	0	2101	False	0	9233	False	0	2101
14426	Crp	3125714	3125729	3125721	16	-	8.11e-05	promoter	False	True	core	False	0	3471	False	0	36898	False	0	2101	False	0	9233	False	0	2101
14427	Crp	3145544	3145559	3145551	16	+	8.11e-05	promoter	False	True	core	False	0	4457	False	0	24554	False	0	1832	False	0	3603	False	0	1832
14428	Crp	3145544	3145559	3145551	16	-	8.11e-05	promoter	False	True	core	False	0	4457	False	0	24554	False	0	1832	False	0	3603	False	0	1832
14429	Crp	3161427	3161442	3161434	16	+	8.11e-05	promoter	False	True	core	False	0	2514	False	0	8671	False	0	2514	False	0	5179	False	0	2514
14430	Crp	3161427	3161442	3161434	16	-	8.11e-05	promoter	False	True	core	False	0	2514	False	0	8671	False	0	2514	False	0	5179	False	0	2514
14431	Crp	3187109	3187124	3187116	16	+	8.11e-05	promoter	True	False	core	False	0	1748	False	0	6196	False	0	459	False	0	6196	False	0	459
14432	Crp	3187109	3187124	3187116	16	-	8.11e-05	promoter	True	False	core	False	0	1748	False	0	6196	False	0	459	False	0	6196	False	0	459
14433	Crp	3273737	3273752	3273744	16	+	8.11e-05	promoter	False	True	core	False	0	2451	False	0	30182	False	0	2451	False	0	3079	False	0	2451
14434	Crp	3273737	3273752	3273744	16	-	8.11e-05	promoter	False	True	core	False	0	2451	False	0	30182	False	0	2451	False	0	3079	False	0	2451
14435	Crp	3344250	3344265	3344257	16	+	8.11e-05	promoter	False	True	core	False	0	2817	False	0	2275	False	0	1168	False	0	1164	False	0	1164
14436	Crp	3344250	3344265	3344257	16	-	8.11e-05	promoter	False	True	core	False	0	2817	False	0	2275	False	0	1168	False	0	1164	False	0	1164
14437	Crp	3360336	3360351	3360343	16	+	8.11e-05	promoter	False	True	core	False	0	3930	False	0	18361	False	0	468	False	0	1469	False	0	468
14438	Crp	3360336	3360351	3360343	16	-	8.11e-05	promoter	False	True	core	False	0	3930	False	0	18361	False	0	468	False	0	1469	False	0	468
14439	Crp	3374503	3374518	3374510	16	+	8.11e-05	promoter	False	True	core	False	0	1779	False	0	10850	False	0	1779	False	0	2575	False	0	1779
14440	Crp	3374503	3374518	3374510	16	-	8.11e-05	promoter	False	True	core	False	0	1779	False	0	10850	False	0	1779	False	0	2575	False	0	1779
14441	Crp	3377298	3377313	3377305	16	+	8.11e-05	promoter	False	True	core	False	0	362	False	0	8055	False	0	191	False	0	220	False	0	191
14442	Crp	3377298	3377313	3377305	16	-	8.11e-05	promoter	False	True	core	False	0	362	False	0	8055	False	0	191	False	0	220	False	0	191
14443	Crp	3397360	3397375	3397367	16	+	8.11e-05	promoter	False	True	core	False	0	445	False	0	5070	False	0	445	False	0	625	False	0	445
14444	Crp	3397360	3397375	3397367	16	-	8.11e-05	promoter	False	True	core	False	0	445	False	0	5070	False	0	445	False	0	625	False	0	445
14445	Crp	3401856	3401871	3401863	16	+	8.11e-05	promoter	False	True	core	False	0	290	False	0	9566	False	0	290	False	0	535	False	0	290
14446	Crp	3401856	3401871	3401863	16	-	8.11e-05	promoter	False	True	core	False	0	290	False	0	9566	False	0	290	False	0	535	False	0	290
14447	Crp	3423659	3423674	3423666	16	+	8.11e-05	promoter	False	True	core	False	0	482	False	0	22870	False	0	482	False	0	1758	False	0	482
14448	Crp	3423659	3423674	3423666	16	-	8.11e-05	promoter	False	True	core	False	0	482	False	0	22870	False	0	482	False	0	1758	False	0	482
14449	Crp	3423988	3424003	3423995	16	+	8.11e-05	promoter	False	True	core	False	0	811	False	0	22541	False	0	811	False	0	2087	False	0	811
14450	Crp	3423988	3424003	3423995	16	-	8.11e-05	promoter	False	True	core	False	0	811	False	0	22541	False	0	811	False	0	2087	False	0	811
14451	Crp	3501709	3501724	3501716	16	+	8.11e-05	intragenic	False	False	core	False	0	5444	False	0	33257	False	0	5444	False	0	1719	False	0	1719
14452	Crp	3501709	3501724	3501716	16	-	8.11e-05	intragenic	False	False	core	False	0	5444	False	0	33257	False	0	5444	False	0	1719	False	0	1719
14453	Crp	3502099	3502114	3502106	16	+	8.11e-05	intragenic	False	False	core	False	0	5054	False	0	33647	False	0	5054	False	0	2109	False	0	2109
14454	Crp	3502099	3502114	3502106	16	-	8.11e-05	intragenic	False	False	core	False	0	5054	False	0	33647	False	0	5054	False	0	2109	False	0	2109
14455	Crp	3616982	3616997	3616989	16	+	8.11e-05	promoter	False	True	core	False	0	796	False	0	27387	False	0	796	False	0	6771	False	0	796
14456	Crp	3616982	3616997	3616989	16	-	8.11e-05	promoter	False	True	core	False	0	796	False	0	27387	False	0	796	False	0	6771	False	0	796
14457	Crp	3727192	3727207	3727199	16	+	8.11e-05	promoter	False	True	core	False	0	1303	False	0	12128	False	0	1303	False	0	369	False	0	369
14458	Crp	3727192	3727207	3727199	16	-	8.11e-05	promoter	False	True	core	False	0	1303	False	0	12128	False	0	1303	False	0	369	False	0	369
14459	Crp	3781592	3781607	3781599	16	+	8.11e-05	intragenic	False	False	core	False	0	518	False	0	3644	False	0	518	False	0	1869	False	0	518
14460	Crp	3781592	3781607	3781599	16	-	8.11e-05	intragenic	False	False	core	False	0	518	False	0	3644	False	0	518	False	0	1869	False	0	518
14461	Crp	3843885	3843900	3843892	16	+	8.11e-05	intragenic	False	False	core	False	0	9378	False	0	17107	False	0	1367	False	0	17107	False	0	1367
14462	Crp	3843885	3843900	3843892	16	-	8.11e-05	intragenic	False	False	core	False	0	9378	False	0	17107	False	0	1367	False	0	17107	False	0	1367
14463	Crp	3862932	3862947	3862939	16	+	8.11e-05	promoter	False	True	core	False	0	460	False	0	36154	False	0	460	False	0	888	False	0	460
14464	Crp	3862932	3862947	3862939	16	-	8.11e-05	promoter	False	True	core	False	0	460	False	0	36154	False	0	460	False	0	888	False	0	460
14465	Crp	3995864	3995879	3995871	16	+	8.11e-05	promoter	False	True	core	False	0	578	False	0	35501	False	0	578	False	0	462	False	0	462
14466	Crp	3995864	3995879	3995871	16	-	8.11e-05	promoter	False	True	core	False	0	578	False	0	35501	False	0	578	False	0	462	False	0	462
14467	Crp	4023965	4023980	4023972	16	+	8.11e-05	intragenic	False	False	core	False	0	352	False	0	63602	False	0	352	False	0	597	False	0	352
14468	Crp	4023965	4023980	4023972	16	-	8.11e-05	intragenic	False	False	core	False	0	352	False	0	63602	False	0	352	False	0	597	False	0	352
14469	Crp	4038973	4038988	4038980	16	+	8.11e-05	promoter	False	True	core	False	0	2046	False	0	49396	False	0	1344	False	0	1070	False	0	1070
14470	Crp	4038973	4038988	4038980	16	-	8.11e-05	promoter	False	True	core	False	0	2046	False	0	49396	False	0	1344	False	0	1070	False	0	1070
14471	Crp	4088267	4088282	4088274	16	+	8.11e-05	promoter	False	True	core	False	0	486	False	0	102	False	0	105	False	0	101	False	0	101
14472	Crp	4088267	4088282	4088274	16	-	8.11e-05	promoter	False	True	core	False	0	486	False	0	102	False	0	105	False	0	101	False	0	101
14473	Crp	4269919	4269934	4269926	16	+	8.11e-05	promoter	False	True	core	False	0	1904	False	0	6751	False	0	1904	False	0	2439	False	0	1904
14474	Crp	4269919	4269934	4269926	16	-	8.11e-05	promoter	False	True	core	False	0	1904	False	0	6751	False	0	1904	False	0	2439	False	0	1904
14475	Crp	4327938	4327953	4327945	16	+	8.11e-05	intragenic	False	False	core	False	0	1894	False	0	923	False	0	927	False	0	923	False	0	923
14476	Crp	4327938	4327953	4327945	16	-	8.11e-05	intragenic	False	False	core	False	0	1894	False	0	923	False	0	927	False	0	923	False	0	923
14477	Crp	4338089	4338104	4338096	16	+	8.11e-05	promoter	False	True	core	False	0	832	False	0	11074	False	0	832	False	0	832	False	0	832
14478	Crp	4338089	4338104	4338096	16	-	8.11e-05	promoter	False	True	core	False	0	832	False	0	11074	False	0	832	False	0	832	False	0	832
14479	Crp	4368170	4368185	4368177	16	+	8.11e-05	promoter	False	True	core	False	0	79	False	0	332	False	0	79	False	0	332	False	0	79
