gene_id	old_locus_tag	gene_name	chrom	start	end	strand	gff_tss	experimental_tss	tss_source	tss	promoter_4mC_sites	promoter_6mA_sites	promoter_methylated
SC_RS11010	SCO1797		NC_003888.3	1926231	1926662	-	1926662	1926662.0	Jeong2016_dRNA-seq	1926662	1	0	True
SC_RS11020	SCO1799		NC_003888.3	1927668	1928447	+	1927668	1927668.0	Jeong2016_dRNA-seq	1927668	0	0	False
SC_RS11025	SCO1800	chpE	NC_003888.3	1928593	1928841	-	1928841	1928884.0	Jeong2016_dRNA-seq	1928884	1	0	True
SC_RS11055	SCO1806		NC_003888.3	1934027	1936645	-	1936645	1936711.0	Jeong2016_dRNA-seq	1936711	0	0	False
SC_RS11060	SCO1807		NC_003888.3	1936886	1938898	+	1936886	1936837.0	Jeong2016_dRNA-seq	1936837	0	0	False
SC_RS11065	SCO1808	serB	NC_003888.3	1939010	1940242	+	1939010	1939007.0	Jeong2016_dRNA-seq	1939007	0	1	True
SC_RS11075	SCO1810		NC_003888.3	1940925	1941131	-	1941131	1941195.0	Jeong2016_dRNA-seq	1941195	0	0	False
SC_RS11080	SCO1811		NC_003888.3	1941315	1941431	-	1941431	1941431.0	Jeong2016_dRNA-seq	1941431	0	0	False
SC_RS11090	SCO1813		NC_003888.3	1942957	1943649	+	1942957	1942920.0	Jeong2016_dRNA-seq	1942920	0	0	False
SC_RS11100	SCO1815	fabG	NC_003888.3	1944511	1945215	-	1945215	1945291.0	Jeong2016_dRNA-seq	1945291	0	0	False
SC_RS11115	SCO1818	tyrS	NC_003888.3	1948453	1949721	+	1948453	1948418.0	Jeong2016_dRNA-seq	1948418	0	0	False
SC_RS11125	SCO1820		NC_003888.3	1950356	1950754	+	1950356	1950277.0	Jeong2016_dRNA-seq	1950277	0	0	False
SC_RS11135	SCO1821	moaA	NC_003888.3	1951220	1952209	-	1952209	1952259.0	Jeong2016_dRNA-seq	1952259	0	0	False
SC_RS11155	SCO1825		NC_003888.3	1956366	1956929	+	1956366	1956366.0	Jeong2016_dRNA-seq	1956366	0	1	True
SC_RS11170	SCO1828		NC_003888.3	1959189	1959422	+	1959189	1959189.0	Jeong2016_dRNA-seq	1959189	0	0	False
SC_RS11180	SCO1830		NC_003888.3	1960424	1962211	+	1960424	1960424.0	Jeong2016_dRNA-seq	1960424	0	0	False
SC_RS11185	SCO1831		NC_003888.3	1962217	1962972	+	1962217	1962217.0	Jeong2016_dRNA-seq	1962217	0	0	False
SC_RS11205	SCO1835		NC_003888.3	1964648	1964833	-	1964833	1965006.0	Jeong2016_dRNA-seq	1965006	0	0	False
SC_RS11225	SCO1839		NC_003888.3	1967236	1967457	-	1967457	1967489.0	Jeong2016_dRNA-seq	1967489	0	0	False
SC_RS11235	SCO1841		NC_003888.3	1969639	1970052	+	1969639	1969563.0	Jeong2016_dRNA-seq	1969563	0	0	False
SC_RS11240	SCO1842		NC_003888.3	1970085	1971503	-	1971503	1971509.0	Jeong2016_dRNA-seq	1971509	0	0	False
SC_RS11255	SCO1845	pitH	NC_003888.3	1973943	1975214	+	1973943	1973913.0	Jeong2016_dRNA-seq	1973913	0	0	False
SC_RS11265	SCO1847		NC_003888.3	1975869	1976852	+	1975869	1975651.0	Jeong2016_dRNA-seq	1975651	0	0	False
SC_RS11270	SCO1848		NC_003888.3	1976849	1978357	+	1976849	1976831.0	Jeong2016_dRNA-seq	1976831	0	1	True
SC_RS11305	SCO1855	cobM	NC_003888.3	1987651	1988463	+	1987651	1987576.0	Jeong2016_dRNA-seq	1987576	1	0	True
SC_RS11330	SCO1860		NC_003888.3	1994050	1995006	-	1995006	1995066.0	Jeong2016_dRNA-seq	1995066	0	0	False
SC_RS11335	SCO1861		NC_003888.3	1995204	1996295	-	1996295	1996295.0	Jeong2016_dRNA-seq	1996295	0	1	True
SC_RS11350	SCO1864	ectA	NC_003888.3	1998468	1998980	+	1998468	1998466.0	Jeong2016_dRNA-seq	1998466	0	0	False
SC_RS11355	SCO1865	ectB	NC_003888.3	1999110	2000381	+	1999110	1998738.0	Jeong2016_dRNA-seq	1998738	0	0	False
SC_RS11360	SCO1866		NC_003888.3	2000500	2000898	+	2000500	2000421.0	Jeong2016_dRNA-seq	2000421	0	0	False
SC_RS11365	SCO1867	thpD	NC_003888.3	2000905	2001804	+	2000905	2000764.0	Jeong2016_dRNA-seq	2000764	0	0	False
SC_RS11370	SCO1868		NC_003888.3	2001886	2002980	-	2002980	2002987.0	Jeong2016_dRNA-seq	2002987	0	0	False
SC_RS11380	SCO1870		NC_003888.3	2003846	2004454	-	2004454	2004454.0	Jeong2016_dRNA-seq	2004454	0	1	True
SC_RS11385	SCO1871		NC_003888.3	2004598	2006127	-	2006127	2006199.0	Jeong2016_dRNA-seq	2006199	0	0	False
SC_RS11390	SCO1872		NC_003888.3	2006250	2007023	+	2006250	2006120.0	Jeong2016_dRNA-seq	2006120	0	0	False
SC_RS11395	SCO1873		NC_003888.3	2007027	2007497	+	2007027	2007027.0	Jeong2016_dRNA-seq	2007027	0	0	False
SC_RS11405	SCO1875		NC_003888.3	2007938	2009392	+	2007938	2007926.0	Jeong2016_dRNA-seq	2007926	0	0	False
SC_RS11420	SCO1878		NC_003888.3	2010725	2011522	-	2011522	2011522.0	Jeong2016_dRNA-seq	2011522	0	0	False
SC_RS11480	SCO1890		NC_003888.3	2024747	2025415	-	2025415	2025509.0	Jeong2016_dRNA-seq	2025509	0	0	False
SC_RS11495	SCO1893		NC_003888.3	2027561	2027953	-	2027953	2028028.0	Jeong2016_dRNA-seq	2028028	0	0	False
SC_RS11505	SCO1895		NC_003888.3	2029207	2030157	-	2030157	2030381.0	Jeong2016_dRNA-seq	2030381	0	0	False
SC_RS11545	SCO1903		NC_003888.3	2037030	2038229	+	2037030	2037021.0	Jeong2016_dRNA-seq	2037021	0	0	False
SC_RS11550	SCO1904		NC_003888.3	2038269	2038841	-	2038841	2038869.0	Jeong2016_dRNA-seq	2038869	0	0	False
SC_RS11555	SCO1905		NC_003888.3	2038879	2040480	-	2040480	2040932.0	Jeong2016_dRNA-seq	2040932	0	0	False
SC_RS11570	SCO1907		NC_003888.3	2042736	2044163	-	2044163	2044229.0	Jeong2016_dRNA-seq	2044229	0	1	True
SC_RS11580	SCO1909		NC_003888.3	2046252	2046959	-	2046959	2046992.0	Jeong2016_dRNA-seq	2046992	0	1	True
SC_RS11590	SCO1911		NC_003888.3	2047611	2048030	-	2048030	2048057.0	Jeong2016_dRNA-seq	2048057	0	0	False
SC_RS11605	SCO1914		NC_003888.3	2049501	2049689	+	2049501	2049500.0	Jeong2016_dRNA-seq	2049500	0	0	False
SC_RS11610	SCO1915		NC_003888.3	2049745	2050473	+	2049745	2049708.0	Jeong2016_dRNA-seq	2049708	0	0	False
SC_RS11615	SCO1916	dapD	NC_003888.3	2050524	2051513	-	2051513	2051513.0	Jeong2016_dRNA-seq	2051513	0	1	True
SC_RS11625	SCO1918		NC_003888.3	2052116	2052436	-	2052436	2052436.0	Jeong2016_dRNA-seq	2052436	0	1	True
SC_RS11635	SCO1920	sufU	NC_003888.3	2052884	2053354	-	2053354	2053441.0	Jeong2016_dRNA-seq	2053441	0	0	False
SC_RS11640	SCO1921		NC_003888.3	2053372	2054628	-	2054628	2054614.0	Jeong2016_dRNA-seq	2054614	0	2	True
SC_RS11660	SCO1925	sufB	NC_003888.3	2056956	2058377	-	2058377	2058513.0	Jeong2016_dRNA-seq	2058513	0	0	False
SC_RS11665	SCO1926		NC_003888.3	2058374	2059132	-	2059132	2059132.0	Jeong2016_dRNA-seq	2059132	0	0	False
SC_RS11675	SCO1928		NC_003888.3	2060169	2061092	+	2060169	2060169.0	Jeong2016_dRNA-seq	2060169	0	0	False
SC_RS11705	SCO1934		NC_003888.3	2065389	2066342	-	2066342	2066403.0	Jeong2016_dRNA-seq	2066403	1	0	True
SC_RS11710	SCO1935	tkt	NC_003888.3	2066713	2068800	+	2066713	2066590.0	Jeong2016_dRNA-seq	2066590	1	0	True
SC_RS11715	SCO1936	tal	NC_003888.3	2068835	2069953	+	2068835	2068808.0	Jeong2016_dRNA-seq	2068808	0	0	False
SC_RS11735	SCO1940		NC_003888.3	2073377	2074102	-	2074102	2074270.0	Jeong2016_dRNA-seq	2074270	0	1	True
SC_RS11740	SCO1941		NC_003888.3	2074235	2075203	-	2075203	2075236.0	Jeong2016_dRNA-seq	2075236	0	0	False
SC_RS11745	SCO1942	pgi	NC_003888.3	2075313	2076968	-	2076968	2077018.0	Jeong2016_dRNA-seq	2077018	0	0	False
SC_RS11750	SCO1943		NC_003888.3	2077084	2077419	-	2077419	2077547.0	Jeong2016_dRNA-seq	2077547	0	0	False
SC_RS11755	SCO1944	secG	NC_003888.3	2077633	2077869	-	2077869	2077945.0	Jeong2016_dRNA-seq	2077945	1	1	True
SC_RS11765	SCO1946		NC_003888.3	2078797	2080008	-	2080008	2080031.0	Jeong2016_dRNA-seq	2080031	0	0	False
SC_RS11770	SCO1947	gap	NC_003888.3	2080143	2081153	-	2081153	2081220.0	Jeong2016_dRNA-seq	2081220	0	0	False
SC_RS11775	SCO1948		NC_003888.3	2081381	2084380	-	2084380	2084436.0	Jeong2016_dRNA-seq	2084436	0	0	False
SC_RS11780	SCO1950	whiA	NC_003888.3	2084575	2085567	-	2085567	2085567.0	Jeong2016_dRNA-seq	2085567	0	0	False
SC_RS11785	SCO1951		NC_003888.3	2085558	2086649	-	2086649	2086796.0	Jeong2016_dRNA-seq	2086796	0	0	False
SC_RS11790	SCO1952	rapZ	NC_003888.3	2086657	2087673	-	2087673	2087807.0	Jeong2016_dRNA-seq	2087807	0	0	False
SC_RS11795	SCO1953	uvrC	NC_003888.3	2087670	2089856	-	2089856	2089856.0	Jeong2016_dRNA-seq	2089856	0	0	False
SC_RS11800	SCO1954		NC_003888.3	2090209	2091159	+	2090209	2090079.0	Jeong2016_dRNA-seq	2090079	0	0	False
SC_RS11810	SCO1956		NC_003888.3	2091825	2092931	+	2091825	2091793.0	Jeong2016_dRNA-seq	2091793	0	1	True
SC_RS11820	SCO1958	uvrA	NC_003888.3	2094274	2097318	-	2097318	2097453.0	Jeong2016_dRNA-seq	2097453	0	0	False
SC_RS11825	SCO1959		NC_003888.3	2097542	2098228	+	2097542	2097542.0	Jeong2016_dRNA-seq	2097542	0	0	False
SC_RS11830	SCO1960		NC_003888.3	2098289	2098945	+	2098289	2098289.0	Jeong2016_dRNA-seq	2098289	0	0	False
SC_RS11835	SCO1961	aroQ	NC_003888.3	2099149	2099622	-	2099622	2099672.0	Jeong2016_dRNA-seq	2099672	0	0	False
SC_RS11845	SCO1963		NC_003888.3	2100946	2101947	-	2101947	2102121.0	Jeong2016_dRNA-seq	2102121	0	0	False
SC_RS11855	SCO1965		NC_003888.3	2104340	2104918	-	2104918	2104967.0	Jeong2016_dRNA-seq	2104967	0	0	False
SC_RS11865	SCO1967		NC_003888.3	2107239	2108117	-	2108117	2108294.0	Jeong2016_dRNA-seq	2108294	0	0	False
SC_RS11870	SCO1968		NC_003888.3	2108409	2109278	+	2108409	2108379.0	Jeong2016_dRNA-seq	2108379	0	0	False
SC_RS11875	SCO1969		NC_003888.3	2109316	2109870	+	2109316	2109316.0	Jeong2016_dRNA-seq	2109316	1	0	True
SC_RS11880	SCO1970		NC_003888.3	2109895	2110323	-	2110323	2110323.0	Jeong2016_dRNA-seq	2110323	0	0	False
SC_RS11895	SCO1973		NC_003888.3	2112316	2113110	-	2113110	2113110.0	Jeong2016_dRNA-seq	2113110	0	0	False
SC_RS11905	SCO1975		NC_003888.3	2114500	2115132	-	2115132	2115132.0	Jeong2016_dRNA-seq	2115132	0	0	False
SC_RS11925	SCO1979		NC_003888.3	2117906	2118766	-	2118766	2118959.0	Jeong2016_dRNA-seq	2118959	0	0	False
SC_RS11940	SCO1982		NC_003888.3	2120213	2120395	-	2120395	2120418.0	Jeong2016_dRNA-seq	2120418	0	0	False
SC_RS11975	SCO1989	pip	NC_003888.3	2126802	2127773	-	2127773	2127773.0	Jeong2016_dRNA-seq	2127773	0	0	False
SC_RS11980	SCO1990		NC_003888.3	2127828	2128541	-	2128541	2128542.0	Jeong2016_dRNA-seq	2128542	0	0	False
SC_RS11995	SCO1993		NC_003888.3	2129838	2130524	-	2130524	2130536.0	Jeong2016_dRNA-seq	2130536	0	0	False
SC_RS12005	SCO1995		NC_003888.3	2130961	2131341	-	2131341	2131361.0	Jeong2016_dRNA-seq	2131361	0	0	False
SC_RS12010	SCO1996	coaE	NC_003888.3	2131391	2131993	-	2131993	2131993.0	Jeong2016_dRNA-seq	2131993	0	0	False
SC_RS12015	SCO1997		NC_003888.3	2132026	2132964	-	2132964	2132989.0	Jeong2016_dRNA-seq	2132989	1	0	True
SC_RS12020	SCO1998	rpsA	NC_003888.3	2133121	2134629	-	2134629	2134821.0	Jeong2016_dRNA-seq	2134821	0	0	False
SC_RS12025	SCO1999		NC_003888.3	2135154	2135816	+	2135154	2134839.0	Jeong2016_dRNA-seq	2134839	0	0	False
SC_RS12035	SCO2001		NC_003888.3	2138930	2140723	-	2140723	2140893.0	Jeong2016_dRNA-seq	2140893	0	0	False
SC_RS12045	SCO2003	polA	NC_003888.3	2141659	2144382	-	2144382	2144382.0	Jeong2016_dRNA-seq	2144382	0	0	False
SC_RS12070	SCO2008		NC_003888.3	2149285	2150520	+	2149285	2149195.0	Jeong2016_dRNA-seq	2149195	0	0	False
SC_RS12095	SCO2013		NC_003888.3	2155123	2155779	-	2155779	2155815.0	Jeong2016_dRNA-seq	2155815	0	0	False
SC_RS12100	SCOt09		NC_003888.3	2155886	2155958	+	2155886	2155851.0	Jeong2016_dRNA-seq	2155851	0	0	False
SC_RS12105	SCO2014	pyk	NC_003888.3	2156337	2157773	-	2157773	2157773.0	Jeong2016_dRNA-seq	2157773	0	0	False
SC_RS12125	SCO2018	pepN	NC_003888.3	2162746	2165244	-	2165244	2165244.0	Jeong2016_dRNA-seq	2165244	0	0	False
SC_RS12135	SCO2020		NC_003888.3	2165859	2166758	+	2165859	2165818.0	Jeong2016_dRNA-seq	2165818	0	1	True
SC_RS12145	SCO2022		NC_003888.3	2167476	2168201	-	2168201	2168237.0	Jeong2016_dRNA-seq	2168237	0	0	False
SC_RS12150	SCO2023		NC_003888.3	2168356	2169291	+	2168356	2168309.0	Jeong2016_dRNA-seq	2168309	0	0	False
SC_RS12165	SCO2026	gltB	NC_003888.3	2171840	2176384	-	2176384	2176762.0	Jeong2016_dRNA-seq	2176762	0	1	True
SC_RS12170	SCO2027		NC_003888.3	2176826	2177557	-	2177557	2177603.0	Jeong2016_dRNA-seq	2177603	0	0	False
SC_RS12205	SCO2034	lgt	NC_003888.3	2185228	2186259	-	2186259	2186262.0	Jeong2016_dRNA-seq	2186262	0	0	False
SC_RS12240	SCO2041		NC_003888.3	2191109	2191360	-	2191360	2191404.0	Jeong2016_dRNA-seq	2191404	0	0	False
SC_RS12250	SCO2043		NC_003888.3	2192224	2193714	-	2193714	2193732.0	Jeong2016_dRNA-seq	2193732	0	0	False
SC_RS12260	SCO2045		NC_003888.3	2194212	2194847	+	2194212	2194212.0	Jeong2016_dRNA-seq	2194212	0	0	False
SC_RS12325	SCO2057		NC_003888.3	2205747	2206487	+	2205747	2205747.0	Jeong2016_dRNA-seq	2205747	0	0	False
SC_RS12350	SCO2062		NC_003888.3	2209967	2211178	-	2211178	2211216.0	Jeong2016_dRNA-seq	2211216	0	0	False
SC_RS12360	SCO2064	dnaE	NC_003888.3	2211637	2215176	-	2215176	2215237.0	Jeong2016_dRNA-seq	2215237	0	0	False
SC_RS12365	SCO2065		NC_003888.3	2215379	2216719	+	2215379	2215293.0	Jeong2016_dRNA-seq	2215293	0	0	False
SC_RS12370	SCO2066		NC_003888.3	2216806	2217516	+	2216806	2216803.0	Jeong2016_dRNA-seq	2216803	0	0	False
SC_RS12385	SCO2069		NC_003888.3	2220185	2220775	-	2220775	2221062.0	Jeong2016_dRNA-seq	2221062	0	0	False
SC_RS12390	SCO2070		NC_003888.3	2220881	2222029	+	2220881	2220881.0	Jeong2016_dRNA-seq	2220881	0	0	False
SC_RS12405	SCO2073		NC_003888.3	2224211	2225155	-	2225155	2225155.0	Jeong2016_dRNA-seq	2225155	0	0	False
SC_RS12410	SCO2074	lspA	NC_003888.3	2225281	2225895	-	2225895	2225923.0	Jeong2016_dRNA-seq	2225923	0	0	False
SC_RS12415	SCO2075		NC_003888.3	2225964	2226683	-	2226683	2226726.0	Jeong2016_dRNA-seq	2226726	0	0	False
SC_RS12420	SCO2076	ileS	NC_003888.3	2227237	2230380	+	2227237	2226957.0	Jeong2016_dRNA-seq	2226957	0	0	False
SC_RS12425	SCO2077	divIVA	NC_003888.3	2230582	2231778	-	2231778	2231962.0	Jeong2016_dRNA-seq	2231962	0	0	False
SC_RS12430	SCO2078		NC_003888.3	2231834	2232118	-	2232118	2232253.0	Jeong2016_dRNA-seq	2232253	0	0	False
SC_RS12435	SCO2079		NC_003888.3	2232200	2232841	-	2232841	2233068.0	Jeong2016_dRNA-seq	2233068	0	0	False
SC_RS12450	SCO2082	ftsZ	NC_003888.3	2234421	2235620	-	2235620	2235781.0	Jeong2016_dRNA-seq	2235781	0	0	False
SC_RS12460	SCO2084	murG	NC_003888.3	2236729	2237823	-	2237823	2237920.0	Jeong2016_dRNA-seq	2237920	0	0	False
SC_RS12470	SCO2086	murD	NC_003888.3	2239278	2240693	-	2240693	2240818.0	Jeong2016_dRNA-seq	2240818	1	0	True
SC_RS12500	SCO2092	rsmH	NC_003888.3	2247685	2248641	-	2248641	2248858.0	Jeong2016_dRNA-seq	2248858	0	0	False
SC_RS12505	SCO2093		NC_003888.3	2249069	2249617	+	2249069	2249069.0	Jeong2016_dRNA-seq	2249069	0	0	False
SC_RS12510	SCO2094		NC_003888.3	2249874	2250947	+	2249874	2249789.0	Jeong2016_dRNA-seq	2249789	0	0	False
SC_RS12525	SCO2097		NC_003888.3	2254850	2255257	-	2255257	2255437.0	Jeong2016_dRNA-seq	2255437	0	0	False
SC_RS12540	SCO2100		NC_003888.3	2257287	2257916	+	2257287	2257287.0	Jeong2016_dRNA-seq	2257287	0	0	False
SC_RS12550	SCO2102		NC_003888.3	2259944	2260936	-	2260936	2261132.0	Jeong2016_dRNA-seq	2261132	0	0	False
SC_RS12555	SCO2103	metF	NC_003888.3	2260993	2261916	-	2261916	2261916.0	Jeong2016_dRNA-seq	2261916	0	0	False
SC_RS12565	SCO2105		NC_003888.3	2262881	2263246	-	2263246	2263246.0	Jeong2016_dRNA-seq	2263246	0	0	False
SC_RS12575	SCO2107	thiO	NC_003888.3	2264828	2266033	+	2264828	2264717.0	Jeong2016_dRNA-seq	2264717	0	0	False
SC_RS12590	SCO2110	pknB	NC_003888.3	2267216	2269189	+	2267216	2267216.0	Jeong2016_dRNA-seq	2267216	0	0	False
SC_RS12600	SCO2112		NC_003888.3	2270305	2270952	-	2270952	2270952.0	Jeong2016_dRNA-seq	2270952	1	0	True
SC_RS12605	SCO2113	bfr	NC_003888.3	2271144	2271647	+	2271144	2271109.0	Jeong2016_dRNA-seq	2271109	1	0	True
SC_RS12610	SCO2114		NC_003888.3	2271664	2271897	-	2271897	2271956.0	Jeong2016_dRNA-seq	2271956	0	0	False
SC_RS12615	SCO2115		NC_003888.3	2272073	2273425	-	2273425	2273425.0	Jeong2016_dRNA-seq	2273425	0	0	False
SC_RS12620	SCO2116		NC_003888.3	2273596	2276427	+	2273596	2273530.0	Jeong2016_dRNA-seq	2273530	0	0	False
SC_RS12630	SCO2117		NC_003888.3	2276703	2278607	+	2276703	2276540.0	Jeong2016_dRNA-seq	2276540	0	1	True
SC_RS12635	SCO2118		NC_003888.3	2278559	2279554	-	2279554	2279578.0	Jeong2016_dRNA-seq	2279578	0	0	False
SC_RS12640	SCO2119		NC_003888.3	2279638	2280666	-	2280666	2280696.0	Jeong2016_dRNA-seq	2280696	0	0	False
SC_RS12650	SCO2121	macS	NC_003888.3	2281433	2282674	-	2282674	2282880.0	Jeong2016_dRNA-seq	2282880	0	0	False
SC_RS12655	SCO2122		NC_003888.3	2282715	2283488	-	2283488	2283524.0	Jeong2016_dRNA-seq	2283524	0	0	False
SC_RS12665	SCO2124		NC_003888.3	2284435	2285052	+	2284435	2284332.0	Jeong2016_dRNA-seq	2284332	0	0	False
SC_RS12670	SCO2125		NC_003888.3	2285077	2285838	-	2285838	2285838.0	Jeong2016_dRNA-seq	2285838	0	0	False
SC_RS12675	SCO2126		NC_003888.3	2285983	2286936	-	2286936	2286964.0	Jeong2016_dRNA-seq	2286964	0	0	False
SC_RS12695	SCO2130		NC_003888.3	2289595	2290350	-	2290350	2290583.0	Jeong2016_dRNA-seq	2290583	0	0	False
SC_RS12700	SCO2131		NC_003888.3	2290703	2292499	+	2290703	2290491.0	Jeong2016_dRNA-seq	2290491	0	0	False
SC_RS12705	SCO2132		NC_003888.3	2292487	2293725	-	2293725	2293733.0	Jeong2016_dRNA-seq	2293733	0	0	False
SC_RS12715	SCO2134		NC_003888.3	2295175	2296368	-	2296368	2296379.0	Jeong2016_dRNA-seq	2296379	0	0	False
SC_RS12725	SCO2136		NC_003888.3	2297707	2298750	-	2298750	2298800.0	Jeong2016_dRNA-seq	2298800	0	0	False
SC_RS12735	SCO2138		NC_003888.3	2300388	2300627	-	2300627	2300685.0	Jeong2016_dRNA-seq	2300685	0	0	False
SC_RS12745	SCO2140		NC_003888.3	2301552	2301833	+	2301552	2301517.0	Jeong2016_dRNA-seq	2301517	0	0	False
SC_RS12775	SCO2146		NC_003888.3	2307076	2308506	-	2308506	2308771.0	Jeong2016_dRNA-seq	2308771	1	0	True
SC_RS12780	SCO2147	trpD	NC_003888.3	2308851	2309915	-	2309915	2309954.0	Jeong2016_dRNA-seq	2309954	0	0	False
SC_RS12800	SCO2151	ctaE	NC_003888.3	2313623	2314243	-	2314243	2314234.0	Jeong2016_dRNA-seq	2314234	0	0	False
SC_RS12805	SCO2152		NC_003888.3	2314453	2314854	+	2314453	2314405.0	Jeong2016_dRNA-seq	2314405	0	0	False
SC_RS12810	SCO2153		NC_003888.3	2314942	2316216	-	2316216	2316168.0	Jeong2016_dRNA-seq	2316168	0	0	False
SC_RS12825	SCO2156	ctaC	NC_003888.3	2318491	2319450	-	2319450	2319550.0	Jeong2016_dRNA-seq	2319550	0	0	False
SC_RS12830	SCO2157		NC_003888.3	2319777	2321159	+	2319777	2319777.0	Jeong2016_dRNA-seq	2319777	0	0	False
SC_RS12835	SCO2158		NC_003888.3	2321282	2322256	-	2322256	2322298.0	Jeong2016_dRNA-seq	2322298	0	0	False
SC_RS12850	SCO2161		NC_003888.3	2324368	2324724	-	2324724	2324826.0	Jeong2016_dRNA-seq	2324826	0	0	False
SC_RS12855	SCO2162	nadA	NC_003888.3	2325064	2326248	+	2325064	2325018.0	Jeong2016_dRNA-seq	2325018	0	0	False
SC_RS12860	SCO2164		NC_003888.3	2326327	2329452	-	2329452	2329534.0	Jeong2016_dRNA-seq	2329534	1	0	True
SC_RS12880	SCO2168		NC_003888.3	2332033	2332827	-	2332827	2333067.0	Jeong2016_dRNA-seq	2333067	0	0	False
SC_RS12885	SCO2169		NC_003888.3	2333072	2333749	+	2333072	2333150.0	Jeong2016_dRNA-seq	2333150	0	0	False
SC_RS12900	SCO2172		NC_003888.3	2335755	2336003	-	2336003	2336061.0	Jeong2016_dRNA-seq	2336061	0	1	True
SC_RS12915	SCO2175	cobT	NC_003888.3	2338274	2339347	+	2338274	2338274.0	Jeong2016_dRNA-seq	2338274	0	0	False
SC_RS12935	SCO2179		NC_003888.3	2342474	2344027	+	2342474	2342351.0	Jeong2016_dRNA-seq	2342351	1	0	True
SC_RS12940	SCO2180	lpdA	NC_003888.3	2344344	2345732	+	2344344	2344238.0	Jeong2016_dRNA-seq	2344238	0	2	True
SC_RS12950	SCO2182		NC_003888.3	2347778	2348401	+	2347778	2347731.0	Jeong2016_dRNA-seq	2347731	0	0	False
SC_RS12985	SCO2190		NC_003888.3	2356470	2357579	+	2356470	2356455.0	Jeong2016_dRNA-seq	2356455	0	0	False
SC_RS12995	SCO2192		NC_003888.3	2359257	2360720	-	2360720	2360797.0	Jeong2016_dRNA-seq	2360797	0	0	False
SC_RS13000	SCO2193	lipB	NC_003888.3	2360955	2361752	+	2360955	2360912.0	Jeong2016_dRNA-seq	2360912	0	0	False
SC_RS13005	SCO2194	lipA	NC_003888.3	2361907	2362860	+	2361907	2361877.0	Jeong2016_dRNA-seq	2361877	0	0	False
SC_RS13010	SCO2195		NC_003888.3	2363105	2363320	+	2363105	2363038.0	Jeong2016_dRNA-seq	2363038	0	0	False
SC_RS13015	SCO2196		NC_003888.3	2363402	2364106	+	2363402	2363402.0	Jeong2016_dRNA-seq	2363402	0	0	False
SC_RS13020	SCO2197		NC_003888.3	2364217	2364684	-	2364684	2364684.0	Jeong2016_dRNA-seq	2364684	0	0	False
SC_RS13025	SCO2198	glnA	NC_003888.3	2364905	2366314	+	2364905	2364831.0	Jeong2016_dRNA-seq	2364831	0	0	False
SC_RS13030	SCO2199		NC_003888.3	2366485	2366745	+	2366485	2366433.0	Jeong2016_dRNA-seq	2366433	0	0	False
SC_RS13040	SCO2201		NC_003888.3	2367728	2368099	+	2367728	2367728.0	Jeong2016_dRNA-seq	2367728	0	0	False
SC_RS13045	SCO2202	htpX	NC_003888.3	2368178	2369092	+	2368178	2368147.0	Jeong2016_dRNA-seq	2368147	0	0	False
SC_RS13060	SCO2205		NC_003888.3	2371009	2371323	-	2371323	2371384.0	Jeong2016_dRNA-seq	2371384	0	0	False
SC_RS13065	SCO2206		NC_003888.3	2371498	2371857	+	2371498	2371498.0	Jeong2016_dRNA-seq	2371498	0	0	False
SC_RS13070	SCO2207		NC_003888.3	2371976	2372671	+	2371976	2371945.0	Jeong2016_dRNA-seq	2371945	0	0	False
SC_RS13075	SCO2208		NC_003888.3	2372674	2373546	-	2373546	2373587.0	Jeong2016_dRNA-seq	2373587	0	0	False
SC_RS13080	SCO2209		NC_003888.3	2373706	2374182	+	2373706	2373605.0	Jeong2016_dRNA-seq	2373605	0	0	False
SC_RS13085	SCO2210	glnII	NC_003888.3	2374319	2375350	+	2374319	2374240.0	Jeong2016_dRNA-seq	2374240	0	1	True
SC_RS13090	SCO2211		NC_003888.3	2375406	2376335	+	2375406	2375406.0	Jeong2016_dRNA-seq	2375406	1	0	True
SC_RS13110	SCO2216		NC_003888.3	2379677	2380330	+	2379677	2379621.0	Jeong2016_dRNA-seq	2379621	0	0	False
SC_RS13115	SCO2217		NC_003888.3	2380490	2381995	+	2380490	2380418.0	Jeong2016_dRNA-seq	2380418	0	0	False
SC_RS13125	SCO2219		NC_003888.3	2382653	2383162	+	2382653	2382653.0	Jeong2016_dRNA-seq	2382653	0	0	False
SC_RS13190	SCO2232		NC_003888.3	2400651	2401685	+	2400651	2400413.0	Jeong2016_dRNA-seq	2400413	1	0	True
SC_RS13195	SCO2233		NC_003888.3	2401774	2402643	+	2401774	2401780.0	Jeong2016_dRNA-seq	2401780	0	0	False
SC_RS13200	SCO2234		NC_003888.3	2402769	2405768	-	2405768	2405823.0	Jeong2016_dRNA-seq	2405823	1	0	True
SC_RS13205	SCO2235		NC_003888.3	2405942	2406205	+	2405942	2405920.0	Jeong2016_dRNA-seq	2405920	0	0	False
SC_RS13210	SCO2236		NC_003888.3	2406202	2406456	+	2406202	2406115.0	Jeong2016_dRNA-seq	2406115	1	0	True
SC_RS13220	SCO2238		NC_003888.3	2406988	2408757	-	2408757	2408757.0	Jeong2016_dRNA-seq	2408757	0	0	False
SC_RS13230	SCO2240		NC_003888.3	2409463	2410131	-	2410131	2410181.0	Jeong2016_dRNA-seq	2410181	0	0	False
