gene_id,old_locus_tag,product,mod_type,T1_sites,T2_sites,T1_mean_freq,T2_mean_freq,methyl_change,methyl_category,log2FC,padj,baseMean,expr_category,coordination
SC_RS19135,SCO3402,DUF3180 domain-containing protein,4mC,1,1,66.0,87.4,21.4,Increased,-0.89,5.17670061847488e-06,524.1,Mild,Increased_Mild
SC_RS19155,SCO3406,tRNA lysidine(34) synthetase TilS,6mA,1,0,51.0,0.0,-51.0,Lost,3.36,2.0284856127989005e-56,923.8,Up,Lost_Up
SC_RS19210,SCO3417,ABC transporter permease,4mC,1,1,78.8,73.1,-5.7,Stable,-0.78,0.0145200688531843,44.7,Mild,Stable_Mild
SC_RS19420,SCO3459,methyltransferase domain-containing protein,4mC,1,1,52.2,56.8,4.6,Stable,-1.37,0.0028507015433697,27.7,Down,Stable_Down
SC_RS19425,SCO3460,dihydrolipoyl dehydrogenase family protein,4mC,1,1,52.2,56.8,4.6,Stable,-1.95,7.430801972448005e-06,58.1,Down,Stable_Down
SC_RS19605,SCO3497,polysaccharide lyase family 7 protein,4mC,1,1,80.5,80.8,0.3,Stable,-1.04,2.8690632869737323e-06,102.4,Down,Stable_Down
SC_RS19695,SCO3515,SCO6880 family protein,6mA,1,1,57.6,55.1,-2.5,Stable,-1.46,0.0176216803355118,29.3,Down,Stable_Down
SC_RS19835,SCO3540,alpha/beta hydrolase,6mA,1,0,51.8,0.0,-51.8,Lost,1.94,3.9734617306775847e-19,139.9,Up,Lost_Up
SC_RS19835,SCO3540,alpha/beta hydrolase,4mC,1,1,66.0,55.7,-10.4,Decreased,1.94,3.9734617306775847e-19,139.9,Up,Decreased_Up
SC_RS19920,SCO3557,septum site-determining protein Ssd,6mA,1,0,51.0,0.0,-51.0,Lost,1.14,0.001836953298931,61.2,Up,Lost_Up
SC_RS19955,SCO3564,Na+/H+ antiporter NhaA,4mC,1,1,87.0,86.1,-0.9,Stable,-2.82,1.142805936334402e-47,1401.9,Down,Stable_Down
SC_RS20025,SCO3578,ArsA family ATPase,4mC,1,1,94.1,93.5,-0.6,Stable,2.25,5.4335987272076874e-24,1687.8,Up,Stable_Up
SC_RS20040,SCO3581,GatB/YqeY domain-containing protein,6mA,1,1,59.6,57.1,-2.5,Stable,-0.73,0.0007698199172808403,910.7,Mild,Stable_Mild
SC_RS20050,SCO3583,Pr6Pr family membrane protein,6mA,1,1,57.0,55.2,-1.8,Stable,-0.95,0.0044005244563819,46.7,Mild,Stable_Mild
SC_RS20135,SCO3600,helix-turn-helix domain-containing protein,4mC,1,1,69.6,55.4,-14.2,Decreased,-2.03,2.467216729464118e-07,54.5,Down,Decreased_Down
SC_RS20165,SCO3606,PucR family transcriptional regulator,6mA,1,1,56.2,51.0,-5.1,Stable,-1.65,1.7656468254785312e-32,518.8,Down,Stable_Down
SC_RS20270,SCO3627,hypothetical protein,6mA,0,1,0.0,52.0,52.0,Gained,-3.24,1.1814238797918461e-07,18.8,Down,Gained_Down
SC_RS20320,SCO3636,cytochrome P450,6mA,1,0,52.5,0.0,-52.5,Lost,-0.76,0.0001311709002035448,139.3,Mild,Lost_Mild
SC_RS20345,SCO3641,sensor histidine kinase,4mC,1,1,86.6,84.5,-2.1,Stable,-0.95,1.3003584441494651e-05,142.1,Mild,Stable_Mild
SC_RS20360,SCO3644,alpha/beta hydrolase,6mA,1,1,65.3,66.4,1.1,Stable,-3.43,2.678581397977763e-50,197.7,Down,Stable_Down
SC_RS20360,SCO3644,alpha/beta hydrolase,4mC,1,1,89.3,97.0,7.7,Stable,-3.43,2.678581397977763e-50,197.7,Down,Stable_Down
SC_RS20380,SCO3648,MFS transporter,6mA,0,1,0.0,52.7,52.7,Gained,-0.51,0.0142751324150268,122.8,Mild,Gained_Mild
SC_RS20390,SCO3650,orotate phosphoribosyltransferase,4mC,1,1,83.5,75.7,-7.8,Stable,-1.61,3.2032072324825815e-17,689.3,Down,Stable_Down
SC_RS20625,SCO3698,ACR3 family arsenite efflux transporter,4mC,1,0,63.9,0.0,-63.9,Lost,0.84,0.0060578832799546,61.3,Mild,Lost_Mild
SC_RS20645,SCO3702,dihydrofolate reductase family protein,4mC,1,1,80.9,66.2,-14.7,Decreased,0.7,0.0167260019398205,58.1,Mild,Decreased_Mild
SC_RS20720,SCO3717,potassium-transporting ATPase subunit KdpB,4mC,1,1,78.6,72.1,-6.5,Stable,-1.3,2.0173847738475055e-05,87.4,Down,Stable_Down
SC_RS20795,SCO3733,SCO5918 family protein,6mA,1,2,58.3,53.9,-4.4,Stable,-2.51,8.813027366113145e-38,377.4,Down,Stable_Down
SC_RS20860,SCO3747,glycosyltransferase family 39 protein,4mC,1,1,54.9,69.1,14.2,Increased,-2.79,6.508748057957316e-19,98.6,Down,Increased_Down
SC_RS20895,SCO3754,ABC transporter permease,6mA,1,1,72.3,74.6,2.3,Stable,-1.3,6.271131203398981e-05,78.4,Down,Stable_Down
SC_RS20895,SCO3754,ABC transporter permease,4mC,1,1,84.8,64.8,-20.0,Decreased,-1.3,6.271131203398981e-05,78.4,Down,Decreased_Down
SC_RS20915,SCO3758,fatty acid desaturase family protein,6mA,1,1,52.3,50.1,-2.2,Stable,-1.84,9.18821342807732e-06,47.6,Down,Stable_Down
SC_RS20915,SCO3758,fatty acid desaturase family protein,4mC,1,0,54.2,0.0,-54.2,Lost,-1.84,9.18821342807732e-06,47.6,Down,Lost_Down
SC_RS20925,SCO3760,alpha/beta hydrolase,4mC,1,1,68.0,65.4,-2.6,Stable,-2.43,9.464198491931164e-20,99.6,Down,Stable_Down
SC_RS20940,SCO3764,hemolysin family protein,4mC,1,1,70.9,64.5,-6.4,Stable,-1.81,2.087426930089258e-19,487.3,Down,Stable_Down
SC_RS20960,SCO3768,twin-arginine translocase TatA/TatE family subunit,4mC,1,0,60.3,0.0,-60.3,Lost,-1.54,2.3252833102692478e-10,791.5,Down,Lost_Down
SC_RS20985,SCO3773,LysR family transcriptional regulator,6mA,1,1,55.9,61.2,5.4,Stable,-2.69,6.915247166727355e-14,85.0,Down,Stable_Down
SC_RS20985,SCO3773,LysR family transcriptional regulator,4mC,1,1,92.4,83.2,-9.2,Stable,-2.69,6.915247166727355e-14,85.0,Down,Stable_Down
SC_RS21080,SCO3792,methionine--tRNA ligase,4mC,1,1,97.0,89.7,-7.3,Stable,-1.13,1.1349541763313885e-08,2476.0,Down,Stable_Down
SC_RS21125,SCO3800,acyl-CoA dehydrogenase,6mA,0,1,0.0,50.7,50.7,Gained,-4.56,3.631472669398576e-99,2718.5,Down,Gained_Down
SC_RS21130,SCO3801,M18 family aminopeptidase,4mC,1,1,59.1,58.1,-1.0,Stable,-1.35,6.9111450958409245e-15,412.8,Down,Stable_Down
SC_RS21185,SCO3812,GntR family transcriptional regulator,6mA,2,2,59.8,62.1,2.3,Stable,-1.44,9.14039823960764e-05,42.0,Down,Stable_Down
SC_RS21190,SCO3813,DUF1648 domain-containing protein,4mC,1,1,68.7,70.4,1.7,Stable,-1.37,2.945250524173515e-07,115.8,Down,Stable_Down
SC_RS21280,SCO3830,alpha-ketoacid dehydrogenase subunit beta,4mC,1,1,86.2,73.2,-13.0,Decreased,2.27,4.6289114680510664e-33,974.4,Up,Decreased_Up
SC_RS21340,SCO3842,carbohydrate-binding protein,6mA,0,1,0.0,51.7,51.7,Gained,-1.28,3.227181705896614e-05,76.8,Down,Gained_Down
SC_RS21345,SCOt31,,6mA,1,1,63.8,67.2,3.4,Stable,-1.52,0.0032538477279991,16.1,Down,Stable_Down
SC_RS21345,SCOt31,,4mC,1,1,66.2,73.6,7.4,Stable,-1.52,0.0032538477279991,16.1,Down,Stable_Down
SC_RS21490,SCO3870,SCO3870 family protein,4mC,1,1,54.5,50.3,-4.2,Stable,1.51,1.3140229884475144e-11,1021.8,Up,Stable_Up
SC_RS21565,SCO3884,Jag family protein,6mA,1,1,65.3,63.9,-1.4,Stable,-1.46,1.830891026276167e-13,2575.4,Down,Stable_Down
SC_RS21565,SCO3884,Jag family protein,4mC,1,1,68.8,69.4,0.7,Stable,-1.46,1.830891026276167e-13,2575.4,Down,Stable_Down
SC_RS21570,SCO3885,16S rRNA (guanine(527)-N(7))-methyltransferase RsmG,6mA,2,2,55.8,53.7,-2.1,Stable,-1.16,3.2350234122089987e-10,259.6,Down,Stable_Down
SC_RS21590,SCO3889,thioredoxin,4mC,1,1,78.2,78.0,-0.2,Stable,1.69,3.136555515239809e-12,1460.3,Up,Stable_Up
SC_RS21620,SCO3895,DUF6049 family protein,4mC,1,1,65.1,66.1,1.0,Stable,-1.28,6.054445475919675e-14,968.3,Down,Stable_Down
SC_RS21625,SCO3896,CCA tRNA nucleotidyltransferase,4mC,1,1,65.1,66.1,1.0,Stable,-1.21,4.9523544073698787e-14,500.9,Down,Stable_Down
SC_RS21680,SCO3907,single-stranded DNA-binding protein,4mC,0,1,0.0,52.1,52.1,Gained,-2.53,8.216758919198887e-26,12967.7,Down,Gained_Down
SC_RS21755,SCO3922,phage holin family protein,6mA,1,1,63.7,67.8,4.1,Stable,-1.02,9.189805502814383e-08,172.2,Down,Stable_Down
SC_RS21755,SCO3922,phage holin family protein,4mC,0,1,0.0,54.6,54.6,Gained,-1.02,9.189805502814383e-08,172.2,Down,Gained_Down
SC_RS21880,SCO3948,sensor histidine kinase,6mA,1,1,59.8,60.5,0.7,Stable,-1.98,5.740903778122912e-14,119.7,Down,Stable_Down
SC_RS21970,SCO3966,SCO family protein,4mC,1,1,84.3,88.2,3.9,Stable,2.1,4.396567897411433e-09,1159.4,Up,Stable_Up
SC_RS22010,SCO3974,DUF5926 family protein,6mA,0,1,0.0,50.6,50.6,Gained,-1.31,2.3859154846772436e-10,1594.5,Down,Gained_Down
SC_RS22050,SCO3981,GntR family transcriptional regulator,4mC,1,1,82.4,78.6,-3.8,Stable,-1.45,5.6820505366304177e-08,110.2,Down,Stable_Down
SC_RS22225,SCO4021,sensor histidine kinase,6mA,1,1,52.6,59.4,6.8,Stable,-1.29,0.0035199663755551,46.3,Down,Stable_Down
SC_RS22225,SCO4021,sensor histidine kinase,4mC,1,1,67.4,73.4,6.0,Stable,-1.29,0.0035199663755551,46.3,Down,Stable_Down
SC_RS22230,SCO4022,bifunctional glycosyltransferase family 2/GtrA family protein,6mA,1,1,52.8,59.0,6.2,Stable,-0.95,0.040069852006814,36.4,Mild,Stable_Mild
SC_RS22390,SCO4053,copper resistance CopC/CopD family protein,4mC,1,1,76.0,87.9,11.9,Increased,-1.56,1.9286822904196e-07,117.6,Down,Increased_Down
SC_RS22480,SCO4071,phosphoribosylaminoimidazolesuccinocarboxamide synthase,4mC,1,1,70.4,72.2,1.8,Stable,-0.58,0.0060020332326349,962.8,Mild,Stable_Mild
SC_RS22555,SCO4084,maleylpyruvate isomerase family mycothiol-dependent enzyme,6mA,0,1,0.0,51.9,51.9,Gained,-1.29,2.90520712835418e-07,82.6,Down,Gained_Down
SC_RS22705,SCO4107,PP2C family protein-serine/threonine phosphatase,4mC,1,0,62.7,0.0,-62.7,Lost,-1.33,1.1252097539561648e-09,160.8,Down,Lost_Down
SC_RS22780,SCO4122,MarR family winged helix-turn-helix transcriptional regulator,6mA,1,0,56.1,0.0,-56.1,Lost,-3.8,5.766380137126139e-88,473.2,Down,Lost_Down
SC_RS22805,SCO4124,sensor histidine kinase,4mC,1,1,89.9,88.9,-1.0,Stable,-1.73,5.696825283733903e-07,63.6,Down,Stable_Down
SC_RS22825,SCO4128,SCO6880 family protein,6mA,2,1,55.4,54.4,-1.0,Stable,0.73,0.000505969662065196,634.7,Mild,Stable_Mild
SC_RS22855,SCO4134,FAD-binding oxidoreductase,6mA,2,2,61.8,52.5,-9.3,Stable,-1.37,3.151369281666591e-11,253.9,Down,Stable_Down
SC_RS22895,SCO4141,phosphate ABC transporter permease subunit PstC,6mA,1,1,63.9,63.4,-0.5,Stable,5.98,2.462990811661896e-111,2480.0,Up,Stable_Up
SC_RS22910,SCO4144,CHAD domain-containing protein,6mA,1,1,55.6,59.3,3.7,Stable,3.94,1.4127845718220822e-84,788.3,Up,Stable_Up
SC_RS22915,SCO4145,RNA degradosome polyphosphate kinase,6mA,1,1,61.4,57.7,-3.7,Stable,2.73,3.602645767685048e-39,1225.7,Up,Stable_Up
SC_RS22975,SCO4157,S1C family serine protease,4mC,1,1,54.8,54.6,-0.2,Stable,-1.43,0.00014953982922582927,42.5,Down,Stable_Down
SC_RS23015,SCO4165,DUF1416 domain-containing protein,4mC,1,1,70.6,79.9,9.3,Stable,2.56,1.8216476577878484e-20,3926.0,Up,Stable_Up
SC_RS23070,SCO4176,helix-turn-helix domain-containing protein,6mA,1,1,65.9,73.6,7.7,Stable,0.73,0.0025246734030074,128.2,Mild,Stable_Mild
SC_RS23070,SCO4176,helix-turn-helix domain-containing protein,4mC,1,0,63.7,0.0,-63.7,Lost,0.73,0.0025246734030074,128.2,Mild,Lost_Mild
SC_RS23185,SCO4200,DUF2516 family protein,6mA,1,1,79.3,66.4,-12.9,Decreased,1.36,3.356009241308248e-07,610.2,Up,Decreased_Up
SC_RS23185,SCO4200,DUF2516 family protein,4mC,0,1,0.0,60.1,60.1,Gained,1.36,3.356009241308248e-07,610.2,Up,Gained_Up
SC_RS23195,SCO4202,C40 family peptidase,6mA,1,1,62.4,52.5,-10.0,Stable,-0.71,0.00017666714650937438,237.8,Mild,Stable_Mild
SC_RS23305,SCO4224,lanthionine synthetase LanC family protein,4mC,1,1,62.8,53.7,-9.1,Stable,-0.84,3.8403831787061095e-05,590.1,Mild,Stable_Mild
SC_RS23315,SCO4226,SCO4226 family nickel-binding protein,4mC,1,1,63.3,50.3,-12.9,Decreased,3.5,6.0237596298387426e-33,316.3,Up,Decreased_Up
SC_RS23320,SCO4227,hypothetical protein,4mC,1,1,63.3,50.3,-12.9,Decreased,4.48,2.270043796807783e-42,482.8,Up,Decreased_Up
SC_RS23355,SCO4234,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,6mA,1,1,65.8,55.0,-10.9,Decreased,-0.82,0.00012548997956635352,126.4,Mild,Decreased_Mild
SC_RS23405,SCO4243,phage tail protein,4mC,1,1,72.9,71.8,-1.1,Stable,2.91,4.050209560061006e-52,252.7,Up,Stable_Up
SC_RS23420,SCO4246,VgrG-related protein,6mA,1,0,53.0,0.0,-53.0,Lost,3.15,1.4292250302589067e-76,2269.2,Up,Lost_Up
SC_RS23420,SCO4246,VgrG-related protein,4mC,1,1,89.0,71.5,-17.5,Decreased,3.15,1.4292250302589067e-76,2269.2,Up,Decreased_Up
SC_RS23430,SCO4248,phage tail protein,6mA,1,1,73.0,69.7,-3.2,Stable,1.99,2.3289547331803063e-18,421.1,Up,Stable_Up
SC_RS23430,SCO4248,phage tail protein,4mC,1,1,55.0,62.9,7.9,Stable,1.99,2.3289547331803063e-18,421.1,Up,Stable_Up
SC_RS23450,SCO4252,phage tail protein,6mA,1,1,56.4,58.2,1.8,Stable,2.83,5.3006255698795385e-31,4679.5,Up,Stable_Up
SC_RS23450,SCO4252,phage tail protein,4mC,1,1,82.0,76.2,-5.8,Stable,2.83,5.3006255698795385e-31,4679.5,Up,Stable_Up
SC_RS23510,SCO4265,MFS transporter,6mA,0,1,0.0,52.7,52.7,Gained,0.63,0.0153959562681426,259.3,Mild,Gained_Mild
SC_RS23580,SCO4279,GNAT family N-acetyltransferase,4mC,1,1,90.4,86.9,-3.5,Stable,-1.59,5.631691355091954e-10,93.4,Down,Stable_Down
SC_RS23590,SCO4281,diguanylate cyclase CdgB,4mC,1,1,67.6,62.6,-5.0,Stable,2.29,3.188147860529471e-26,2220.3,Up,Stable_Up
SC_RS23645,SCO4292,glucosyl-3-phosphoglycerate synthase,4mC,1,1,62.8,60.5,-2.3,Stable,-0.65,0.0007496832676814144,161.0,Mild,Stable_Mild
SC_RS23655,SCO4294,MoaD/ThiS family protein,4mC,1,1,69.2,74.7,5.4,Stable,3.54,2.6199779150423252e-37,906.0,Up,Stable_Up
SC_RS23715,SCO4306,hypothetical protein,6mA,1,1,70.6,63.5,-7.0,Stable,-1.06,3.1565630729719994e-06,85.0,Down,Stable_Down
SC_RS23725,SCO4308,MurR/RpiR family transcriptional regulator,4mC,1,1,85.6,78.7,-7.0,Stable,-2.07,2.8792150115925665e-21,158.2,Down,Stable_Down
SC_RS23735,SCO4310,DUF4031 domain-containing protein,4mC,1,1,85.6,78.7,-7.0,Stable,-1.01,0.0010989181527867,35.5,Down,Stable_Down
SC_RS23755,SCO4314,maleylpyruvate isomerase family mycothiol-dependent enzyme,4mC,1,1,80.5,67.6,-12.9,Decreased,1.52,1.680835403703467e-14,321.8,Up,Decreased_Up
SC_RS23795,SCO4323,HAD family hydrolase,6mA,0,1,0.0,53.0,53.0,Gained,-1.62,7.444722989563416e-16,438.1,Down,Gained_Down
SC_RS23840,SCO4332,HAD-IC family P-type ATPase,4mC,1,1,83.1,78.6,-4.5,Stable,1.29,1.1627072104022979e-07,1005.4,Up,Stable_Up
SC_RS23905,SCO4347,hypothetical protein,4mC,1,1,81.9,73.8,-8.0,Stable,6.42,1.5208620789766108e-71,337.0,Up,Stable_Up
SC_RS24000,SCO4366,phosphoserine transaminase,4mC,1,1,74.4,71.2,-3.2,Stable,1.59,1.1349973006320215e-10,1861.1,Up,Stable_Up
SC_RS24005,SCO4367,FAD-binding and (Fe-S)-binding domain-containing protein,4mC,1,1,74.4,71.2,-3.2,Stable,1.61,3.041864914869645e-21,463.0,Up,Stable_Up
SC_RS24155,SCO4397,ABC transporter ATP-binding protein,6mA,0,1,0.0,52.2,52.2,Gained,-0.83,3.953435417278277e-06,551.1,Mild,Gained_Mild
SC_RS24175,SCO4401,ABC transporter substrate-binding protein,4mC,1,1,76.6,82.0,5.5,Stable,4.27,5.285785638342756e-117,990.3,Up,Stable_Up
SC_RS24335,SCO4434,LysR family transcriptional regulator,4mC,1,1,62.6,74.6,12.0,Increased,-0.57,0.0159592566093423,110.5,Mild,Increased_Mild
SC_RS24370,SCO4441,helix-turn-helix domain-containing protein,6mA,1,1,55.9,52.3,-3.6,Stable,3.69,3.3894629548345035e-70,1334.8,Up,Stable_Up
SC_RS24370,SCO4441,helix-turn-helix domain-containing protein,4mC,1,1,69.8,64.7,-5.2,Stable,3.69,3.3894629548345035e-70,1334.8,Up,Stable_Up
SC_RS24380,SCO4443,MerR family transcriptional regulator,6mA,0,1,0.0,58.3,58.3,Gained,2.12,1.4387410976569703e-24,717.3,Up,Gained_Up
SC_RS24385,SCO4444,glutathione peroxidase,6mA,0,1,0.0,52.3,52.3,Gained,1.29,1.4360411411475346e-08,477.0,Up,Gained_Up
SC_RS24385,SCO4444,glutathione peroxidase,4mC,1,1,64.7,56.4,-8.3,Stable,1.29,1.4360411411475346e-08,477.0,Up,Stable_Up
SC_RS24480,SCO4463,DMT family transporter,6mA,0,2,0.0,53.8,53.8,Gained,-1.69,2.3230578991583267e-05,28.4,Down,Gained_Down
SC_RS24520,SCO4472,TlpA family protein disulfide reductase,4mC,1,0,66.6,0.0,-66.6,Lost,-1.59,4.361060461820157e-13,471.5,Down,Lost_Down
SC_RS24535,SCO4475,c-type cytochrome biogenesis protein CcsB,4mC,1,1,88.8,84.1,-4.7,Stable,-1.12,1.4788926214199646e-06,1108.9,Down,Stable_Down
SC_RS24635,SCO4495,UdgX family uracil-DNA binding protein,6mA,0,1,0.0,53.2,53.2,Gained,-2.52,1.552650565020701e-11,66.5,Down,Gained_Down
SC_RS24700,SCO4507,serine/threonine-protein kinase,4mC,1,0,54.7,0.0,-54.7,Lost,-1.26,4.6774854860958673e-14,739.9,Down,Lost_Down
SC_RS24725,SCO4514,hypothetical protein,4mC,1,1,71.7,58.2,-13.5,Decreased,1.0,2.1122097486265724e-06,200.3,Mild,Decreased_Mild
SC_RS24790,SCO4527,type II secretion system F family protein,4mC,1,1,91.5,90.0,-1.5,Stable,-1.58,3.498823179319512e-23,334.0,Down,Stable_Down
SC_RS24795,SCO4528,type II secretion system F family protein,6mA,1,1,79.8,76.6,-3.2,Stable,-2.02,5.0752026321648424e-23,462.6,Down,Stable_Down
SC_RS24815,SCO4532,TadE/TadG family type IV pilus assembly protein,4mC,1,1,79.9,76.9,-2.9,Stable,-2.51,7.131448955017539e-11,44.9,Down,Stable_Down
SC_RS24840,SCO4537,hypothetical protein,4mC,1,1,80.2,67.3,-12.9,Decreased,-1.4,7.11605214530022e-10,149.3,Down,Decreased_Down
SC_RS24960,SCO4561,C40 family peptidase,6mA,0,1,0.0,51.7,51.7,Gained,-1.27,2.468525022988568e-08,2991.8,Down,Gained_Down
SC_RS24960,SCO4561,C40 family peptidase,4mC,1,1,84.5,89.6,5.1,Stable,-1.27,2.468525022988568e-08,2991.8,Down,Stable_Down
SC_RS25000,SCO4569,NADH-quinone oxidoreductase subunit NuoH,6mA,1,1,78.3,69.7,-8.7,Stable,3.49,2.0393701833620816e-33,521.1,Up,Stable_Up
SC_RS25005,SCO4570,NADH-quinone oxidoreductase subunit NuoI,4mC,1,1,81.0,86.7,5.7,Stable,2.03,1.5410828256618314e-14,358.6,Up,Stable_Up
SC_RS25030,SCO4575,NADH-quinone oxidoreductase subunit NuoN,4mC,1,1,93.2,83.5,-9.7,Stable,3.22,1.610367303704088e-33,638.0,Up,Stable_Up
SC_RS25055,SCO4580,fumarylacetoacetase,6mA,1,1,52.2,58.7,6.5,Stable,1.92,1.2569074168691232e-20,766.8,Up,Stable_Up
SC_RS25060,SCO4581,HAD family hydrolase,6mA,1,1,52.2,58.7,6.5,Stable,3.66,2.7334265221058907e-59,1071.9,Up,Stable_Up
SC_RS25065,SCO4582,transglycosylase SLT domain-containing protein,6mA,1,0,50.1,0.0,-50.1,Lost,1.56,2.1806079015281662e-14,187.2,Up,Lost_Up
SC_RS25085,SCO4586,ABC transporter permease,4mC,1,1,84.8,83.3,-1.5,Stable,0.94,1.4098910810538406e-06,895.2,Mild,Stable_Mild
SC_RS25120,SCO4593,SDR family oxidoreductase,4mC,1,1,86.5,81.0,-5.6,Stable,1.78,3.8052862030152097e-16,129.6,Up,Stable_Up
SC_RS25280,SCO4624,RRQRL motif-containing zinc-binding protein,6mA,1,0,51.4,0.0,-51.4,Lost,-1.3,0.0347335841107909,9.8,Down,Lost_Down
SC_RS25370,SCO4639,TetR/AcrR family transcriptional regulator,6mA,1,0,55.0,0.0,-55.0,Lost,-1.21,2.4762759966205292e-09,156.7,Down,Lost_Down
SC_RS25385,SCO4642,hypothetical protein,6mA,1,1,58.8,60.4,1.6,Stable,-1.14,0.0243050722000932,16.6,Down,Stable_Down
SC_RS25390,SCO4643,UDP-N-acetylmuramate dehydrogenase,4mC,1,1,71.4,72.5,1.1,Stable,-1.42,7.74646273150684e-16,683.5,Down,Stable_Down
SC_RS25435,SCO4651,LolA-like protein,4mC,1,1,61.2,55.6,-5.6,Stable,-2.7,8.031359111729585e-30,1643.0,Down,Stable_Down
SC_RS25490,SCO4662,elongation factor Tu,6mA,2,2,61.4,65.8,4.4,Stable,-0.9,0.00045638496070117925,61104.9,Mild,Stable_Mild
SC_RS25490,SCO4662,elongation factor Tu,4mC,1,1,87.6,94.6,7.0,Stable,-0.9,0.00045638496070117925,61104.9,Mild,Stable_Mild
SC_RS25605,SCO4686,CBS domain-containing protein,6mA,1,1,54.1,53.1,-1.0,Stable,-1.28,3.160236240912723e-09,379.6,Down,Stable_Down
SC_RS25630,SCO4692,hypothetical protein,4mC,1,1,66.3,54.5,-11.8,Decreased,-0.73,4.593568760855695e-05,198.6,Mild,Decreased_Mild
SC_RS25685,SCO4705,50S ribosomal protein L2,4mC,1,0,73.3,0.0,-73.3,Lost,-2.21,3.545357178749164e-17,21123.2,Down,Lost_Down
SC_RS25705,SCO4709,50S ribosomal protein L16,6mA,1,1,58.9,58.2,-0.6,Stable,-2.49,1.257979071439837e-21,8401.9,Down,Stable_Down
SC_RS25745,SCO4717,50S ribosomal protein L6,4mC,1,1,74.8,76.5,1.7,Stable,-2.26,6.86811775597921e-17,17137.4,Down,Stable_Down
SC_RS25750,SCO4718,50S ribosomal protein L18,4mC,1,1,85.9,95.4,9.5,Stable,-2.24,9.342611973291182e-19,12905.6,Down,Stable_Down
SC_RS25760,SCO4720,50S ribosomal protein L30,4mC,1,0,66.1,0.0,-66.1,Lost,-2.12,2.171232198795765e-15,2958.9,Down,Lost_Down
SC_RS25815,SCO4731,tRNA pseudouridine(38-40) synthase TruA,6mA,1,1,66.1,62.7,-3.4,Stable,-1.7,1.0876899592180302e-26,383.5,Down,Stable_Down
SC_RS25830,SCO4734,50S ribosomal protein L13,4mC,1,1,73.4,54.0,-19.4,Decreased,-2.31,3.4581814952311677e-19,6813.2,Down,Decreased_Down
SC_RS25890,SCO4746,alpha/beta fold hydrolase,4mC,1,1,88.9,95.5,6.7,Stable,-1.72,2.7019599584270516e-22,215.3,Down,Stable_Down
SC_RS25935,SCO4755,LCP family protein,4mC,1,1,56.3,59.6,3.3,Stable,-1.51,2.659204462245608e-05,69.9,Down,Stable_Down
SC_RS25990,SCO4766,LysR family transcriptional regulator,4mC,1,1,85.5,94.2,8.7,Stable,-0.56,0.0038732214510234,179.0,Mild,Stable_Mild
SC_RS26025,SCO4773,nucleotide sugar dehydrogenase,4mC,1,1,89.3,88.3,-1.0,Stable,1.84,1.1872597595211258e-11,100.1,Up,Stable_Up
SC_RS26030,SCO4774,glycerol-3-phosphate dehydrogenase/oxidase,4mC,1,1,89.3,88.3,-1.0,Stable,2.94,1.3354837290506609e-58,334.4,Up,Stable_Up
SC_RS26040,SCO4776,protein kinase,6mA,1,1,54.6,52.0,-2.5,Stable,0.6,0.0033949062818943,1639.7,Mild,Stable_Mild
SC_RS26170,SCO4801,DUF5691 domain-containing protein,4mC,2,2,92.1,90.5,-1.6,Stable,-0.93,1.4006072549511988e-06,433.6,Mild,Stable_Mild
SC_RS26190,SCO4805,vWA domain-containing protein,6mA,1,1,52.3,55.7,3.4,Stable,-2.35,4.202247167935599e-30,229.7,Down,Stable_Down
SC_RS26190,SCO4805,vWA domain-containing protein,4mC,1,1,81.7,75.6,-6.2,Stable,-2.35,4.202247167935599e-30,229.7,Down,Stable_Down
SC_RS26195,SCO4806,hypothetical protein,6mA,1,1,50.4,54.6,4.3,Stable,-2.38,1.0963831592669626e-30,169.3,Down,Stable_Down
SC_RS26195,SCO4806,hypothetical protein,4mC,1,1,82.9,84.4,1.5,Stable,-2.38,1.0963831592669626e-30,169.3,Down,Stable_Down
SC_RS26225,SCO4813,phosphoribosylglycinamide formyltransferase,6mA,1,1,74.2,76.0,1.8,Stable,-2.82,6.653916806136314e-56,394.9,Down,Stable_Down
SC_RS26225,SCO4813,phosphoribosylglycinamide formyltransferase,4mC,1,1,79.0,62.0,-17.0,Decreased,-2.82,6.653916806136314e-56,394.9,Down,Decreased_Down
SC_RS26245,SCO4816,glycoside hydrolase domain-containing protein,4mC,1,1,79.7,76.2,-3.6,Stable,-1.17,0.0019380285033883,73.0,Down,Stable_Down
SC_RS26260,SCO4819,hypothetical protein,4mC,1,1,52.7,73.5,20.8,Increased,1.0,0.0030411755296894,48.3,Mild,Increased_Mild
SC_RS26265,SCO4820,serine/threonine protein kinase,4mC,1,1,63.6,72.9,9.3,Stable,2.45,4.106398930444885e-38,274.3,Up,Stable_Up
SC_RS26295,SCO4827,malate dehydrogenase,4mC,1,1,92.5,94.5,2.0,Stable,0.61,0.0231598462787424,3553.9,Mild,Stable_Mild
SC_RS26305,SCO4829,GMC family oxidoreductase,4mC,1,1,80.5,63.4,-17.0,Decreased,-2.3,1.9079359756850645e-25,296.0,Down,Decreased_Down
SC_RS26310,SCO4830,quaternary amine ABC transporter ATP-binding protein,4mC,1,1,99.0,94.6,-4.5,Stable,-2.6,6.933544150022136e-27,228.0,Down,Stable_Down
