chrom,position,strand,mod_type,timepoint,n_reps,total_coverage,weighted_mod_freq,unweighted_mod_freq
NC_003888.3,4089247,+,4mC,T1,3,109,77.06266055045872,77.07666666666667
NC_003888.3,4094150,-,4mC,T1,3,71,80.28098591549295,78.64999999999999
NC_003888.3,4098166,+,4mC,T1,3,75,60.00146666666667,60.23
NC_003888.3,4100128,+,4mC,T1,3,87,81.60850574712644,81.45333333333333
NC_003888.3,4101281,-,4mC,T1,3,113,82.29964601769912,82.09333333333333
NC_003888.3,4107264,+,6mA,T1,3,146,58.22164383561644,58.31999999999999
NC_003888.3,4109812,-,6mA,T1,3,172,58.722558139534875,57.92666666666667
NC_003888.3,4114596,-,4mC,T1,3,69,92.7536231884058,92.91666666666667
NC_003888.3,4114600,-,6mA,T1,3,208,51.923269230769236,51.98666666666666
NC_003888.3,4115615,+,6mA,T1,3,204,62.74549019607843,62.080000000000005
NC_003888.3,4115882,+,6mA,T1,3,229,75.54786026200874,75.52333333333333
NC_003888.3,4117355,+,4mC,T1,3,70,55.71571428571429,54.88
NC_003888.3,4119809,+,6mA,T1,3,221,50.67701357466063,50.919999999999995
NC_003888.3,4119813,+,4mC,T1,3,131,88.54870229007635,87.53000000000002
NC_003888.3,4123091,+,4mC,T1,3,84,72.61892857142857,71.98
NC_003888.3,4123873,-,6mA,T1,3,203,53.69300492610837,54.38333333333333
NC_003888.3,4123877,-,4mC,T1,3,136,91.91147058823529,91.73
NC_003888.3,4125115,+,4mC,T1,3,73,86.30041095890411,82.89666666666666
NC_003888.3,4127187,+,4mC,T1,3,92,83.69326086956522,84.24666666666667
NC_003888.3,4127605,-,6mA,T1,3,209,52.63277511961722,52.73333333333333
NC_003888.3,4127928,-,4mC,T1,3,126,83.33190476190477,84.82
NC_003888.3,4127932,-,6mA,T1,3,237,72.15202531645569,72.28333333333333
NC_003888.3,4129194,-,4mC,T1,3,50,61.9974,63.5
NC_003888.3,4129198,-,6mA,T1,3,237,57.381434599156115,57.77333333333333
NC_003888.3,4131800,-,6mA,T1,3,194,59.79376288659794,60.60666666666666
NC_003888.3,4132126,-,6mA,T1,3,187,51.87363636363636,52.26
NC_003888.3,4132163,+,4mC,T1,3,99,53.53707070707071,54.14666666666667
NC_003888.3,4134222,+,6mA,T1,3,206,53.399223300970874,51.35999999999999
NC_003888.3,4134420,+,4mC,T1,3,105,68.57161904761904,68.04333333333334
NC_003888.3,4134937,-,4mC,T1,3,74,52.70162162162162,53.31
NC_003888.3,4135553,+,4mC,T1,3,119,84.87403361344538,84.85000000000001
NC_003888.3,4136413,-,4mC,T1,3,125,70.40088,69.43
NC_003888.3,4137013,+,4mC,T1,3,111,82.88306306306306,83.14666666666666
NC_003888.3,4138501,+,4mC,T1,3,86,82.56104651162791,82.44
NC_003888.3,4138944,-,4mC,T1,3,128,69.534375,70.89333333333333
NC_003888.3,4141755,+,4mC,T1,3,67,58.20970149253731,60.31333333333333
NC_003888.3,4145038,+,4mC,T1,3,84,88.09714285714286,88.39333333333333
NC_003888.3,4146829,-,6mA,T1,3,187,54.548074866310166,55.86333333333334
NC_003888.3,4146883,-,4mC,T1,3,115,90.43365217391303,92.43666666666667
NC_003888.3,4149380,+,4mC,T1,3,60,76.6665,77.37666666666667
NC_003888.3,4149863,-,6mA,T1,3,177,57.62446327683615,56.583333333333336
NC_003888.3,4150242,-,4mC,T1,3,98,90.8130612244898,90.96333333333332
NC_003888.3,4156907,+,4mC,T1,3,108,79.62722222222222,79.45666666666666
NC_003888.3,4162333,-,4mC,T1,3,103,80.58300970873786,80.76666666666667
NC_003888.3,4162629,+,6mA,T1,3,184,50.00086956521739,49.46
NC_003888.3,4163455,+,4mC,T1,3,103,90.2931067961165,89.84666666666665
NC_003888.3,4164055,+,4mC,T1,3,60,65.00200000000001,65.61000000000001
NC_003888.3,4165519,+,6mA,T1,3,191,50.25973821989529,50.623333333333335
NC_003888.3,4165530,+,4mC,T1,3,112,94.64446428571429,94.80333333333334
NC_003888.3,4165905,+,4mC,T1,3,62,80.64661290322582,80.67999999999999
NC_003888.3,4166180,+,4mC,T1,3,70,68.57014285714286,70.91333333333334
NC_003888.3,4167154,+,6mA,T1,3,223,50.22071748878924,50.13666666666666
NC_003888.3,4168367,+,6mA,T1,3,226,81.85951327433628,81.94
NC_003888.3,4168530,+,4mC,T1,3,66,75.75984848484848,74.62666666666667
NC_003888.3,4168538,+,6mA,T1,3,212,54.71617924528301,54.82333333333333
NC_003888.3,4168542,+,4mC,T1,3,93,79.56913978494624,79.49666666666667
NC_003888.3,4169425,+,4mC,T1,3,159,97.48245283018869,97.03000000000002
NC_003888.3,4170198,-,4mC,T1,3,107,93.45728971962617,93.50333333333333
NC_003888.3,4170469,+,4mC,T1,3,108,93.51777777777778,93.95
NC_003888.3,4171561,-,4mC,T1,3,72,97.22333333333333,96.82666666666667
NC_003888.3,4171755,+,4mC,T1,3,174,97.70000000000002,97.95666666666666
NC_003888.3,4173267,+,4mC,T1,3,70,74.28428571428572,72.77666666666666
NC_003888.3,4173638,-,4mC,T1,3,75,82.6664,80.48333333333333
NC_003888.3,4173642,-,6mA,T1,3,223,56.054080717488795,56.64666666666667
NC_003888.3,4173885,+,4mC,T1,3,125,93.59872,93.00999999999999
NC_003888.3,4178497,+,4mC,T1,3,123,93.4950406504065,93.33
NC_003888.3,4179014,+,6mA,T1,3,263,58.93832699619772,58.633333333333326
NC_003888.3,4179018,+,4mC,T1,3,75,59.99773333333333,59.78666666666667
NC_003888.3,4181531,+,4mC,T1,3,96,58.33291666666667,59.11333333333332
NC_003888.3,4181994,+,4mC,T1,3,65,67.69123076923077,67.39666666666666
NC_003888.3,4187289,+,6mA,T1,3,209,69.37913875598086,70.17333333333333
NC_003888.3,4190936,+,6mA,T1,3,217,67.74396313364055,66.99333333333334
NC_003888.3,4191016,+,6mA,T1,3,214,53.74004672897197,52.68000000000001
NC_003888.3,4191051,+,4mC,T1,3,77,67.53311688311689,68.70333333333333
NC_003888.3,4194349,-,6mA,T1,3,170,50.00311764705883,50.366666666666674
NC_003888.3,4199916,+,4mC,T1,3,155,94.83858064516129,94.81666666666666
NC_003888.3,4200147,-,4mC,T1,3,143,94.40615384615383,94.72333333333334
NC_003888.3,4203472,+,6mA,T1,3,216,74.53592592592592,74.51333333333332
NC_003888.3,4203543,+,6mA,T1,3,175,59.99771428571429,60.15
NC_003888.3,4204774,+,4mC,T1,3,64,85.93671875,86.82333333333332
NC_003888.3,4207214,+,4mC,T1,3,91,62.635604395604396,63.336666666666666
NC_003888.3,4209237,+,4mC,T1,3,78,92.30871794871794,91.78000000000002
NC_003888.3,4209238,-,6mA,T1,3,31,64.51645161290323,67.56
NC_003888.3,4209242,+,6mA,T1,3,203,50.741625615763546,50.99333333333333
NC_003888.3,4209710,-,6mA,T1,3,178,67.97837078651685,68.61666666666666
NC_003888.3,4213251,+,4mC,T1,3,85,87.05941176470587,86.17
NC_003888.3,4218807,+,6mA,T1,3,192,70.83609375,70.92666666666668
NC_003888.3,4218811,+,4mC,T1,3,44,50.000681818181825,49.870000000000005
NC_003888.3,4224500,+,6mA,T1,3,167,71.85922155688623,71.15333333333332
NC_003888.3,4226441,+,6mA,T1,3,201,52.735870646766166,54.64000000000001
NC_003888.3,4226864,-,4mC,T1,3,90,66.66511111111112,66.17333333333333
NC_003888.3,4226868,-,6mA,T1,3,226,64.16132743362832,63.77
NC_003888.3,4227618,+,4mC,T1,3,46,52.17565217391304,55.55666666666667
NC_003888.3,4227830,+,6mA,T1,3,185,78.37827027027026,78.56666666666666
NC_003888.3,4227911,+,6mA,T1,3,174,66.08879310344828,65.93333333333334
NC_003888.3,4229828,+,6mA,T1,3,195,56.410000000000004,56.86333333333334
NC_003888.3,4230694,+,4mC,T1,3,77,79.22181818181818,79.02666666666666
NC_003888.3,4230958,+,4mC,T1,3,109,87.15623853211008,87.21666666666665
NC_003888.3,4234012,-,4mC,T1,3,164,94.50896341463415,94.42666666666666
NC_003888.3,4235818,+,4mC,T1,3,108,93.52083333333333,94.33999999999999
NC_003888.3,4236074,-,4mC,T1,3,105,83.81390476190477,84.15
NC_003888.3,4237135,-,4mC,T1,3,66,68.1819696969697,71.24333333333333
NC_003888.3,4237139,-,6mA,T1,3,216,52.311342592592595,52.73
NC_003888.3,4237748,+,4mC,T1,3,70,87.14200000000001,86.03000000000002
NC_003888.3,4244747,-,6mA,T1,3,188,58.51095744680851,58.64666666666667
NC_003888.3,4254362,-,4mC,T1,3,146,97.26041095890412,97.64666666666666
NC_003888.3,4254927,-,6mA,T1,3,208,54.81086538461538,54.60999999999999
NC_003888.3,4256467,+,4mC,T1,3,114,88.59815789473683,87.69
NC_003888.3,4256468,-,4mC,T1,3,77,87.0125974025974,86.49333333333334
NC_003888.3,4256583,+,6mA,T1,3,164,68.2929268292683,68.77666666666667
NC_003888.3,4256586,+,4mC,T1,3,40,50.00025,49.06
NC_003888.3,4257263,-,4mC,T1,3,122,97.54098360655738,97.10666666666667
NC_003888.3,4258398,-,4mC,T1,3,58,56.897586206896555,54.47
NC_003888.3,4263171,-,4mC,T1,3,81,58.02740740740741,57.53666666666667
NC_003888.3,4263175,-,6mA,T1,3,209,52.628468899521536,52.17333333333334
NC_003888.3,4267487,-,6mA,T1,3,221,57.921764705882346,56.98
NC_003888.3,4271830,+,4mC,T1,3,67,71.64268656716418,71.74
NC_003888.3,4275123,+,6mA,T1,3,201,65.67373134328359,65.27
NC_003888.3,4275127,+,4mC,T1,3,108,70.37027777777777,68.75333333333333
NC_003888.3,4275929,-,6mA,T1,3,200,53.002399999999994,53.81333333333333
NC_003888.3,4275936,-,6mA,T1,3,177,57.05920903954802,57.86333333333334
NC_003888.3,4279408,-,4mC,T1,3,117,54.698974358974354,54.04333333333333
NC_003888.3,4280476,-,4mC,T1,3,143,92.30755244755244,92.91000000000001
NC_003888.3,4280538,-,4mC,T1,3,119,78.99142857142857,78.17
NC_003888.3,4282692,-,6mA,T1,3,191,61.25623036649215,60.98
NC_003888.3,4283601,-,4mC,T1,3,88,82.95693181818181,83.72333333333334
NC_003888.3,4284349,-,6mA,T1,3,212,61.791886792452836,61.73
NC_003888.3,4290108,-,4mC,T1,3,47,65.95723404255318,65.08666666666666
NC_003888.3,4290576,+,4mC,T1,3,109,90.82642201834864,90.30333333333334
NC_003888.3,4292161,+,4mC,T1,3,116,74.9994827586207,73.09
NC_003888.3,4292179,+,4mC,T1,3,69,81.15869565217392,81.32333333333334
NC_003888.3,4297746,+,4mC,T1,3,95,87.36978947368422,87.33333333333333
NC_003888.3,4298019,+,4mC,T1,3,113,92.03486725663716,91.41333333333334
NC_003888.3,4305875,-,4mC,T1,3,126,92.86095238095238,93.04666666666667
NC_003888.3,4309104,-,4mC,T1,3,98,79.59142857142857,79.75666666666666
NC_003888.3,4309906,+,4mC,T1,3,99,61.61555555555556,61.54666666666666
NC_003888.3,4311680,-,4mC,T1,3,116,83.62103448275863,83.64333333333333
NC_003888.3,4314232,-,4mC,T1,3,75,59.99613333333333,59.17666666666667
NC_003888.3,4316035,-,4mC,T1,3,53,81.13264150943395,80.87
NC_003888.3,4317756,-,6mA,T1,3,190,64.73452631578947,63.71
NC_003888.3,4319618,-,6mA,T1,3,205,50.241317073170734,49.64333333333334
NC_003888.3,4325087,+,4mC,T1,3,140,92.85842857142858,93.78000000000002
NC_003888.3,4327018,-,4mC,T1,3,101,82.17653465346534,80.58999999999999
NC_003888.3,4327022,-,6mA,T1,3,188,64.36351063829787,62.04666666666666
NC_003888.3,4329839,-,4mC,T1,3,86,94.18720930232558,95.43333333333334
NC_003888.3,4335965,-,4mC,T1,3,90,94.44466666666668,94.63
NC_003888.3,4337264,+,6mA,T1,3,31,77.4190322580645,76.66666666666667
NC_003888.3,4337264,+,4mC,T1,3,95,88.4201052631579,88.96999999999998
NC_003888.3,4339627,+,6mA,T1,3,225,66.66542222222222,65.69
NC_003888.3,4339631,+,4mC,T1,3,96,83.33291666666666,84.22333333333333
NC_003888.3,4345172,-,4mC,T1,3,89,51.68393258426966,53.870000000000005
NC_003888.3,4345441,-,4mC,T1,3,74,78.3804054054054,77.2
NC_003888.3,4345994,+,6mA,T1,3,188,60.63819148936171,59.06
NC_003888.3,4346521,+,4mC,T1,3,152,98.02710526315789,97.96
NC_003888.3,4347071,-,6mA,T1,3,197,59.392690355329954,59.79333333333333
NC_003888.3,4354719,-,4mC,T1,3,99,88.88929292929294,89.33
NC_003888.3,4355494,+,4mC,T1,3,72,68.05666666666667,68.70333333333333
NC_003888.3,4359447,-,4mC,T1,3,86,77.91081395348837,78.06333333333333
NC_003888.3,4361210,-,4mC,T1,3,78,84.61256410256411,84.12
NC_003888.3,4363050,+,4mC,T1,3,70,82.85714285714286,82.57666666666667
NC_003888.3,4363912,-,4mC,T1,3,87,86.20597701149424,86.15666666666665
NC_003888.3,4366038,-,4mC,T1,3,84,80.9504761904762,82.58
NC_003888.3,4366661,-,4mC,T1,3,70,52.85971428571428,52.09
NC_003888.3,4367772,-,4mC,T1,3,65,50.76892307692308,50.74666666666667
NC_003888.3,4367841,-,4mC,T1,3,138,94.20347826086956,94.49000000000001
NC_003888.3,4367845,-,6mA,T1,3,215,61.86274418604651,61.72
NC_003888.3,4368098,-,4mC,T1,3,91,84.61604395604395,84.32666666666667
NC_003888.3,4368557,+,4mC,T1,3,103,78.64203883495146,78.30333333333334
NC_003888.3,4370315,-,6mA,T1,3,226,50.442566371681416,50.406666666666666
NC_003888.3,4372549,-,4mC,T1,3,87,65.51908045977011,65.40333333333332
NC_003888.3,4375244,-,4mC,T1,3,94,74.46861702127661,75.26666666666667
NC_003888.3,4376359,+,4mC,T1,3,61,73.76918032786885,73.86333333333333
NC_003888.3,4378392,+,4mC,T1,3,88,89.77193181818181,89.62
NC_003888.3,4380753,+,4mC,T1,3,47,61.70297872340426,62.72
NC_003888.3,4380830,+,6mA,T1,3,176,60.225681818181826,59.97333333333333
NC_003888.3,4380834,+,4mC,T1,3,67,61.193880597014925,62.06333333333333
NC_003888.3,4384628,-,4mC,T1,3,101,82.18079207920792,82.40666666666667
NC_003888.3,4387525,-,4mC,T1,3,134,88.80708955223882,88.81333333333333
NC_003888.3,4392179,+,4mC,T1,3,89,80.89842696629213,80.10666666666667
NC_003888.3,4393915,-,6mA,T1,3,179,60.334860335195536,60.30333333333334
NC_003888.3,4393916,-,6mA,T1,3,201,64.67557213930348,64.17666666666666
NC_003888.3,4393917,-,6mA,T1,3,199,65.32487437185931,65.09666666666668
NC_003888.3,4397557,-,4mC,T1,3,43,55.81465116279069,57.45666666666667
NC_003888.3,4397561,-,6mA,T1,3,184,61.41423913043479,58.85999999999999
NC_003888.3,4397819,-,4mC,T1,3,84,85.71666666666667,86.50999999999999
NC_003888.3,4403190,-,4mC,T1,3,108,91.66842592592592,92.64666666666666
NC_003888.3,4403338,-,6mA,T1,3,157,53.506242038216556,54.48333333333333
NC_003888.3,4404495,-,4mC,T1,3,94,88.29617021276596,87.08666666666666
NC_003888.3,4404567,+,6mA,T1,3,187,57.751443850267385,57.64000000000001
NC_003888.3,4410057,+,4mC,T1,3,101,93.07079207920792,92.56666666666666
NC_003888.3,4410725,-,6mA,T1,3,212,50.00009433962264,49.82333333333333
NC_003888.3,4415926,+,6mA,T1,3,186,51.61419354838709,52.589999999999996
NC_003888.3,4415930,+,4mC,T1,3,110,67.27481818181818,67.42333333333333
NC_003888.3,4417239,-,6mA,T1,3,190,51.58052631578947,52.846666666666664
NC_003888.3,4418771,+,6mA,T1,3,190,50.52584210526316,50.800000000000004
NC_003888.3,4419710,+,4mC,T1,3,62,64.51645161290323,65.59333333333333
NC_003888.3,4420062,+,4mC,T1,3,73,83.5613698630137,83.42
NC_003888.3,4422306,+,6mA,T1,3,173,56.64976878612717,57.370000000000005
NC_003888.3,4422346,-,4mC,T1,3,78,87.18051282051282,86.45333333333333
NC_003888.3,4423519,+,6mA,T1,3,189,52.38042328042328,52.406666666666666
NC_003888.3,4425550,+,6mA,T1,3,207,55.554057971014494,56.27
NC_003888.3,4427746,-,4mC,T1,3,95,79.99936842105262,81.44
NC_003888.3,4428571,-,4mC,T1,3,112,90.18080357142857,89.37
NC_003888.3,4432789,+,4mC,T1,3,65,60.00246153846154,60.98666666666667
NC_003888.3,4436213,-,4mC,T1,3,83,84.3356626506024,82.41333333333334
NC_003888.3,4436216,-,6mA,T1,3,176,61.932159090909096,61.913333333333334
NC_003888.3,4436510,-,4mC,T1,3,70,78.57028571428572,78.89333333333333
NC_003888.3,4439044,-,6mA,T1,3,185,75.67572972972972,75.07
NC_003888.3,4442236,+,6mA,T1,3,183,59.018087431694,58.71666666666667
NC_003888.3,4443983,-,4mC,T1,3,61,81.96786885245902,81.14
NC_003888.3,4444850,-,6mA,T1,3,134,52.236119402985075,50.52666666666667
NC_003888.3,4445154,-,4mC,T1,3,77,75.32376623376624,75.97666666666667
NC_003888.3,4449475,+,4mC,T1,3,135,88.15074074074073,88.00666666666666
NC_003888.3,4454320,+,4mC,T1,3,89,55.05606741573033,55.03
NC_003888.3,4455002,-,6mA,T1,3,179,52.514748603351954,53.20333333333334
NC_003888.3,4459814,+,4mC,T1,3,128,92.19046875000001,92.09000000000002
NC_003888.3,4462584,+,6mA,T1,3,179,52.51715083798882,52.65
NC_003888.3,4463754,+,6mA,T1,3,179,58.10111731843575,58.84
NC_003888.3,4465007,+,4mC,T1,3,65,70.77076923076923,70.44
NC_003888.3,4465685,+,4mC,T1,3,64,78.1225,82.29
NC_003888.3,4467414,-,4mC,T1,3,92,76.08695652173913,74.46
NC_003888.3,4472362,+,4mC,T1,3,79,78.48316455696202,79.00333333333333
NC_003888.3,4476130,-,4mC,T1,3,62,87.09693548387096,88.36333333333333
NC_003888.3,4481500,-,4mC,T1,3,92,85.87304347826087,84.97000000000001
NC_003888.3,4481933,+,4mC,T1,3,118,78.81423728813559,78.7
NC_003888.3,4485791,-,4mC,T1,3,87,78.16,78.35000000000001
NC_003888.3,4485795,-,6mA,T1,3,203,70.44137931034481,70.28
NC_003888.3,4486957,-,4mC,T1,3,77,76.62467532467532,77.39
NC_003888.3,4492468,-,4mC,T1,3,75,85.33266666666667,85.10666666666667
NC_003888.3,4492641,-,4mC,T1,3,69,56.52173913043478,60.0
NC_003888.3,4493600,-,6mA,T1,3,165,58.18315151515152,58.98666666666667
NC_003888.3,4494506,+,4mC,T1,3,99,85.86020202020202,85.74666666666667
NC_003888.3,4499659,-,6mA,T1,3,170,52.35423529411764,52.79333333333333
NC_003888.3,4505755,+,4mC,T1,3,60,61.66933333333334,62.71333333333334
NC_003888.3,4506744,+,4mC,T1,3,138,98.54905797101449,98.41000000000001
NC_003888.3,4506789,+,4mC,T1,3,47,55.31957446808511,55.55666666666667
NC_003888.3,4507660,+,6mA,T1,3,199,56.283467336683415,55.416666666666664
NC_003888.3,4508650,+,6mA,T1,3,181,50.83187845303867,49.97666666666667
NC_003888.3,4508899,+,4mC,T1,3,126,98.41150793650795,98.54333333333334
NC_003888.3,4514369,-,4mC,T1,3,117,94.02085470085468,93.82666666666667
NC_003888.3,4518617,+,6mA,T1,3,157,54.141974522293,54.50333333333333
NC_003888.3,4521480,-,4mC,T1,3,87,90.80505747126438,92.04333333333334
NC_003888.3,4521832,-,6mA,T1,3,158,62.65588607594936,60.830000000000005
NC_003888.3,4527258,-,4mC,T1,3,64,85.938125,85.27666666666666
NC_003888.3,4529092,+,6mA,T1,3,131,59.54251908396947,59.830000000000005
NC_003888.3,4529261,+,6mA,T1,3,182,56.043626373626374,56.11666666666667
NC_003888.3,4529995,+,4mC,T1,3,74,91.8922972972973,92.04333333333334
NC_003888.3,4531251,+,4mC,T1,3,102,73.52764705882353,73.53333333333335
NC_003888.3,4537891,+,4mC,T1,3,89,88.76449438202248,89.86
NC_003888.3,4542027,-,4mC,T1,3,110,94.5450909090909,94.99333333333334
NC_003888.3,4542387,-,6mA,T1,3,178,52.80662921348315,53.25666666666667
NC_003888.3,4542469,-,6mA,T1,3,169,57.39532544378698,57.303333333333335
NC_003888.3,4543151,-,6mA,T1,3,137,61.31240875912408,58.99333333333334
NC_003888.3,4543152,-,6mA,T1,3,154,52.59772727272727,51.71
NC_003888.3,4544896,+,4mC,T1,3,75,88.00040000000001,88.16333333333334
NC_003888.3,4545337,-,6mA,T1,3,168,50.000059523809526,49.69333333333333
NC_003888.3,4546147,+,4mC,T1,3,61,81.96573770491803,82.14999999999999
NC_003888.3,4549698,-,6mA,T1,3,161,63.35229813664597,63.55666666666667
NC_003888.3,4549772,-,6mA,T1,3,164,60.366341463414635,59.99
NC_003888.3,4552676,+,4mC,T1,3,95,89.47821052631579,89.05000000000001
NC_003888.3,4556552,-,6mA,T1,3,220,64.09190909090908,63.876666666666665
NC_003888.3,4557113,+,4mC,T1,3,58,86.2101724137931,86.86
NC_003888.3,4557114,-,4mC,T1,3,96,67.71135416666668,68.30666666666667
NC_003888.3,4559424,-,6mA,T1,3,201,71.64597014925373,72.62
NC_003888.3,4559853,-,6mA,T1,3,171,56.13982456140351,55.583333333333336
NC_003888.3,4562447,-,6mA,T1,3,192,59.893125000000005,61.39000000000001
NC_003888.3,4567337,+,6mA,T1,3,215,54.885441860465114,54.67666666666667
NC_003888.3,4575039,+,4mC,T1,3,73,56.16301369863013,54.800000000000004
NC_003888.3,4575653,-,6mA,T1,3,235,63.82876595744681,64.76
NC_003888.3,4576306,-,4mC,T1,3,72,83.33166666666666,83.19333333333333
NC_003888.3,4578593,-,4mC,T1,3,53,67.92377358490566,69.09333333333335
NC_003888.3,4581919,+,4mC,T1,3,113,73.45389380530975,70.56666666666666
NC_003888.3,4586813,-,4mC,T1,3,64,64.06328124999999,65.41
NC_003888.3,4586817,-,6mA,T1,3,216,54.62833333333334,54.906666666666666
NC_003888.3,4588611,+,6mA,T1,3,222,65.76689189189189,65.88666666666667
NC_003888.3,4588615,+,4mC,T1,3,89,64.04280898876405,63.74333333333334
NC_003888.3,4601623,+,4mC,T1,3,89,75.28123595505618,74.24666666666667
NC_003888.3,4605549,-,4mC,T1,3,95,83.15757894736842,82.13333333333334
NC_003888.3,4608283,+,6mA,T1,3,186,79.03134408602152,79.32666666666667
NC_003888.3,4609721,-,4mC,T1,3,77,71.43142857142857,70.09666666666666
NC_003888.3,4611837,+,6mA,T1,3,192,51.04442708333334,50.81
NC_003888.3,4612189,+,6mA,T1,3,169,62.721301775147936,62.45333333333334
NC_003888.3,4615255,-,4mC,T1,3,32,84.375625,87.18
NC_003888.3,4619082,-,4mC,T1,3,68,73.52794117647058,70.51666666666667
NC_003888.3,4625639,+,4mC,T1,3,113,88.4967256637168,88.32666666666665
NC_003888.3,4627208,+,4mC,T1,3,85,68.23870588235295,69.16333333333334
NC_003888.3,4630506,-,4mC,T1,3,90,92.22455555555554,93.02333333333333
NC_003888.3,4631268,-,4mC,T1,3,52,65.38442307692307,62.81999999999999
NC_003888.3,4632106,-,4mC,T1,3,83,61.44469879518072,63.28333333333333
NC_003888.3,4635324,+,4mC,T1,3,83,89.15867469879518,89.54666666666667
NC_003888.3,4635746,-,4mC,T1,3,77,51.94805194805195,51.629999999999995
NC_003888.3,4638283,-,6mA,T1,3,179,65.3650279329609,65.85000000000001
NC_003888.3,4638912,-,6mA,T1,3,148,64.86297297297298,63.699999999999996
NC_003888.3,4639883,+,4mC,T1,3,108,89.81481481481481,91.16666666666667
NC_003888.3,4640304,+,4mC,T1,3,81,88.88962962962962,89.32
NC_003888.3,4640305,-,4mC,T1,3,74,77.0272972972973,72.51333333333334
NC_003888.3,4643825,-,4mC,T1,3,78,67.95128205128205,65.35666666666667
NC_003888.3,4644410,-,4mC,T1,3,75,96.00319999999999,95.74333333333334
NC_003888.3,4645631,-,4mC,T1,3,98,83.67510204081633,84.22000000000001
NC_003888.3,4646713,-,4mC,T1,3,98,90.81591836734692,91.05
NC_003888.3,4646938,-,6mA,T1,3,192,55.728489583333335,57.40666666666667
NC_003888.3,4648383,-,6mA,T1,3,180,59.99855555555556,60.42666666666667
NC_003888.3,4649434,-,6mA,T1,3,166,70.48024096385542,70.57666666666667
NC_003888.3,4650394,-,4mC,T1,3,79,73.41683544303798,72.91
NC_003888.3,4653969,-,4mC,T1,3,75,57.333600000000004,56.35
NC_003888.3,4654034,+,4mC,T1,3,96,77.08322916666667,76.95333333333333
NC_003888.3,4654147,+,4mC,T1,3,111,85.58675675675676,86.70333333333333
NC_003888.3,4654413,-,6mA,T1,3,194,55.152319587628874,55.78333333333333
NC_003888.3,4654798,+,4mC,T1,3,90,88.89077777777779,88.97333333333334
NC_003888.3,4655000,-,6mA,T1,3,216,51.84875,52.96333333333334
NC_003888.3,4655228,-,4mC,T1,3,56,73.21089285714285,72.58333333333333
NC_003888.3,4655986,-,4mC,T1,3,83,55.422168674698796,55.03
NC_003888.3,4655990,-,6mA,T1,3,178,71.90988764044943,72.99
NC_003888.3,4656579,-,4mC,T1,3,98,85.71285714285715,86.60333333333334
NC_003888.3,4656583,-,6mA,T1,3,189,60.319100529100524,60.916666666666664
NC_003888.3,4656669,-,6mA,T1,3,170,61.76588235294118,62.126666666666665
NC_003888.3,4657519,-,6mA,T1,3,159,61.006666666666675,61.24333333333334
NC_003888.3,4657953,-,6mA,T1,3,135,54.071111111111115,53.06333333333333
NC_003888.3,4659418,-,6mA,T1,3,165,53.33387878787879,55.61333333333334
NC_003888.3,4660066,-,6mA,T1,3,169,51.47769230769231,52.13666666666666
NC_003888.3,4661378,-,4mC,T1,3,112,82.14107142857142,81.95
NC_003888.3,4661382,-,6mA,T1,3,191,55.50068062827226,56.4
NC_003888.3,4662519,+,4mC,T1,3,81,97.53271604938271,98.09666666666668
NC_003888.3,4663819,+,6mA,T1,3,191,53.9282722513089,53.56
NC_003888.3,4663823,+,4mC,T1,3,52,61.54,61.21333333333333
NC_003888.3,4664373,-,4mC,T1,3,102,85.29294117647059,84.13999999999999
NC_003888.3,4669464,+,4mC,T1,3,74,74.3222972972973,74.19666666666667
NC_003888.3,4669533,+,6mA,T1,3,167,55.68826347305389,56.01333333333333
NC_003888.3,4669535,+,6mA,T1,3,215,50.696232558139535,51.34666666666667
NC_003888.3,4671070,+,6mA,T1,3,148,62.835270270270264,61.89666666666667
NC_003888.3,4671071,+,6mA,T1,3,190,74.2107894736842,73.61
NC_003888.3,4671073,+,6mA,T1,3,193,66.83932642487048,66.28666666666668
NC_003888.3,4671074,+,6mA,T1,3,183,66.12273224043716,65.0
NC_003888.3,4671760,-,4mC,T1,3,109,98.16697247706422,98.52
NC_003888.3,4672585,-,6mA,T1,3,181,57.45756906077348,57.26666666666667
NC_003888.3,4673408,-,6mA,T1,3,187,63.634438502673795,63.123333333333335
NC_003888.3,4677635,-,6mA,T1,3,139,51.79820143884893,51.373333333333335
NC_003888.3,4679306,+,6mA,T1,3,209,64.59454545454545,63.913333333333334
NC_003888.3,4679588,-,4mC,T1,3,78,80.76666666666667,80.37333333333333
NC_003888.3,4681332,-,4mC,T1,3,38,94.73894736842105,94.84333333333332
NC_003888.3,4682264,-,4mC,T1,3,68,85.29588235294118,86.07666666666667
NC_003888.3,4694747,-,4mC,T1,3,50,90.0,90.41666666666667
NC_003888.3,4695348,+,4mC,T1,3,58,67.24241379310345,67.63333333333333
NC_003888.3,4697974,-,4mC,T1,3,111,89.1891891891892,89.06
NC_003888.3,4698888,-,4mC,T1,3,118,90.6772881355932,90.63
NC_003888.3,4699109,-,6mA,T1,3,181,50.27723756906077,50.02
NC_003888.3,4699198,-,6mA,T1,3,191,58.63743455497382,58.61666666666667
NC_003888.3,4699723,+,4mC,T1,3,88,82.95272727272727,81.61333333333333
NC_003888.3,4700315,-,4mC,T1,3,80,83.747875,82.48666666666666
