chrom,position,strand,mod_type,timepoint,n_reps,total_coverage,weighted_mod_freq,unweighted_mod_freq
NC_003888.3,4508899,+,4mC,T1,3,126,98.54,98.54
NC_003888.3,4514369,-,4mC,T1,3,117,93.83,93.83
NC_003888.3,4518617,+,6mA,T1,3,157,54.5,54.5
NC_003888.3,4521480,-,4mC,T1,3,87,92.04,92.04
NC_003888.3,4521832,-,6mA,T1,3,158,60.83,60.83
NC_003888.3,4521934,-,6mA,T1,3,168,50.08,50.08
NC_003888.3,4527258,-,4mC,T1,3,64,85.28,85.28
NC_003888.3,4529092,+,6mA,T1,3,131,59.83,59.83
NC_003888.3,4529261,+,6mA,T1,3,182,56.12,56.12
NC_003888.3,4529995,+,4mC,T1,3,74,92.04,92.04
NC_003888.3,4531251,+,4mC,T1,3,102,73.53,73.53
NC_003888.3,4537891,+,4mC,T1,3,89,89.86,89.86
NC_003888.3,4542027,-,4mC,T1,3,110,94.99,94.99
NC_003888.3,4542387,-,6mA,T1,3,178,53.26,53.26
NC_003888.3,4542469,-,6mA,T1,3,169,57.3,57.3
NC_003888.3,4543151,-,6mA,T1,3,137,58.99,58.99
NC_003888.3,4543152,-,6mA,T1,3,154,51.71,51.71
NC_003888.3,4544896,+,4mC,T1,3,75,88.16,88.16
NC_003888.3,4546147,+,4mC,T1,3,61,82.15,82.15
NC_003888.3,4549698,-,6mA,T1,3,161,63.56,63.56
NC_003888.3,4549772,-,6mA,T1,3,164,59.99,59.99
NC_003888.3,4552676,+,4mC,T1,3,95,89.05,89.05
NC_003888.3,4556552,-,6mA,T1,3,220,63.88,63.88
NC_003888.3,4557113,+,4mC,T1,3,58,86.86,86.86
NC_003888.3,4557114,-,4mC,T1,3,96,68.31,68.31
NC_003888.3,4559424,-,6mA,T1,3,201,72.62,72.62
NC_003888.3,4559683,-,6mA,T1,3,193,50.87,50.87
NC_003888.3,4559853,-,6mA,T1,3,171,55.58,55.58
NC_003888.3,4562447,-,6mA,T1,3,192,61.39,61.39
NC_003888.3,4567337,+,6mA,T1,3,215,54.68,54.68
NC_003888.3,4575039,+,4mC,T1,3,73,54.8,54.8
NC_003888.3,4575653,-,6mA,T1,3,235,64.76,64.76
NC_003888.3,4576306,-,4mC,T1,3,72,83.19,83.19
NC_003888.3,4578593,-,4mC,T1,3,53,69.09,69.09
NC_003888.3,4581919,+,4mC,T1,3,113,70.57,70.57
NC_003888.3,4586813,-,4mC,T1,3,64,65.41,65.41
NC_003888.3,4586817,-,6mA,T1,3,216,54.91,54.91
NC_003888.3,4588611,+,6mA,T1,3,222,65.89,65.89
NC_003888.3,4588615,+,4mC,T1,3,89,63.74,63.74
NC_003888.3,4601623,+,4mC,T1,3,89,74.25,74.25
NC_003888.3,4605549,-,4mC,T1,3,95,82.13,82.13
NC_003888.3,4608283,+,6mA,T1,3,186,79.33,79.33
NC_003888.3,4609721,-,4mC,T1,3,77,70.1,70.1
NC_003888.3,4611837,+,6mA,T1,3,192,50.81,50.81
NC_003888.3,4612189,+,6mA,T1,3,169,62.45,62.45
NC_003888.3,4615255,-,4mC,T1,3,32,87.18,87.18
NC_003888.3,4619082,-,4mC,T1,3,68,70.52,70.52
NC_003888.3,4625639,+,4mC,T1,3,113,88.33,88.33
NC_003888.3,4627208,+,4mC,T1,3,85,69.16,69.16
NC_003888.3,4630506,-,4mC,T1,3,90,93.02,93.02
NC_003888.3,4631268,-,4mC,T1,3,52,62.82,62.82
NC_003888.3,4632106,-,4mC,T1,3,83,63.28,63.28
NC_003888.3,4635324,+,4mC,T1,3,83,89.55,89.55
NC_003888.3,4635746,-,4mC,T1,3,77,51.63,51.63
NC_003888.3,4638283,-,6mA,T1,3,179,65.85,65.85
NC_003888.3,4638912,-,6mA,T1,3,148,63.7,63.7
NC_003888.3,4639883,+,4mC,T1,3,108,91.17,91.17
NC_003888.3,4640304,+,4mC,T1,3,81,89.32,89.32
NC_003888.3,4640305,-,4mC,T1,3,74,72.51,72.51
NC_003888.3,4643825,-,4mC,T1,3,78,65.36,65.36
NC_003888.3,4644410,-,4mC,T1,3,75,95.74,95.74
NC_003888.3,4645631,-,4mC,T1,3,98,84.22,84.22
NC_003888.3,4646713,-,4mC,T1,3,98,91.05,91.05
NC_003888.3,4646938,-,6mA,T1,3,192,57.41,57.41
NC_003888.3,4648089,-,6mA,T1,3,178,50.83,50.83
NC_003888.3,4648383,-,6mA,T1,3,180,60.43,60.43
NC_003888.3,4649434,-,6mA,T1,3,166,70.58,70.58
NC_003888.3,4650394,-,4mC,T1,3,79,72.91,72.91
NC_003888.3,4653969,-,4mC,T1,3,75,56.35,56.35
NC_003888.3,4654034,+,4mC,T1,3,96,76.95,76.95
NC_003888.3,4654147,+,4mC,T1,3,111,86.7,86.7
NC_003888.3,4654413,-,6mA,T1,3,194,55.78,55.78
NC_003888.3,4654798,+,4mC,T1,3,90,88.97,88.97
NC_003888.3,4655000,-,6mA,T1,3,216,52.96,52.96
NC_003888.3,4655228,-,4mC,T1,3,56,72.58,72.58
NC_003888.3,4655986,-,4mC,T1,3,83,55.03,55.03
NC_003888.3,4655990,-,6mA,T1,3,178,72.99,72.99
NC_003888.3,4656579,-,4mC,T1,3,98,86.6,86.6
NC_003888.3,4656583,-,6mA,T1,3,189,60.92,60.92
NC_003888.3,4656669,-,6mA,T1,3,170,62.13,62.13
NC_003888.3,4657519,-,6mA,T1,3,159,61.24,61.24
NC_003888.3,4657953,-,6mA,T1,3,135,53.06,53.06
NC_003888.3,4659418,-,6mA,T1,3,165,55.61,55.61
NC_003888.3,4660066,-,6mA,T1,3,169,52.14,52.14
NC_003888.3,4661378,-,4mC,T1,3,112,81.95,81.95
NC_003888.3,4661382,-,6mA,T1,3,191,56.4,56.4
NC_003888.3,4662519,+,4mC,T1,3,81,98.1,98.1
NC_003888.3,4663819,+,6mA,T1,3,191,53.56,53.56
NC_003888.3,4663823,+,4mC,T1,3,52,61.21,61.21
NC_003888.3,4664373,-,4mC,T1,3,102,84.14,84.14
NC_003888.3,4669464,+,4mC,T1,3,74,74.2,74.2
NC_003888.3,4669533,+,6mA,T1,3,167,56.01,56.01
NC_003888.3,4669535,+,6mA,T1,3,215,51.35,51.35
NC_003888.3,4671070,+,6mA,T1,3,148,61.9,61.9
NC_003888.3,4671071,+,6mA,T1,3,190,73.61,73.61
NC_003888.3,4671073,+,6mA,T1,3,193,66.29,66.29
NC_003888.3,4671074,+,6mA,T1,3,183,65.0,65.0
NC_003888.3,4671760,-,4mC,T1,3,109,98.52,98.52
NC_003888.3,4672585,-,6mA,T1,3,181,57.27,57.27
NC_003888.3,4673408,-,6mA,T1,3,187,63.12,63.12
NC_003888.3,4677635,-,6mA,T1,3,139,51.37,51.37
NC_003888.3,4679306,+,6mA,T1,3,209,63.91,63.91
NC_003888.3,4679588,-,4mC,T1,3,78,80.37,80.37
NC_003888.3,4681332,-,4mC,T1,3,38,94.84,94.84
NC_003888.3,4682264,-,4mC,T1,3,68,86.08,86.08
NC_003888.3,4694747,-,4mC,T1,3,50,90.42,90.42
NC_003888.3,4695348,+,4mC,T1,3,58,67.63,67.63
NC_003888.3,4697974,-,4mC,T1,3,111,89.06,89.06
NC_003888.3,4698888,-,4mC,T1,3,118,90.63,90.63
NC_003888.3,4699109,-,6mA,T1,3,181,50.02,50.02
NC_003888.3,4699198,-,6mA,T1,3,191,58.62,58.62
NC_003888.3,4699723,+,4mC,T1,3,88,81.61,81.61
NC_003888.3,4700315,-,4mC,T1,3,80,82.49,82.49
NC_003888.3,4702069,-,4mC,T1,3,85,94.39,94.39
NC_003888.3,4706696,+,4mC,T1,3,72,67.43,67.43
NC_003888.3,4707716,-,4mC,T1,3,59,50.66,50.66
NC_003888.3,4708239,-,4mC,T1,3,72,62.8,62.8
NC_003888.3,4709826,+,4mC,T1,3,74,69.24,69.24
NC_003888.3,4711945,-,4mC,T1,3,94,94.98,94.98
NC_003888.3,4712226,+,4mC,T1,3,63,56.04,56.04
NC_003888.3,4712674,+,6mA,T1,3,201,59.41,59.41
NC_003888.3,4712678,+,4mC,T1,3,78,87.6,87.6
NC_003888.3,4720313,+,6mA,T1,3,192,70.55,70.55
NC_003888.3,4722268,-,6mA,T1,3,162,52.63,52.63
NC_003888.3,4722563,+,4mC,T1,3,114,85.64,85.64
NC_003888.3,4725530,-,4mC,T1,3,55,80.5,80.5
NC_003888.3,4727609,+,6mA,T1,3,202,54.53,54.53
NC_003888.3,4727616,+,4mC,T1,3,50,78.54,78.54
NC_003888.3,4728691,-,4mC,T1,3,57,65.07,65.07
NC_003888.3,4729648,+,4mC,T1,3,107,87.32,87.32
NC_003888.3,4730940,-,4mC,T1,3,72,73.41,73.41
NC_003888.3,4732508,+,6mA,T1,3,184,55.61,55.61
NC_003888.3,4732622,+,6mA,T1,3,205,51.38,51.38
NC_003888.3,4733811,+,4mC,T1,3,140,94.99,94.99
NC_003888.3,4737057,+,6mA,T1,3,171,62.81,62.81
NC_003888.3,4745325,+,6mA,T1,3,157,62.75,62.75
NC_003888.3,4748625,-,4mC,T1,3,93,83.11,83.11
NC_003888.3,4753032,+,4mC,T1,3,79,89.52,89.52
NC_003888.3,4753161,+,4mC,T1,3,52,76.88,76.88
NC_003888.3,4756416,-,4mC,T1,3,45,61.6,61.6
NC_003888.3,4759221,-,4mC,T1,3,79,68.68,68.68
NC_003888.3,4760334,+,4mC,T1,3,122,71.88,71.88
NC_003888.3,4760554,-,4mC,T1,3,69,67.58,67.58
NC_003888.3,4761766,-,4mC,T1,3,88,81.89,81.89
NC_003888.3,4763020,+,4mC,T1,3,52,61.47,61.47
NC_003888.3,4763288,+,4mC,T1,3,44,67.51,67.51
NC_003888.3,4770929,-,4mC,T1,3,100,91.2,91.2
NC_003888.3,4776318,+,4mC,T1,3,129,84.7,84.7
NC_003888.3,4779312,-,4mC,T1,3,65,74.39,74.39
NC_003888.3,4780448,-,6mA,T1,3,142,53.8,53.8
NC_003888.3,4782777,+,4mC,T1,3,61,71.19,71.19
NC_003888.3,4787062,-,4mC,T1,3,49,75.16,75.16
NC_003888.3,4788146,+,6mA,T1,3,146,73.2,73.2
NC_003888.3,4788827,+,4mC,T1,3,59,77.71,77.71
NC_003888.3,4791551,-,6mA,T1,3,161,63.92,63.92
NC_003888.3,4792397,+,4mC,T1,3,75,79.5,79.5
NC_003888.3,4793953,+,6mA,T1,3,177,51.18,51.18
NC_003888.3,4794682,+,6mA,T1,3,177,50.46,50.46
NC_003888.3,4795211,+,6mA,T1,3,172,58.73,58.73
NC_003888.3,4795430,+,6mA,T1,3,186,53.74,53.74
NC_003888.3,4797944,-,4mC,T1,3,77,83.43,83.43
NC_003888.3,4805516,+,6mA,T1,3,183,79.27,79.27
NC_003888.3,4808319,+,4mC,T1,3,59,52.57,52.57
NC_003888.3,4809474,+,6mA,T1,3,200,50.67,50.67
NC_003888.3,4810355,+,4mC,T1,3,69,61.85,61.85
NC_003888.3,4810591,+,4mC,T1,3,49,94.17,94.17
NC_003888.3,4816851,-,6mA,T1,3,157,50.87,50.87
NC_003888.3,4819158,+,4mC,T1,3,144,96.05,96.05
NC_003888.3,4820959,+,6mA,T1,3,186,73.36,73.36
NC_003888.3,4821363,+,4mC,T1,3,83,76.58,76.58
NC_003888.3,4824044,-,4mC,T1,3,81,66.84,66.84
NC_003888.3,4824047,-,6mA,T1,3,159,64.26,64.26
NC_003888.3,4824048,-,6mA,T1,3,182,66.1,66.1
NC_003888.3,4827280,-,6mA,T1,3,150,60.79,60.79
NC_003888.3,4827286,-,6mA,T1,3,142,50.51,50.51
NC_003888.3,4827292,-,6mA,T1,3,147,52.45,52.45
NC_003888.3,4828966,+,4mC,T1,3,67,78.36,78.36
NC_003888.3,4829045,+,6mA,T1,3,168,60.01,60.01
NC_003888.3,4829049,+,4mC,T1,3,54,75.37,75.37
NC_003888.3,4829129,+,6mA,T1,3,175,69.4,69.4
NC_003888.3,4830368,-,6mA,T1,3,163,56.23,56.23
NC_003888.3,4832455,+,6mA,T1,3,155,51.47,51.47
NC_003888.3,4832676,+,4mC,T1,3,56,80.13,80.13
NC_003888.3,4838996,-,6mA,T1,3,204,51.78,51.78
NC_003888.3,4839516,-,4mC,T1,3,60,55.66,55.66
NC_003888.3,4839519,-,6mA,T1,3,194,60.4,60.4
NC_003888.3,4839520,-,6mA,T1,3,209,50.39,50.39
NC_003888.3,4840209,+,6mA,T1,3,159,89.11,89.11
NC_003888.3,4840210,+,6mA,T1,3,139,62.32,62.32
NC_003888.3,4840246,+,6mA,T1,3,144,51.78,51.78
NC_003888.3,4840914,-,4mC,T1,3,113,91.63,91.63
NC_003888.3,4844781,-,4mC,T1,3,64,74.83,74.83
NC_003888.3,4845288,-,4mC,T1,3,75,67.59,67.59
NC_003888.3,4845562,+,6mA,T1,3,175,54.62,54.62
NC_003888.3,4846036,+,6mA,T1,3,177,63.07,63.07
NC_003888.3,4848483,+,6mA,T1,3,162,51.94,51.94
NC_003888.3,4848652,+,4mC,T1,3,82,79.9,79.9
NC_003888.3,4848927,+,6mA,T1,3,164,61.72,61.72
NC_003888.3,4848931,+,4mC,T1,3,93,94.39,94.39
NC_003888.3,4852804,-,4mC,T1,3,70,62.61,62.61
NC_003888.3,4860663,+,4mC,T1,3,88,89.58,89.58
NC_003888.3,4861412,-,4mC,T1,3,64,75.89,75.89
NC_003888.3,4861416,-,6mA,T1,3,203,76.49,76.49
NC_003888.3,4861547,-,6mA,T1,3,177,61.63,61.63
NC_003888.3,4863335,+,6mA,T1,3,169,51.04,51.04
NC_003888.3,4863478,+,6mA,T1,3,164,55.88,55.88
NC_003888.3,4863482,+,4mC,T1,3,84,69.85,69.85
NC_003888.3,4866618,+,4mC,T1,3,72,64.72,64.72
NC_003888.3,4872337,-,4mC,T1,3,65,67.52,67.52
NC_003888.3,4872346,-,4mC,T1,3,109,92.78,92.78
NC_003888.3,4873336,+,4mC,T1,3,52,79.16,79.16
NC_003888.3,4875331,+,6mA,T1,3,184,53.27,53.27
NC_003888.3,4875388,-,4mC,T1,3,74,87.72,87.72
NC_003888.3,4879247,-,6mA,T1,3,158,55.56,55.56
NC_003888.3,4879541,+,4mC,T1,3,97,88.07,88.07
NC_003888.3,4879547,+,6mA,T1,3,195,54.49,54.49
NC_003888.3,4879652,+,4mC,T1,3,82,88.97,88.97
NC_003888.3,4881945,+,6mA,T1,3,168,51.69,51.69
NC_003888.3,4881949,+,4mC,T1,3,64,66.13,66.13
NC_003888.3,4885755,-,4mC,T1,3,97,82.87,82.87
NC_003888.3,4885758,-,6mA,T1,3,153,53.52,53.52
NC_003888.3,4885759,-,6mA,T1,3,186,74.72,74.72
NC_003888.3,4887773,-,6mA,T1,3,179,56.4,56.4
NC_003888.3,4890343,+,4mC,T1,3,43,66.63,66.63
NC_003888.3,4893485,+,4mC,T1,3,66,94.0,94.0
NC_003888.3,4893566,+,4mC,T1,3,55,63.97,63.97
NC_003888.3,4893770,-,4mC,T1,3,73,88.84,88.84
NC_003888.3,4895148,-,6mA,T1,3,132,51.6,51.6
NC_003888.3,4898690,+,4mC,T1,3,57,75.36,75.36
NC_003888.3,4898691,-,4mC,T1,3,71,79.81,79.81
NC_003888.3,4898785,-,4mC,T1,3,90,73.33,73.33
NC_003888.3,4898789,-,6mA,T1,3,188,65.94,65.94
NC_003888.3,4899060,-,4mC,T1,3,77,73.17,73.17
NC_003888.3,4902301,-,4mC,T1,3,93,80.73,80.73
NC_003888.3,4905970,-,4mC,T1,3,46,56.05,56.05
NC_003888.3,4914719,+,6mA,T1,3,155,58.43,58.43
NC_003888.3,4916928,+,6mA,T1,3,163,70.32,70.32
NC_003888.3,4921519,+,4mC,T1,3,56,71.58,71.58
NC_003888.3,4922082,+,4mC,T1,3,67,68.69,68.69
NC_003888.3,4927052,-,4mC,T1,3,63,54.73,54.73
NC_003888.3,4935151,-,4mC,T1,3,33,69.89,69.89
NC_003888.3,4935662,+,4mC,T1,3,103,93.13,93.13
NC_003888.3,4937163,-,4mC,T1,3,53,71.74,71.74
NC_003888.3,4942198,-,4mC,T1,3,87,70.19,70.19
NC_003888.3,4942202,-,6mA,T1,3,199,56.16,56.16
NC_003888.3,4942232,+,4mC,T1,3,91,95.28,95.28
NC_003888.3,4944310,+,6mA,T1,3,159,65.95,65.95
NC_003888.3,4947817,+,4mC,T1,3,99,91.51,91.51
NC_003888.3,4948212,+,6mA,T1,3,146,63.15,63.15
NC_003888.3,4948216,+,4mC,T1,3,111,90.66,90.66
NC_003888.3,4948911,-,6mA,T1,3,144,79.8,79.8
NC_003888.3,4949632,+,4mC,T1,3,84,94.86,94.86
NC_003888.3,4951255,-,4mC,T1,3,58,79.86,79.86
NC_003888.3,4955597,+,4mC,T1,3,69,80.21,80.21
NC_003888.3,4958009,+,4mC,T1,3,52,74.05,74.05
NC_003888.3,4958836,-,4mC,T1,3,84,82.68,82.68
NC_003888.3,4958840,-,6mA,T1,3,175,50.32,50.32
NC_003888.3,4967484,+,4mC,T1,3,66,77.24,77.24
NC_003888.3,4972750,+,6mA,T1,3,162,79.67,79.67
NC_003888.3,4972754,+,4mC,T1,3,60,82.12,82.12
NC_003888.3,4975776,-,6mA,T1,3,137,52.18,52.18
NC_003888.3,4979100,-,6mA,T1,3,118,57.61,57.61
NC_003888.3,4979676,+,4mC,T1,3,101,84.53,84.53
NC_003888.3,4982673,+,4mC,T1,3,73,88.41,88.41
NC_003888.3,4983938,+,4mC,T1,3,75,68.9,68.9
NC_003888.3,4984886,-,4mC,T1,3,59,87.09,87.09
NC_003888.3,4986998,-,6mA,T1,3,146,53.0,53.0
NC_003888.3,4987415,+,6mA,T1,3,152,51.79,51.79
NC_003888.3,4987418,+,4mC,T1,3,38,59.88,59.88
NC_003888.3,4987471,+,6mA,T1,3,151,52.92,52.92
NC_003888.3,4987475,+,4mC,T1,3,68,71.47,71.47
NC_003888.3,4987805,+,6mA,T1,3,155,78.33,78.33
NC_003888.3,4989251,+,4mC,T1,3,72,81.0,81.0
NC_003888.3,4989492,+,4mC,T1,3,115,94.73,94.73
NC_003888.3,4992644,+,6mA,T1,3,162,73.35,73.35
NC_003888.3,4993793,+,4mC,T1,3,80,87.94,87.94
NC_003888.3,4994408,+,4mC,T1,3,64,81.47,81.47
NC_003888.3,4994698,+,4mC,T1,3,98,93.2,93.2
NC_003888.3,4995850,+,4mC,T1,3,78,78.97,78.97
NC_003888.3,4995920,-,4mC,T1,3,74,81.0,81.0
NC_003888.3,5001717,-,6mA,T1,3,166,50.51,50.51
NC_003888.3,5002469,-,6mA,T1,3,150,52.22,52.22
NC_003888.3,5002894,-,6mA,T1,3,155,55.66,55.66
NC_003888.3,5003996,-,4mC,T1,3,50,89.89,89.89
NC_003888.3,5004253,-,6mA,T1,3,151,50.06,50.06
NC_003888.3,5006850,+,6mA,T1,3,151,53.67,53.67
NC_003888.3,5006857,+,4mC,T1,3,70,87.85,87.85
NC_003888.3,5008242,+,4mC,T1,3,50,84.82,84.82
NC_003888.3,5009698,-,4mC,T1,3,51,89.95,89.95
NC_003888.3,5010999,-,6mA,T1,3,157,54.64,54.64
NC_003888.3,5012501,-,6mA,T1,3,127,55.03,55.03
NC_003888.3,5012653,-,4mC,T1,3,69,85.97,85.97
NC_003888.3,5014343,+,6mA,T1,3,138,50.04,50.04
NC_003888.3,5015110,-,4mC,T1,3,62,72.09,72.09
NC_003888.3,5015413,-,4mC,T1,3,55,72.65,72.65
NC_003888.3,5016405,-,4mC,T1,3,74,86.53,86.53
NC_003888.3,5018171,+,6mA,T1,3,155,54.73,54.73
NC_003888.3,5023086,+,6mA,T1,3,184,71.21,71.21
NC_003888.3,5025328,+,6mA,T1,3,176,51.31,51.31
NC_003888.3,5025468,-,4mC,T1,3,42,76.09,76.09
NC_003888.3,5030724,+,6mA,T1,3,173,73.99,73.99
NC_003888.3,5031426,+,4mC,T1,3,90,91.47,91.47
NC_003888.3,5038861,+,4mC,T1,3,63,81.51,81.51
NC_003888.3,5042168,-,6mA,T1,3,153,59.54,59.54
NC_003888.3,5043643,-,6mA,T1,3,170,53.16,53.16
NC_003888.3,5047875,+,6mA,T1,3,102,51.43,51.43
NC_003888.3,5051448,+,4mC,T1,3,82,64.43,64.43
NC_003888.3,5053195,+,4mC,T1,3,89,83.93,83.93
NC_003888.3,5057397,+,4mC,T1,3,50,84.22,84.22
NC_003888.3,5060014,+,6mA,T1,3,181,58.82,58.82
NC_003888.3,5062205,+,4mC,T1,3,66,89.39,89.39
NC_003888.3,5062697,-,4mC,T1,3,95,97.92,97.92
NC_003888.3,5062781,+,4mC,T1,3,68,60.23,60.23
NC_003888.3,5063482,-,6mA,T1,3,158,54.98,54.98
NC_003888.3,5066527,+,6mA,T1,3,169,58.84,58.84
NC_003888.3,5066945,+,4mC,T1,3,63,71.37,71.37
NC_003888.3,5067422,+,4mC,T1,3,42,77.18,77.18
NC_003888.3,5067963,-,4mC,T1,3,99,92.97,92.97
NC_003888.3,5068790,+,6mA,T1,3,141,61.76,61.76
NC_003888.3,5070543,-,4mC,T1,3,73,94.33,94.33
NC_003888.3,5074790,+,6mA,T1,3,169,51.39,51.39
NC_003888.3,5075127,+,4mC,T1,3,83,61.23,61.23
NC_003888.3,5077215,+,4mC,T1,3,85,90.38,90.38
NC_003888.3,5077385,+,4mC,T1,3,57,75.08,75.08
NC_003888.3,5080972,+,4mC,T1,3,90,91.33,91.33
NC_003888.3,5081734,+,4mC,T1,3,46,79.96,79.96
NC_003888.3,5081764,+,4mC,T1,3,114,91.4,91.4
NC_003888.3,5084441,-,4mC,T1,3,66,79.07,79.07
NC_003888.3,5090744,+,6mA,T1,3,178,52.31,52.31
NC_003888.3,5090745,+,6mA,T1,3,185,61.31,61.31
NC_003888.3,5091538,+,4mC,T1,3,46,63.49,63.49
NC_003888.3,5092055,+,6mA,T1,3,179,65.91,65.91
NC_003888.3,5092060,-,4mC,T1,3,80,87.6,87.6
NC_003888.3,5092064,-,6mA,T1,3,164,56.83,56.83
NC_003888.3,5093296,-,4mC,T1,3,35,65.66,65.66
NC_003888.3,5094703,+,4mC,T1,3,75,86.34,86.34
NC_003888.3,5097620,+,4mC,T1,3,44,50.13,50.13
NC_003888.3,5097700,+,4mC,T1,3,52,95.45,95.45
NC_003888.3,5101176,-,6mA,T1,3,162,50.34,50.34
NC_003888.3,5106232,+,6mA,T1,3,149,50.11,50.11
NC_003888.3,5114951,+,6mA,T1,3,172,50.58,50.58
NC_003888.3,5115520,+,6mA,T1,3,169,54.12,54.12
NC_003888.3,5118401,-,4mC,T1,3,48,66.29,66.29
NC_003888.3,5129575,-,4mC,T1,3,54,73.34,73.34
NC_003888.3,5131916,+,6mA,T1,3,195,58.87,58.87
NC_003888.3,5135003,+,4mC,T1,3,87,74.85,74.85
NC_003888.3,5135642,+,4mC,T1,3,97,85.93,85.93
NC_003888.3,5136510,+,4mC,T1,3,89,66.06,66.06
NC_003888.3,5140256,+,4mC,T1,3,80,84.17,84.17
NC_003888.3,5141946,-,4mC,T1,3,102,96.85,96.85
NC_003888.3,5142410,-,4mC,T1,3,96,88.45,88.45
NC_003888.3,5143231,+,4mC,T1,3,62,76.65,76.65
NC_003888.3,5144108,-,6mA,T1,3,150,66.13,66.13
NC_003888.3,5144880,+,4mC,T1,3,65,89.27,89.27
NC_003888.3,5146697,-,6mA,T1,3,123,56.23,56.23
NC_003888.3,5146698,-,6mA,T1,3,153,51.22,51.22
NC_003888.3,5146700,-,6mA,T1,3,151,63.55,63.55
NC_003888.3,5146703,+,6mA,T1,3,178,58.45,58.45
NC_003888.3,5147472,+,4mC,T1,3,64,73.43,73.43
NC_003888.3,5150420,-,4mC,T1,3,41,60.46,60.46
NC_003888.3,5155288,+,6mA,T1,3,179,61.06,61.06
NC_003888.3,5155292,+,4mC,T1,3,108,89.16,89.16
NC_003888.3,5156834,+,6mA,T1,3,167,64.72,64.72
NC_003888.3,5156936,+,6mA,T1,3,161,53.09,53.09
NC_003888.3,5159175,-,4mC,T1,3,74,94.06,94.06
NC_003888.3,5159802,+,4mC,T1,3,90,88.86,88.86
NC_003888.3,5166292,-,6mA,T1,3,153,56.99,56.99
NC_003888.3,5166542,+,4mC,T1,3,66,56.3,56.3
NC_003888.3,5167370,+,4mC,T1,3,60,90.17,90.17
NC_003888.3,5172062,-,4mC,T1,3,61,83.67,83.67
NC_003888.3,5174992,-,6mA,T1,3,133,53.13,53.13
NC_003888.3,5175831,-,6mA,T1,3,158,58.9,58.9
NC_003888.3,5176700,-,4mC,T1,3,65,94.71,94.71
NC_003888.3,5177771,-,4mC,T1,3,62,85.53,85.53
NC_003888.3,5184130,-,6mA,T1,3,159,50.4,50.4
NC_003888.3,5187036,+,4mC,T1,3,109,89.26,89.26
NC_003888.3,5187614,-,6mA,T1,3,165,52.74,52.74
NC_003888.3,5188336,+,4mC,T1,3,77,84.94,84.94
NC_003888.3,5188414,+,4mC,T1,3,68,79.6,79.6
NC_003888.3,5189704,+,4mC,T1,3,44,50.66,50.66
NC_003888.3,5190162,+,6mA,T1,3,180,65.13,65.13
NC_003888.3,5190166,+,4mC,T1,3,67,71.53,71.53
NC_003888.3,5191447,+,6mA,T1,3,136,54.55,54.55
NC_003888.3,5193594,-,6mA,T1,3,125,72.03,72.03
NC_003888.3,5197971,+,6mA,T1,3,150,56.19,56.19
NC_003888.3,5198268,+,6mA,T1,3,169,61.81,61.81
NC_003888.3,5198936,-,4mC,T1,3,85,93.39,93.39
NC_003888.3,5200407,-,4mC,T1,3,65,94.87,94.87
NC_003888.3,5201935,+,6mA,T1,3,157,67.01,67.01
NC_003888.3,5203658,-,4mC,T1,3,41,54.44,54.44
NC_003888.3,5207175,-,4mC,T1,3,32,56.35,56.35
NC_003888.3,5208752,+,4mC,T1,3,64,86.2,86.2
NC_003888.3,5209389,-,6mA,T1,3,153,52.3,52.3
NC_003888.3,5209646,-,4mC,T1,3,70,76.77,76.77
NC_003888.3,5210454,-,4mC,T1,3,92,90.08,90.08
NC_003888.3,5210852,-,4mC,T1,3,49,54.25,54.25
NC_003888.3,5211842,-,6mA,T1,3,137,56.05,56.05
NC_003888.3,5211845,-,6mA,T1,3,166,77.43,77.43
NC_003888.3,5213907,+,4mC,T1,3,82,86.15,86.15
NC_003888.3,5216904,-,6mA,T1,3,171,52.91,52.91
NC_003888.3,5218898,+,4mC,T1,3,64,81.87,81.87
NC_003888.3,5218969,+,6mA,T1,3,160,64.4,64.4
NC_003888.3,5220924,+,6mA,T1,3,127,50.3,50.3
NC_003888.3,5222799,-,6mA,T1,3,146,54.65,54.65
NC_003888.3,5226760,-,6mA,T1,3,155,66.39,66.39
NC_003888.3,5226781,+,4mC,T1,3,97,93.46,93.46
NC_003888.3,5226895,-,4mC,T1,3,85,90.78,90.78
NC_003888.3,5227475,+,6mA,T1,3,136,55.79,55.79
NC_003888.3,5227701,-,4mC,T1,3,45,61.49,61.49
NC_003888.3,5231639,-,4mC,T1,3,74,81.74,81.74
NC_003888.3,5231642,-,6mA,T1,3,144,52.32,52.32
NC_003888.3,5233150,-,4mC,T1,3,61,82.91,82.91
NC_003888.3,5233154,-,6mA,T1,3,160,50.35,50.35
NC_003888.3,5233883,+,6mA,T1,3,146,57.73,57.73
NC_003888.3,5233887,+,4mC,T1,3,58,62.34,62.34
NC_003888.3,5233915,+,6mA,T1,3,137,60.62,60.62
NC_003888.3,5234727,+,6mA,T1,3,146,65.65,65.65
NC_003888.3,5235829,+,6mA,T1,3,144,57.98,57.98
NC_003888.3,5236922,-,4mC,T1,3,64,78.13,78.13
NC_003888.3,5237083,+,4mC,T1,3,73,90.7,90.7
NC_003888.3,5237435,+,6mA,T1,3,91,65.48,65.48
NC_003888.3,5237755,-,6mA,T1,3,140,79.03,79.03
