locus_tag	gene_name	tf_family	tss	tss_source	is_exposed	methyl_score_T1	methyl_score_T2	methyl_change	n_sites_T1	n_sites_T2	LFC_T2vsT1	padj
SC_RS04705		MerR	598727	experimental	0	0.0	0.0	0.0	0	0	-0.2555736968055837	0.2168150645344763
SC_RS04835		GntR	624279	experimental	0	0.0	0.0	0.0	0	0	-0.9433490184549614	7.94951712541436e-06
SC_RS04870		LysR	632103	experimental	0	0.0	0.0	0.0	0	0	1.1253242509724075	0.0008193329300162326
SC_RS05030		TetR	662382	experimental	0	0.0	0.0	0.0	0	0	-1.3806107592335697	1.4194622833374866e-09
SC_RS06810		LysR	1023032	experimental	0	0.0	0.0	0.0	0	0	-0.4772048442742282	0.0120987735911652
SC_RS07440		MarR	1156424	experimental	0	0.0	0.0	0.0	0	0	-0.7239327318856952	0.0016983258209083
SC_RS07560		LysR	1180792	experimental	0	0.0	0.7675	0.7675	0	1	-0.2796669422137035	0.1696859684266855
SC_RS07675		MarR	1204428	experimental	0	0.0	0.0	0.0	0	0	-3.0080310333944755	1.5860014578227278e-35
SC_RS07955		HTH (other)	1272566	experimental	0	0.0	0.0	0.0	0	0	0.2374184958600412	0.3373512395314135
SC_RS08270		GntR	1333703	experimental	0	0.0	0.0	0.0	0	0	1.0766209737666954	7.426593085767971e-07
SC_RS08405		GntR	1359669	experimental	0	0.0	0.5167	0.5167	0	1	2.1057438513634956	4.0551381275647776e-23
SC_RS08755		LysR	1436223	experimental	0	0.0	0.0	0.0	0	0	-0.9605657831935214	0.000403135925303092
SC_RS08765		GntR	1439097	experimental	0	0.5095000000000001	0.5584	0.048899999999999944	1	1	0.1597062880722764	0.5418839352618804
SC_RS08795		PadR	1443944	experimental	0	0.7223	0.7036	-0.01870000000000005	1	1	-1.9279560325209248	1.2332702048146581e-13
SC_RS09025		GntR	1505123	experimental	0	0.0	0.0	0.0	0	0	-1.6696264391008333	5.546353953875236e-10
SC_RS10405		GntR	1798424	experimental	0	0.0	0.0	0.0	0	0	-0.353903328095132	0.0941528653586779
SC_RS11480		GntR	2025509	experimental	0	0.0	0.0	0.0	0	0	-0.7888889859643665	0.0238542068978254
SC_RS11810		LacI	2091793	experimental	0	0.0	0.0	0.0	0	0	-0.2010790962214221	0.3594170229614814
SC_RS12540		TetR	2257287	experimental	0	0.0	0.0	0.0	0	0	-1.1760584902213558	1.9714985390388704e-08
SC_RS13110		LuxR	2379621	experimental	0	0.0	0.0	0.0	0	0	0.6334977444438131	0.0123584252593536
SC_RS13245		TetR	2412355	experimental	0	0.0	0.0	0.0	0	0	-2.3593263713051065	1.9148890641630937e-36
SC_RS13290		HTH (other)	2420519	experimental	0	0.6872	0.7129000000000001	0.025700000000000056	1	1	0.0268734445240934	0.9173440777866962
SC_RS13505		MerR	2465169	experimental	0	0.0	0.0	0.0	0	0	0.7319845006785644	0.0307218255852334
SC_RS13905		TetR	2544685	experimental	0	1.521	1.3640999999999999	-0.15690000000000004	2	2	-2.0828744171810603	1.2315115228409676e-16
SC_RS14615		HTH (other)	2709442	experimental	0	0.0	0.0	0.0	0	0	6.548033675600466	3.471112608425624e-25
SC_RS15295		LysR	2877352	experimental	0	0.0	0.0	0.0	0	0	-1.545047797073473	1.0394474310091813e-07
SC_RS15310		MarR	2879447	experimental	0	0.6539	0.5665	-0.08740000000000003	1	1	-1.7982234604448477	4.222239132995101e-12
SC_RS16045		HTH (other)	3046953	experimental	0	0.0	0.0	0.0	0	0	0.2758729870204867	0.190781310302348
SC_RS16305		LysR	3101285	experimental	0	0.0	0.0	0.0	0	0	0.5984049222969914	0.0374742264573745
SC_RS16420		HTH (other)	3121982	experimental	0	0.6718000000000001	0.0	-0.6718000000000001	1	0	-0.5979448199753106	0.0092025414099577
SC_RS16445		HTH (other)	3124292	experimental	0	0.0	0.0	0.0	0	0	0.6139764895093552	0.1353780149371302
SC_RS16890		Other regulatory	3216358	experimental	0	0.0	0.0	0.0	0	0	-2.6025226019957697	8.954113337846598e-42
SC_RS17040		MarR	3257116	experimental	0	0.0	0.0	0.0	0	0	-0.9799334650582734	8.765027360232627e-07
SC_RS17490		HTH (other)	3369403	experimental	0	0.0	0.0	0.0	0	0	-1.4358495492559784	2.050194883728441e-10
SC_RS18120		TetR	3510171	experimental	0	0.0	0.0	0.0	0	0	-0.6427306650916031	0.0010582175327488
SC_RS18140		MarR	3513024	experimental	0	0.0	0.0	0.0	0	0	-1.736865431174652	3.766058292846129e-10
SC_RS18200		SARP	3528878	experimental	0	0.5444	0.0	-0.5444	1	0	6.949077268642777	2.843813340633079e-193
SC_RS18245		LuxR	3538640	experimental	0	0.5515	0.5101	-0.04139999999999999	1	1	0.7315135174403783	0.0008879392789083207
SC_RS18415		GntR	3609721	experimental	0	1.6887	1.6372	-0.0515000000000001	2	2	-1.0843103358965274	1.0395639145973961e-07
SC_RS18455		GntR	3615480	experimental	0	0.0	0.0	0.0	0	0	-1.419717560385532	1.3693062857415376e-07
SC_RS18650		HTH (other)	3661170	experimental	0	0.0	0.0	0.0	0	0	-1.2650280579402415	6.886251573346317e-14
SC_RS18945		HTH (other)	3723315	experimental	0	0.9288	0.9254000000000001	-0.0033999999999998476	1	1	5.053239856673179	3.2250728328845596e-42
SC_RS19060		HTH (other)	3750688	experimental	0	0.0	0.0	0.0	0	0	-1.370860052285528	9.872901228053644e-14
SC_RS19220		PadR	3785358	experimental	0	1.7438999999999998	1.6518000000000002	-0.09209999999999963	2	2	0.4187576408909682	0.0844118470877411
SC_RS19300		LysR	3796515	experimental	0	0.0	0.0	0.0	0	0	-1.3601660673887694	2.685795941235712e-06
SC_RS20085		Response regulator	3968617	experimental	0	0.0	0.0	0.0	0	0	0.2797582421693333	0.3518159755939012
SC_RS20405		Sigma factor	4032146	experimental	0	0.0	0.0	0.0	0	0	1.7223390426510168	1.7412292541006279e-10
SC_RS21215		Sigma factor	4197520	experimental	0	0.0	0.0	0.0	0	0	1.310694237759117	4.907646276702839e-07
SC_RS21460		GntR	4248804	experimental	0	0.0	0.5556	0.5556	0	1	-0.968150437241485	0.00012202081597216942
SC_RS21605		Sigma factor	4283450	experimental	0	0.8371999999999999	0.8662000000000001	0.029000000000000137	1	1	-0.8842277897666299	7.96040211431427e-06
SC_RS21740		LysR	4315336	experimental	0	0.0	0.5131	0.5131	0	1	-0.1708207191854317	0.5553387914036154
SC_RS22050		GntR	4384371	experimental	0	0.8240999999999999	0.7864	-0.037699999999999956	1	1	-1.5040099061374936	3.3935088343188985e-08
SC_RS22280		MarR	4430185	experimental	0	0.0	0.0	0.0	0	0	-0.3902015744251957	0.4149756322814256
SC_RS22660		TetR	4498965	experimental	0	0.0	0.0	0.0	0	0	-1.2470294917463904	6.984975099716425e-06
SC_RS22755		Sigma factor	4523360	experimental	0	0.0	0.0	0.0	0	0	0.5179152334004495	0.0073699165004591
SC_RS22760		TetR	4524526	experimental	0	0.0	0.0	0.0	0	0	0.5466153459692958	0.0058416357384083
SC_RS22985		Other regulatory	4577179	experimental	0	0.0	0.0	0.0	0	0	-1.629376884623052	1.4721879765192988e-14
SC_RS23125		GntR	4597385	experimental	0	0.0	0.0	0.0	0	0	-1.3377593251735038	1.1612657039727315e-10
SC_RS23175		HTH (other)	4607362	experimental	0	0.0	0.0	0.0	0	0	2.1921293766384964	2.541634587262129e-17
SC_RS23215		AraC	4615969	experimental	0	0.0	0.0	0.0	0	0	0.4919418173550524	0.0371300701401709
SC_RS23260		GntR	4623652	experimental	0	0.0	0.0	0.0	0	0	-1.8629415036724264	1.1482132219469806e-18
SC_RS23495		LuxR	4675329	experimental	0	0.0	0.0	0.0	0	0	3.5530500560240452	2.139897480019223e-66
SC_RS24295		SARP	4845857	experimental	0	1.1769	1.198	0.021099999999999897	2	2	-0.1603696898773004	0.3771867284076129
SC_RS24335		LysR	4853069	experimental	0	0.6261	0.7461	0.12	1	1	-0.5371643334291469	0.043602122589429
SC_RS24415		TetR	4872011	experimental	0	1.6030000000000002	1.3128	-0.29020000000000024	2	2	-1.339059905599438	0.0034938488708966
SC_RS24660		TetR	4917934	experimental	0	0.0	0.0	0.0	0	0	-0.1955527263746052	0.3520014117284666
SC_RS24870		HTH (other)	4960479	experimental	0	0.0	0.0	0.0	0	0	-1.0389399666347574	1.4464312825203213e-07
SC_RS24895		SARP	4963995	experimental	0	0.0	0.0	0.0	0	0	-1.1978947777256936	2.950480771332669e-14
SC_RS25300		GntR	5049876	experimental	0	0.0	0.0	0.0	0	0	-2.0030003450098706	5.033784986312014e-33
SC_RS25565		HTH (other)	5108850	experimental	0	0.0	0.0	0.0	0	0	2.0094596718345183	6.3500994667229034e-21
SC_RS25945		Sigma factor	5168216	experimental	0	0.0	0.0	0.0	0	0	0.0391434477188788	0.912385443595934
SC_RS26410		TetR	5282203	experimental	0	0.0	0.0	0.0	0	0	-1.0420045115726009	6.957203793107287e-06
SC_RS26645		LysR	5330904	experimental	0	0.0	0.0	0.0	0	0	-0.1805331386425537	0.5206553902002139
SC_RS26885		HTH (other)	5378730	experimental	0	0.7465	0.6918000000000001	-0.05469999999999997	1	1	-1.5037572140369422	7.074958543968286e-18
SC_RS27500		TetR	5511160	experimental	0	0.0	0.0	0.0	0	0	-0.279756102428906	0.2397519675404819
SC_RS27570		TetR	5523964	experimental	0	0.0	0.0	0.0	0	0	-0.968415726549512	1.2646220706874316e-05
SC_RS28300		HTH (other)	5684465	experimental	0	0.0	0.0	0.0	0	0	0.1057761042701627	0.6385202902807969
SC_RS28935		Response regulator	5818975	experimental	0	0.0	0.0	0.0	0	0	4.127422402040575	5.691845368051615e-69
SC_RS29970		HTH (other)	6051815	experimental	0	0.0	0.0	0.0	0	0	0.7420507085815143	0.0047985260612851
SC_RS30400		GntR	6137094	experimental	0	0.0	0.0	0.0	0	0	0.3965031998402008	0.063464145235937
SC_RS30605		HTH (other)	6180337	experimental	0	0.5109	0.5882000000000001	0.07730000000000004	1	1	-0.9533445994635814	2.487220058621646e-07
SC_RS30970		Response regulator	6279028	experimental	0	0.0	0.0	0.0	0	0	0.0932018066415579	0.646328896048459
SC_RS30975		Response regulator	6285148	experimental	0	0.0	0.0	0.0	0	0	1.168849628143596	1.428362334716447e-09
SC_RS31445		GntR	6393148	experimental	0	0.5152	0.5506	0.03539999999999999	1	1	0.2521101596065923	0.2217514587170929
SC_RS31780		TetR	6473573	experimental	0	0.0	0.0	0.0	0	0	0.4219627721174718	0.1081495764250377
SC_RS31810		LysR	6482626	experimental	0	0.0	0.0	0.0	0	0	-0.1660811078739064	0.4530570841861401
SC_RS32590		Other regulatory	6663084	experimental	0	0.9645	0.9667	0.0021999999999999797	1	1	-0.2195603813184456	0.3661808085236542
SC_RS32595		TetR	6663289	experimental	0	0.9645	0.9667	0.0021999999999999797	1	1	-0.5406453460164375	0.0121743305102451
SC_RS32840		HTH (other)	6724307	experimental	0	0.0	0.0	0.0	0	0	0.3385888427573652	0.3035377740719929
SC_RS32850		TetR	6726270	experimental	0	0.0	0.0	0.0	0	0	-1.6921746705944911	1.1202219245308845e-17
SC_RS33045		GntR	6761490	experimental	0	0.0	0.0	0.0	0	0	-1.3206568939190424	9.09203534029234e-12
SC_RS33095		HTH (other)	6773592	experimental	0	0.0	0.0	0.0	0	0	-1.491451820560571	2.319751536591326e-22
SC_RS33215		LuxR	6803101	experimental	0	0.0	0.0	0.0	0	0	0.4782619277516289	0.0102861825084771
SC_RS33445		Sigma factor	6863479	experimental	0	0.0	0.0	0.0	0	0	1.337317203288845	0.0031962451529069
SC_RS33520		LuxR	6876381	experimental	0	0.0	0.0	0.0	0	0	-0.303897339137293	0.3424312504463147
SC_RS33530		GntR	6878277	experimental	0	0.0	0.0	0.0	0	0	0.2459721269061796	0.3681125649631474
SC_RS33535		Other regulatory	6879218	experimental	0	1.4179000000000002	2.2634	0.8454999999999997	2	3	-3.893969757275019	1.066758755587877e-56
SC_RS33680		TetR	6946428	experimental	0	0.0	0.0	0.0	0	0	5.760559807279964	4.2546279492310193e-122
SC_RS33790		LysR	6968507	experimental	0	0.8103	0.8558	0.045499999999999985	1	1	-1.7638930857481436	0.0003548332591381192
SC_RS33845		TetR	6983919	experimental	0	0.0	0.0	0.0	0	0	5.64164587970935	5.919853237152226e-82
SC_RS34795		Sigma factor	7209841	experimental	0	1.0597	0.5318999999999999	-0.5278000000000002	2	1	-0.8015448506006795	0.0002731154149116781
SC_RS35345		HTH (other)	7357395	experimental	0	0.0	0.0	0.0	0	0	3.4542782824649105	3.794104688895444e-42
SC_RS35750		LacI	7467771	experimental	0	0.0	0.9246	0.9246	0	1	0.6798423507142383	0.0027559372352917
SC_RS35855		MerR	7488278	experimental	0	0.0	0.0	0.0	0	0	-0.6865194575835192	0.0405776491643274
SC_RS36075		TetR	7537172	experimental	0	0.9762000000000001	0.9129	-0.06330000000000002	1	1	-0.6403094467276355	0.0006349301591705871
SC_RS36100		TetR	7542340	experimental	0	0.0	0.684	0.684	0	1	0.6291926420799107	0.0787536742106468
SC_RS36230		HTH (other)	7570989	experimental	0	0.0	0.0	0.0	0	0	4.18818416855333	2.2746054820052138e-64
SC_RS36250		HTH (other)	7574420	experimental	0	0.0	0.0	0.0	0	0	1.6781459809331831	7.1171749584475345e-09
SC_RS36340		HTH (other)	7601654	experimental	0	0.0	0.0	0.0	0	0	1.0043070894449593	0.0005471739590211038
SC_RS36370		HTH (other)	7606744	experimental	0	0.0	0.0	0.0	0	0	1.704766680025774	2.9971516292073325e-05
SC_RS36955		HTH (other)	7713329	experimental	0	0.0	0.0	0.0	0	0	4.9981655517587935	1.1862200961115036e-89
SC_RS37110		Other regulatory	7746720	experimental	0	0.0	0.0	0.0	0	0	0.8714399089590873	5.471540920322899e-05
SC_RS37305		LacI	7798381	experimental	0	0.0	0.0	0.0	0	0	-0.064737259834703	0.8379313774938503
SC_RS37955		HTH (other)	7941058	experimental	0	0.0	0.6239	0.6239	0	1	0.0718285413261871	0.7952201984159857
SC_RS38085		LuxR	7969590	experimental	0	0.0	0.0	0.0	0	0	-0.5539297731384942	0.0024708536724236
SC_RS38850		Response regulator	8138893	experimental	0	0.0	0.752	0.752	0	1	0.5847669811785028	0.0004004752164334768
SC_RS39260		LacI	8225429	experimental	0	0.0	0.0	0.0	0	0	0.7811605527339489	0.0190641474917775
SC_RS39370		LysR	8246125	experimental	0	0.0	0.551	0.551	0	1	0.0056058425597796	0.9913493203979524
SC_RS39690		GntR	8310612	experimental	0	0.0	0.0	0.0	0	0	-2.0447745447516876	2.4260245194617923e-12
SC_RS40010		HTH (other)	8385997	experimental	0	0.0	0.0	0.0	0	0	0.0149745896885122	0.9596082650623552
SC_RS40390		MarR	8468385	experimental	0	0.0	0.0	0.0	0	0	-2.0917948352529736	1.4007733879194647e-11
SC_RS40655		TetR	8531016	experimental	0	0.0	0.0	0.0	0	0	-0.4174065933169598	0.1377137424905338
SC_RS40730		MarR	8545444	experimental	0	0.0	0.5992000000000001	0.5992000000000001	0	1	-0.1741048302880306	0.6050479792914909
SC_RS40805		HTH (other)	8559846	experimental	0	0.5755	0.5468	-0.02870000000000006	1	1	-2.5619620415523228	1.1832564910063192e-16
SC_RS40820		MarR	8563058	experimental	0	0.0	0.0	0.0	0	0	-0.8699499104938572	0.00027342565979095613
SC_RS40895		MarR	8577403	experimental	0	0.0	0.0	0.0	0	0	0.6076535507906453	0.0804134377063252
SC_RS40985		MarR	8594981	experimental	0	0.0	0.0	0.0	0	0	0.5656972723420995	0.0232554305403738
SC_RS40995		HTH (other)	8597410	experimental	0	0.0	0.0	0.0	0	0	1.261643880020301	0.0007105266566833079
SC_RS41050		MarR	8605768	experimental	0	0.5735	0.0	-0.5735	1	0	1.739360189083133	1.035711164182444e-11
SC_RS41060		HTH (other)	8607423	experimental	0	0.0	0.0	0.0	0	0	1.5662371874803238	1.7865601168972647e-10
SC_RS41130		TetR	8618313	experimental	0	0.0	0.0	0.0	0	0	-1.32681480157996	0.0008348340048993398
SC_RS03330		DeoR	272835	experimental	0	0.0	0.0	0.0	0	0	0.1856124198594002	0.5303909528237968
SC_RS13625		TetR	2490116	experimental	0	0.0	0.0	0.0	0	0	-3.6785594595047497	1.370862249191376e-54
SC_RS16095		Response regulator	3059927	experimental	0	0.0	0.0	0.0	0	0	1.2096047876748393	6.336024003110741e-06
SC_RS24570		LysR	4902850	experimental	0	0.0	0.0	0.0	0	0	-1.782254636697688	1.156535113595577e-12
SC_RS26700		Sigma factor	5340376	experimental	0	0.0	0.0	0.0	0	0	-2.86125403228855	1.3435532952629864e-28
SC_RS31020		HTH (other)	6294433	experimental	0	0.0	0.0	0.0	0	0	1.7894618842724015	3.186873037692048e-14
SC_RS31630		SARP	6432601	experimental	0	0.0	0.0	0.0	0	0	5.766145976636925	7.118446734291721e-93
SC_RS33720		GntR	6954391	experimental	0	0.0	0.0	0.0	0	0	-1.290961164731407	7.068120183178838e-11
SC_RS40125		MerR	8410679	experimental	0	0.0	0.0	0.0	0	0	3.432483032696287	9.001370195962068e-30
SC_RS40675		MerR	8535344	experimental	0	0.0	0.0	0.0	0	0	4.76165145269846	3.86074003211624e-44
SC_RS09100		Lrp	1522060	experimental	0	0.0	0.0	0.0	0	0	-1.1826985668865246	2.014089676815084e-05
SC_RS03185		TetR	242194	experimental	0	0.9216	0.9333	0.011700000000000044	1	1	-0.4971417508530264	0.0901212041885733
SC_RS22220		Response regulator	4415204	experimental	0	0.0	0.0	0.0	0	0	-1.6272759167813424	0.0009914299072501598
SC_RS07125		TetR	1092334	experimental	0	0.0	0.5024000000000001	0.5024000000000001	0	1	-0.3074996038188972	0.365904400435074
SC_RS24560		TetR	4899948	experimental	0	0.0	0.0	0.0	0	0	-1.921991732569087	1.6876961919694148e-11
SC_RS23155		TetR	4602509	experimental	0	0.0	0.0	0.0	0	0	-0.0497444104967417	0.8690489962823835
SC_RS13080		MarR	2373605	experimental	0	0.8269	1.4663	0.6394	1	2	-1.3333028534286857	0.0014419994691959
SC_RS20465		LuxR	4047585	experimental	0	0.0	0.0	0.0	0	0	-0.4900137405310378	0.0091828900082284
SC_RS05550		HTH (other)	768417	experimental	0	0.0	0.0	0.0	0	0	0.4367757823192684	0.0429844780136526
SC_RS18150		TetR	3516054	experimental	0	0.0	0.0	0.0	0	0	4.856724971652082	5.17136316912809e-55
SC_RS18960		TetR	3725580	experimental	0	1.6303	1.5559	-0.07440000000000002	2	2	-1.019987760502148	8.305183422310918e-07
SC_RS39915		HTH (other)	8365625	experimental	0	0.9028	0.9444	0.04159999999999997	1	1	0.2931662760725855	0.5052175261291697
SC_RS26970		MarR	5396563	experimental	0	0.0	0.0	0.0	0	0	0.3625111409304058	0.1034305953753409
SC_RS03465		TetR	307492	experimental	0	0.0	0.0	0.0	0	0	0.1809936950716508	0.5380679660607398
SC_RS11550		TetR	2038869	experimental	0	0.0	0.0	0.0	0	0	-0.7804448369207966	1.696537828464571e-05
SC_RS26480		Sigma factor	5292429	experimental	0	0.0	0.0	0.0	0	0	-0.8656253963693089	0.0818482743983268
SC_RS26760		DeoR	5354193	experimental	0	0.0	0.0	0.0	0	0	5.409192046372062	8.809572607315187e-127
SC_RS37360		LacI	7813832	experimental	0	0.0	0.0	0.0	0	0	-1.3678123968883125	0.0029568608275968
SC_RS19375		Sigma factor	3811236	experimental	0	0.0	0.0	0.0	0	0	0.6097174855112353	0.0198304068325978
SC_RS38950		TetR	8160970	experimental	0	0.0	0.0	0.0	0	0	-1.2451739491795264	3.533152619373427e-09
SC_RS10470		TetR	1811305	experimental	0	0.0	0.0	0.0	0	0	-0.4224356507983213	0.0402269567186664
SC_RS23925		HTH (other)	4766968	experimental	0	0.0	0.0	0.0	0	0	-0.7478349571292228	0.1349854775698884
SC_RS15360		MarR	2888288	experimental	0	0.5014	0.5958	0.09440000000000004	1	1	-1.699264731230462	6.263411542327251e-13
SC_RS02325		LacI	49113	experimental	0	0.0	0.7931999999999999	0.7931999999999999	0	1	-1.387040868752092	5.484456753990473e-05
SC_RS02820		HTH (other)	164961	experimental	0	0.6167	0.5211	-0.09560000000000002	1	1	6.5258022270214955	6.4330655872150475e-46
SC_RS04675		Response regulator	592995	experimental	0	0.5179	0.0	-0.5179	1	0	0.4079731264369198	0.3156743423064929
SC_RS07300		MarR	1130108	experimental	0	0.0	0.7968000000000001	0.7968000000000001	0	1	0.9056248772386454	0.01949500379464
SC_RS19360		MarR	3809946	experimental	0	0.0	0.0	0.0	0	0	-0.6432160559241085	0.0030346195576277
SC_RS19650		LacI	3873554	experimental	0	0.8391	0.7764	-0.06269999999999998	1	1	-0.685131266923946	0.0002466180720491901
SC_RS24490		PadR	4884950	experimental	0	0.0	0.0	0.0	0	0	-0.9277729038261568	0.0159221959818504
SC_RS26290		HTH (other)	5255564	experimental	0	0.0	0.0	0.0	0	0	-1.3736469625156915	5.580842535142294e-12
SC_RS28395		Sigma factor	5705186	experimental	0	0.0	0.0	0.0	0	0	1.194774560228728	6.56804444676948e-10
SC_RS32895		HTH (other)	6731817	experimental	0	0.0	0.0	0.0	0	0	3.5207947882862323	1.4847944445914017e-29
SC_RS36305		HTH (other)	7588011	experimental	0	0.0	0.0	0.0	0	0	1.3990722097709627	1.3050018606680508e-10
SC_RS37190		Sigma factor	7760903	experimental	0	0.0	0.0	0.0	0	0	1.4810371489880654	0.0007988354455659184
SC_RS38730		TetR	8111002	experimental	0	0.0	0.0	0.0	0	0	-0.336534203471169	0.3724618526390929
SC_RS41225		TetR	8634834	experimental	0	0.0	0.0	0.0	0	0	-0.2239299840535009	0.4159008897276456
SC_RS37910		LuxR	7932265	experimental	0	0.0	0.6720999999999999	0.6720999999999999	0	1	0.672353546046164	0.0004395585997294437
SC_RS37205		Sigma factor	7767743	experimental	0	0.0	0.0	0.0	0	0	-0.3677977540169557	0.1618316559879959
SC_RS18490		MerR	3619527	experimental	0	0.8051	0.8406999999999999	0.035599999999999854	1	1	-1.8598754505709565	3.383008936344059e-11
SC_RS19550		LacI	3850317	experimental	0	0.0	0.0	0.0	0	0	-0.8513963741940334	7.017574452788661e-07
SC_RS08620		LuxR	1406038	experimental	0	0.9048	0.8452	-0.0596000000000001	1	1	2.402480491396414	2.902646931410837e-36
SC_RS15515		LuxR	2930862	experimental	0	0.0	0.0	0.0	0	0	-0.6686046467441714	0.0313710583947066
SC_RS33650		SARP	6937977	experimental	0	0.0	0.0	0.0	0	0	7.349693532232767	1.8256821576326673e-182
SC_RS15755		LysR	2980535	experimental	0	0.7831999999999999	0.6218	-0.16139999999999988	1	1	0.6457246562594147	0.0064990117679231
SC_RS30255		GntR	6108427	experimental	0	0.0	0.0	0.0	0	0	1.9167403204535205	8.384883584761842e-13
SC_RS38175		Sigma factor	7995561	experimental	0	0.0	0.0	0.0	0	0	5.050346580708983	1.5636113024571704e-27
SC_RS25135		Sigma factor	5020446	experimental	0	0.0	0.0	0.0	0	0	-0.6384631318452194	0.00090861208705514
SC_RS06290		Response regulator	919722	experimental	0	0.0	0.0	0.0	0	0	-1.7448967975087544	5.809410538268299e-23
SC_RS34435		HTH (other)	7132198	experimental	0	0.0	0.0	0.0	0	0	2.1609388766811266	5.297091418927399e-20
