locus_tag,motif_count,has_motif,positions,is_coordinated
SC_RS05920,16,True,"[-277, -254, -246, -231, -226, -149, -68, -59, -277, -254, -246, -231, -226, -149, -68, -59]",False
SC_RS05925,14,True,"[-278, -266, -176, -102, -97, -90, 31, -278, -266, -176, -102, -97, -90, 31]",False
SC_RS05930,8,True,"[-231, -153, -148, 32, -231, -153, -148, 32]",False
SC_RS05935,10,True,"[-266, -180, -159, 21, 26, -266, -180, -159, 21, 26]",False
SC_RS05940,14,True,"[-260, -125, -89, -74, -57, 20, 38, -260, -125, -89, -74, -57, 20, 38]",False
SC_RS05945,16,True,"[-292, -278, -234, -196, -124, -96, -55, -29, -292, -278, -234, -196, -124, -96, -55, -29]",True
SC_RS05950,20,True,"[-280, -253, -179, -126, -104, -64, -51, -38, -26, 37, -280, -253, -179, -126, -104, -64, -51, -38, -26, 37]",False
SC_RS05955,10,True,"[-203, -188, -127, -88, -12, -203, -188, -127, -88, -12]",False
SC_RS05960,8,True,"[-222, -217, -67, 40, -222, -217, -67, 40]",False
SC_RS05965,10,True,"[-289, -215, -166, -154, -127, -289, -215, -166, -154, -127]",False
SC_RS05970,14,True,"[-297, -280, -185, -156, -145, -127, -123, -297, -280, -185, -156, -145, -127, -123]",False
SC_RS05975,8,True,"[-258, -198, -189, -53, -258, -198, -189, -53]",False
SC_RS05980,6,True,"[-256, -186, 15, -256, -186, 15]",False
SC_RS05985,8,True,"[-171, -70, -23, 30, -171, -70, -23, 30]",False
SC_RS05990,6,True,"[-257, -210, -109, -257, -210, -109]",False
SC_RS05995,6,True,"[-242, -135, -111, -242, -135, -111]",False
SC_RS06000,14,True,"[-242, -220, -167, -73, -49, -35, -25, -242, -220, -167, -73, -49, -35, -25]",False
SC_RS06005,18,True,"[-270, -185, -175, -145, -123, -85, -77, -60, 45, -270, -185, -175, -145, -123, -85, -77, -60, 45]",False
SC_RS06010,14,True,"[-288, -236, -133, -47, -16, 24, 44, -288, -236, -133, -47, -16, 24, 44]",False
SC_RS06015,26,True,"[-264, -252, -236, -173, -157, -106, -100, -96, -78, -68, -45, 26, 35, -264, -252, -236, -173, -157, -106, -100, -96, -78, -68, -45, 26, 35]",False
SC_RS06020,12,True,"[-263, -240, -215, -115, 16, 39, -263, -240, -215, -115, 16, 39]",False
SC_RS06025,16,True,"[-214, -141, -94, -63, -18, 17, 26, 37, -214, -141, -94, -63, -18, 17, 26, 37]",False
SC_RS06030,12,True,"[-266, -179, -138, -116, -66, 27, -266, -179, -138, -116, -66, 27]",False
SC_RS06035,14,True,"[-272, -177, -171, -93, -34, -29, 18, -272, -177, -171, -93, -34, -29, 18]",False
SC_RS06040,8,True,"[-286, -199, -158, -133, -286, -199, -158, -133]",False
SC_RS06045,10,True,"[-270, -258, -226, -197, 23, -270, -258, -226, -197, 23]",False
SC_RS06050,16,True,"[-261, -192, -175, -136, -109, -32, -24, 4, -261, -192, -175, -136, -109, -32, -24, 4]",False
SC_RS06055,10,True,"[-256, -252, -176, -98, -67, -256, -252, -176, -98, -67]",False
SC_RS06060,16,True,"[-287, -281, -274, -242, -177, -173, -79, -61, -287, -281, -274, -242, -177, -173, -79, -61]",False
SC_RS06065,10,True,"[-299, -226, -18, -9, 11, -299, -226, -18, -9, 11]",False
SC_RS06070,14,True,"[-248, -241, -225, -221, -160, -140, -131, -248, -241, -225, -221, -160, -140, -131]",False
SC_RS06075,12,True,"[-272, -222, -200, -186, -152, -125, -272, -222, -200, -186, -152, -125]",False
SC_RS06080,6,True,"[-281, -201, 24, -281, -201, 24]",False
SC_RS06085,16,True,"[-251, -199, -193, -154, -143, -137, -19, -5, -251, -199, -193, -154, -143, -137, -19, -5]",False
SC_RS06090,14,True,"[-256, -154, -148, -94, -27, -17, -13, -256, -154, -148, -94, -27, -17, -13]",False
SC_RS06095,2,True,"[-76, -76]",False
SC_RS06100,2,True,"[-198, -198]",False
SC_RS06105,12,True,"[-271, -121, -107, -80, -76, 18, -271, -121, -107, -80, -76, 18]",False
SC_RS06110,20,True,"[-278, -259, -253, -244, -233, -217, -140, -112, -89, 27, -278, -259, -253, -244, -233, -217, -140, -112, -89, 27]",True
SC_RS06115,8,True,"[-173, -57, -34, -6, -173, -57, -34, -6]",False
SC_RS06120,30,True,"[-291, -280, -271, -265, -246, -215, -205, -160, -152, -126, -118, -102, -52, 7, 41, -291, -280, -271, -265, -246, -215, -205, -160, -152, -126, -118, -102, -52, 7, 41]",False
SC_RS06125,6,True,"[-279, -142, -103, -279, -142, -103]",False
SC_RS06130,18,True,"[-292, -264, -239, -232, -181, -154, -130, -35, 46, -292, -264, -239, -232, -181, -154, -130, -35, 46]",False
SC_RS06135,12,True,"[-247, -160, -154, -73, 22, 46, -247, -160, -154, -73, 22, 46]",False
SC_RS06140,32,True,"[-291, -283, -266, -254, -233, -205, -168, -162, -149, -140, -126, -120, -89, -57, -46, -41, -291, -283, -266, -254, -233, -205, -168, -162, -149, -140, -126, -120, -89, -57, -46, -41]",False
SC_RS06145,16,True,"[-274, -270, -260, -228, -186, -179, -50, 17, -274, -270, -260, -228, -186, -179, -50, 17]",False
SC_RS06150,10,True,"[-298, -113, -49, 20, 26, -298, -113, -49, 20, 26]",False
SC_RS06155,6,True,"[-242, -170, -64, -242, -170, -64]",False
SC_RS06160,6,True,"[-270, -85, 21, -270, -85, 21]",False
SC_RS06165,14,True,"[-209, -162, -105, -101, -47, 18, 24, -209, -162, -105, -101, -47, 18, 24]",False
SC_RS06170,16,True,"[-286, -280, -212, -179, -138, -58, -24, 15, -286, -280, -212, -179, -138, -58, -24, 15]",False
SC_RS06175,10,True,"[-260, -239, -99, -56, -17, -260, -239, -99, -56, -17]",False
SC_RS06180,8,True,"[-176, -137, -94, 46, -176, -137, -94, 46]",False
SC_RS06185,6,True,"[-239, 4, 21, -239, 4, 21]",False
SC_RS06190,16,True,"[-194, -146, -135, -102, -95, -45, -41, -20, -194, -146, -135, -102, -95, -45, -41, -20]",False
SC_RS06195,16,True,"[-212, -191, -187, -137, -130, -97, -86, -38, -212, -191, -187, -137, -130, -97, -86, -38]",False
SC_RS06200,28,True,"[-299, -281, -244, -239, -228, -224, -219, -207, -202, -198, -174, -166, -103, -69, -299, -281, -244, -239, -228, -224, -219, -207, -202, -198, -174, -166, -103, -69]",False
SC_RS06205,18,True,"[-256, -247, -208, -194, -163, -103, -92, -60, 18, -256, -247, -208, -194, -163, -103, -92, -60, 18]",False
SC_RS06210,8,True,"[-279, -264, -118, -111, -279, -264, -118, -111]",False
SC_RS06215,12,True,"[-294, -285, -278, -116, -109, 37, -294, -285, -278, -116, -109, 37]",False
SC_RS06220,14,True,"[-276, -184, -179, -163, -153, -68, -54, -276, -184, -179, -163, -153, -68, -54]",False
SC_RS06225,8,True,"[-207, -158, -128, -56, -207, -158, -128, -56]",True
SC_RS06230,10,True,"[-243, -221, -103, -88, 4, -243, -221, -103, -88, 4]",True
SC_RS06235,16,True,"[-296, -292, -263, -149, -128, -105, -66, 26, -296, -292, -263, -149, -128, -105, -66, 26]",False
SC_RS06240,6,True,"[-170, -143, -7, -170, -143, -7]",False
SC_RS06245,20,True,"[-209, -201, -195, -188, -182, -137, -124, -22, 21, 30, -209, -201, -195, -188, -182, -137, -124, -22, 21, 30]",True
SC_RS06250,14,True,"[-249, -245, -186, -175, -149, -40, -36, -249, -245, -186, -175, -149, -40, -36]",False
SC_RS06255,16,True,"[-299, -170, -156, -141, -61, -57, -42, -22, -299, -170, -156, -141, -61, -57, -42, -22]",True
SC_RS06260,22,True,"[-268, -259, -171, -161, -155, -120, -60, -55, -48, -33, -25, -268, -259, -171, -161, -155, -120, -60, -55, -48, -33, -25]",False
SC_RS06265,12,True,"[-250, -215, -208, -202, -185, -58, -250, -215, -208, -202, -185, -58]",False
SC_RS06270,10,True,"[-236, -222, -190, -50, 22, -236, -222, -190, -50, 22]",False
SC_RS06275,16,True,"[-295, -255, -182, -138, -119, -63, -41, -24, -295, -255, -182, -138, -119, -63, -41, -24]",False
SC_RS06280,14,True,"[-277, -183, -163, -108, -97, -88, -55, -277, -183, -163, -108, -97, -88, -55]",False
SC_RS06285,6,True,"[-165, -7, 5, -165, -7, 5]",False
SC_RS06290,14,True,"[-296, -259, -233, -223, -197, -178, 16, -296, -259, -233, -223, -197, -178, 16]",False
SC_RS06295,16,True,"[-265, -237, -228, -190, -135, -30, 27, 35, -265, -237, -228, -190, -135, -30, 27, 35]",False
SC_RS06300,8,True,"[-220, -209, -170, -50, -220, -209, -170, -50]",False
SC_RS06305,12,True,"[-300, -241, -172, -161, -46, -39, -300, -241, -172, -161, -46, -39]",False
SC_RS06310,18,True,"[-286, -275, -174, -167, -157, -146, -140, -36, -29, -286, -275, -174, -167, -157, -146, -140, -36, -29]",True
SC_RS06315,4,True,"[-260, 21, -260, 21]",False
SC_RS06325,6,True,"[-243, -153, 19, -243, -153, 19]",False
SC_RS06330,14,True,"[-286, -242, -193, -135, -111, -92, -73, -286, -242, -193, -135, -111, -92, -73]",False
SC_RS06335,2,True,"[-214, -214]",False
SC_RS06340,4,True,"[-204, -20, -204, -20]",False
SC_RS06345,4,True,"[-154, 30, -154, 30]",False
SC_RS06350,8,True,"[-258, -251, -149, -113, -258, -251, -149, -113]",False
SC_RS06355,4,True,"[-268, -238, -268, -238]",False
SC_RS06360,4,True,"[-212, -204, -212, -204]",False
SC_RS06365,12,True,"[-270, -196, -117, -110, -96, -27, -270, -196, -117, -110, -96, -27]",False
SC_RS06370,10,True,"[-230, -183, -80, -75, 43, -230, -183, -80, -75, 43]",False
SC_RS06375,12,True,"[-271, -216, -186, -68, -63, 40, -271, -216, -186, -68, -63, 40]",False
SC_RS06380,10,True,"[-255, -230, -158, -106, 29, -255, -230, -158, -106, 29]",False
SC_RS06385,10,True,"[-267, -255, -174, -39, 13, -267, -255, -174, -39, 13]",False
SC_RS06390,14,True,"[-275, -235, -191, -149, -77, -44, 19, -275, -235, -191, -149, -77, -44, 19]",False
SC_RS06395,8,True,"[-124, -61, -28, 44, -124, -61, -28, 44]",False
SC_RS06400,16,True,"[-287, -280, -234, -187, -121, -80, -59, -3, -287, -280, -234, -187, -121, -80, -59, -3]",False
SC_RS06405,12,True,"[-261, -149, -93, -72, -31, 35, -261, -149, -93, -72, -31, 35]",False
SC_RS06410,16,True,"[-279, -266, -235, -210, -183, -165, -80, -14, -279, -266, -235, -210, -183, -165, -80, -14]",False
SC_RS06415,12,True,"[-159, -147, -62, -39, -24, 35, -159, -147, -62, -39, -24, 35]",False
SC_RS06420,14,True,"[-277, -206, -199, -175, -104, -93, -72, -277, -206, -199, -175, -104, -93, -72]",False
SC_RS06425,22,True,"[-202, -198, -168, -158, -131, -103, -93, -72, -67, -14, 30, -202, -198, -168, -158, -131, -103, -93, -72, -67, -14, 30]",False
SC_RS06430,26,True,"[-272, -254, -196, -177, -162, -114, -63, -56, -51, -39, -28, -18, -7, -272, -254, -196, -177, -162, -114, -63, -56, -51, -39, -28, -18, -7]",True
SC_RS06435,24,True,"[-249, -239, -121, -117, -106, -95, -88, -84, -77, -73, -66, 41, -249, -239, -121, -117, -106, -95, -88, -84, -77, -73, -66, 41]",False
SC_RS06440,24,True,"[-274, -167, -160, -156, -149, -145, -138, -127, -116, -112, 6, 16, -274, -167, -160, -156, -149, -145, -138, -127, -116, -112, 6, 16]",False
SC_RS06445,24,True,"[-296, -287, -272, -266, -259, -184, -130, -117, -92, -36, -19, -13, -296, -287, -272, -266, -259, -184, -130, -117, -92, -36, -19, -13]",False
SC_RS06450,18,True,"[-279, -253, -172, -158, -137, -126, -79, -24, 27, -279, -253, -172, -158, -137, -126, -79, -24, 27]",False
SC_RS06455,10,True,"[-265, -255, -176, -94, -50, -265, -255, -176, -94, -50]",False
SC_RS06465,10,True,"[-221, -177, -95, -16, -6, -221, -177, -95, -16, -6]",False
SC_RS06470,12,True,"[-264, -254, -166, -36, -28, -24, -264, -254, -166, -36, -28, -24]",False
SC_RS06480,22,True,"[-288, -233, -214, -194, -175, -87, -79, -55, -48, -36, -30, -288, -233, -214, -194, -175, -87, -79, -55, -48, -36, -30]",False
SC_RS06485,18,True,"[-281, -234, -181, -84, -66, -60, -45, -38, 34, -281, -234, -181, -84, -66, -60, -45, -38, 34]",False
SC_RS06490,18,True,"[-295, -212, -170, -98, -91, -76, -70, -52, 45, -295, -212, -170, -98, -91, -76, -70, -52, 45]",False
SC_RS06495,8,True,"[-255, -236, -231, -112, -255, -236, -231, -112]",False
SC_RS06500,10,True,"[-178, -59, -54, -35, 26, -178, -59, -54, -35, 26]",False
SC_RS06505,8,True,"[-294, -144, -99, -44, -294, -144, -99, -44]",False
SC_RS06510,20,True,"[-299, -278, -274, -197, -93, -65, -60, -43, -27, 5, -299, -278, -274, -197, -93, -65, -60, -43, -27, 5]",True
SC_RS06515,10,True,"[-278, -270, -191, -68, 20, -278, -270, -191, -68, 20]",False
SC_RS06520,4,True,"[-271, -150, -271, -150]",False
SC_RS06525,4,True,"[-104, 17, -104, 17]",False
SC_RS06530,16,True,"[-217, -176, -160, -126, -74, -64, -37, 21, -217, -176, -160, -126, -74, -64, -37, 21]",True
SC_RS06535,16,True,"[-275, -217, -190, -180, -128, -94, -78, -37, -275, -217, -190, -180, -128, -94, -78, -37]",True
SC_RS06540,16,True,"[-268, -257, -230, -221, -209, -94, -74, -51, -268, -257, -230, -221, -209, -94, -74, -51]",False
SC_RS06545,10,True,"[-299, -173, -142, -36, 39, -299, -173, -142, -36, 39]",False
SC_RS06550,16,True,"[-271, -258, -222, -188, -158, -135, -51, -8, -271, -258, -222, -188, -158, -135, -51, -8]",False
SC_RS06555,12,True,"[-187, -145, -122, -92, -67, 4, -187, -145, -122, -92, -67, 4]",False
SC_RS06560,10,True,"[-283, -277, -140, -79, -73, -283, -277, -140, -79, -73]",False
SC_RS06565,16,True,"[-279, -264, -117, -110, -98, -18, 25, 33, -279, -264, -117, -110, -98, -18, 25, 33]",False
SC_RS06570,4,True,"[-191, -179, -191, -179]",False
SC_RS06575,2,True,"[44, 44]",False
SC_RS06580,16,True,"[-291, -156, -107, -99, -76, -46, -14, 22, -291, -156, -107, -99, -76, -46, -14, 22]",False
SC_RS06585,18,True,"[-296, -255, -203, -167, -135, -105, -82, -74, -25, -296, -255, -203, -167, -135, -105, -82, -74, -25]",False
SC_RS06590,18,True,"[-262, -199, -97, -68, -56, -28, -19, 12, 21, -262, -199, -97, -68, -56, -28, -19, 12, 21]",False
SC_RS06595,10,True,"[-249, -197, -110, -99, -28, -249, -197, -110, -99, -28]",True
SC_RS06600,12,True,"[-224, -168, -158, -124, -113, -95, -224, -168, -158, -124, -113, -95]",False
SC_RS06605,18,True,"[-231, -213, -202, -168, -158, -102, -20, 30, 44, -231, -213, -202, -168, -158, -102, -20, 30, 44]",False
SC_RS06610,10,True,"[-285, -222, -150, -121, 3, -285, -222, -150, -121, 3]",False
SC_RS06615,8,True,"[-228, -222, -210, -14, -228, -222, -210, -14]",False
SC_RS06620,14,True,"[-257, -204, -193, -134, -39, -26, 28, -257, -204, -193, -134, -39, -26, 28]",False
SC_RS06625,14,True,"[-295, -200, -141, -130, -77, -32, -22, -295, -200, -141, -130, -77, -32, -22]",False
SC_RS06630,18,True,"[-283, -273, -233, -220, -89, -75, -48, -18, 40, -283, -273, -233, -220, -89, -75, -48, -18, 40]",False
SC_RS06635,20,True,"[-290, -249, -224, -184, -178, -154, -96, -66, -39, -25, -290, -249, -224, -184, -178, -154, -96, -66, -39, -25]",False
SC_RS06640,12,True,"[-197, -190, -141, -118, -109, 5, -197, -190, -141, -118, -109, 5]",False
SC_RS06645,8,True,"[-261, -144, -102, -88, -261, -144, -102, -88]",False
SC_RS06650,14,True,"[-216, -196, -158, -139, -125, 27, 41, -216, -196, -158, -139, -125, 27, 41]",False
SC_RS06655,8,True,"[-264, -134, -112, 14, -264, -134, -112, 14]",False
SC_RS06660,8,True,"[-271, -145, -123, 7, -271, -145, -123, 7]",False
SC_RS06665,14,True,"[-224, -168, -95, -62, -43, -20, 34, -224, -168, -95, -62, -43, -20, 34]",False
SC_RS06670,16,True,"[-213, -199, -190, -186, -176, -167, -163, -90, -213, -199, -190, -186, -176, -167, -163, -90]",False
SC_RS06675,14,True,"[-240, -230, -179, -171, -153, -26, -19, -240, -230, -179, -171, -153, -26, -19]",True
SC_RS06680,18,True,"[-293, -261, -230, -161, -120, -83, -69, -50, 33, -293, -261, -230, -161, -120, -83, -69, -50, 33]",False
SC_RS06685,18,True,"[-285, -235, -180, -159, -76, -57, -43, -6, 35, -285, -235, -180, -159, -76, -57, -43, -6, 35]",False
SC_RS06690,10,True,"[-293, -265, -206, -88, -13, -293, -265, -206, -88, -13]",True
SC_RS06695,2,True,"[-129, -129]",False
SC_RS06700,18,True,"[-158, -154, -115, -109, -100, -96, -15, 20, 38, -158, -154, -115, -109, -100, -96, -15, 20, 38]",False
SC_RS06705,10,True,"[-248, -190, -31, 22, 30, -248, -190, -31, 22, 30]",False
SC_RS06710,6,True,"[-295, -290, -263, -295, -290, -263]",False
SC_RS06715,2,True,"[26, 26]",False
SC_RS06725,14,True,"[-299, -292, -226, -183, -174, -167, -162, -299, -292, -226, -183, -174, -167, -162]",False
SC_RS06730,12,True,"[-204, -149, -116, -67, -60, 6, -204, -149, -116, -67, -60, 6]",False
SC_RS06735,6,True,"[-275, -174, -94, -275, -174, -94]",False
SC_RS06740,8,True,"[-175, -164, -101, -39, -175, -164, -101, -39]",False
SC_RS06745,4,True,"[-235, -223, -235, -223]",False
SC_RS06750,12,True,"[-233, -142, -79, -16, 11, 34, -233, -142, -79, -16, 11, 34]",False
SC_RS06755,4,True,"[-171, -134, -171, -134]",False
SC_RS06760,14,True,"[-296, -169, -155, -141, -83, -39, -30, -296, -169, -155, -141, -83, -39, -30]",False
SC_RS06765,30,True,"[-294, -288, -276, -263, -229, -187, -160, -154, -142, -133, -127, -106, -99, -4, 33, -294, -288, -276, -263, -229, -187, -160, -154, -142, -133, -127, -106, -99, -4, 33]",True
SC_RS06770,8,True,"[-269, -233, -221, -146, -269, -233, -221, -146]",False
SC_RS06775,16,True,"[-289, -252, -238, -139, -95, -87, -82, 8, -289, -252, -238, -139, -95, -87, -82, 8]",False
SC_RS06780,6,True,"[-267, -175, -170, -267, -175, -170]",False
SC_RS06785,10,True,"[-255, -75, 16, 25, 34, -255, -75, 16, 25, 34]",False
SC_RS06790,8,True,"[-231, -181, -114, -110, -231, -181, -114, -110]",False
SC_RS06795,0,False,[],False
SC_RS06800,4,True,"[-286, -266, -286, -266]",False
SC_RS06805,16,True,"[-290, -231, -226, -168, -147, -123, 34, 46, -290, -231, -226, -168, -147, -123, 34, 46]",False
SC_RS06810,14,True,"[-289, -277, -120, -96, -75, -17, -12, -289, -277, -120, -96, -75, -17, -12]",False
SC_RS06815,10,True,"[-266, -242, -70, -55, -22, -266, -242, -70, -55, -22]",False
SC_RS06820,8,True,"[-296, -213, -196, -39, -296, -213, -196, -39]",False
SC_RS06825,20,True,"[-265, -246, -216, -178, -122, -101, -80, -76, 14, 23, -265, -246, -216, -178, -122, -101, -80, -76, 14, 23]",False
SC_RS06830,16,True,"[-244, -240, -219, -198, -142, -104, -74, -55, -244, -240, -219, -198, -142, -104, -74, -55]",False
SC_RS06840,14,True,"[-275, -230, -163, -102, -96, -47, 26, -275, -230, -163, -102, -96, -47, 26]",False
SC_RS06845,0,False,[],False
SC_RS06850,2,True,"[-247, -247]",False
SC_RS06855,10,True,"[-197, -186, -153, -93, -88, -197, -186, -153, -93, -88]",False
SC_RS06865,12,True,"[-254, -231, -176, -54, -33, -20, -254, -231, -176, -54, -33, -20]",False
SC_RS06870,10,True,"[-209, -154, -131, -49, 38, -209, -154, -131, -49, 38]",False
SC_RS06875,12,True,"[-192, -132, -96, -91, -76, 46, -192, -132, -96, -91, -76, 46]",False
SC_RS06880,12,True,"[-195, -183, -116, -102, -47, 41, -195, -183, -116, -102, -47, 41]",False
SC_RS06885,12,True,"[-260, -254, -226, -150, -74, -38, -260, -254, -226, -150, -74, -38]",False
SC_RS06890,8,True,"[-185, -166, -158, 29, -185, -166, -158, 29]",True
SC_RS06895,22,True,"[-284, -260, -225, -192, -188, -165, -155, -63, -45, -29, 46, -284, -260, -225, -192, -188, -165, -155, -63, -45, -29, 46]",False
SC_RS06900,6,True,"[-176, -115, -92, -176, -115, -92]",False
SC_RS06905,26,True,"[-295, -277, -267, -261, -254, -223, -192, -181, -127, -109, -92, -34, 39, -295, -277, -267, -261, -254, -223, -192, -181, -127, -109, -92, -34, 39]",True
SC_RS06910,12,True,"[-295, -284, -166, -113, -76, 18, -295, -284, -166, -113, -76, 18]",False
SC_RS06915,14,True,"[-291, -220, -206, -192, -176, -37, 19, -291, -220, -206, -192, -176, -37, 19]",False
SC_RS06920,6,True,"[-256, -248, -118, -256, -248, -118]",False
SC_RS06925,18,True,"[-295, -256, -244, -238, -195, -166, -98, -26, -22, -295, -256, -244, -238, -195, -166, -98, -26, -22]",False
SC_RS06930,24,True,"[-282, -274, -247, -238, -225, -216, -190, -181, -169, -19, -12, 15, -282, -274, -247, -238, -225, -216, -190, -181, -169, -19, -12, 15]",False
SC_RS06935,4,True,"[-79, -52, -79, -52]",False
SC_RS06940,8,True,"[-167, -156, -133, -68, -167, -156, -133, -68]",False
SC_RS06945,12,True,"[-286, -209, -181, -175, 9, 45, -286, -209, -181, -175, 9, 45]",False
SC_RS06950,4,True,"[-24, 43, -24, 43]",False
SC_RS06955,10,True,"[-264, -184, -137, -111, 18, -264, -184, -137, -111, 18]",False
SC_RS06960,6,True,"[-294, -134, -96, -294, -134, -96]",False
SC_RS06965,8,True,"[-299, -261, -101, -86, -299, -261, -101, -86]",False
SC_RS06970,6,True,"[-263, -219, -130, -263, -219, -130]",False
SC_RS06975,6,True,"[-235, -217, 28, -235, -217, 28]",False
SC_RS06980,16,True,"[-278, -223, -194, -140, -119, -75, -24, 22, -278, -223, -194, -140, -119, -75, -24, 22]",False
SC_RS06985,24,True,"[-294, -284, -279, -220, -214, -163, -157, -123, -112, -107, -96, -31, -294, -284, -279, -220, -214, -163, -157, -123, -112, -107, -96, -31]",False
SC_RS06995,14,True,"[-199, -179, -91, -55, -49, -39, 31, -199, -179, -91, -55, -49, -39, 31]",False
SC_RS07000,22,True,"[-293, -279, -255, -243, -206, -136, -126, -120, -84, 4, 24, -293, -279, -255, -243, -206, -136, -126, -120, -84, 4, 24]",False
SC_RS07010,4,True,"[-263, -226, -263, -226]",False
SC_RS07015,6,True,"[-237, -55, -34, -237, -55, -34]",False
SC_RS07020,10,True,"[-274, -218, -197, -142, -29, -274, -218, -197, -142, -29]",False
SC_RS07025,20,True,"[-299, -266, -258, -241, -174, -130, -103, -60, -26, 40, -299, -266, -258, -241, -174, -130, -103, -60, -26, 40]",False
SC_RS07030,18,True,"[-254, -176, -162, -155, -111, -100, -7, 30, 35, -254, -176, -162, -155, -111, -100, -7, 30, 35]",False
SC_RS07035,14,True,"[-297, -204, -193, -149, -142, -128, -50, -297, -204, -193, -149, -142, -128, -50]",False
SC_RS07040,18,True,"[-285, -252, -224, -202, -193, -91, -87, -66, 46, -285, -252, -224, -202, -193, -91, -87, -66, 46]",False
SC_RS07045,12,True,"[-295, -259, -184, -31, -4, 22, -295, -259, -184, -31, -4, 22]",False
SC_RS07050,14,True,"[-291, -229, -185, -112, -65, -39, -12, -291, -229, -185, -112, -65, -39, -12]",False
SC_RS07055,12,True,"[-223, -136, -113, -86, -48, 21, -223, -136, -113, -86, -48, 21]",False
SC_RS07060,10,True,"[-251, -213, -186, -163, -76, -251, -213, -186, -163, -76]",False
SC_RS07065,20,True,"[-300, -182, -157, -153, -143, -103, -99, -34, -20, 36, -300, -182, -157, -153, -143, -103, -99, -34, -20, 36]",False
SC_RS07070,16,True,"[-290, -279, -266, -230, -161, -134, -74, -69, -290, -279, -266, -230, -161, -134, -74, -69]",False
SC_RS07075,16,True,"[-260, -214, -181, -141, -125, -95, -58, 31, -260, -214, -181, -141, -125, -95, -58, 31]",False
SC_RS07080,8,True,"[-250, -123, -114, 22, -250, -123, -114, 22]",False
SC_RS07085,8,True,"[-283, -147, -138, -11, -283, -147, -138, -11]",False
SC_RS07090,10,True,"[-217, -152, -78, -69, 18, -217, -152, -78, -69, 18]",False
SC_RS07095,12,True,"[-292, -204, -194, -184, 19, 25, -292, -204, -194, -184, 19, 25]",False
SC_RS07105,14,True,"[-266, -259, -251, -202, -119, -92, -29, -266, -259, -251, -202, -119, -92, -29]",True
SC_RS07110,16,True,"[-298, -256, -248, -220, -199, -162, -154, -27, -298, -256, -248, -220, -199, -162, -154, -27]",False
SC_RS07115,18,True,"[-247, -224, -148, -139, -85, -54, -24, 20, 32, -247, -224, -148, -139, -85, -54, -24, 20, 32]",False
SC_RS07120,12,True,"[-296, -126, -121, -69, -56, 34, -296, -126, -121, -69, -56, 34]",False
SC_RS07125,12,True,"[-253, -230, -140, -127, -75, -70, -253, -230, -140, -127, -75, -70]",False
SC_RS07130,12,True,"[-295, -271, -238, -179, -81, -50, -295, -271, -238, -179, -81, -50]",False
SC_RS07135,14,True,"[-277, -240, -233, -184, -130, -35, 34, -277, -240, -233, -184, -130, -35, 34]",False
SC_RS07140,14,True,"[-286, -245, -206, -187, -152, -38, -28, -286, -245, -206, -187, -152, -38, -28]",False
SC_RS07145,8,True,"[-218, -162, -153, -129, -218, -162, -153, -129]",False
SC_RS07150,12,True,"[-230, -203, -109, -80, -56, 20, -230, -203, -109, -80, -56, 20]",False
SC_RS07155,12,True,"[-296, -225, -119, -41, -31, 43, -296, -225, -119, -41, -31, 43]",False
SC_RS07160,16,True,"[-299, -295, -244, -229, -212, -138, -128, -50, -299, -295, -244, -229, -212, -138, -128, -50]",False
SC_RS07170,2,True,"[-217, -217]",False
SC_RS07175,14,True,"[-279, -242, -184, -143, -74, -32, 7, -279, -242, -184, -143, -74, -32, 7]",False
SC_RS07180,12,True,"[-203, -164, -122, -53, -12, 46, -203, -164, -122, -53, -12, 46]",False
SC_RS07185,24,True,"[-273, -236, -207, -183, -179, -151, -114, -99, -51, -36, -29, 24, -273, -236, -207, -183, -179, -151, -114, -99, -51, -36, -29, 24]",False
SC_RS07190,16,True,"[-283, -268, -255, -232, -116, -82, -57, -51, -283, -268, -255, -232, -116, -82, -57, -51]",False
SC_RS07195,16,True,"[-293, -227, -223, -219, -194, -144, -90, 19, -293, -227, -223, -219, -194, -144, -90, 19]",False
SC_RS07200,20,True,"[-293, -254, -196, -174, -160, -154, -120, -95, 17, 43, -293, -254, -196, -174, -160, -154, -120, -95, 17, 43]",False
SC_RS07205,20,True,"[-271, -256, -230, -118, -93, -59, -53, -39, -17, 41, -271, -256, -230, -118, -93, -59, -53, -39, -17, 41]",False
SC_RS07210,8,True,"[-264, -227, -6, 36, -264, -227, -6, 36]",False
SC_RS07215,26,True,"[-275, -264, -249, -234, -154, -140, -127, -90, -74, -70, -55, -22, -7, -275, -264, -249, -234, -154, -140, -127, -90, -74, -70, -55, -22, -7]",False
SC_RS07225,14,True,"[-288, -278, -228, -220, -200, -151, -75, -288, -278, -228, -220, -200, -151, -75]",False
SC_RS07230,6,True,"[-259, -247, -108, -259, -247, -108]",False
SC_RS07235,8,True,"[-180, -41, -29, 42, -180, -41, -29, 42]",False
SC_RS07240,10,True,"[-245, -165, -159, -139, -85, -245, -165, -159, -139, -85]",False
SC_RS07245,4,True,"[-164, 26, -164, 26]",False
SC_RS07250,8,True,"[-69, -60, 13, 25, -69, -60, 13, 25]",False
SC_RS07255,14,True,"[-223, -194, -162, -138, -43, -36, -28, -223, -194, -162, -138, -43, -36, -28]",False
SC_RS07260,10,True,"[-293, -208, -166, -87, 33, -293, -208, -166, -87, 33]",False
