locus_tag	tf_family	region	tss	FIRE_tss	Exposed	LFC_T2vsT1
SC_RS17140	Response regulator	0	3282630	1.58918181818182	False	1.6024025720841717
SC_RS17160	Sensor kinase	0	3288888	1.59836363636364	False	-0.6702161985629062
SC_RS17165	Response regulator	0	3289579	1.59836363636364	False	-0.0965430792290759
SC_RS17285	WhiB	0	3321016	1.70022727272727	False	-0.9947476890892744
SC_RS17425	Sensor kinase	0	3355955	1.73909090909091	False	0.1362981801614192
SC_RS17430	Response regulator	0	3356667	1.73909090909091	False	0.4668719232189372
SC_RS17455	Sigma factor	0	3360694	1.68318181818182	False	-1.1881778751323795
SC_RS17490	Other regulatory	0	3369364	1.66282727272727	False	-1.4515547738902486
SC_RS17670	Other regulatory	0	3408313	1.47578181818182	True	-0.3256079258555034
SC_RS17725	Sensor kinase	0	3421340	1.44878181818182	False	-0.2092175350437949
SC_RS17770	TetR	0	3431181	1.46166363636364	False	0.0348474503330646
SC_RS17790	MarR	0	3434529	1.46166363636364	False	-0.4338245961618631
SC_RS17795	Response regulator	0	3435764	1.50316363636364	False	3.4047840224669184
SC_RS17830	HTH (other)	0	3442976	1.52654545454545	False	-0.0452965010931839
SC_RS17900	Other regulatory	0	3461177	1.5414	False	-0.3144440925299834
SC_RS17945	TetR	0	3470205	1.50063636363636	False	-0.4257906660143592
SC_RS17975	MerR	0	3477824	1.48924545454545	True	-1.5446593892137368
SC_RS18030	TetR	0	3487555	1.40479090909091	True	-1.5471123392376651
SC_RS18105	DeoR	0	3506179	1.15469090909091	False	-0.1982441960944395
SC_RS18115	HTH (other)	0	3507970	1.15469090909091	False	-1.2092650223112538
SC_RS18120	TetR	0	3509954	1.15469090909091	False	-0.6381178726586845
SC_RS18125	Sigma factor	0	3511379	1.1178	False	0.2915230515511615
SC_RS18140	MarR	0	3513024	1.1178	False	-1.127065767506869
SC_RS18150	TetR	0	3515955	1.06540909090909	False	4.7963227842598135
SC_RS18160	IclR	0	3517633	1.06540909090909	False	0.6988407597444776
SC_RS18200	SARP	0	3529272	1.03843636363636	False	6.850365978212149
SC_RS18240	Sensor kinase	0	3536945	1.00861818181818	False	2.1995931224098624
SC_RS18245	Response regulator	0	3538679	1.00861818181818	False	0.948799424560244
SC_RS18410	Other regulatory	0	3608776	1.1585	False	-3.282248030374895
SC_RS18415	GntR	0	3609695	1.1585	False	-1.0870193703686224
SC_RS18440	GntR	0	3614359	1.17171818181818	False	-3.57844566475654
SC_RS18455	GntR	0	3615480	1.26195454545455	False	-1.4069118601785828
SC_RS18470	HTH (other)	0	3617878	1.26195454545455	True	0.3644117025229381
SC_RS18490	MerR	0	3619451	1.26195454545455	False	-1.7460465080733083
SC_RS18650	HTH (other)	0	3661035	1.43805454545455	False	-1.2911238825427258
SC_RS18680	TetR	0	3666265	1.46573636363636	True	-0.421051085181412
SC_RS18705	Repressor	0	3673191	1.41448181818182	False	-1.2898718884289853
SC_RS18720	Sigma factor	0	3675181	1.36842727272727	False	7.549826853336102
SC_RS18745	HTH (other)	0	3680268	1.36165454545455	False	5.484559091854776
SC_RS18795	Other regulatory	0	3693343	1.46085454545455	False	-0.5954602567225753
SC_RS18850	TetR	0	3705382	1.53086363636364	False	1.1010267550070598
SC_RS18895	Sigma factor	0	3715604	1.53552727272727	False	0.3591860452126257
SC_RS18905	Response regulator	0	3716926	1.53552727272727	False	-0.3648355164938173
SC_RS18910	Sensor kinase	0	3717647	1.53552727272727	False	0.0451649567879807
SC_RS18920	Lrp	0	3720577	1.55093636363636	False	-0.2949793504757966
SC_RS18945	HTH (other)	0	3723256	1.55093636363636	True	3.4195676917640645
SC_RS18960	TetR	0	3725586	1.5661	False	-0.9212782130876302
SC_RS19010	Other regulatory	0	3741628	1.61410909090909	False	0.2403384542806878
SC_RS19070	Response regulator	0	3753213	1.54989090909091	False	-1.5728990615356164
SC_RS19075	Sensor kinase	0	3754484	1.54989090909091	False	-1.1111273204111014
SC_RS19190	MerR	0	3779675	1.29408181818182	True	-0.1544535667081392
SC_RS19195	MarR	0	3780231	1.26301818181818	False	-1.3306434253857695
SC_RS19220	PadR	0	3785358	1.21041818181818	False	0.4448143000849645
SC_RS19230	HTH (other)	0	3787801	1.21041818181818	False	1.1801475153188778
SC_RS19300	LysR	0	3796515	1.1021	False	-1.419044769100312
SC_RS19360	CRP/FNR	0	3809876	1.06100909090909	False	-0.732229725117746
SC_RS19370	Sigma factor	0	3810621	1.04838181818182	False	0.8470235862176384
SC_RS19375	Sigma factor	0	3811226	1.04838181818182	False	0.621248879121303
SC_RS19380	Sigma factor	0	3811392	1.04838181818182	False	0.6765043857035247
SC_RS19550	LacI	0	3850163	1.11328181818182	False	-0.7857429667648392
SC_RS19650	LacI	0	3873639	1.28807272727273	False	-0.694963350336834
SC_RS19730	ArsR	0	3890792	1.42320909090909	False	0.4986107728304443
SC_RS19815	HTH (other)	0	3906095	1.63145454545455	False	1.1751529934212015
SC_RS19880	Sigma factor	0	3924592	1.56955454545455	False	1.5339730549690782
SC_RS19990	CRP/FNR	0	3950326	1.70165454545455	False	-0.2213786192614913
SC_RS20030	WhiB	0	3957782	1.65856363636364	False	6.323592911041734
SC_RS20070	TetR	0	3965740	1.6056	False	-1.0793810864781923
SC_RS20085	Response regulator	0	3968617	1.6056	False	0.1746499633235921
SC_RS20135	HTH (other)	0	3976873	1.67514545454545	True	-2.032137929466868
SC_RS20140	Other regulatory	0	3977529	1.67514545454545	False	-2.4053899511022783
SC_RS20165	Other regulatory	0	3982525	1.67105454545455	False	-1.6504081941574402
SC_RS20200	Sigma factor	0	3992845	1.6615	False	-1.1236099230951204
SC_RS20215	LysR	0	3995973	1.65813636363636	False	1.0080131247304975
SC_RS20250	GntR	0	4003147	1.67242727272727	True	-1.6809730341213878
SC_RS20265	Sigma factor	0	4005844	1.67427272727273	False	-1.625217624879505
SC_RS20295	MarR	0	4010302	1.71981818181818	False	-1.2524629578867557
SC_RS20330	Response regulator	0	4016391	1.70972727272727	False	0.1557142212481874
SC_RS20335	Sensor kinase	0	4017806	1.70972727272727	False	-0.6399045673304289
SC_RS20340	Response regulator	0	4018506	1.70972727272727	False	-0.0262766559413957
SC_RS20345	Sensor kinase	0	4019882	1.70972727272727	True	-0.9538057450057424
SC_RS20405	Response regulator	0	4032045	1.63970909090909	False	1.650608526384457
SC_RS20410	Sensor kinase	0	4033202	1.63970909090909	False	0.3177727482673137
SC_RS20455	HTH (other)	0	4043964	1.6042	False	-0.2724179528703817
SC_RS20460	HTH (other)	0	4044998	1.6042	False	-0.5131452242756813
SC_RS20465	HTH (other)	0	4046981	1.61865454545455	False	-0.5837037988911257
SC_RS20475	Repressor	0	4048915	1.61865454545455	False	-1.4457422544664116
SC_RS20605	MerR	0	4075130	1.60109090909091	False	0.1730965240564884
SC_RS20615	ArsR	0	4075938	1.60109090909091	False	-0.1477601729984013
SC_RS20630	ArsR	0	4078997	1.60109090909091	True	0.3906674110010656
SC_RS20680	Sigma factor	0	4085871	1.69240909090909	False	-1.3193271179997217
SC_RS20710	Sigma factor	0	4091245	1.80548181818182	False	-0.6460354809781391
SC_RS20740	ArsR	0	4097198	1.87265454545455	False	-0.8141699729322092
SC_RS20775	HTH (other)	0	4103841	1.86836363636364	False	-0.6967113135206181
SC_RS20810	Sigma factor	0	4109227	1.89328181818182	False	-1.7310833361649274
SC_RS20830	Sensor kinase	0	4112645	1.89466363636364	False	-0.6926134733220327
SC_RS20835	Response regulator	0	4113550	1.89466363636364	False	-0.7563037005233212
SC_RS20875	Sensor kinase	0	4121462	1.93547272727273	False	-0.5785954048483916
SC_RS20905	Response regulator	0	4129652	1.97117272727273	False	-0.9535991194438737
SC_RS20910	Sensor kinase	0	4130926	1.97017272727273	False	-1.073051022488214
SC_RS20965	TetR	0	4142994	2.00059090909091	False	-2.255676468319754
SC_RS20985	LysR	0	4147062	1.94152727272727	True	-2.6883283430955105
SC_RS21030	HTH (other)	0	4159929	1.97109090909091	False	0.1921935445623061
SC_RS21145	Other regulatory	0	4183789	2.28878181818182	False	-1.6647958011309871
SC_RS21175	GntR	0	4189715	2.39008181818182	False	0.7716057510507088
SC_RS21185	GntR	0	4190999	2.43125454545455	True	-1.4405098999168529
SC_RS21215	Response regulator	0	4197520	2.48093636363636	False	0.9790335327089884
SC_RS21235	Activator	0	4203092	2.50968181818182	False	-0.5700864403485099
SC_RS21290	Lrp	0	4214629	2.54726363636364	False	-0.077592220658129
SC_RS21295	TetR	0	4215806	2.60864545454545	False	1.6409972826263803
SC_RS21350	Other regulatory	0	4227374	2.76422727272727	True	-2.3725358434839876
SC_RS21355	Other regulatory	0	4228257	2.76422727272727	False	-1.9488646736231008
SC_RS21435	HTH (other)	0	4243938	2.73726363636364	False	-0.0630703143802155
SC_RS21460	GntR	0	4248804	2.73920909090909	False	-0.6543999853750554
SC_RS21600	Sigma factor	0	4282559	2.39450909090909	False	-0.3804500103303346
SC_RS21605	Sigma factor	0	4283287	2.39450909090909	False	-0.8969639021342686
SC_RS21645	PadR	0	4295550	2.22889090909091	False	-2.977392970203959
SC_RS21680	Other regulatory	0	4303613	2.17091818181818	False	-2.5294364079004064
SC_RS21715	MarR	0	4310850	2.22746363636364	False	-0.815121140869563
SC_RS21740	LysR	0	4315294	2.24467272727273	False	-0.1181709699434179
SC_RS21770	IclR	0	4318648	2.24467272727273	False	-0.1787664520921113
SC_RS21775	Other regulatory	0	4319474	2.24467272727273	False	1.6135899470826145
SC_RS21805	GntR	0	4328355	2.39838181818182	False	-0.4842994051656971
SC_RS21855	LacI	0	4339146	2.36907272727273	False	0.3569532851932374
SC_RS21880	Sensor kinase	0	4347161	2.30628181818182	False	-1.9816848725882763
SC_RS22035	TetR	0	4382030	2.0116	False	-0.7124015676636655
SC_RS22050	GntR	0	4384371	2.0116	False	-1.4546100083291085
SC_RS22070	GntR	0	4385486	2.0318	False	-1.689320142587379
SC_RS22135	Sigma factor	0	4397767	2.11365454545455	True	0.2650411061157262
SC_RS22150	TetR	0	4401679	2.01917272727273	False	-2.113509805084437
SC_RS22155	Sensor kinase	0	4406688	2.04107272727273	False	-0.8190349772649134
SC_RS22190	HTH (other)	0	4410936	1.95911818181818	False	-0.9196781120779796
SC_RS22205	Other regulatory	0	4413733	1.95911818181818	False	-1.5900098316657134
SC_RS22215	GntR	0	4414377	1.95911818181818	False	-1.1607399411922024
SC_RS22220	Response regulator	0	4415204	2.01921818181818	False	-1.5782501827848514
SC_RS22225	Sensor kinase	0	4415941	2.01921818181818	False	-1.291859747883198
SC_RS22245	TetR	0	4422721	2.04648181818182	False	-0.5571879142795835
SC_RS22280	MarR	0	4430162	2.17479090909091	False	-0.5505951232293238
SC_RS22290	Sigma factor	0	4431640	2.17479090909091	False	1.4546917486403483
SC_RS22295	Sigma factor	0	4432795	2.17479090909091	True	-0.7328712147614266
SC_RS22420	ArsR	0	4451075	2.1841	False	0.0259296739973166
SC_RS22490	Response regulator	0	4466677	2.28687272727273	False	-0.9848827772212636
SC_RS22495	Sensor kinase	0	4467921	2.28687272727273	False	-1.41309872658276
SC_RS22545	ArsR	0	4474926	2.19069090909091	False	-1.0299852523159492
SC_RS22590	Other regulatory	0	4485363	1.96123636363636	False	0.9503499478847856
SC_RS22660	TetR	0	4499009	1.81896363636364	False	-1.033989369929107
SC_RS22675	MerR	0	4501464	1.78928181818182	False	0.3829377253108014
SC_RS22750	Other regulatory	0	4517961	1.58329090909091	False	-0.6162868378144991
SC_RS22755	Sigma factor	0	4523319	1.51404545454545	False	0.5081868185176802
SC_RS22760	TetR	0	4524395	1.51404545454545	False	0.513765027513466
SC_RS22780	MarR	0	4529468	1.55644545454545	False	-3.79957961958281
SC_RS22800	Response regulator	0	4536530	1.65547272727273	False	-1.4495787880375135
SC_RS22805	Sensor kinase	0	4537801	1.65547272727273	True	-1.725259042101795
SC_RS22870	Other regulatory	0	4551683	1.63182727272727	False	0.6738200007536261
SC_RS22920	Sigma factor	0	4563131	1.64176363636364	False	-0.3825600155514074
SC_RS22955	HTH (other)	0	4571188	1.63164545454545	False	-0.338435550376403
SC_RS22965	Sensor kinase	0	4573116	1.63164545454545	False	-0.6017095256636185
SC_RS22970	Response regulator	0	4573859	1.63164545454545	False	-0.690793184596513
SC_RS22980	LacI	0	4576134	1.64069090909091	False	-0.0261795784401953
SC_RS22985	Response regulator	0	4576980	1.64069090909091	False	-1.610509703085793
SC_RS23025	TetR	0	4583180	1.60151818181818	False	-0.8893410313158754
SC_RS23070	HTH (other)	0	4588684	1.62494545454545	False	0.7276872848626493
SC_RS23085	Other regulatory	0	4590561	1.62733636363636	False	-1.1446575036612223
SC_RS23125	GntR	0	4597379	1.61116363636364	False	-1.3385634696082236
SC_RS23135	HTH (other)	0	4598629	1.61116363636364	False	-0.947355324671142
SC_RS23155	TetR	0	4602509	1.63230909090909	False	-0.1462933334901156
SC_RS23170	MarR	0	4606581	1.66746363636364	False	-1.302338605228163
SC_RS23175	HTH (other)	0	4607362	1.66746363636364	False	2.189284616325434
SC_RS23215	AraC	0	4615969	1.66949090909091	False	0.4142537861914759
SC_RS23260	GntR	0	4623766	1.7323	False	-1.857767252222544
SC_RS23300	AraC	0	4629634	1.79387272727273	False	-1.3933113218235125
SC_RS23330	Sensor kinase	0	4633199	1.78685454545455	False	3.08957851226659
SC_RS23335	Response regulator	0	4634476	1.78685454545455	False	4.227598677186286
SC_RS23345	Other regulatory	0	4636744	1.78122727272727	False	-1.122084319292714
SC_RS23495	HTH (other)	0	4675222	1.66735454545455	False	3.061620218018283
SC_RS23500	HTH (other)	0	4675583	1.66735454545455	False	-0.5129905995436999
SC_RS23535	TetR	0	4686242	1.6684	False	-2.344321338779997
SC_RS23560	Sensor kinase	0	4690823	1.69933636363636	False	-2.4415418950839083
SC_RS23565	Response regulator	0	4692106	1.69933636363636	False	-2.6877433042707
SC_RS23610	ROK	0	4701562	1.64889090909091	False	-1.1232797760643776
SC_RS23690	HTH (other)	0	4717095	1.5169	False	4.0059313971641
SC_RS23700	TetR	0	4718222	1.5169	False	0.4800328681855517
SC_RS23710	TetR	0	4719673	1.5169	False	-0.7638015556801351
SC_RS23725	Other regulatory	0	4722335	1.51132727272727	True	-2.074023651119372
SC_RS23750	TetR	0	4724955	1.51132727272727	False	-2.668446171977565
SC_RS23810	HTH (other)	0	4738692	1.42389090909091	False	-1.179731054881152
SC_RS23860	MarR	0	4750828	1.31487272727273	False	-2.2152124543258744
SC_RS23960	TetR	0	4773021	1.40202727272727	False	-1.611900730732057
SC_RS23980	Sensor kinase	0	4775642	1.42332727272727	False	-0.5275166844056618
SC_RS23985	Response regulator	0	4776850	1.42332727272727	False	-0.7923482171218507
SC_RS24045	MarR	0	4789565	1.43200909090909	False	-0.7349754452201004
SC_RS24095	TetR	0	4802192	1.48037272727273	False	-2.742475874392498
SC_RS24125	HTH (other)	0	4808785	1.51497272727273	False	1.230428479243588
SC_RS24140	Other regulatory	0	4810836	1.51308181818182	True	0.1078268639887354
SC_RS24185	TetR	0	4821748	1.46880909090909	False	-0.7118992266088117
SC_RS24205	MarR	0	4825352	1.46941818181818	False	-0.6102359269250709
SC_RS24215	Sigma factor	0	4827958	1.46941818181818	False	2.4478129572402416
SC_RS24235	Other regulatory	0	4831684	1.43912727272727	False	1.3277305525245755
SC_RS24270	TetR	0	4838192	1.4695	False	-1.5498489543450966
SC_RS24295	Other regulatory	0	4845768	1.49423636363636	False	-0.2613866005478055
SC_RS24335	LysR	0	4853069	1.50062727272727	True	-0.5661289350968162
SC_RS24370	HTH (other)	0	4863650	1.51750909090909	False	3.6890665244051695
SC_RS24380	MerR	0	4865850	1.56037272727273	False	2.1231739543915493
SC_RS24390	ArsR	0	4867625	1.56037272727273	False	-1.5746384719887423
SC_RS24415	TetR	0	4872011	1.56862727272727	False	-1.5624594138570886
SC_RS24425	Sigma factor	0	4875516	1.59308181818182	True	0.4402004152934874
SC_RS24435	TetR	0	4876625	1.59308181818182	False	-1.8167566366869272
SC_RS24470	TetR	0	4882589	1.59529090909091	False	-0.3231041185646008
SC_RS24490	PadR	0	4884950	1.59529090909091	False	-0.9288366549900312
SC_RS24545	MerR	0	4897511	1.52744545454545	False	-0.936015561425914
SC_RS24560	TetR	0	4899900	1.52744545454545	False	-1.7970783779029191
SC_RS24570	LysR	0	4902850	1.53769090909091	False	-1.571322682931436
SC_RS24585	HTH (other)	0	4904881	1.53769090909091	False	-1.3480782587503002
SC_RS24625	Lrp	0	4912747	1.50774545454545	False	-1.3222267322689032
SC_RS24635	Other regulatory	0	4914637	1.50774545454545	False	-2.524458093106345
SC_RS24660	TetR	0	4917934	1.51048181818182	False	-0.1927766726713451
SC_RS24870	Other regulatory	0	4960435	1.40623636363636	False	-1.1054600380815596
SC_RS24895	Activator	0	4964061	1.40623636363636	False	-1.2079929326540595
SC_RS25095	TetR	0	5010296	1.33932727272727	False	-2.727342227863869
SC_RS25135	Response regulator	0	5020358	1.49898181818182	False	-0.6323857389663057
SC_RS25140	Sensor kinase	0	5022045	1.49898181818182	False	-0.101567528967933
SC_RS25145	Sensor kinase	0	5023382	1.49898181818182	False	0.6024740268693711
SC_RS25300	GntR	0	5049893	1.69724545454545	False	-2.0652461669455877
SC_RS25320	TetR	0	5055828	1.71604545454545	False	1.3698366358429046
SC_RS25370	TetR	0	5063734	1.70454545454545	False	-1.205765616879327
SC_RS25375	TetR	0	5064405	1.70454545454545	False	-0.8571986010981619
SC_RS25415	Other regulatory	0	5071761	1.63357272727273	False	-2.2798853152190977
SC_RS25495	SARP	0	5093666	1.57629090909091	False	-1.4000332177522306
SC_RS25510	Sensor kinase	0	5097181	1.62703636363636	False	0.0492268027202965
SC_RS25515	Response regulator	0	5098476	1.62703636363636	False	-1.3478537192778712
SC_RS25530	LysR	0	5102990	1.66995454545455	False	0.3263885896825622
SC_RS25540	HTH (other)	0	5105851	1.67428181818182	False	0.8481791523313935
SC_RS25555	HTH (other)	0	5108129	1.67428181818182	False	4.939406509538911
SC_RS25565	HTH (other)	0	5108924	1.67428181818182	False	2.0018099990246654
SC_RS25575	HTH (other)	0	5110819	1.71568181818182	False	0.2989238993813005
SC_RS25615	MerR	0	5116728	1.74403636363636	False	-0.209928149986379
SC_RS25875	HTH (other)	0	5157368	1.53996363636364	False	-0.967189016491167
SC_RS25930	LacI	0	5165438	1.51407272727273	False	-1.4578583039993318
SC_RS25945	Sigma factor	0	5168216	1.51407272727273	False	-0.4996091207829694
SC_RS25990	LysR	0	5178021	1.48788181818182	True	-0.5614154947959401
SC_RS25995	WhiB	0	5179345	1.48788181818182	False	0.3372120358810323
SC_RS26000	Response regulator	0	5179727	1.48788181818182	False	5.824307395274568
SC_RS26005	Sigma factor	0	5180620	1.49438181818182	False	1.475222471033223
SC_RS26125	Other regulatory	0	5213402	1.4017	False	0.3273725462957085
SC_RS26210	HTH (other)	0	5238327	1.38855454545455	False	-2.17145770037917
SC_RS26275	Other regulatory	0	5253685	1.3459	False	-1.6047966712141806
SC_RS26280	TetR	0	5253981	1.3459	True	-1.040301816310672
SC_RS26290	XRE	0	5255754	1.31930909090909	False	-1.3875765985470283
SC_RS26340	Other regulatory	0	5267682	1.24034545454545	False	-0.4834644641256183
SC_RS26410	TetR	0	5282203	1.2284	False	-1.2035966688171895
SC_RS26480	Sigma factor	0	5292481	1.21893636363636	False	-1.02524124721721
SC_RS26490	Sigma factor	0	5294399	1.21893636363636	False	-2.383232055363211
SC_RS26515	TetR	0	5300705	1.26343636363636	False	0.4513157771405439
SC_RS26620	HTH (other)	0	5326010	1.33615454545455	False	0.9238363450830216
SC_RS26635	Sigma factor	0	5329422	1.33615454545455	False	-0.3572705276266575
SC_RS26645	LysR	0	5330904	1.3149	False	-0.2632247148964326
SC_RS26650	TetR	0	5332572	1.3149	False	-0.3902521759323373
SC_RS26690	Sensor kinase	0	5339528	1.29299090909091	False	-1.258153952747587
SC_RS26695	Response regulator	0	5340202	1.26962727272727	False	-1.4448293409983173
SC_RS26700	Sigma factor	0	5340411	1.26962727272727	False	-2.8452588985786473
SC_RS26760	DeoR	0	5354193	1.25231818181818	False	5.322267550234008
SC_RS26855	Sigma factor	0	5373018	1.16895454545455	False	-1.018259879132294
SC_RS26865	TetR	0	5374860	1.16895454545455	False	-3.0458921264373755
SC_RS26875	TetR	0	5376623	1.14602727272727	False	-1.921310905083662
SC_RS26885	HTH (other)	0	5378730	1.14602727272727	False	-1.5487193119762634
SC_RS26925	TetR	0	5389080	1.13647272727273	False	-0.0593562606039366
SC_RS26965	Sigma factor	0	5395822	1.10897272727273	False	-1.272316820268741
SC_RS26970	MarR	0	5396511	1.10897272727273	False	0.2293128645391418
SC_RS26990	Other regulatory	0	5400524	1.07087272727273	False	-1.030577704513464
SC_RS27010	TetR	0	5405644	1.02972727272727	False	-0.3090146874217956
SC_RS27045	Other regulatory	0	5415242	1.0938	False	-1.2520153596365848
SC_RS27105	IclR	0	5428166	1.14151818181818	False	-1.7170840522337387
SC_RS27140	Sigma factor	0	5436069	1.19105454545455	False	0.3858780424918331
SC_RS27150	HTH (other)	0	5437222	1.19105454545455	False	0.2270905287033875
SC_RS27250	AraC	0	5452583	1.25602727272727	True	1.835086357005902
SC_RS27290	MerR	0	5458994	1.26986363636364	True	0.281321289476046
SC_RS27300	HTH (other)	0	5461950	1.28125454545455	False	-2.2543700120671244
SC_RS27330	LysR	0	5468567	1.20941818181818	False	-0.7524789925700364
SC_RS27345	PadR	0	5473182	1.17117272727273	False	-2.4778833850748785
SC_RS27395	WhiB	0	5486443	1.08527272727273	False	0.8775802374359299
SC_RS27485	HTH (other)	0	5507768	1.03816363636364	False	0.4864064030164255
SC_RS27500	TetR	0	5511115	1.04344545454545	False	-0.2016682321445138
SC_RS27570	TetR	0	5523962	1.06974545454545	False	-0.8299871201264029
SC_RS27585	SARP	0	5528094	1.11551818181818	False	1.9854878028690233
SC_RS27635	HTH (other)	0	5536422	1.23038181818182	False	-1.0878972619303078
SC_RS27640	LysR	0	5538175	1.23038181818182	False	-0.4284463849017733
SC_RS27660	GntR	0	5541010	1.29772727272727	False	3.315196156832278
SC_RS27785	HTH (other)	0	5573124	1.51326363636364	False	2.6935231601259644
SC_RS27815	Sensor kinase	0	5578902	1.48712727272727	False	-0.689837931446591
SC_RS27820	Response regulator	0	5580065	1.47112727272727	False	-1.0307147902179643
SC_RS27900	Sigma factor	0	5593690	1.42938181818182	False	-0.7668411556411651
SC_RS27905	Sigma factor	0	5594358	1.42938181818182	False	-0.5530510130978433
SC_RS28015	TetR	0	5617854	1.4185	False	0.2348412263615794
SC_RS28115	WhiB	0	5647747	1.32375454545455	False	-2.6105473280966645
SC_RS28200	TetR	0	5664867	1.30915454545455	False	-0.6099229748247753
SC_RS28210	Other regulatory	0	5667360	1.27847272727273	False	0.0475200705359124
SC_RS28225	TetR	0	5669080	1.27847272727273	False	-0.6481204813202025
SC_RS28260	Sigma factor	0	5675219	1.20817272727273	False	1.6882147654829212
SC_RS28265	Anti-sigma	0	5675899	1.20817272727273	False	1.6437010556982103
SC_RS28280	TetR	0	5679047	1.20817272727273	False	0.3227776549048995
SC_RS28300	Other regulatory	0	5684465	1.15268181818182	False	0.1726333843476718
SC_RS28335	GntR	0	5691836	1.12702727272727	False	-0.8772459390097801
SC_RS28370	TetR	0	5699058	1.14551818181818	False	0.9040245487851306
SC_RS28375	Sensor kinase	0	5700131	1.18694545454545	False	-1.8102154746576544
SC_RS28380	WhiB	0	5702112	1.18694545454545	False	-0.8323966970424082
SC_RS28395	Sigma factor	0	5705071	1.12482727272727	False	1.0293094468069504
SC_RS28495	HTH (other)	0	5722789	1.14657272727273	False	-0.5717326292148773
SC_RS28505	PadR	0	5724715	1.14657272727273	False	-1.8797533203902916
SC_RS28560	TetR	0	5738498	1.10672727272727	False	3.2690510934659804
SC_RS28585	TetR	0	5746301	1.08129090909091	False	-1.2381549782920114
SC_RS28595	Sensor kinase	0	5755076	0.978054545454545	False	-1.1260053392003246
SC_RS28600	Response regulator	0	5755807	0.978054545454545	False	-1.04529906880727
SC_RS28620	MarR	0	5760383	0.957072727272727	False	-2.016252091491544
SC_RS28630	Sensor kinase	0	5762143	0.957072727272727	False	-0.0137258522464046
SC_RS28665	TetR	0	5770348	0.942627272727273	False	-0.6667854253778536
SC_RS28795	Lrp	0	5795022	1.20827272727273	False	-2.179903806611605
SC_RS28860	XRE	0	5810652	1.37657272727273	False	-1.000393723119188
SC_RS28935	Response regulator	0	5818975	1.45610909090909	False	4.130395848128299
SC_RS28965	Other regulatory	0	5826214	1.42517272727273	False	-0.5708762172452746
SC_RS29065	Response regulator	0	5847870	1.3251	False	-0.0337759491781159
SC_RS29070	Sensor kinase	0	5849063	1.3251	False	0.8083934637253871
SC_RS29100	TetR	0	5852346	1.27749090909091	False	-0.8626951605881105
SC_RS29195	Response regulator	0	5875298	1.07031818181818	False	-1.145059285071395
SC_RS29200	Sensor kinase	0	5875963	1.07031818181818	False	-0.8355933754250144
SC_RS29205	MarR	0	5877884	1.07031818181818	False	2.891617584917847
SC_RS29245	MarR	0	5882733	1.07199090909091	False	1.1148212066184375
SC_RS29260	Other regulatory	0	5886499	1.00899090909091	False	1.1464849735440803
SC_RS29270	TetR	0	5888283	1.00899090909091	False	-2.058207338092773
SC_RS29275	TetR	0	5888566	1.00899090909091	False	0.3109504974023706
SC_RS29315	HTH (other)	0	5899692	0.958945454545454	False	-0.55161901383146
SC_RS29335	Other regulatory	0	5903358	0.963563636363636	False	-0.0250634768413038
SC_RS29350	Other regulatory	0	5905174	1.00373636363636	False	1.0401395580980954
SC_RS29355	Response regulator	0	5908036	1.00373636363636	False	-1.9216630018303835
SC_RS29360	Sensor kinase	0	5909691	1.00373636363636	False	-2.94605153267327
SC_RS29370	MerR	0	5911410	1.02989090909091	True	0.1665840547262255
SC_RS29455	Sensor kinase	0	5939350	1.16395454545455	False	-0.2556375956815839
SC_RS29460	Response regulator	0	5940593	1.15850909090909	False	-0.5584147619455264
SC_RS29500	MerR	0	5949398	1.16848181818182	False	1.0418972871266523
SC_RS29600	TetR	0	5971214	1.09478181818182	False	-1.926886428909007
SC_RS29715	HTH (other)	0	5992585	1.22268181818182	False	0.0630168366712376
SC_RS29770	TetR	0	6010146	1.43840909090909	True	-1.2562254513684274
SC_RS29775	Other regulatory	0	6011964	1.43840909090909	False	-1.06437504638543
SC_RS29825	TetR	0	6022748	1.59681818181818	False	-0.8254001961557298
SC_RS29845	TetR	0	6027789	1.58702727272727	False	-0.0323222690046046
SC_RS29905	Sensor kinase	0	6044567	1.46131818181818	True	-1.3132734160492394
SC_RS29960	MerR	0	6050379	1.36634545454545	False	-0.8950996125621657
SC_RS29970	IclR	0	6051815	1.36634545454545	False	0.7982973219900583
SC_RS29990	Other regulatory	0	6054696	1.36634545454545	False	-1.558318134472244
SC_RS30020	Lrp	0	6059965	1.35872727272727	False	-0.9538326231656606
SC_RS30085	HTH (other)	0	6072168	1.16175454545455	False	0.7632294118053181
SC_RS30130	Repressor	0	6084219	1.07800909090909	False	6.63799867067266
SC_RS30140	Other regulatory	0	6087374	1.04078181818182	True	-0.5802055478802578
SC_RS30255	GntR	0	6108427	0.921463636363636	False	0.9301520478126112
SC_RS30275	HTH (other)	0	6111177	0.912563636363636	False	1.1267708295904195
SC_RS30290	HTH (other)	0	6115100	0.903836363636364	False	0.6382480727131737
SC_RS30330	Sigma factor	0	6121043	0.905418181818182	False	2.003051039898683
SC_RS30335	TetR	0	6122014	0.905418181818182	False	1.020718790945095
SC_RS30340	Activator	0	6123223	0.905418181818182	False	0.4330456803061361
SC_RS30370	TetR	0	6131020	0.872563636363636	True	2.6485640091293856
SC_RS30395	Other regulatory	0	6136151	0.891872727272727	False	0.3974434163786196
