tf_name	tf_sco	tf_rs	bs_start	bs_stop	bs_strand	bs_score	bs_qvalue	target_gene	target_sco	target_tss	distance_to_tss	target_strand	target_product
SigR	SCO5216	SC_RS28260	2791291	2791315	+	9.65306	0.0427	SC_RS14980	SCO2585	2791648	345.0	-	glutamate-5-semialdehyde dehydrogenase
SigR	SCO5216	SC_RS28260	2865453	2865477	+	9.65306	0.0427	SC_RS15260	SCO2637	2865913	448.0	+	S8 family serine peptidase
SigR	SCO5216	SC_RS28260	2884839	2884863	-	9.65306	0.0427	SC_RS15340	SCO2653	2884761	90.0	+	class I SAM-dependent methyltransferase
SigR	SCO5216	SC_RS28260	2958161	2958185	+	9.65306	0.0427	SC_RS15655	SCO2714	2958636	463.0	-	glycoside hydrolase family 26 protein
SigR	SCO5216	SC_RS28260	2980365	2980389	-	9.65306	0.0427	SC_RS15750	SCO2733	2980422	45.0	-	SDR family oxidoreductase
SigR	SCO5216	SC_RS28260	2980365	2980389	-	9.65306	0.0427	SC_RS15755	SCO2734	2980555	178.0	+	LysR family transcriptional regulator
SigR	SCO5216	SC_RS28260	3003017	3003041	+	9.65306	0.0427	SC_RS15860	SCO2755	3002577	452.0	-	GNAT family N-acetyltransferase
SigR	SCO5216	SC_RS28260	3003017	3003041	+	9.65306	0.0427	SC_RS15865	SCO2756	3003509	480.0	-	EamA family transporter
SigR	SCO5216	SC_RS28260	3007658	3007682	+	9.65306	0.0427	SC_RS15880	SCO2759	3008032	362.0	-	IS110-like element IS110 family transposase
SigR	SCO5216	SC_RS28260	3035659	3035683	-	9.65306	0.0427	SC_RS15995	SCO2782	3035641	30.0	+	lysine decarboxylase DesA
SigR	SCO5216	SC_RS28260	3037991	3038015	-	9.65306	0.0427	SC_RS16005	SCO2784	3038344	341.0	+	GNAT family N-acetyltransferase
SigR	SCO5216	SC_RS28260	3042789	3042813	-	9.65306	0.0427	SC_RS16015	SCO2786	3042359	442.0	-	beta-N-acetylhexosaminidase
SigR	SCO5216	SC_RS28260	3042789	3042813	-	9.65306	0.0427	SC_RS16020	SCO2787	3042474	327.0	+	DUF4429 domain-containing protein
SigR	SCO5216	SC_RS28260	3082339	3082363	-	9.65306	0.0427	SC_RS16200	SCO2821	3082009	342.0	-	pectate lyase family protein
SigR	SCO5216	SC_RS28260	3085374	3085398	+	9.65306	0.0427	SC_RS16220	SCO2825	3085268	118.0	+	amidase
SigR	SCO5216	SC_RS28260	3101628	3101652	-	9.65306	0.0427	SC_RS16300	SCO2839	3101196	444.0	-	lipoprotein
SigR	SCO5216	SC_RS28260	3101628	3101652	-	9.65306	0.0427	SC_RS16305	SCO2840	3101313	327.0	+	LysR family transcriptional regulator
SigR	SCO5216	SC_RS28260	3109457	3109481	+	9.65306	0.0427	SC_RS16350	SCO2850	3109952	483.0	-	fumarylacetoacetate hydrolase family protein
SigR	SCO5216	SC_RS28260	3110452	3110476	+	9.65306	0.0427	SC_RS16355	SCO2851	3110833	369.0	-	YidC/Oxa1 family membrane protein insertase
SigR	SCO5216	SC_RS28260	3163322	3163346	+	9.65306	0.0427	SC_RS16655	SCO2911	3162982	352.0	-	MoaD/ThiS family protein
SigR	SCO5216	SC_RS28260	3163322	3163346	+	9.65306	0.0427	SC_RS16660	SCO2912	3163177	157.0	-	putative leader peptide
SigR	SCO5216	SC_RS28260	3163322	3163346	+	9.65306	0.0427	SC_RS16665	SCO2913	3163679	345.0	-	M67 family metallopeptidase
SigR	SCO5216	SC_RS28260	3181905	3181929	+	9.65306	0.0427	SC_RS16745	SCO2929	3181553	364.0	-	RNA-guided endonuclease InsQ/TnpB family protein
SigR	SCO5216	SC_RS28260	3181905	3181929	+	9.65306	0.0427	SC_RS16750	SCO2930	3181757	160.0	+	ABC transporter permease
SigR	SCO5216	SC_RS28260	3181905	3181929	+	9.65306	0.0427	SC_RS16755	SCO2931	3182412	495.0	+	betaine/proline/choline family ABC transporter ATP-binding protein
SigR	SCO5216	SC_RS28260	3200935	3200959	+	9.65306	0.0427	SC_RS16825	SCO2944	3201250	303.0	-	carbohydrate ABC transporter permease
SigR	SCO5216	SC_RS28260	3200968	3200992	+	9.65306	0.0427	SC_RS16825	SCO2944	3201250	270.0	-	carbohydrate ABC transporter permease
SigR	SCO5216	SC_RS28260	3216374	3216398	-	9.65306	0.0427	SC_RS16890	SCO2958	3216312	74.0	-	uroporphyrinogen-III synthase
SigR	SCO5216	SC_RS28260	3245536	3245560	-	9.65306	0.0427	SC_RS17005	SCO2980	3245679	131.0	+	carbohydrate ABC transporter permease
SigR	SCO5216	SC_RS28260	3247245	3247269	+	9.65306	0.0427	SC_RS17010	SCO2981	3246761	496.0	+	bifunctional glycosyltransferase/CDP-glycerol:glycerophosphate glycerophosphotransferase
SigR	SCO5216	SC_RS28260	3273968	3273992	-	9.65306	0.0427	SC_RS17100	SCO2999	3273572	408.0	-	NAD-glutamate dehydrogenase
SigR	SCO5216	SC_RS28260	3282685	3282709	+	9.65306	0.0427	SC_RS17140	SCO3008	3282630	67.0	-	response regulator
SigR	SCO5216	SC_RS28260	3282687	3282711	-	9.65306	0.0427	SC_RS17140	SCO3008	3282630	69.0	-	response regulator
SigR	SCO5216	SC_RS28260	3289705	3289729	-	9.65306	0.0427	SC_RS17165	SCO3013	3289579	138.0	-	two-component system response regulator MtrA
SigR	SCO5216	SC_RS28260	3349254	3349278	+	9.65306	0.0427	SC_RS17385	SCO3054	3348852	414.0	-	CGNR zinc finger domain-containing protein
SigR	SCO5216	SC_RS28260	3349254	3349278	+	9.65306	0.0427	SC_RS17390	SCO3055	3348964	302.0	+	VOC family protein
SigR	SCO5216	SC_RS28260	3349254	3349278	+	9.65306	0.0427	SC_RS17395	SCO3056	3349353	87.0	+	VOC family protein
SigR	SCO5216	SC_RS28260	3378499	3378523	-	9.65306	0.0427	SC_RS17535	SCO3084	3378513	2.0	-	4-hydroxybenzoate 3-monooxygenase
SigR	SCO5216	SC_RS28260	3378499	3378523	-	9.65306	0.0427	SC_RS17540	SCO3085	3378965	454.0	-	ammonium transporter
SigR	SCO5216	SC_RS28260	3439830	3439854	-	9.65306	0.0427	SC_RS17815	SCO3138	3439685	157.0	-	galactose-1-phosphate uridylyltransferase
SigR	SCO5216	SC_RS28260	3439830	3439854	-	9.65306	0.0427	SC_RS17820	SCO3139	3439885	43.0	+	sodium:solute symporter family protein
SigR	SCO5216	SC_RS28260	3440233	3440257	-	9.65306	0.0427	SC_RS17820	SCO3139	3439885	360.0	+	sodium:solute symporter family protein
SigR	SCO5216	SC_RS28260	3456313	3456337	-	9.65306	0.0427	SC_RS17885	SCO3155	3456606	281.0	+	hypothetical protein
SigR	SCO5216	SC_RS28260	3505874	3505898	+	9.65306	0.0427	SC_RS18100	SCO3197	3505421	465.0	-	1-phosphofructokinase
SigR	SCO5216	SC_RS28260	3505874	3505898	+	9.65306	0.0427	SC_RS18105	SCO3198	3506179	293.0	-	DeoR/GlpR family DNA-binding transcription regulator
SigR	SCO5216	SC_RS28260	3533901	3533925	-	9.65306	0.0427	SC_RS18220	SCO3221	3534346	433.0	-	prephenate dehydrogenase
SigR	SCO5216	SC_RS28260	3587530	3587554	+	9.65306	0.0427	SC_RS18290	SCO3235	3587647	105.0	-	ABC transporter ATP-binding protein
SigR	SCO5216	SC_RS28260	3591024	3591048	+	9.65306	0.0427	SC_RS18305	SCO3238	3591306	270.0	-	metabolite traffic protein EboE
SigR	SCO5216	SC_RS28260	3704980	3705004	+	9.65306	0.0427	SC_RS18845	SCO3345	3704612	380.0	-	dihydroxy-acid dehydratase
SigR	SCO5216	SC_RS28260	3704980	3705004	+	9.65306	0.0427	SC_RS18850	SCO3346	3705382	390.0	-	TetR/AcrR family transcriptional regulator
SigR	SCO5216	SC_RS28260	3769747	3769771	-	9.65306	0.0427	SC_RS19145	SCO3404	3770132	373.0	-	ATP-dependent zinc metalloprotease FtsH
SigR	SCO5216	SC_RS28260	3789039	3789063	-	9.65306	0.0427	SC_RS19240	SCO3424	3788943	108.0	-	DUF397 domain-containing protein
SigR	SCO5216	SC_RS28260	3789039	3789063	-	9.65306	0.0427	SC_RS19245	SCO3425	3789487	436.0	-	30S ribosomal protein S18
SigR	SCO5216	SC_RS28260	3803774	3803798	-	9.65306	0.0427	SC_RS19330	SCO3441	3803405	381.0	+	hypothetical protein
SigR	SCO5216	SC_RS28260	3803774	3803798	-	9.65306	0.0427	SC_RS19335	SCO3442	3804032	246.0	+	mycoredoxin
SigR	SCO5216	SC_RS28260	3818533	3818557	-	9.65306	0.0427	SC_RS19415	SCO3458	3818494	51.0	-	TVP38/TMEM64 family protein
SigR	SCO5216	SC_RS28260	3847189	3847213	-	9.65306	0.0427	SC_RS19540	SCO3483	3847649	448.0	-	carbohydrate ABC transporter permease
SigR	SCO5216	SC_RS28260	3859261	3859285	-	9.65306	0.0427	SC_RS19585	SCO3493	3859008	265.0	-	GNAT family N-acetyltransferase
SigR	SCO5216	SC_RS28260	3882507	3882531	-	9.65306	0.0427	SC_RS19690	SCO3514	3882333	186.0	+	SCO6881 family protein
SigR	SCO5216	SC_RS28260	3905393	3905417	+	9.65306	0.0427	SC_RS19810	SCO3537	3905723	318.0	-	ImmA/IrrE family metallo-endopeptidase
SigR	SCO5216	SC_RS28260	3923155	3923179	+	9.65306	0.0427	SC_RS19870	SCO3547	3923371	204.0	-	sodium-translocating pyrophosphatase
SigR	SCO5216	SC_RS28260	3970968	3970992	-	9.65306	0.0427	SC_RS20105	SCO3594	3971293	313.0	+	D-lactate dehydrogenase VanH-Sc
SigR	SCO5216	SC_RS28260	3995287	3995311	+	9.65306	0.0427	SC_RS20210	SCO3615	3995695	396.0	-	aspartate kinase
SigR	SCO5216	SC_RS28260	4019642	4019666	+	9.65306	0.0427	SC_RS20345	SCO3641	4019882	228.0	-	sensor histidine kinase
SigR	SCO5216	SC_RS28260	4036480	4036504	-	9.65306	0.0427	SC_RS20425		4036482	10.0	-	hypothetical protein
SigR	SCO5216	SC_RS28260	4036480	4036504	-	9.65306	0.0427	SC_RS20430	SCO3658	4036689	197.0	+	pyridoxal phosphate-dependent aminotransferase
SigR	SCO5216	SC_RS28260	4067904	4067928	+	9.65306	0.0427	SC_RS20560	SCO3685	4067767	149.0	+	DUF5994 family protein
SigR	SCO5216	SC_RS28260	4099635	4099659	-	9.65306	0.0427	SC_RS20750	SCO3724	4099411	236.0	-	ATP-binding protein
SigR	SCO5216	SC_RS28260	4164319	4164343	+	9.65306	0.0427	SC_RS21060	SCO3788	4164366	35.0	+	hypothetical protein
SigR	SCO5216	SC_RS28260	4164319	4164343	+	9.65306	0.0427	SC_RS21065	SCO3789	4164773	442.0	+	endonuclease/exonuclease/phosphatase family protein
SigR	SCO5216	SC_RS28260	4183451	4183475	+	9.65306	0.0427	SC_RS21135	SCO3802	4183022	441.0	+	DUF6458 family protein
SigR	SCO5216	SC_RS28260	4183451	4183475	+	9.65306	0.0427	SC_RS21140	SCO3803	4183737	274.0	-	cupin domain-containing protein
SigR	SCO5216	SC_RS28260	4183451	4183475	+	9.65306	0.0427	SC_RS21145	SCO3804	4183789	326.0	+	GlxA family transcriptional regulator
SigR	SCO5216	SC_RS28260	4230006	4230030	-	9.65306	0.0427	SC_RS21365	SCO3846	4230492	474.0	+	FtsW/RodA/SpoVE family cell cycle protein
SigR	SCO5216	SC_RS28260	4236618	4236642	+	9.65306	0.0427	SC_RS21380	SCO3849	4236452	178.0	-	class E sortase
SigR	SCO5216	SC_RS28260	4238963	4238987	-	9.65306	0.0427	SC_RS21400	SCO3853	4239178	203.0	-	DUF881 domain-containing protein
SigR	SCO5216	SC_RS28260	4238963	4238987	-	9.65306	0.0427	SC_RS21405	SCO3854	4239330	355.0	+	cell division protein CrgA
SigR	SCO5216	SC_RS28260	4319895	4319919	-	9.65306	0.0427	SC_RS21775	SCO3926	4319474	433.0	+	SsgA family sporulation/cell division regulator
SigR	SCO5216	SC_RS28260	4329310	4329334	-	9.65306	0.0427	SC_RS21815	SCO3934	4328871	451.0	+	FtsK/SpoIIIE domain-containing protein
SigR	SCO5216	SC_RS28260	4356574	4356598	+	9.65306	0.0427	SC_RS21925	SCO3957	4356942	356.0	+	ABC transporter permease
SigR	SCO5216	SC_RS28260	4417668	4417692	-	9.65306	0.0427	SC_RS22230	SCO4022	4417530	150.0	+	bifunctional glycosyltransferase family 2/GtrA family protein
SigR	SCO5216	SC_RS28260	4513553	4513577	-	9.65306	0.0427	SC_RS22735	SCO4113	4513579	14.0	-	L-2-hydroxyglutarate oxidase
SigR	SCO5216	SC_RS28260	4583441	4583465	+	9.65306	0.0427	SC_RS23025	SCO4167	4583180	273.0	-	TetR family transcriptional regulator
SigR	SCO5216	SC_RS28260	4583441	4583465	+	9.65306	0.0427	SC_RS23030	SCO4168	4583271	182.0	+	SDR family NAD(P)-dependent oxidoreductase
SigR	SCO5216	SC_RS28260	4595663	4595687	+	9.65306	0.0427	SC_RS23115	SCO4186	4595605	70.0	+	GNAT family N-acetyltransferase
SigR	SCO5216	SC_RS28260	4595665	4595689	-	9.65306	0.0427	SC_RS23115	SCO4186	4595605	72.0	+	GNAT family N-acetyltransferase
SigR	SCO5216	SC_RS28260	4606107	4606131	+	9.65306	0.0427	SC_RS23165	SCO4196	4606479	360.0	-	metal-dependent hydrolase family protein
SigR	SCO5216	SC_RS28260	4606107	4606131	+	9.65306	0.0427	SC_RS23170	SCO4197	4606581	462.0	+	MarR family winged helix-turn-helix transcriptional regulator
SigR	SCO5216	SC_RS28260	4645840	4645864	+	9.65306	0.0427	SC_RS23385	SCO4240	4646311	459.0	-	diacetylchitobiose ABC transporter ATP-binding protein MsiK
SigR	SCO5216	SC_RS28260	4646212	4646236	+	9.65306	0.0427	SC_RS23385	SCO4240	4646311	87.0	-	diacetylchitobiose ABC transporter ATP-binding protein MsiK
SigR	SCO5216	SC_RS28260	4646212	4646236	+	9.65306	0.0427	SC_RS23390	SCOt47	4646531	307.0	+	
SigR	SCO5216	SC_RS28260	4704363	4704387	+	9.65306	0.0427	SC_RS23630	SCO4289	4704590	215.0	+	hypothetical protein
SigR	SCO5216	SC_RS28260	4761597	4761621	+	9.65306	0.0427	SC_RS23905	SCO4347	4761673	64.0	-	hypothetical protein
SigR	SCO5216	SC_RS28260	4863161	4863185	-	9.65306	0.0427	SC_RS24370	SCO4441	4863650	477.0	+	helix-turn-helix domain-containing protein
SigR	SCO5216	SC_RS28260	4883095	4883119	+	9.65306	0.0427	SC_RS24475	SCO4462	4882715	392.0	+	MFS transporter
SigR	SCO5216	SC_RS28260	4883097	4883121	-	9.65306	0.0427	SC_RS24475	SCO4462	4882715	394.0	+	MFS transporter
SigR	SCO5216	SC_RS28260	4902884	4902908	+	9.65306	0.0427	SC_RS24570	SCO4482	4902850	46.0	-	LysR family transcriptional regulator
SigR	SCO5216	SC_RS28260	4902884	4902908	+	9.65306	0.0427	SC_RS24575	SCO4483	4902931	35.0	+	cupin domain-containing protein
SigR	SCO5216	SC_RS28260	4926441	4926465	-	9.65306	0.0427	SC_RS24690	SCO4505	4925953	500.0	-	cold-shock protein
SigR	SCO5216	SC_RS28260	4926441	4926465	-	9.65306	0.0427	SC_RS24695	SCO4506	4926246	207.0	+	menaquinone biosynthetic enzyme MqnA/MqnD family protein
SigR	SCO5216	SC_RS28260	4926772	4926796	+	9.65306	0.0427	SC_RS24700	SCO4507	4927170	386.0	+	serine/threonine-protein kinase
SigR	SCO5216	SC_RS28260	4935478	4935502	+	9.65306	0.0427	SC_RS24715	SCO4512	4935685	195.0	-	hypothetical protein
SigR	SCO5216	SC_RS28260	4943775	4943799	-	9.65306	0.0427	SC_RS24765	SCO4522	4943474	313.0	-	hypothetical protein
SigR	SCO5216	SC_RS28260	4943775	4943799	-	9.65306	0.0427	SC_RS24770	SCO4523	4943703	84.0	+	membrane protein
SigR	SCO5216	SC_RS28260	4947696	4947720	-	9.65306	0.0427	SC_RS24790	SCO4527	4948063	355.0	+	type II secretion system F family protein
SigR	SCO5216	SC_RS28260	4948083	4948107	-	9.65306	0.0427	SC_RS24790	SCO4527	4948063	32.0	+	type II secretion system F family protein
SigR	SCO5216	SC_RS28260	4952421	4952445	-	9.65306	0.0427	SC_RS24825	SCO4534	4952253	180.0	+	putative T7SS-secreted protein
SigR	SCO5216	SC_RS28260	4961550	4961574	-	9.65306	0.0427	SC_RS24880	SCO4545	4961108	454.0	+	hypothetical protein
SigR	SCO5216	SC_RS28260	4982205	4982229	+	9.65306	0.0427	SC_RS24980	SCO4565	4981949	268.0	+	NADH-quinone oxidoreductase subunit D
SigR	SCO5216	SC_RS28260	5006634	5006658	-	9.65306	0.0427	SC_RS25075	SCO4584	5006187	459.0	+	LolA family protein
SigR	SCO5216	SC_RS28260	5042429	5042453	+	9.65306	0.0427	SC_RS25245	SCO4617	5042281	160.0	-	ATP-binding protein
SigR	SCO5216	SC_RS28260	5064882	5064906	-	9.65306	0.0427	SC_RS25375	SCO4640	5064405	489.0	+	TetR/AcrR family transcriptional regulator
SigR	SCO5216	SC_RS28260	5064882	5064906	-	9.65306	0.0427	SC_RS25380	SCO4641	5065114	220.0	+	MFS transporter
SigR	SCO5216	SC_RS28260	5102032	5102056	+	9.65306	0.0427	SC_RS25525	SCO4670	5101891	153.0	-	alpha-lytic protease prodomain-containing protein
SigR	SCO5216	SC_RS28260	5123966	5123990	-	9.65306	0.0427	SC_RS25655	SCO4699	5123855	123.0	+	RHS repeat domain-containing protein
SigR	SCO5216	SC_RS28260	5137057	5137081	+	9.65306	0.0427	SC_RS25760	SCO4720	5136758	311.0	+	50S ribosomal protein L30
SigR	SCO5216	SC_RS28260	5137057	5137081	+	9.65306	0.0427	SC_RS25765	SCO4721	5136943	126.0	+	50S ribosomal protein L15
SigR	SCO5216	SC_RS28260	5262282	5262306	-	9.65306	0.0427	SC_RS26310	SCO4830	5261850	444.0	+	quaternary amine ABC transporter ATP-binding protein
SigR	SCO5216	SC_RS28260	5263241	5263265	-	9.65306	0.0427	SC_RS26315	SCO4831	5263034	219.0	+	ABC transporter permease
SigR	SCO5216	SC_RS28260	5266664	5266688	+	9.65306	0.0427	SC_RS26325	SCO4833	5266685	9.0	-	isocitrate lyase/PEP mutase family protein
SigR	SCO5216	SC_RS28260	5266664	5266688	+	9.65306	0.0427	SC_RS26330	SCO4834	5267128	452.0	-	carboxymuconolactone decarboxylase family protein
SigR	SCO5216	SC_RS28260	5290667	5290691	-	9.65306	0.0427	SC_RS26465	SCO4861	5290562	117.0	+	hypothetical protein
SigR	SCO5216	SC_RS28260	5394156	5394180	-	9.65306	0.0427	SC_RS26950	SCO4957	5393750	418.0	-	hypothetical protein
SigR	SCO5216	SC_RS28260	5394156	5394180	-	9.65306	0.0427	SC_RS26955	SCO4958	5393847	321.0	+	cystathionine gamma-synthase
SigR	SCO5216	SC_RS28260	5396828	5396852	+	9.65306	0.0427	SC_RS26970	SCO4961	5396511	329.0	-	MarR family winged helix-turn-helix transcriptional regulator
SigR	SCO5216	SC_RS28260	5396828	5396852	+	9.65306	0.0427	SC_RS26975	SCO4962	5396674	166.0	+	threonine ammonia-lyase
SigR	SCO5216	SC_RS28260	5486358	5486382	+	9.65306	0.0427	SC_RS27395	SCO5046	5486443	73.0	+	WhiB family transcriptional regulator
SigR	SCO5216	SC_RS28260	5548181	5548205	+	9.65306	0.0427	SC_RS27690	SCO5106	5548607	414.0	-	succinate dehydrogenase/fumarate reductase iron-sulfur subunit
SigR	SCO5216	SC_RS28260	5564004	5564028	-	9.65306	0.0427	SC_RS27745	SCO5117	5563836	180.0	+	peptide ABC transporter substrate-binding protein
SigR	SCO5216	SC_RS28260	5565738	5565762	-	9.65306	0.0427	SC_RS27750	SCO5118	5565480	270.0	+	ABC transporter permease
SigR	SCO5216	SC_RS28260	5593346	5593370	-	9.65306	0.0427	SC_RS27895	SCO5146	5593443	85.0	-	O-methyltransferase
SigR	SCO5216	SC_RS28260	5593346	5593370	-	9.65306	0.0427	SC_RS27900	SCO5147	5593690	332.0	+	RNA polymerase sigma factor SigE
SigR	SCO5216	SC_RS28260	5672264	5672288	+	9.65306	0.0427	SC_RS28240	SCO5212	5672591	315.0	-	3-phosphoshikimate 1-carboxyvinyltransferase
SigR	SCO5216	SC_RS28260	5713868	5713892	-	9.65306	0.0427	SC_RS28445	SCO5253	5713933	53.0	+	hypothetical protein
SigR	SCO5216	SC_RS28260	5764711	5764735	-	9.65306	0.0427	SC_RS28635	SCO5290	5765136	413.0	+	roadblock/LC7 domain-containing protein
SigR	SCO5216	SC_RS28260	5897406	5897430	+	9.65306	0.0427	SC_RS29305	SCO5425	5897793	375.0	-	phosphate acetyltransferase
SigR	SCO5216	SC_RS28260	5952385	5952409	-	9.65306	0.0427	SC_RS29515	SCO5466	5951973	424.0	-	glycoside hydrolase family 25 protein
SigR	SCO5216	SC_RS28260	5952385	5952409	-	9.65306	0.0427	SC_RS29520	SCO5467	5952154	243.0	+	D-Ala-D-Ala carboxypeptidase family metallohydrolase
SigR	SCO5216	SC_RS28260	5971317	5971341	-	9.65306	0.0427	SC_RS29600	SCO5483	5971214	115.0	-	TetR family transcriptional regulator
SigR	SCO5216	SC_RS28260	5971317	5971341	-	9.65306	0.0427	SC_RS29605	SCO5484	5971342	13.0	+	membrane protein
SigR	SCO5216	SC_RS28260	5971317	5971341	-	9.65306	0.0427	SC_RS29610	SCO5485	5971544	215.0	+	hypothetical protein
SigR	SCO5216	SC_RS28260	5979271	5979295	-	9.65306	0.0427	SC_RS29655	SCO5494	5978785	498.0	+	NAD-dependent DNA ligase LigA
SigR	SCO5216	SC_RS28260	5984996	5985020	-	9.65306	0.0427	SC_RS29675	SCO5498	5984816	192.0	+	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
SigR	SCO5216	SC_RS28260	5984996	5985020	-	9.65306	0.0427	SC_RS29680	SCO5499	5985116	108.0	+	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
SigR	SCO5216	SC_RS28260	5990827	5990851	+	9.65306	0.0427	SC_RS29700	SCO5503	5990841	2.0	+	GNAT family N-acetyltransferase
SigR	SCO5216	SC_RS28260	6049243	6049267	+	9.65306	0.0427	SC_RS29935	SCOt56	6049148	107.0	+	
SigR	SCO5216	SC_RS28260	6049243	6049267	+	9.65306	0.0427	SC_RS29940	SCOt57	6049259	4.0	+	
SigR	SCO5216	SC_RS28260	6049243	6049267	+	9.65306	0.0427	SC_RS29945	SCOt58	6049394	139.0	+	
SigR	SCO5216	SC_RS28260	6049243	6049267	+	9.65306	0.0427	SC_RS29950	SCOt59	6049487	232.0	+	
SigR	SCO5216	SC_RS28260	6049243	6049267	+	9.65306	0.0427	SC_RS29955	SCOt60	6049603	348.0	+	
SigR	SCO5216	SC_RS28260	6050719	6050743	-	9.65306	0.0427	SC_RS29960	SCO5550	6050379	352.0	-	MerR family transcriptional regulator
SigR	SCO5216	SC_RS28260	6050719	6050743	-	9.65306	0.0427	SC_RS29965	SCO5551	6050461	270.0	+	DUF4188 domain-containing protein
SigR	SCO5216	SC_RS28260	6150683	6150707	+	9.65306	0.0427	SC_RS30470	SCO5651	6151109	414.0	-	LOG family protein
SigR	SCO5216	SC_RS28260	6151420	6151444	+	9.65306	0.0427	SC_RS30470	SCO5651	6151109	323.0	-	LOG family protein
SigR	SCO5216	SC_RS28260	6151420	6151444	+	9.65306	0.0427	SC_RS30475	SCO5652	6151543	111.0	-	VOC family protein
SigR	SCO5216	SC_RS28260	6202006	6202030	-	9.65306	0.0427	SC_RS30675	SCO5692	6201527	491.0	-	LacI family DNA-binding transcriptional regulator
SigR	SCO5216	SC_RS28260	6202006	6202030	-	9.65306	0.0427	SC_RS30680	SCO5693	6201820	198.0	+	acyl-CoA dehydrogenase family protein
SigR	SCO5216	SC_RS28260	6279431	6279455	+	9.65306	0.0427	SC_RS30970	SCO5748	6279265	178.0	+	HAMP domain-containing protein
SigR	SCO5216	SC_RS28260	6293344	6293368	-	9.65306	0.0427	SC_RS31005	SCO5755	6293066	290.0	+	helix-turn-helix domain-containing protein
SigR	SCO5216	SC_RS28260	6293344	6293368	-	9.65306	0.0427	SC_RS31010	SCO5756	6293651	295.0	+	Dps family protein
SigR	SCO5216	SC_RS28260	6295019	6295043	-	9.65306	0.0427	SC_RS31025	SCO5759	6294821	210.0	+	SRPBCC family protein
SigR	SCO5216	SC_RS28260	6303554	6303578	+	9.65306	0.0427	SC_RS31050	SCO5764	6303086	480.0	+	AzlD domain-containing protein
SigR	SCO5216	SC_RS28260	6337597	6337621	+	9.65306	0.0427	SC_RS31225	SCO5797	6337308	301.0	-	trypsin-like serine peptidase
SigR	SCO5216	SC_RS28260	6343134	6343158	+	9.65306	0.0427	SC_RS31250	SCO5802	6343581	435.0	+	ATP-dependent DNA helicase
SigR	SCO5216	SC_RS28260	6370909	6370933	-	9.65306	0.0427	SC_RS31350		6370565	356.0	-	DUF7455 domain-containing protein
SigR	SCO5216	SC_RS28260	6370909	6370933	-	9.65306	0.0427	SC_RS31355	SCO5822	6371006	85.0	+	DNA gyrase/topoisomerase IV subunit B
SigR	SCO5216	SC_RS28260	6383975	6383999	+	9.65306	0.0427	SC_RS31410	SCO5833	6384351	364.0	-	hypothetical protein
SigR	SCO5216	SC_RS28260	6394204	6394228	+	9.65306	0.0427	SC_RS31450	SCO5841	6394326	110.0	-	HPr family phosphocarrier protein
SigR	SCO5216	SC_RS28260	6394204	6394228	+	9.65306	0.0427	SC_RS31455	SCO5842	6394529	313.0	+	bifunctional acetate--CoA ligase family protein/GNAT family N-acetyltransferase
SigR	SCO5216	SC_RS28260	6497926	6497950	-	9.65306	0.0427	SC_RS31890	SCO5929	6498183	245.0	-	SDR family oxidoreductase
SigR	SCO5216	SC_RS28260	6497926	6497950	-	9.65306	0.0427	SC_RS31895		6498253	315.0	+	NUDIX hydrolase
SigR	SCO5216	SC_RS28260	6508760	6508784	+	9.65306	0.0427	SC_RS31955	SCO5942	6509216	444.0	+	TetR/AcrR family transcriptional regulator
SigR	SCO5216	SC_RS28260	6508762	6508786	-	9.65306	0.0427	SC_RS31955	SCO5942	6509216	442.0	+	TetR/AcrR family transcriptional regulator
SigR	SCO5216	SC_RS28260	6531901	6531925	+	9.65306	0.0427	SC_RS32045	SCO5960	6531446	467.0	-	energy-coupling factor ABC transporter substrate-binding protein
SigR	SCO5216	SC_RS28260	6531901	6531925	+	9.65306	0.0427	SC_RS32050	SCO5961	6532141	228.0	-	energy-coupling factor ABC transporter permease
SigR	SCO5216	SC_RS28260	6541265	6541289	-	9.65306	0.0427	SC_RS32090	SCO5969	6540971	306.0	+	nucleotide pyrophosphohydrolase
SigR	SCO5216	SC_RS28260	6541265	6541289	-	9.65306	0.0427	SC_RS32095	SCO5970	6541507	230.0	+	DUF6099 family protein
SigR	SCO5216	SC_RS28260	6551197	6551221	-	9.65306	0.0427	SC_RS32130	SCO5977	6551536	327.0	+	amino acid permease
SigR	SCO5216	SC_RS28260	6562975	6562999	-	9.65306	0.0427	SC_RS32180	SCO5987	6563093	106.0	-	DUF5999 family protein
SigR	SCO5216	SC_RS28260	6562975	6562999	-	9.65306	0.0427	SC_RS32185	SCO5988	6563335	348.0	+	DUF6299 family protein
SigR	SCO5216	SC_RS28260	6594286	6594310	-	9.65306	0.0427	SC_RS32300	SCO6012	6594557	259.0	-	glycosyl hydrolase family 18 protein
SigR	SCO5216	SC_RS28260	6610653	6610677	+	9.65306	0.0427	SC_RS32360	SCO6025	6611138	473.0	+	PIG-L family deacetylase
SigR	SCO5216	SC_RS28260	6615533	6615557	+	9.65306	0.0427	SC_RS32365	SCO6026	6615300	245.0	-	3-hydroxyacyl-CoA dehydrogenase NAD-binding domain-containing protein
