gene,operonID
SCO1721,1213
SCO1722,1214
SCO1723,1214
SCO1724,1215
SCO1725,1216
SCO1726,1217
SCO1727,1217
SCO1728,1218
SCO1729,1219
SCO1730,1219
SCO1731,1220
SCO1732,1221
SCO1733,1222
SCO1734,1223
SCO1735,1224
SCO1736,1225
SCO1737,1226
SCO1738,1227
SCO1739,1227
SCO1740,1228
SCO1741,1229
SCO1742,1230
SCO1743,1230
SCO1744,1230
SCO1745,1230
SCO1746,1231
SCO1747,1232
SCO1748,1233
SCO1749,1234
SCO1750,1235
SCO1751,1236
SCO1752,1237
SCO1753,1238
SCO1754,1239
SCO1755,1240
SCO1756,1241
SCO1757,1242
SCO1758,1243
SCO1759,1244
SCO1760,1244
SCO1761,1245
SCO1762,1245
SCO1763,1246
SCO1764,1247
SCO1765,1248
SCO1766,1248
SCO1767,1248
SCO1768,1249
SCO1769,1249
SCO1770,1249
SCO1771,1250
SCO1772,1250
SCO1773,1251
SCO1774,1252
SCO1775,1253
SCO1776,1253
SCO1777,1254
SCO1778,1255
SCO1779,1256
SCO1780,1257
SCO1781,1258
SCO1782,1258
SCO1783,1258
SCO1784,1259
SCO1785,1260
SCO1786,1260
SCO1787,1260
SCO1788,1261
SCO1789,1262
SCO1790,1263
SCO1791,1263
SCO1792,1264
SCO1793,1265
SCO1794,1265
SCO1795,1266
SCO1796,1267
SCO1797,1268
SCO1798,1269
SCO1799,1270
SCO1800,1271
SCO1801,1272
SCO1802,1272
SCO1803,1273
SCO1804,1273
SCO1805,1274
SCO1806,1275
SCO1807,1276
SCO1808,1277
SCO1809,1278
SCO1810,1279
SCO1811,1279
SCO1812,1279
SCO1813,1280
SCO1814,1281
SCO1815,1281
SCO1816,1282
SCO1817,1282
SCO1818,1283
SCO1819,1284
SCO1820,1285
SCO1821,1286
SCO1822,1287
SCO1823,1287
SCO1824,1288
SCO1825,1288
SCO1826,1288
SCO1827,1289
SCO1828,1290
SCO1829,1291
SCO1830,1292
SCO1831,1292
SCO1832,1293
SCO1833,1293
SCO1834,1294
SCO1835,1294
SCO1836,1295
SCO1837,1296
SCO1838,1297
SCO1839,1298
SCO1840,1299
SCO1841,1300
SCO1842,1301
SCO1843,1302
SCO1844,1303
SCO1845,1304
SCO1846,1305
SCO1847,1306
SCO1848,1306
SCO1849,1306
SCO1850,1306
SCO1851,1306
SCO1852,1306
SCO1853,1306
SCO1854,1307
SCO1855,1308
SCO1856,1308
SCO1857,1308
SCO1858,1308
SCO1859,1308
SCO1860,1309
SCO1861,1310
SCO1862,1311
SCO1863,1312
SCO1864,1313
SCO1865,1313
SCO1866,1313
SCO1867,1313
SCO1868,1314
SCO1869,1315
SCO1870,1316
SCO1871,1317
SCO1872,1318
SCO1873,1318
SCO1874,1319
SCO1875,1320
SCO1876,1321
SCO1877,1321
SCO1878,1322
SCO1879,1323
SCO1880,1324
SCO1881,1325
SCO1882,1326
SCO1883,1327
SCO1884,1327
SCO1885,1327
SCO1886,1327
SCO1887,1327
SCO1888,1328
SCO1889,1328
SCO1890,1328
SCO1891,1329
SCO1892,1330
SCO1893,1331
SCO1894,1332
SCO1895,1332
SCO1896,1333
SCO1897,1334
SCO1898,1335
SCO1899,1335
SCO1900,1335
SCO1901,1335
SCO1902,1335
SCO1903,1336
SCO1904,1337
SCO1905,1337
SCO1906,1338
SCO1907,1339
SCO1908,1340
SCO1909,1341
SCO1910,1342
SCO1911,1342
SCO1912,1343
SCO1913,1344
SCO1914,1345
SCO1915,1346
SCO1916,1347
SCO1917,1347
SCO1918,1347
SCO1919,1348
SCO1920,1348
SCO1921,1348
SCO1922,1348
SCO1923,1348
SCO1924,1348
SCO1925,1348
SCO1926,1348
SCO1927,1349
SCO1928,1350
SCO1929,1350
SCO1930,1350
SCO1931,1351
SCO1932,1351
SCO1933,1352
SCO1934,1352
SCO1935,1353
SCO1936,1353
SCO1937,1353
SCO1938,1353
SCO1939,1353
SCO1940,1354
SCO1941,1355
SCO1942,1356
SCO1943,1357
SCO1944,1358
SCO1945,1358
SCO1946,1358
SCO1947,1358
SCO1948,1359
SCO1949,1360
SCO1950,1360
SCO1951,1360
SCO1952,1360
SCO1953,1360
SCO1954,1361
SCO1955,1362
SCO1956,1363
SCO1957,1363
SCO1958,1364
SCO1959,1365
SCO1960,1366
SCO1961,1367
SCO1962,1368
SCO1963,1369
SCO1964,1370
SCO1965,1370
SCO1966,1371
SCO1967,1372
SCO1968,1373
SCO1969,1373
SCO1970,1374
SCO1971,1375
SCO1972,1375
SCO1973,1376
SCO1974,1377
SCO1975,1378
SCO1976,1379
SCO1977,1380
SCO1978,1381
SCO1979,1381
SCO1980,1382
SCO1981,1382
SCO1982,1383
SCO1983,1384
SCO1984,1385
SCO1985,1385
SCO1986,1386
SCO1987,1387
SCO1988,1387
SCO1989,1388
SCO1990,1389
SCO1991,1390
SCO1992,1391
SCO1993,1392
SCO1994,1393
SCO1995,1394
SCO1996,1395
SCO1997,1395
SCO1998,1396
SCO1999,1397
SCO2000,1398
SCO2001,1399
SCO2002,1400
SCO2003,1401
SCO2004,1402
SCO2005,1403
SCO2006,1404
SCO2007,1404
SCO2008,1405
SCO2009,1405
SCO2010,1405
SCO2011,1405
SCO2012,1405
SCO2013,1406
SCO2014,1407
SCO2015,1408
SCO2016,1409
SCO2017,1409
SCO2018,1410
SCO2019,1411
SCO2020,1412
SCO2021,1413
SCO2022,1414
SCO2023,1415
SCO2024,1415
SCO2025,1416
SCO2026,1416
SCO2027,1417
SCO2028,1418
SCO2029,1418
SCO2030,1418
SCO2031,1418
SCO2032,1418
SCO2033,1418
SCO2034,1419
SCO2035,1420
SCO2036,1421
SCO2037,1421
SCO2038,1422
SCO2039,1422
SCO2040,1423
SCO2041,1423
SCO2042,1423
SCO2043,1423
SCO2044,1423
SCO2045,1424
SCO2046,1425
SCO2047,1426
SCO2048,1427
SCO2049,1427
SCO2050,1427
SCO2051,1427
SCO2052,1427
SCO2053,1427
SCO2054,1427
SCO2055,1428
SCO2056,1429
SCO2057,1429
SCO2058,1429
SCO2059,1430
SCO2060,1431
SCO2061,1431
SCO2062,1432
SCO2063,1433
SCO2064,1434
SCO2065,1435
SCO2066,1436
SCO2067,1437
SCO2068,1438
SCO2069,1439
SCO2070,1440
SCO2071,1441
SCO2072,1442
SCO2073,1442
SCO2074,1443
SCO2075,1443
SCO2076,1444
SCO2077,1445
SCO2078,1445
SCO2079,1445
SCO2080,1445
SCO2081,1445
SCO2082,1445
SCO2083,1445
SCO2084,1445
SCO2085,1445
SCO2086,1445
SCO2087,1445
SCO2088,1445
SCO2089,1445
SCO2090,1446
SCO2091,1446
SCO2092,1446
SCO2093,1447
SCO2094,1448
SCO2095,1448
SCO2096,1448
SCO2097,1449
SCO2098,1450
SCO2099,1451
SCO2100,1452
SCO2101,1453
SCO2102,1454
SCO2103,1454
SCO2104,1455
SCO2105,1456
SCO2106,1457
SCO2107,1458
SCO2108,1458
SCO2109,1458
SCO2110,1459
SCO2111,1460
SCO2112,1461
SCO2113,1462
SCO2114,1463
SCO2115,1464
SCO2116,1465
SCO2117,1466
SCO2118,1467
SCO2119,1467
SCO2120,1468
SCO2121,1469
SCO2122,1469
SCO2123,1470
SCO2124,1470
SCO2125,1471
SCO2126,1472
SCO2127,1473
SCO2128,1474
SCO2129,1475
SCO2130,1476
SCO2131,1477
SCO2132,1478
SCO2133,1479
SCO2134,1480
SCO2135,1481
SCO2136,1482
SCO2137,1483
SCO2138,1484
SCO2139,1485
SCO2140,1485
SCO2141,1486
SCO2142,1487
SCO2143,1487
SCO2144,1488
SCO2145,1488
SCO2146,1489
SCO2147,1490
SCO2148,1491
SCO2149,1491
SCO2150,1491
SCO2151,1491
SCO2152,1492
SCO2153,1493
SCO2154,1494
SCO2155,1494
SCO2156,1494
SCO2157,1495
SCO2158,1496
SCO2159,1497
SCO2160,1498
SCO2161,1499
SCO2162,1500
SCO2164,1501
SCO2165,1502
SCO2166,1502
SCO2167,1503
SCO2168,1503
SCO2169,1504
SCO2170,1504
SCO2171,1505
SCO2172,1506
SCO2173,1507
SCO2174,1508
SCO2175,1509
SCO2176,1510
SCO2177,1511
SCO2178,1512
SCO2179,1513
SCO2180,1514
SCO2181,1514
SCO2182,1515
SCO2183,1516
SCO2184,1517
SCO2185,1517
SCO2186,1517
SCO2187,1518
SCO2188,1519
SCO2189,1520
SCO2190,1521
SCO2191,1522
SCO2192,1523
SCO2193,1524
SCO2194,1524
SCO2195,1525
SCO2196,1525
SCO2197,1526
SCO2198,1527
SCO2199,1528
SCO2200,1529
SCO2201,1530
SCO2202,1531
SCO2203,1531
SCO2204,1532
SCO2205,1533
SCO2206,1534
SCO2207,1535
SCO2208,1536
SCO2209,1537
SCO2210,1538
SCO2211,1538
SCO2212,1539
SCO2213,1540
SCO2214,1540
SCO2215,1541
SCO2216,1541
SCO2217,1542
SCO2218,1543
SCO2219,1544
SCO2220,1545
SCO2221,1546
SCO2222,1546
SCO2223,1547
SCO2224,1547
SCO2225,1548
SCO2226,1549
SCO2227,1550
SCO2228,1551
SCO2229,1551
SCO2230,1551
SCO2231,1551
SCO2232,1552
SCO2233,1553
SCO2234,1554
SCO2235,1555
SCO2236,1555
SCO2237,1555
SCO2238,1556
SCO2239,1556
SCO2240,1556
SCO2241,1557
SCO2242,1558
SCO2243,1559
SCO2244,1560
SCO2245,1560
SCO2246,1561
SCO2247,1562
SCO2248,1563
SCO2249,1564
SCO2250,1565
SCO2251,1565
SCO2252,1566
SCO2253,1566
SCO2254,1567
SCO2255,1568
SCO2256,1569
SCO2257,1570
SCO2258,1570
SCO2259,1571
SCO2260,1572
SCO2261,1573
SCO2262,1573
SCO2263,1574
SCO2264,1575
SCO2265,1576
SCO2266,1577
SCO2267,1578
SCO2268,1579
SCO2269,1579
SCO2270,1580
SCO2271,1580
SCO2272,1581
SCO2273,1581
SCO2274,1581
SCO2275,1582
SCO2276,1582
SCO2277,1582
SCO2278,1583
SCO2279,1584
SCO2280,1585
SCO2281,1585
SCO2282,1585
SCO2283,1586
SCO2284,1587
SCO2285,1588
SCO2286,1589
SCO2287,1590
SCO2288,1591
SCO2289,1592
SCO2290,1593
SCO2291,1594
SCO2292,1594
SCO2293,1595
SCO2294,1595
SCO2295,1596
SCO2296,1596
SCO2297,1597
SCO2298,1598
SCO2299,1599
SCO2300,1599
SCO2301,1599
SCO2302,1600
SCO2303,1601
SCO2304,1602
SCO2305,1603
SCO2306,1603
SCO2307,1603
SCO2308,1604
SCO2309,1605
SCO2310,1606
SCO2311,1607
SCO2312,1607
SCO2313,1607
SCO2314,1608
SCO2315,1609
SCO2316,1610
SCO2317,1610
SCO2318,1610
SCO2319,1611
SCO2320,1612
SCO2321,1613
SCO2322,1613
SCO2323,1614
SCO2324,1614
SCO2325,1614
SCO2326,1615
SCO2327,1616
SCO2328,1617
SCO2329,1618
SCO2330,1619
SCO2331,1620
SCO2332,1621
SCO2333,1621
SCO2334,1622
SCO2335,1623
SCO2336,1624
SCO2337,1625
SCO2338,1625
SCO2339,1626
SCO2340,1627
SCO2341,1628
SCO2342,1628
SCO2343,1629
SCO2344,1630
SCO2345,1631
SCO2346,1632
SCO2347,1633
SCO2348,1634
SCO2349,1635
SCO2350,1636
SCO2351,1637
SCO2352,1638
SCO2353,1638
SCO2354,1639
SCO2355,1640
SCO2356,1641
SCO2357,1642
SCO2358,1643
SCO2359,1643
SCO2360,1644
SCO2361,1645
SCO2362,1645
SCO2363,1645
SCO2364,1646
SCO2365,1647
SCO2366,1648
SCO2367,1648
SCO2368,1648
SCO2369,1649
SCO2370,1650
SCO2371,1651
SCO2372,1652
SCO2373,1653
SCO2374,1654
SCO2375,1655
SCO2376,1656
SCO2377,1657
SCO2378,1657
SCO2379,1658
SCO2380,1658
SCO2381,1659
SCO2382,1659
SCO2383,1660
SCO2384,1660
SCO2385,1661
SCO2386,1662
SCO2387,1663
SCO2388,1663
SCO2389,1663
SCO2390,1663
SCO2391,1664
SCO2392,1665
SCO2393,1666
SCO2394,1667
SCO2395,1668
SCO2396,1669
SCO2397,1670
SCO2398,1671
SCO2399,1672
SCO2400,1673
SCO2401,1674
SCO2402,1674
SCO2403,1675
SCO2404,1676
SCO2405,1676
SCO2406,1676
SCO2407,1677
SCO2408,1678
SCO2409,1679
SCO2410,1680
SCO2411,1681
SCO2412,1682
SCO2413,1682
SCO2414,1682
SCO2415,1682
SCO2416,1682
SCO2417,1682
SCO2418,1682
SCO2419,1682
SCO2420,1682
SCO2421,1682
SCO2422,1682
SCO2423,1683
SCO2424,1683
SCO2425,1683
SCO2426,1684
SCO2427,1685
SCO2428,1686
SCO2429,1687
SCO2430,1688
SCO2431,1689
SCO2432,1690
SCO2433,1690
SCO2434,1690
SCO2435,1691
SCO2436,1691
SCO2437,1691
SCO2438,1691
SCO2439,1692
SCO2440,1692
SCO2441,1693
SCO2442,1694
SCO2443,1695
SCO2444,1696
SCO2445,1696
SCO2446,1697
SCO2447,1698
SCO2448,1698
SCO2449,1699
SCO2450,1699
SCO2451,1700
SCO2452,1701
SCO2453,1701
SCO2454,1702
SCO2455,1703
SCO2456,1704
SCO2457,1705
SCO2458,1705
SCO2459,1706
SCO2460,1707
SCO2461,1708
SCO2462,1709
SCO2463,1710
SCO2464,1710
SCO2465,1711
SCO2466,1712
SCO2467,1712
SCO2468,1713
SCO2469,1714
SCO2470,1715
SCO2471,1716
SCO2472,1717
SCO2473,1718
SCO2474,1719
SCO2475,1720
SCO2476,1721
SCO2477,1721
SCO2478,1722
SCO2479,1723
SCO2480,1724
SCO2481,1725
SCO2482,1726
SCO2483,1726
SCO2484,1726
SCO2485,1727
SCO2486,1728
SCO2487,1728
SCO2488,1728
SCO2489,1728
SCO2490,1729
SCO2491,1730
SCO2492,1731
SCO2493,1732
SCO2494,1733
SCO2495,1734
SCO2496,1735
SCO2497,1736
SCO2498,1737
SCO2499,1738
SCO2500,1739
SCO2501,1740
SCO2502,1741
SCO2503,1742
SCO2504,1743
SCO2505,1744
SCO2506,1744
SCO2507,1744
SCO2508,1745
SCO2509,1746
SCO2510,1746
SCO2511,1746
SCO2512,1746
SCO2513,1747
SCO2514,1747
SCO2515,1748
SCO2516,1748
SCO2517,1749
SCO2518,1749
SCO2519,1749
SCO2520,1749
SCO2521,1749
SCO2522,1749
SCO2523,1749
SCO2524,1749
SCO2525,1749
SCO2526,1750
SCO2527,1751
SCO2528,1752
SCO2529,1753
SCO2530,1753
SCO2531,1754
SCO2532,1755
SCO2533,1755
SCO2534,1755
SCO2535,1755
SCO2536,1756
SCO2537,1757
SCO2538,1757
SCO2539,1758
SCO2540,1759
SCO2541,1760
SCO2542,1761
SCO2543,1761
SCO2544,1762
SCO2545,1763
SCO2546,1764
SCO2547,1764
SCO2548,1764
SCO2549,1765
SCO2550,1766
SCO2551,1767
SCO2552,1768
SCO2553,1768
SCO2554,1768
SCO2555,1768
SCO2556,1769
SCO2557,1770
SCO2558,1771
SCO2559,1771
SCO2560,1772
SCO2561,1773
SCO2562,1774
SCO2563,1775
SCO2564,1776
SCO2565,1776
SCO2566,1777
SCO2567,1778
SCO2568,1778
SCO2569,1779
SCO2570,1780
SCO2571,1781
SCO2572,1782
SCO2573,1782
SCO2574,1783
SCO2575,1783
SCO2576,1784
SCO2577,1784
SCO2578,1784
SCO2579,1784
SCO2580,1784
SCO2581,1785
SCO2582,1786
SCO2583,1787
SCO2584,1787
SCO2585,1787
SCO2586,1788
SCO2587,1789
SCO2588,1790
SCO2589,1791
SCO2590,1791
SCO2591,1792
SCO2592,1793
SCO2593,1793
SCO2594,1793
SCO2595,1794
SCO2596,1795
SCO2597,1795
SCO2598,1796
SCO2599,1797
SCO2600,1797
SCO2601,1798
SCO2602,1799
SCO2603,1800
SCO2604,1801
SCO2605,1802
SCO2606,1803
SCO2607,1804
SCO2608,1804
SCO2609,1804
SCO2610,1804
SCO2611,1804
SCO2612,1805
SCO2613,1806
SCO2614,1806
SCO2615,1807
SCO2616,1808
SCO2617,1809
SCO2618,1809
SCO2619,1809
SCO2620,1810
SCO2621,1811
SCO2622,1812
SCO2623,1813
SCO2624,1813
SCO2625,1814
SCO2626,1815
SCO2627,1816
SCO2628,1817
SCO2629,1818
SCO2630,1819
SCO2631,1820
SCO2632,1821
SCO2633,1822
SCO2634,1823
SCO2635,1824
SCO2636,1825
SCO2637,1826
SCO2638,1827
SCO2639,1827
SCO2640,1828
SCO2641,1829
SCO2642,1830
SCO2643,1831
SCO2644,1832
SCO2645,1833
SCO2646,1833
SCO2647,1834
SCO2648,1835
SCO2649,1836
SCO2650,1836
SCO2651,1837
SCO2652,1838
SCO2653,1839
SCO2654,1840
SCO2655,1841
SCO2656,1842
SCO2657,1843
SCO2658,1844
SCO2659,1844
SCO2660,1844
SCO2661,1844
SCO2662,1845
SCO2663,1846
SCO2664,1846
SCO2665,1847
SCO2666,1848
SCO2667,1848
SCO2668,1849
SCO2669,1850
SCO2670,1851
SCO2671,1852
SCO2672,1853
SCO2673,1853
SCO2674,1854
SCO2675,1855
SCO2676,1855
SCO2677,1855
SCO2678,1856
SCO2679,1857
SCO2680,1858
SCO2681,1858
SCO2682,1859
SCO2683,1860
SCO2684,1861
SCO2685,1861
SCO2686,1862
SCO2687,1863
SCO2688,1863
SCO2689,1863
SCO2690,1863
SCO2691,1863
SCO2692,1864
SCO2693,1864
SCO2694,1865
SCO2695,1866
SCO2696,1867
SCO2697,1868
SCO2698,1869
SCO2699,1870
SCO2700,1871
SCO2701,1871
SCO2702,1872
SCO2703,1873
SCO2704,1874
SCO2705,1875
SCO2706,1876
SCO2707,1876
SCO2708,1876
SCO2709,1877
SCO2710,1877
SCO2711,1877
SCO2712,1877
SCO2713,1877
SCO2714,1878
SCO2715,1879
SCO2716,1880
SCO2717,1881
SCO2718,1882
SCO2719,1883
SCO2720,1884
SCO2721,1885
SCO2722,1886
SCO2723,1886
SCO2724,1887
SCO2725,1888
SCO2726,1889
SCO2727,1889
SCO2728,1890
SCO2729,1891
SCO2730,1891
SCO2731,1892
SCO2732,1893
SCO2733,1893
SCO2734,1894
SCO2735,1895
SCO2736,1896
SCO2737,1897
SCO2738,1898
SCO2739,1898
SCO2740,1899
SCO2741,1900
SCO2742,1901
SCO2743,1902
SCO2744,1903
SCO2745,1904
SCO2746,1904
SCO2747,1904
SCO2748,1905
SCO2749,1905
SCO2750,1906
SCO2751,1906
SCO2752,1906
SCO2753,1907
SCO2754,1908
SCO2755,1909
SCO2756,1909
SCO2757,1910
SCO2758,1911
SCO2759,1912
SCO2760,1913
SCO2761,1914
SCO2762,1915
SCO2763,1916
SCO2764,1917
SCO2765,1918
SCO2766,1919
SCO2767,1920
SCO2768,1920
SCO2769,1921
SCO2770,1921
SCO2771,1922
SCO2772,1923
SCO2773,1923
SCO2774,1923
SCO2775,1924
SCO2776,1925
SCO2777,1925
SCO2778,1925
SCO2779,1925
SCO2780,1926
SCO2781,1927
SCO2782,1928
SCO2783,1928
SCO2784,1928
SCO2785,1928
SCO2786,1929
SCO2787,1930
SCO2788,1931
SCO2789,1931
SCO2790,1932
SCO2791,1933
SCO2792,1934
SCO2793,1935
SCO2794,1936
SCO2795,1937
SCO2796,1937
SCO2797,1937
SCO2798,1938
SCO2799,1939
SCO2800,1940
SCO2801,1940
SCO2802,1941
SCO2803,1942
SCO2804,1943
SCO2805,1944
SCO2806,1945
SCO2807,1946
SCO2808,1947
SCO2809,1948
SCO2810,1948
SCO2811,1949
SCO2812,1950
SCO2813,1951
SCO2814,1952
SCO2815,1953
SCO2816,1954
SCO2817,1955
SCO2818,1956
SCO2819,1957
SCO2820,1958
SCO2821,1959
SCO2822,1960
SCO2823,1960
SCO2824,1961
SCO2825,1961
SCO2826,1961
SCO2827,1962
SCO2828,1963
SCO2829,1963
SCO2830,1963
SCO2831,1963
SCO2832,1964
SCO2833,1965
SCO2834,1966
SCO2835,1967
SCO2836,1968
SCO2837,1968
SCO2838,1969
SCO2839,1970
SCO2840,1971
SCO2841,1972
SCO2842,1972
SCO2843,1973
SCO2844,1974
SCO2845,1974
SCO2846,1975
SCO2847,1976
SCO2848,1976
SCO2849,1977
SCO2850,1978
SCO2851,1979
SCO2852,1980
SCO2853,1981
SCO2854,1982
SCO2855,1983
SCO2856,1984
SCO2857,1985
SCO2858,1985
SCO2859,1985
SCO2860,1986
SCO2861,1987
SCO2862,1988
SCO2863,1989
SCO2864,1990
SCO2865,1991
SCO2866,1992
SCO2867,1993
SCO2868,1993
SCO2869,1993
SCO2870,1994
SCO2871,1994
SCO2872,1994
SCO2873,1995
SCO2874,1996
SCO2875,1997
SCO2876,1998
SCO2877,1998
SCO2878,1999
SCO2879,2000
SCO2880,2000
SCO2881,2000
SCO2882,2000
SCO2883,2000
SCO2884,2000
SCO2885,2001
SCO2886,2001
SCO2887,2002
SCO2888,2003
SCO2889,2004
SCO2890,2005
SCO2892,2006
SCO2893,2007
SCO2894,2008
SCO2895,2008
SCO2896,2008
SCO2897,2009
SCO2898,2010
SCO2899,2010
SCO2900,2011
SCO2901,2012
SCO2902,2013
SCO2903,2013
SCO2904,2014
SCO2905,2015
SCO2906,2016
SCO2907,2016
SCO2908,2017
SCO2909,2018
SCO2910,2019
SCO2911,2019
SCO2912,2019
SCO2913,2019
SCO2914,2020
SCO2915,2021
SCO2916,2021
SCO2917,2022
SCO2918,2023
SCO2919,2024
SCO2920,2025
SCO2921,2026
SCO2922,2027
SCO2923,2028
SCO2924,2029
SCO2925,2030
SCO2926,2031
SCO2927,2032
SCO2928,2033
SCO2929,2034
SCO2930,2035
SCO2931,2035
SCO2932,2035
SCO2933,2035
SCO2934,2036
SCO2935,2037
SCO2936,2038
SCO2937,2039
SCO2938,2040
SCO2939,2041
SCO2940,2042
SCO2941,2042
SCO2942,2042
SCO2943,2043
SCO2944,2043
SCO2945,2043
SCO2946,2043
SCO2947,2044
SCO2948,2045
SCO2949,2046
SCO2950,2047
SCO2951,2048
SCO2952,2049
SCO2953,2050
SCO2954,2050
SCO2955,2051
SCO2956,2052
SCO2957,2053
SCO2958,2054
SCO2959,2055
SCO2960,2056
SCO2961,2056
SCO2962,2057
SCO2963,2057
SCO2964,2058
SCO2965,2059
SCO2966,2060
SCO2967,2061
SCO2968,2062
SCO2969,2062
SCO2970,2063
SCO2971,2064
SCO2972,2065
SCO2973,2066
SCO2974,2066
SCO2975,2067
SCO2976,2068
SCO2977,2069
SCO2978,2070
SCO2979,2070
SCO2980,2070
SCO2981,2071
SCO2982,2071
SCO2983,2071
SCO2984,2071
SCO2985,2071
SCO2986,2072
SCO2987,2073
SCO2988,2074
SCO2989,2075
SCO2990,2075
SCO2991,2075
SCO2992,2075
SCO2993,2076
SCO2994,2077
SCO2995,2078
SCO2996,2078
SCO2997,2079
SCO2998,2079
SCO2999,2080
SCO3000,2081
SCO3001,2082
SCO3002,2082
SCO3003,2083
SCO3004,2084
SCO3005,2085
SCO3006,2086
SCO3007,2087
SCO3008,2088
SCO3009,2089
SCO3010,2089
SCO3011,2090
SCO3012,2090
SCO3013,2090
SCO3014,2090
SCO3015,2091
SCO3016,2092
SCO3017,2093
SCO3018,2093
SCO3019,2093
SCO3020,2094
SCO3021,2095
SCO3022,2096
SCO3023,2097
SCO3024,2098
SCO3025,2099
SCO3026,2099
SCO3027,2100
SCO3028,2101
SCO3029,2102
SCO3030,2103
SCO3031,2104
SCO3032,2105
SCO3033,2105
SCO3034,2105
SCO3035,2106
SCO3036,2107
SCO3037,2107
SCO3038,2108
SCO3039,2109
SCO3040,2110
SCO3041,2111
SCO3042,2112
SCO3043,2113
SCO3044,2114
SCO3045,2115
SCO3046,2116
SCO3047,2117
SCO3048,2118
SCO3049,2119
SCO3050,2120
SCO3051,2121
SCO3052,2122
SCO3053,2123
SCO3054,2124
SCO3055,2125
SCO3056,2126
SCO3057,2127
SCO3058,2127
SCO3059,2127
SCO3060,2127
SCO3061,2128
SCO3062,2129
SCO3063,2130
SCO3064,2131
SCO3065,2132
SCO3066,2133
SCO3067,2134
SCO3068,2135
SCO3069,2136
SCO3070,2136
SCO3071,2136
SCO3072,2136
SCO3073,2136
SCO3074,2137
SCO3075,2138
SCO3076,2139
SCO3077,2140
SCO3078,2141
SCO3079,2142
SCO3080,2143
SCO3081,2144
SCO3082,2145
SCO3083,2146
SCO3084,2147
SCO3085,2148
SCO3086,2149
SCO3087,2150
SCO3088,2151
SCO3089,2152
SCO3090,2152
SCO3091,2153
SCO3092,2154
SCO3093,2155
SCO3094,2155
SCO3095,2155
SCO3096,2155
SCO3097,2156
SCO3098,2157
SCO3099,2158
SCO3100,2158
SCO3101,2159
SCO3102,2160
SCO3103,2160
SCO3104,2161
SCO3105,2162
SCO3106,2162
SCO3107,2163
SCO3108,2164
SCO3109,2165
SCO3110,2166
SCO3111,2166
SCO3112,2167
SCO3113,2168
SCO3114,2169
SCO3115,2170
SCO3116,2170
SCO3117,2171
SCO3118,2171
SCO3119,2172
SCO3120,2173
SCO3121,2174
SCO3122,2175
SCO3123,2175
SCO3124,2176
SCO3125,2176
SCO3126,2177
SCO3127,2178
SCO3128,2179
SCO3129,2179
SCO3130,2180
SCO3131,2181
SCO3132,2181
SCO3133,2182
SCO3134,2183
SCO3135,2184
SCO3136,2185
SCO3137,2185
SCO3138,2185
SCO3139,2186
SCO3140,2187
SCO3141,2187
SCO3142,2187
SCO3143,2187
SCO3144,2188
SCO3145,2189
SCO3146,2189
SCO3147,2190
SCO3148,2191
SCO3149,2191
SCO3150,2192
SCO3151,2193
SCO3152,2193
SCO3153,2194
SCO3154,2195
SCO3155,2196
SCO3156,2197
SCO3157,2197
SCO3158,2198
SCO3159,2199
SCO3160,2199
SCO3161,2199
SCO3162,2199
SCO3163,2200
SCO3164,2201
SCO3165,2201
SCO3166,2202
SCO3167,2203
SCO3168,2204
SCO3169,2205
SCO3170,2206
SCO3171,2206
SCO3172,2206
SCO3173,2207
SCO3174,2208
SCO3175,2209
SCO3176,2210
SCO3177,2211
SCO3178,2212
SCO3179,2212
SCO3180,2212
SCO3181,2212
SCO3182,2212
SCO3183,2213
SCO3184,2214
SCO3185,2215
SCO3186,2216
SCO3187,2217
SCO3188,2218
SCO3189,2219
SCO3190,2220
SCO3191,2221
SCO3192,2222
SCO3193,2223
SCO3194,2224
SCO3195,2225
SCO3196,2226
SCO3197,2226
SCO3198,2226
SCO3199,2227
SCO3200,2228
SCO3201,2229
SCO3202,2230
SCO3203,2231
SCO3204,2232
SCO3205,2233
SCO3206,2234
SCO3207,2235
SCO3208,2236
SCO3209,2237
SCO3210,2238
SCO3211,2238
SCO3212,2238
SCO3213,2238
SCO3214,2238
SCO3215,2238
SCO3216,2239
SCO3217,2240
SCO3218,2241
SCO3219,2241
SCO3220,2242
SCO3221,2242
SCO3222,2242
SCO3223,2242
SCO3224,2242
SCO3225,2243
SCO3226,2243
SCO3227,2244
SCO3228,2244
SCO3229,2244
SCO3230,2245
SCO3231,2245
SCO3232,2245
SCO3233,2245
SCO3234,2245
SCO3235,2246
SCO3236,2246
SCO3237,2246
SCO3238,2246
SCO3239,2246
SCO3240,2246
SCO3241,2246
SCO3242,2246
SCO3243,2246
SCO3244,2246
SCO3245,2246
SCO3246,2246
SCO3247,2246
SCO3248,2246
SCO3249,2246
SCO3250,2247
SCO3251,2247
SCO3252,2247
SCO3253,2248
SCO3254,2248
SCO3255,2248
SCO3256,2248
SCO3257,2248
SCO3258,2248
SCO3259,2249
SCO3260,2250
SCO3261,2251
SCO3262,2251
SCO3263,2252
SCO3264,2252
SCO3265,2252
SCO3266,2252
SCO3267,2253
SCO3268,2254
SCO3269,2255
SCO3270,2256
SCO3271,2257
SCO3272,2258
SCO3273,2259
SCO3274,2259
SCO3275,2260
SCO3276,2261
