threshold	inst	n	n_both	n_A_only	n_C_only	n_neither	OR
0.5	+6957409	93	31	11	33	18	1.537190082644628
0.5	+7012710	115	20	34	12	49	2.4019607843137254
0.5	+7021005	103	14	15	49	25	0.47619047619047616
0.5	+7036517	106	15	14	39	38	1.043956043956044
0.5	+7048059	99	40	14	25	20	2.2857142857142856
0.5	+7048673	98	17	39	17	25	0.6410256410256411
0.5	+7048928	96	27	9	33	27	2.4545454545454546
0.5	+7049747	107	27	19	40	21	0.7460526315789474
0.5	+7051436	117	8	18	31	60	0.8602150537634409
0.5	+7055990	103	33	17	29	24	1.6064908722109534
0.5	+7060747	157	21	21	52	63	1.2115384615384615
0.5	+7061827	156	29	33	32	62	1.7026515151515151
0.5	+7072450	90	27	25	16	22	1.485
0.5	+7077658	84	19	11	27	27	1.7272727272727273
0.5	+7084375	91	33	11	31	16	1.5483870967741935
0.5	+7105960	96	12	17	48	19	0.27941176470588236
0.5	+7107817	93	37	28	15	13	1.1452380952380952
0.5	+7122006	113	17	63	13	20	0.41514041514041516
0.5	+7123217	104	23	27	21	33	1.3386243386243386
0.5	+7123328	102	53	15	19	15	2.789473684210526
0.5	+7135546	117	25	34	28	30	0.7878151260504201
0.5	+7135966	111	22	21	24	44	1.9206349206349207
0.5	+7136359	113	38	28	28	19	0.9209183673469388
0.5	+7149596	107	46	12	38	11	1.1096491228070176
0.5	+718697	72	22	15	32	3	0.1375
0.5	+7187260	99	17	35	19	28	0.7157894736842105
0.5	+7188373	101	33	19	26	23	1.5364372469635628
0.5	+7192538	105	46	16	15	28	5.366666666666666
0.5	+72030	61	8	13	14	26	1.1428571428571428
0.5	+7207905	94	30	20	20	24	1.8
0.5	+7258416	110	12	11	41	46	1.2239467849223946
0.5	+7271090	101	7	37	16	41	0.4847972972972973
0.5	+7272283	98	50	22	19	7	0.8373205741626795
0.5	+7279025	98	33	16	25	24	1.98
0.5	+7289117	80	33	8	31	8	1.064516129032258
0.5	+7290140	79	11	24	16	28	0.8020833333333334
0.5	+7296947	75	26	17	15	17	1.7333333333333334
0.5	+7297193	78	17	13	27	21	1.017094017094017
0.5	+7303268	81	6	25	13	37	0.683076923076923
0.5	+7322193	75	21	16	15	23	2.0125
0.5	+7328227	64	14	19	16	15	0.6907894736842105
0.5	+7346560	84	31	25	5	23	5.704
0.5	+7350564	77	9	26	9	33	1.2692307692307692
0.5	+7365585	95	43	29	10	13	1.9275862068965517
0.5	+736996	69	38	14	12	5	1.130952380952381
0.5	+7376402	89	20	13	36	20	0.8547008547008547
0.5	+7380013	75	17	33	7	18	1.3246753246753247
0.5	+7404539	92	9	19	28	36	0.6090225563909775
0.5	+7441178	105	33	24	32	16	0.6875
0.5	+7457895	92	21	8	41	22	1.4085365853658536
0.5	+7473392	96	23	19	43	11	0.30966952264381886
0.5	+7484194	89	14	24	18	33	1.0694444444444444
0.5	+7485692	106	30	29	20	27	1.396551724137931
0.5	+7500186	96	16	25	19	36	1.2126315789473685
0.5	+7502261	78	15	25	23	15	0.391304347826087
0.5	+7513985	76	33	17	19	7	0.7151702786377709
0.5	+7531586	76	14	20	17	25	1.0294117647058822
0.5	+7546045	78	21	11	19	27	2.712918660287081
0.5	+7560763	88	45	22	15	6	0.8181818181818182
0.5	+7589275	85	25	9	25	26	2.888888888888889
0.5	+7592413	88	14	26	15	33	1.1846153846153846
0.5	+761711	87	16	17	34	20	0.5536332179930796
0.5	+7636110	105	34	7	46	18	1.9006211180124224
0.5	+7652935	75	19	17	27	12	0.49673202614379086
0.5	+7663066	76	32	17	22	5	0.42780748663101603
0.5	+7667296	75	21	9	27	18	1.5555555555555556
0.5	+7668613	85	23	13	32	17	0.9399038461538461
0.5	+7721106	71	25	21	15	10	0.7936507936507936
0.5	+7733955	72	29	16	16	11	1.24609375
0.5	+7763441	82	19	22	30	11	0.31666666666666665
0.5	+7775315	89	28	15	22	24	2.036363636363636
0.5	+7783698	81	21	25	10	25	2.1
0.5	+7796765	81	12	9	46	14	0.4057971014492754
0.5	+7808992	76	14	23	8	31	2.358695652173913
0.5	+7827203	71	11	13	19	28	1.2469635627530364
0.5	+7828778	74	35	18	8	13	3.1597222222222223
0.5	+7849061	76	36	8	27	5	0.8333333333333334
0.5	+7878301	77	17	15	23	22	1.0840579710144929
0.5	+7884594	73	15	19	18	21	0.9210526315789473
0.5	+7905878	81	27	5	33	16	2.618181818181818
0.5	+7923186	86	38	18	14	16	2.4126984126984126
0.5	+7940629	78	21	12	32	13	0.7109375
0.5	+7948269	77	11	14	36	16	0.3492063492063492
0.5	+7955200	69	13	10	30	16	0.6933333333333334
0.5	+796245	85	19	14	26	26	1.3571428571428572
0.5	+796427	84	14	26	8	36	2.423076923076923
0.5	+7971226	70	17	11	20	22	1.7
0.5	+798226	80	21	26	12	21	1.4134615384615385
0.5	+7985359	66	16	11	27	12	0.6464646464646465
0.5	+7990365	84	5	17	21	41	0.5742296918767507
0.5	+8023237	73	14	14	21	24	1.1428571428571428
0.5	+8030243	64	20	22	14	8	0.5194805194805194
0.5	+8063022	79	26	13	19	21	2.210526315789474
0.5	+8086516	89	19	18	30	22	0.774074074074074
0.5	+80983	62	10	10	27	15	0.5555555555555556
0.5	+8118464	70	26	18	11	15	1.9696969696969697
0.5	+8162164	68	20	13	26	9	0.5325443786982249
0.5	+8162355	68	16	14	21	17	0.9251700680272109
0.5	+8176866	70	23	13	23	11	0.8461538461538461
0.5	+8187652	69	6	5	37	21	0.6810810810810811
0.5	+826408	95	26	9	36	24	1.9259259259259258
0.5	+8270701	77	9	9	22	37	1.6818181818181819
0.5	+8285300	82	19	20	21	22	0.9952380952380953
0.5	+8305088	65	35	11	12	7	1.856060606060606
0.5	+8315299	64	16	18	10	20	1.7777777777777777
0.5	+831763	96	12	15	32	37	0.925
0.5	+8320313	58	12	21	9	16	1.0158730158730158
0.5	+8351730	69	23	10	13	23	4.069230769230769
0.5	+8369556	66	7	11	12	36	1.9090909090909092
0.5	+837137	81	26	18	21	16	1.1005291005291005
0.5	+8384277	57	10	7	22	18	1.1688311688311688
0.5	+8400987	68	13	16	16	23	1.16796875
0.5	+8465647	58	6	6	24	22	0.9166666666666666
0.5	+8473729	72	16	13	20	23	1.4153846153846155
0.5	+8479403	71	30	18	10	13	2.1666666666666665
0.5	+8484851	63	16	17	16	14	0.8235294117647058
0.5	+8497861	63	15	12	18	18	1.25
0.5	+8518499	66	18	6	28	14	1.5
0.5	+8541409	67	14	10	23	20	1.2173913043478262
0.5	+8545044	67	9	9	27	22	0.8148148148148148
0.5	+8556871	59	9	32	6	12	0.5625
0.5	+8568964	63	18	25	9	11	0.88
0.5	+8572423	50	19	9	10	12	2.533333333333333
0.5	+8610821	54	2	7	21	24	0.32653061224489793
0.5	+8611162	51	11	10	10	20	2.2
0.5	+8618696	63	7	25	4	27	1.89
0.5	+8630080	59	9	7	21	22	1.346938775510204
0.5	+8630218	58	9	11	19	19	0.8181818181818182
0.5	+864746	79	36	13	19	11	1.6032388663967612
0.5	+8660178	80	31	13	25	11	1.0492307692307692
0.5	+8663514	77	10	26	20	21	0.40384615384615385
0.5	+8667371	92	24	18	24	26	1.4444444444444444
0.5	+877290	99	8	30	14	47	0.8952380952380953
0.5	+877488	98	12	34	17	35	0.726643598615917
0.5	+913153	70	18	15	24	13	0.65
0.5	+914289	75	18	30	4	23	3.45
0.5	+934028	85	41	11	19	14	2.7464114832535884
0.5	+946272	73	47	18	4	4	2.611111111111111
0.75	+101059	75	4	13	19	39	0.631578947368421
0.75	+1025654	101	12	23	25	41	0.8556521739130435
0.75	+1045180	97	4	31	10	52	0.6709677419354839
0.75	+1092468	94	9	17	31	37	0.6318785578747628
0.75	+1115327	97	11	6	49	31	1.1598639455782314
0.75	+1127683	78	1	8	18	51	0.3541666666666667
0.75	+1145008	82	3	9	29	41	0.47126436781609193
0.75	+1147652	100	7	8	32	53	1.44921875
0.75	+1161370	91	6	12	32	41	0.640625
0.75	+11652	46	3	3	7	33	4.714285714285714
0.75	+1168616	96	7	15	30	44	0.6844444444444444
0.75	+1172267	93	16	6	35	36	2.742857142857143
0.75	+1178737	80	13	17	13	37	2.176470588235294
0.75	+1180880	87	5	7	28	47	1.1989795918367347
0.75	+1214414	92	14	6	44	28	1.4848484848484849
0.75	+1231640	112	5	21	31	55	0.42242703533026116
0.75	+1237575	124	9	20	27	68	1.1333333333333333
0.75	+1237998	122	16	6	52	48	2.4615384615384617
0.75	+1249043	108	25	23	25	35	1.5217391304347827
0.75	+1282747	99	16	19	26	38	1.2307692307692308
0.75	+1296590	109	15	15	38	41	1.0789473684210527
0.75	+1308454	100	5	15	27	53	0.654320987654321
0.75	+1316552	98	4	10	39	45	0.46153846153846156
0.75	+1326115	107	10	7	28	62	3.163265306122449
0.75	+1378792	103	3	10	45	45	0.3
0.75	+1400216	120	8	13	42	57	0.8351648351648352
0.75	+1420322	118	9	11	52	46	0.7237762237762237
0.75	+1447840	98	5	17	19	57	0.8823529411764706
0.75	+1492591	89	9	14	24	42	1.125
0.75	+1508040	92	9	4	45	34	1.7
0.75	+1517363	100	17	16	24	43	1.9036458333333333
0.75	+1517611	98	3	6	50	39	0.39
0.75	+1520586	88	6	4	36	42	1.75
0.75	+1550661	99	2	17	27	53	0.23093681917211328
0.75	+157430	80	0	5	5	70	0.0
0.75	+1589224	107	2	10	52	43	0.16538461538461538
0.75	+1600572	105	2	7	29	67	0.6600985221674877
0.75	+1608883	113	13	17	35	48	1.0487394957983194
0.75	+1635825	135	6	6	43	80	1.8604651162790697
0.75	+1660893	106	19	18	33	36	1.1515151515151516
0.75	+1675040	117	11	21	20	65	1.7023809523809523
0.75	+1677539	128	9	19	31	69	1.0543293718166384
0.75	+1740719	99	18	16	25	40	1.8
0.75	+1751548	116	18	19	25	54	2.046315789473684
0.75	+1772486	123	5	16	34	68	0.625
0.75	+1788762	121	6	8	65	42	0.4846153846153846
0.75	+1823840	109	9	24	25	51	0.765
0.75	+1831095	102	19	32	12	39	1.9296875
0.75	+186458	71	5	7	29	30	0.7389162561576355
0.75	+1887435	112	7	14	30	61	1.0166666666666666
0.75	+1895819	110	15	12	46	37	1.0054347826086956
0.75	+190348	61	2	5	22	32	0.5818181818181818
0.75	+190480	61	7	5	18	31	2.411111111111111
0.75	+191485	68	15	12	17	24	1.7647058823529411
0.75	+1923560	121	4	18	36	63	0.3888888888888889
0.75	+1944700	125	18	8	49	50	2.295918367346939
0.75	+1947798	132	24	17	44	47	1.5080213903743316
0.75	+195942	66	5	7	26	28	0.7692307692307693
0.75	+1966674	123	3	21	3	96	4.571428571428571
0.75	+1975673	113	1	15	13	84	0.4307692307692308
0.75	+2005471	133	20	35	28	50	1.0204081632653061
0.75	+2016196	122	5	27	13	77	1.0968660968660968
0.75	+201830	66	1	7	17	41	0.3445378151260504
0.75	+2021784	138	9	3	83	43	1.5542168674698795
0.75	+2066362	147	11	8	44	84	2.625
0.75	+2078947	159	6	10	68	75	0.6617647058823529
0.75	+2101735	123	5	12	34	72	0.8823529411764706
0.75	+210344	71	5	6	20	40	1.6666666666666667
0.75	+2109005	149	20	28	44	57	0.9253246753246753
0.75	+2109245	160	5	15	53	87	0.5471698113207547
0.75	+2119598	147	10	26	30	81	1.0384615384615385
0.75	+2128927	132	4	8	85	35	0.20588235294117646
0.75	+2158535	161	4	13	68	76	0.3438914027149321
0.75	+222430	71	2	3	46	20	0.2898550724637681
0.75	+2231811	120	10	12	30	68	1.8888888888888888
0.75	+2236992	145	2	40	18	85	0.2361111111111111
0.75	+224082	72	15	12	25	20	1.0
0.75	+2249999	140	5	18	48	69	0.3993055555555556
0.75	+2255111	140	3	18	31	88	0.4731182795698925
0.75	+2268730	135	19	12	55	49	1.4106060606060606
0.75	+2271012	142	7	7	63	65	1.0317460317460319
0.75	+2274042	138	21	20	27	70	2.7222222222222223
0.75	+2297085	123	4	10	39	70	0.717948717948718
0.75	+2318177	138	6	18	50	64	0.4266666666666667
0.75	+232456	67	3	14	17	33	0.41596638655462187
0.75	+23405	63	14	13	12	24	2.1538461538461537
0.75	+2340861	143	15	36	27	65	1.0030864197530864
0.75	+2361981	144	25	6	74	39	2.195945945945946
0.75	+2362188	145	42	19	42	42	2.210526315789474
0.75	+2400278	155	15	11	98	31	0.4313543599257885
0.75	+2405960	142	1	7	71	63	0.1267605633802817
0.75	+2410836	159	28	42	32	57	1.1875
0.75	+2411415	160	25	24	63	48	0.7936507936507936
0.75	+2415709	161	14	15	66	66	0.9333333333333333
0.75	+2419193	159	18	31	44	66	0.8709677419354839
0.75	+2419225	161	12	19	72	58	0.5087719298245614
0.75	+2421166	155	7	23	42	83	0.6014492753623188
0.75	+2423333	145	15	23	45	62	0.8985507246376812
0.75	+2433109	149	37	34	34	44	1.4083044982698962
0.75	+2435429	163	41	26	50	46	1.4507692307692308
0.75	+2444862	172	35	31	54	52	1.087216248506571
0.75	+2446667	158	13	27	49	69	0.6780045351473923
0.75	+2453045	151	12	19	44	76	1.0909090909090908
0.75	+2484552	152	4	59	13	76	0.3963494132985658
0.75	+2497569	144	14	15	31	84	2.529032258064516
0.75	+2504540	158	11	21	43	83	1.0110741971207087
0.75	+2517061	170	12	8	72	78	1.625
0.75	+2544297	168	13	7	94	54	1.0668693009118542
0.75	+255670	63	5	11	22	25	0.5165289256198347
0.75	+2557818	172	11	22	61	78	0.639344262295082
0.75	+2558065	175	11	16	63	85	0.9275793650793651
0.75	+2558083	176	30	30	25	91	3.64
0.75	+2559888	186	49	36	51	50	1.3344226579520697
0.75	+2568861	192	2	7	55	128	0.6649350649350649
0.75	+2571890	190	20	27	54	89	1.2208504801097393
0.75	+2576748	190	9	19	57	105	0.8725761772853186
0.75	+2608315	175	6	35	18	116	1.1047619047619048
0.75	+2618066	154	6	19	29	100	1.0889292196007259
0.75	+2679812	198	15	21	85	77	0.6470588235294118
0.75	+2682947	196	29	53	42	72	0.9380053908355795
0.75	+2701382	161	22	41	47	51	0.5822522055007784
0.75	+2712071	157	17	36	27	77	1.3467078189300412
0.75	+2713585	149	16	23	55	55	0.6956521739130435
0.75	+2739860	166	15	34	32	85	1.171875
0.75	+2848533	202	2	12	30	158	0.8777777777777778
0.75	+2854562	183	14	23	83	63	0.46202200104766894
0.75	+2854829	181	11	24	55	91	0.7583333333333333
0.75	+2860897	192	17	27	82	66	0.5067750677506775
0.75	+2893662	162	13	31	28	90	1.347926267281106
0.75	+2922117	174	38	34	37	65	1.9634340222575517
0.75	+2967284	193	6	22	32	133	1.1335227272727273
0.75	+2968237	194	9	41	17	127	1.6398852223816356
0.75	+2980761	194	18	13	82	81	1.3677298311444652
0.75	+299927	63	2	9	22	30	0.30303030303030304
0.75	+3032598	180	13	88	4	75	2.7698863636363638
0.75	+3033657	193	26	26	69	72	1.0434782608695652
0.75	+3034681	197	9	42	47	99	0.4513677811550152
0.75	+3038104	192	15	65	27	85	0.7264957264957265
0.75	+3055827	197	54	41	58	44	0.9991589571068125
0.75	+3090221	203	26	33	67	77	0.9054726368159204
0.75	+3094489	188	7	6	89	86	1.1273408239700375
0.75	+3122766	218	35	14	104	65	1.5625
0.75	+3147379	194	8	28	49	109	0.6355685131195336
0.75	+3148885	191	9	25	46	111	0.8686956521739131
0.75	+317893	60	4	5	32	19	0.475
0.75	+3186653	190	16	29	46	99	1.1874062968515742
0.75	+3206945	196	13	40	38	105	0.8980263157894737
0.75	+3207838	204	17	13	127	47	0.48394912174439736
0.75	+3229084	214	25	20	82	87	1.326219512195122
0.75	+327700	57	4	8	22	23	0.5227272727272727
0.75	+3291265	179	36	53	29	61	1.4287573194534808
0.75	+3296340	178	11	11	102	54	0.5294117647058824
0.75	+3322634	179	9	11	60	99	1.35
0.75	+3332434	227	10	45	56	116	0.4603174603174603
0.75	+3336233	233	13	41	58	121	0.6614802354920101
0.75	+3337555	214	6	22	62	124	0.5454545454545454
0.75	+3337690	213	3	35	57	118	0.1774436090225564
0.75	+3345421	199	35	30	57	77	1.5760233918128654
0.75	+3358874	214	36	33	57	88	1.6842105263157894
0.75	+3376220	197	5	32	21	139	1.0342261904761905
0.75	+3377110	192	16	30	62	84	0.7225806451612903
0.75	+337718	77	4	9	20	44	0.9777777777777777
0.75	+3384174	206	6	50	39	111	0.3415384615384615
0.75	+3389518	199	5	28	40	126	0.5625
0.75	+3402192	218	10	21	72	115	0.7605820105820106
0.75	+3403240	227	27	42	64	94	0.9441964285714286
0.75	+3416778	207	5	58	11	133	1.042319749216301
0.75	+3419248	213	10	6	132	65	0.8207070707070707
0.75	+3421908	204	11	52	11	130	2.5
0.75	+3426865	200	4	18	93	85	0.2031063321385902
0.75	+3458068	224	15	29	68	112	0.8519269776876268
0.75	+3467471	189	16	13	72	88	1.5042735042735043
0.75	+3481040	204	3	29	21	151	0.7438423645320197
0.75	+3484387	217	22	18	105	72	0.8380952380952381
0.75	+3511840	203	20	11	110	62	1.024793388429752
0.75	+3521389	219	18	31	88	82	0.5410557184750733
0.75	+3524592	227	11	19	90	107	0.6883040935672514
0.75	+3532293	264	43	45	91	85	0.8925518925518926
0.75	+3535450	236	12	15	113	96	0.679646017699115
0.75	+357889	70	19	16	9	26	3.4305555555555554
0.75	+3591025	229	8	19	77	125	0.683526999316473
0.75	+3627013	234	20	24	101	89	0.7343234323432343
0.75	+3638361	237	58	51	56	72	1.4621848739495797
0.75	+3642329	228	7	57	22	142	0.7926634768740032
0.75	+3652427	239	6	34	43	156	0.640218878248974
0.75	+3658320	239	45	49	64	81	1.1623086734693877
0.75	+365992	78	4	8	38	28	0.3684210526315789
0.75	+3666188	220	10	35	58	117	0.5763546798029556
0.75	+3713379	254	24	22	131	77	0.6412213740458015
0.75	+3715070	255	21	85	10	139	3.4341176470588235
0.75	+3752368	240	15	29	66	130	1.0188087774294672
0.75	+3770308	243	9	20	130	84	0.2907692307692308
0.75	+3779730	267	24	92	27	124	1.1980676328502415
0.75	+3798569	235	37	35	100	63	0.666
0.75	+3818188	235	32	45	65	93	1.0174358974358975
0.75	+3825682	264	46	98	41	79	0.9044300647088104
0.75	+3826784	284	81	82	45	76	1.6682926829268292
0.75	+3842521	234	8	40	68	118	0.34705882352941175
0.75	+3843041	241	5	29	57	150	0.4537205081669691
0.75	+3855272	258	25	26	103	104	0.970873786407767
0.75	+3866949	232	7	13	110	102	0.4993006993006993
0.75	+3885936	253	16	44	71	122	0.6248399487836107
0.75	+3897447	239	14	50	17	158	2.6023529411764708
0.75	+3907580	261	63	97	38	63	1.0767769940314704
0.75	+3909879	257	18	51	53	135	0.8990011098779135
0.75	+391204	67	4	13	17	33	0.5972850678733032
0.75	+3918011	246	15	89	22	120	0.9193054136874361
0.75	+3947109	263	14	33	63	153	1.0303030303030303
0.75	+3960369	256	71	79	36	70	1.7475386779184248
0.75	+397246	67	6	7	22	32	1.2467532467532467
0.75	+4079728	264	42	45	93	84	0.843010752688172
0.75	+4088375	290	59	107	25	99	2.183551401869159
0.75	+4089243	291	13	22	129	127	0.5817477096546864
0.75	+409395	76	4	18	6	48	1.7777777777777777
0.75	+4117351	288	31	65	73	119	0.777449947312961
0.75	+4119809	300	47	42	144	67	0.5206679894179894
0.75	+4127183	275	41	35	103	96	1.0918169209431345
0.75	+4132159	309	18	49	91	151	0.6095537115945279
0.75	+4134416	304	21	41	104	138	0.6796435272045028
0.75	+4135549	319	22	26	150	121	0.6825641025641026
0.75	+4137009	313	59	39	116	99	1.2911140583554377
0.75	+4141751	311	17	25	78	191	1.665128205128205
0.75	+4145034	282	37	34	103	108	1.1410622501427756
0.75	+4165195	273	15	61	39	158	0.9962168978562421
0.75	+4166176	284	23	36	82	143	1.114159891598916
0.75	+4168526	295	17	39	92	147	0.6964882943143813
0.75	+4168538	296	45	46	79	126	1.5602641717116126
0.75	+4173881	299	35	25	162	77	0.6654320987654321
0.75	+4179014	315	54	69	72	120	1.3043478260869565
0.75	+4181527	302	22	50	74	156	0.9275675675675675
0.75	+4218807	255	31	94	30	100	1.099290780141844
0.75	+4244956	294	13	40	68	173	0.8268382352941176
0.75	+4256582	251	21	59	45	126	0.9966101694915255
0.75	+4275123	257	60	49	68	80	1.440576230492197
0.75	+4290572	287	32	19	129	107	1.3969808241534067
0.75	+4292175	283	4	13	117	149	0.3918474687705457
0.75	+4292797	271	10	39	25	197	2.0205128205128204
0.75	+429391	88	10	11	38	29	0.69377990430622
0.75	+4303403	269	3	13	74	179	0.5582120582120582
0.75	+4309902	270	9	26	102	133	0.4513574660633484
0.75	+4339627	288	60	63	81	84	0.9876543209876543
0.75	+4355490	287	31	50	64	142	1.375625
0.75	+43753	80	10	12	20	38	1.5833333333333333
0.75	+4376355	247	12	21	80	134	0.9571428571428572
0.75	+4380749	237	22	56	54	105	0.7638888888888888
0.75	+4380830	236	36	53	60	87	0.9849056603773585
0.75	+4410053	266	69	21	99	77	2.5555555555555554
0.75	+4415926	265	51	32	87	95	1.740301724137931
0.75	+4454316	279	19	42	75	143	0.8625396825396825
0.75	+4459595	274	8	61	24	181	0.9890710382513661
0.75	+4465003	249	23	17	100	109	1.474705882352941
0.75	+4506740	246	38	17	156	35	0.5015082956259427
0.75	+4508895	254	55	17	138	44	1.0315430520034101
0.75	+4531247	236	20	23	97	96	0.8606006275212909
0.75	+4544892	223	30	26	94	73	0.8960720130932897
0.75	+4575035	262	18	19	78	147	1.785425101214575
0.75	+4581838	264	10	58	27	169	1.079182630906769
0.75	+4581915	278	45	34	109	90	1.0928224500809498
0.75	+4588611	291	53	81	68	89	0.8563907044299202
0.75	+4601619	241	20	29	94	98	0.719002201027146
0.75	+4608283	243	47	82	36	78	1.241869918699187
0.75	+4627204	239	29	31	87	92	0.989247311827957
0.75	+4639879	271	41	31	122	77	0.8347435219460603
0.75	+4663819	253	36	54	43	120	1.8604651162790697
0.75	+466470	66	19	12	14	21	2.375
0.75	+4669460	269	37	49	78	105	1.0164835164835164
0.75	+4669535	272	24	61	36	151	1.650273224043716
0.75	+467033	68	11	16	15	26	1.1916666666666667
0.75	+4671073	277	32	90	28	127	1.6126984126984127
0.75	+468596	71	3	4	34	30	0.6617647058823529
0.75	+4695344	257	15	24	83	135	1.016566265060241
0.75	+4699719	245	24	21	100	100	1.1428571428571428
0.75	+4712674	264	71	46	70	77	1.6978260869565218
0.75	+4727612	258	36	49	60	113	1.383673469387755
0.75	+4763016	258	24	38	53	143	1.7040714995034756
0.75	+4763284	261	8	23	94	136	0.5032377428307123
0.75	+4815052	253	17	58	31	147	1.389877641824249
0.75	+4829045	233	45	53	45	90	1.6981132075471699
0.75	+4832455	199	12	49	17	121	1.7430972388955581
0.75	+4840209	212	41	105	13	53	1.5919413919413918
0.75	+4848483	213	44	57	33	79	1.847953216374269
0.75	+4848648	214	30	22	76	86	1.5430622009569377
0.75	+4848927	209	57	34	78	40	0.8597285067873304
0.75	+4863478	222	37	40	53	92	1.6056603773584905
0.75	+4879648	257	27	22	118	90	0.9360554699537751
0.75	+4881945	248	36	55	57	100	1.1483253588516746
0.75	+4890339	247	12	24	54	157	1.4537037037037037
0.75	+4916928	215	18	78	25	94	0.8676923076923077
0.75	+4922078	233	16	38	66	113	0.7208931419457735
0.75	+4942228	203	11	10	125	57	0.5016
0.75	+4948212	201	68	18	79	36	1.7215189873417722
0.75	+4969613	199	5	34	39	121	0.45625942684766213
0.75	+4972750	211	56	62	36	57	1.4301075268817205
0.75	+4979672	201	29	26	93	53	0.6356492969396195
0.75	+4985941	203	12	42	44	105	0.6818181818181818
0.75	+4987414	204	24	41	27	112	2.4281842818428183
0.75	+4987471	205	39	32	57	77	1.6463815789473684
0.75	+4994694	231	13	13	127	78	0.6141732283464567
0.75	+4998989	210	20	35	49	106	1.2361516034985423
0.75	+5049763	202	1	18	20	163	0.4527777777777778
0.75	+5051444	209	4	10	87	108	0.496551724137931
0.75	+5060014	235	18	78	26	113	1.0029585798816567
0.75	+506101	79	6	12	30	31	0.5166666666666667
0.75	+5075123	223	17	46	66	94	0.5263504611330698
0.75	+5077381	228	16	38	84	90	0.45112781954887216
0.75	+5081730	223	9	21	77	116	0.6456400742115028
0.75	+5081760	222	32	13	116	61	1.2944297082228118
0.75	+5094699	179	26	17	93	43	0.7071473750790639
0.75	+5106231	198	13	46	29	110	1.0719640179910046
0.75	+5118990	218	12	30	43	133	1.2372093023255815
0.75	+5134999	239	34	29	87	89	1.1993658343242173
0.75	+5135638	244	46	23	97	78	1.6082474226804124
0.75	+5136506	229	25	33	73	98	1.017019510170195
0.75	+5140252	229	9	13	124	83	0.4633995037220844
0.75	+5147468	220	26	32	66	96	1.1818181818181819
0.75	+5155288	241	57	31	88	65	1.3581378299120235
0.75	+516572	74	11	5	29	29	2.2
0.75	+5166538	224	4	22	79	119	0.27387802071346373
0.75	+5167763	223	25	48	44	106	1.2547348484848484
0.75	+516896	73	4	7	32	30	0.5357142857142857
0.75	+5186830	244	13	35	40	156	1.4485714285714286
0.75	+5187032	242	26	22	142	52	0.4327784891165173
0.75	+5189700	239	16	34	57	132	1.089783281733746
0.75	+5190162	236	52	57	51	76	1.3594771241830066
0.75	+5199465	210	12	46	26	126	1.2642140468227425
0.75	+5200095	209	11	47	31	120	0.905971173644475
0.75	+5233883	189	30	46	45	68	0.9855072463768116
0.75	+5235829	178	23	44	34	77	1.1838235294117647
0.75	+5241339	189	40	64	30	55	1.1458333333333333
0.75	+5260237	201	21	30	80	70	0.6125
0.75	+5261448	212	29	45	54	84	1.002469135802469
0.75	+5263060	197	17	43	40	97	0.9587209302325581
0.75	+5269069	200	21	38	68	73	0.593266253869969
0.75	+52709	66	5	16	13	32	0.7692307692307693
0.75	+5272247	201	12	20	52	117	1.35
0.75	+5285162	196	14	11	109	62	0.7239366138448707
0.75	+5325244	214	74	40	62	38	1.1338709677419354
0.75	+5329806	220	15	59	19	127	1.6993755575379126
0.75	+5335652	209	18	13	94	84	1.237315875613748
0.75	+5345800	215	26	29	102	58	0.5098039215686274
0.75	+5351751	187	9	15	58	105	1.0862068965517242
0.75	+5369000	208	12	20	67	109	0.9761194029850746
0.75	+5395917	194	39	21	97	37	0.7083946980854198
0.75	+5395947	194	14	11	94	75	1.0154738878143132
0.75	+5395967	195	9	13	85	88	0.7167420814479638
0.75	+5402834	181	11	17	74	79	0.690779014308426
0.75	+5407711	198	44	42	50	62	1.299047619047619
0.75	+5411816	210	28	28	63	91	1.4444444444444444
0.75	+542610	70	3	19	18	30	0.2631578947368421
0.75	+5427965	190	30	48	29	83	1.7887931034482758
0.75	+5428537	199	17	38	27	117	1.9385964912280702
0.75	+5434344	214	12	35	47	120	0.8753799392097265
0.75	+5453546	174	1	16	76	81	0.06661184210526316
0.75	+5516895	192	13	9	88	82	1.345959595959596
0.75	+5520178	171	31	26	58	56	1.1511936339522546
0.75	+5520871	187	11	14	66	96	1.1428571428571428
0.75	+5541387	182	18	25	43	96	1.6074418604651164
0.75	+5547231	177	18	27	42	90	1.4285714285714286
0.75	+5554072	187	47	42	46	52	1.2650103519668736
0.75	+5555095	188	14	26	59	89	0.8122555410691004
0.75	+5555374	191	40	29	44	78	2.445141065830721
0.75	+5557459	189	14	19	74	82	0.8165007112375533
0.75	+5559289	191	15	10	106	60	0.8490566037735849
0.75	+5561416	176	12	15	49	100	1.6326530612244898
0.75	+5564456	181	7	32	45	97	0.47152777777777777
0.75	+5574962	169	25	29	52	63	1.0444297082228118
0.75	+5576108	170	32	22	43	73	2.4693446088794926
0.75	+5576357	171	10	26	77	58	0.2897102897102897
0.75	+5576888	161	20	39	40	62	0.7948717948717948
0.75	+5577918	176	34	46	36	60	1.2318840579710144
0.75	+5577930	176	36	63	32	45	0.8035714285714286
0.75	+5593069	171	22	18	72	59	1.001543209876543
0.75	+5597295	154	13	49	21	71	0.8969873663751214
