gene_id,old_locus_tag,gene_name,chrom,start,end,strand,gff_tss,experimental_tss,tss_source,tss
SC_RS13995,SCO2392,,NC_003888.3,2563944,2564861,+,2563944,,GFF_annotation,2563944
SC_RS14000,SCO2393,,NC_003888.3,2564900,2565871,+,2564900,2564900.0,Jeong2016_dRNA-seq,2564900
SC_RS14005,SCO2394,,NC_003888.3,2566162,2567460,+,2566162,2566120.0,Jeong2016_dRNA-seq,2566120
SC_RS14010,SCO2395,,NC_003888.3,2567432,2568256,-,2568256,2568256.0,Jeong2016_dRNA-seq,2568256
SC_RS14015,SCO2396,,NC_003888.3,2568352,2568771,-,2568771,,GFF_annotation,2568771
SC_RS14020,SCO2397,,NC_003888.3,2568888,2569910,-,2569910,,GFF_annotation,2569910
SC_RS14025,SCO2398,,NC_003888.3,2570030,2570485,+,2570030,,GFF_annotation,2570030
SC_RS14030,SCO2399,,NC_003888.3,2570546,2571427,+,2570546,,GFF_annotation,2570546
SC_RS14035,SCO2400,,NC_003888.3,2571440,2572189,-,2572189,2572562.0,Jeong2016_dRNA-seq,2572562
SC_RS14040,SCO2401,,NC_003888.3,2572404,2573570,+,2572404,,GFF_annotation,2572404
SC_RS14045,SCO2402,,NC_003888.3,2573567,2574583,+,2573567,,GFF_annotation,2573567
SC_RS14050,SCO2403,,NC_003888.3,2574719,2575690,+,2574719,,GFF_annotation,2574719
SC_RS14055,SCO2404,chvE,NC_003888.3,2575786,2576895,+,2575786,,GFF_annotation,2575786
SC_RS14060,SCO2405,mmsA,NC_003888.3,2576928,2578505,+,2576928,,GFF_annotation,2576928
SC_RS14065,SCO2406,mmsB,NC_003888.3,2578502,2579746,+,2578502,,GFF_annotation,2578502
SC_RS14070,SCO2407,,NC_003888.3,2579814,2580962,+,2579814,,GFF_annotation,2579814
SC_RS14075,SCO2408,,NC_003888.3,2581080,2582705,+,2581080,,GFF_annotation,2581080
SC_RS14080,SCO2409,,NC_003888.3,2582733,2583998,-,2583998,,GFF_annotation,2583998
SC_RS14085,SCO2410,,NC_003888.3,2584078,2584839,-,2584839,,GFF_annotation,2584839
SC_RS14090,SCO2411,,NC_003888.3,2584886,2585440,-,2585440,,GFF_annotation,2585440
SC_RS14095,SCO2412,,NC_003888.3,2585467,2586126,-,2586126,,GFF_annotation,2586126
SC_RS14100,SCO2413,,NC_003888.3,2586123,2586635,-,2586635,,GFF_annotation,2586635
SC_RS14105,SCO2414,,NC_003888.3,2586632,2587933,-,2587933,,GFF_annotation,2587933
SC_RS14110,SCO2415,,NC_003888.3,2587930,2589171,-,2589171,,GFF_annotation,2589171
SC_RS14115,SCO2416,,NC_003888.3,2589168,2590181,-,2590181,,GFF_annotation,2590181
SC_RS14120,SCO2417,,NC_003888.3,2590178,2591233,-,2591233,,GFF_annotation,2591233
SC_RS14125,SCO2418,,NC_003888.3,2591230,2592294,-,2592294,,GFF_annotation,2592294
SC_RS14130,SCO2419,,NC_003888.3,2592291,2593547,-,2593547,,GFF_annotation,2593547
SC_RS14135,SCO2420,,NC_003888.3,2593549,2594355,-,2594355,,GFF_annotation,2594355
SC_RS14140,SCO2421,,NC_003888.3,2594362,2595126,-,2595126,,GFF_annotation,2595126
SC_RS14145,SCO2422,,NC_003888.3,2595123,2596133,-,2596133,,GFF_annotation,2596133
SC_RS14150,SCO2423,,NC_003888.3,2596787,2597419,+,2596787,,GFF_annotation,2596787
SC_RS14155,SCO2424,,NC_003888.3,2597556,2599157,+,2597556,,GFF_annotation,2597556
SC_RS14160,SCO2425,,NC_003888.3,2599192,2600133,+,2599192,,GFF_annotation,2599192
SC_RS14165,SCO2426,,NC_003888.3,2600318,2601529,+,2600318,2600215.0,Jeong2016_dRNA-seq,2600215
SC_RS14170,SCO2427,,NC_003888.3,2601569,2602537,-,2602537,,GFF_annotation,2602537
SC_RS14175,SCO2428,,NC_003888.3,2602879,2604447,+,2602879,,GFF_annotation,2602879
SC_RS14180,SCO2429,,NC_003888.3,2604477,2605133,-,2605133,,GFF_annotation,2605133
SC_RS14185,SCO2430,,NC_003888.3,2605550,2608351,+,2605550,,GFF_annotation,2605550
SC_RS14190,SCO2431,arfA,NC_003888.3,2608364,2609869,-,2609869,,GFF_annotation,2609869
SC_RS14195,SCO2432,,NC_003888.3,2609897,2610760,-,2610760,,GFF_annotation,2610760
SC_RS14200,SCO2433,,NC_003888.3,2610757,2611698,-,2611698,,GFF_annotation,2611698
SC_RS14205,SCO2434,,NC_003888.3,2611695,2613053,-,2613053,,GFF_annotation,2613053
SC_RS14210,SCO2435,,NC_003888.3,2613322,2613849,+,2613322,2613285.0,Jeong2016_dRNA-seq,2613285
SC_RS14215,SCO2436,,NC_003888.3,2613846,2615030,+,2613846,,GFF_annotation,2613846
SC_RS14220,SCO2437,,NC_003888.3,2615125,2616336,+,2615125,,GFF_annotation,2615125
SC_RS14225,SCO2438,,NC_003888.3,2616326,2617732,+,2616326,,GFF_annotation,2616326
SC_RS14230,SCO2439,,NC_003888.3,2617790,2618650,-,2618650,2618737.0,Jeong2016_dRNA-seq,2618737
SC_RS14235,SCO2440,,NC_003888.3,2618647,2619420,-,2619420,2619473.0,Jeong2016_dRNA-seq,2619473
SC_RS14240,SCO2441,,NC_003888.3,2619547,2620149,+,2619547,,GFF_annotation,2619547
SC_RS14245,SCO2442,,NC_003888.3,2620174,2620881,-,2620881,,GFF_annotation,2620881
SC_RS14250,SCO2443,,NC_003888.3,2621091,2622488,+,2621091,,GFF_annotation,2621091
SC_RS14255,SCO2444,,NC_003888.3,2622576,2624033,+,2622576,,GFF_annotation,2622576
SC_RS14260,SCO2445,,NC_003888.3,2624026,2625402,+,2624026,,GFF_annotation,2624026
SC_RS14265,SCO2446,,NC_003888.3,2625671,2629333,-,2629333,,GFF_annotation,2629333
SC_RS14270,SCO2447,,NC_003888.3,2629560,2629973,+,2629560,2629370.0,Jeong2016_dRNA-seq,2629370
SC_RS14275,SCO2448,,NC_003888.3,2629970,2631634,+,2629970,,GFF_annotation,2629970
SC_RS14280,SCO2449,,NC_003888.3,2631773,2632795,+,2631773,,GFF_annotation,2631773
SC_RS14285,SCO2450,,NC_003888.3,2632795,2636844,+,2632795,,GFF_annotation,2632795
SC_RS14290,SCO2451,,NC_003888.3,2637014,2638096,+,2637014,,GFF_annotation,2637014
SC_RS14295,SCO2452,,NC_003888.3,2638132,2639559,+,2638132,,GFF_annotation,2638132
SC_RS14300,SCO2453,,NC_003888.3,2639637,2639792,+,2639637,,GFF_annotation,2639637
SC_RS14305,SCO2454,,NC_003888.3,2640001,2642232,+,2640001,,GFF_annotation,2640001
SC_RS14310,SCO2455,,NC_003888.3,2642344,2643939,-,2643939,,GFF_annotation,2643939
SC_RS14315,SCO2456,,NC_003888.3,2644019,2644459,-,2644459,,GFF_annotation,2644459
SC_RS14320,SCO2457,,NC_003888.3,2644511,2644906,-,2644906,2644928.0,Jeong2016_dRNA-seq,2644928
SC_RS14325,SCO2458,,NC_003888.3,2644903,2645421,-,2645421,2645451.0,Jeong2016_dRNA-seq,2645451
SC_RS14330,SCO2459,,NC_003888.3,2645607,2646071,+,2645607,2645607.0,Jeong2016_dRNA-seq,2645607
SC_RS14335,SCO2460,,NC_003888.3,2646222,2646650,-,2646650,2646648.0,Jeong2016_dRNA-seq,2646648
SC_RS14340,SCOt11,,NC_003888.3,2646860,2646933,-,2646933,2647033.0,Jeong2016_dRNA-seq,2647033
SC_RS14345,SCOt12,,NC_003888.3,2647132,2647204,-,2647204,,GFF_annotation,2647204
SC_RS14350,SCOt13,,NC_003888.3,2647210,2647282,-,2647282,2647258.0,Jeong2016_dRNA-seq,2647258
SC_RS14355,SCO2461,,NC_003888.3,2647432,2647737,+,2647432,2647363.0,Jeong2016_dRNA-seq,2647363
SC_RS14360,SCO2462,,NC_003888.3,2647782,2649230,+,2647782,2647782.0,Jeong2016_dRNA-seq,2647782
SC_RS14365,SCO2463,,NC_003888.3,2649370,2651103,+,2649370,2649324.0,Jeong2016_dRNA-seq,2649324
SC_RS14370,SCO2464,,NC_003888.3,2651103,2653031,+,2651103,,GFF_annotation,2651103
SC_RS14375,SCO2465,,NC_003888.3,2653137,2654327,-,2654327,,GFF_annotation,2654327
SC_RS14380,SCO2466,,NC_003888.3,2654479,2655117,+,2654479,,GFF_annotation,2654479
SC_RS14385,SCO2467,,NC_003888.3,2655114,2656115,+,2655114,,GFF_annotation,2655114
SC_RS14390,SCO2468,dnaG,NC_003888.3,2656131,2658056,-,2658056,2658056.0,Jeong2016_dRNA-seq,2658056
SC_RS14395,SCO2469,,NC_003888.3,2658086,2659351,-,2659351,2659469.0,Jeong2016_dRNA-seq,2659469
SC_RS14400,SCO2470,,NC_003888.3,2659480,2660754,-,2660754,,GFF_annotation,2660754
SC_RS14405,SCO2471,,NC_003888.3,2660813,2661652,-,2661652,2661652.0,Jeong2016_dRNA-seq,2661652
SC_RS14410,SCO2472,,NC_003888.3,2661818,2662504,+,2661818,,GFF_annotation,2661818
SC_RS14415,SCO2473,,NC_003888.3,2662608,2665067,+,2662608,2662608.0,Jeong2016_dRNA-seq,2662608
SC_RS14420,SCO2474,,NC_003888.3,2665196,2666839,+,2665196,,GFF_annotation,2665196
SC_RS14425,SCO2475,,NC_003888.3,2666940,2667869,+,2666940,,GFF_annotation,2666940
SC_RS14430,SCO2476,,NC_003888.3,2667818,2668561,-,2668561,,GFF_annotation,2668561
SC_RS14435,SCO2477,,NC_003888.3,2668624,2669391,-,2669391,,GFF_annotation,2669391
SC_RS14440,SCO2478,,NC_003888.3,2669524,2670156,-,2670156,,GFF_annotation,2670156
SC_RS14445,SCO2479,,NC_003888.3,2670321,2670863,+,2670321,,GFF_annotation,2670321
SC_RS14450,SCO2480,,NC_003888.3,2670982,2671614,+,2670982,,GFF_annotation,2670982
SC_RS14455,SCO2481,,NC_003888.3,2671552,2671941,-,2671941,2672045.0,Jeong2016_dRNA-seq,2672045
SC_RS14460,SCO2482,,NC_003888.3,2672049,2672984,+,2672049,,GFF_annotation,2672049
SC_RS14465,SCO2483,,NC_003888.3,2673003,2673713,+,2673003,,GFF_annotation,2673003
SC_RS14470,SCO2484,,NC_003888.3,2673716,2675029,+,2673716,,GFF_annotation,2673716
SC_RS14475,SCO2485,,NC_003888.3,2675087,2675869,-,2675869,,GFF_annotation,2675869
SC_RS14480,SCO2486,,NC_003888.3,2676046,2677278,+,2676046,2676046.0,Jeong2016_dRNA-seq,2676046
SC_RS14485,SCO2487,nirB,NC_003888.3,2677278,2679893,+,2677278,,GFF_annotation,2677278
SC_RS14490,SCO2488,nirD,NC_003888.3,2679890,2680291,+,2679890,,GFF_annotation,2679890
SC_RS14495,SCO2489,,NC_003888.3,2680340,2680924,+,2680340,2680340.0,Jeong2016_dRNA-seq,2680340
SC_RS14500,SCO2490,,NC_003888.3,2681005,2681772,+,2681005,,GFF_annotation,2681005
SC_RS14505,SCO2491,,NC_003888.3,2681817,2682749,-,2682749,2682775.0,Jeong2016_dRNA-seq,2682775
SC_RS14510,SCO2492,,NC_003888.3,2682933,2683406,+,2682933,,GFF_annotation,2682933
SC_RS14515,SCO2493,,NC_003888.3,2683469,2684677,-,2684677,2684737.0,Jeong2016_dRNA-seq,2684737
SC_RS14520,SCO2494,ppdK,NC_003888.3,2684904,2687633,-,2687633,,GFF_annotation,2687633
SC_RS14525,SCO2495,,NC_003888.3,2688116,2689894,+,2688116,,GFF_annotation,2688116
SC_RS14530,SCO2496,,NC_003888.3,2690016,2690456,+,2690016,,GFF_annotation,2690016
SC_RS14535,SCO2497,dusB,NC_003888.3,2690476,2691696,-,2691696,,GFF_annotation,2691696
SC_RS14540,SCO2498,,NC_003888.3,2691805,2693250,+,2691805,,GFF_annotation,2691805
SC_RS14545,SCO2499,,NC_003888.3,2693290,2697708,-,2697708,,GFF_annotation,2697708
SC_RS14550,,,NC_003888.3,2697718,2698566,-,2698566,,GFF_annotation,2698566
SC_RS14555,SCO2501,,NC_003888.3,2698679,2699575,-,2699575,2699656.0,Jeong2016_dRNA-seq,2699656
SC_RS14560,SCO2502,,NC_003888.3,2699686,2701119,+,2699686,,GFF_annotation,2699686
SC_RS14565,SCO2503,,NC_003888.3,2701242,2702318,+,2701242,,GFF_annotation,2701242
SC_RS14570,SCO2504,,NC_003888.3,2702461,2703843,-,2703843,2703896.0,Jeong2016_dRNA-seq,2703896
SC_RS14575,SCO2505,,NC_003888.3,2704004,2704990,+,2704004,2704004.0,Jeong2016_dRNA-seq,2704004
SC_RS14580,SCO2506,,NC_003888.3,2705052,2705822,+,2705052,2704834.0,Jeong2016_dRNA-seq,2704834
SC_RS14585,SCO2507,,NC_003888.3,2705836,2706738,+,2705836,,GFF_annotation,2705836
SC_RS14590,SCO2508,,NC_003888.3,2706801,2707220,+,2706801,,GFF_annotation,2706801
SC_RS14595,SCO2509,,NC_003888.3,2707331,2708164,-,2708164,2708288.0,Jeong2016_dRNA-seq,2708288
SC_RS14600,SCO2510,recO,NC_003888.3,2708177,2708923,-,2708923,,GFF_annotation,2708923
SC_RS14605,SCO2511,,NC_003888.3,2708946,2709167,-,2709167,,GFF_annotation,2709167
SC_RS14610,SCO2512,,NC_003888.3,2709164,2709370,-,2709370,,GFF_annotation,2709370
SC_RS14615,SCO2513,,NC_003888.3,2709485,2710318,+,2709485,2709442.0,Jeong2016_dRNA-seq,2709442
SC_RS14620,SCO2514,,NC_003888.3,2710300,2710590,+,2710300,2710232.0,Jeong2016_dRNA-seq,2710232
SC_RS14625,SCO2515,,NC_003888.3,2710619,2711158,+,2710619,,GFF_annotation,2710619
SC_RS14630,SCO2516,,NC_003888.3,2711253,2712752,+,2711253,2711253.0,Jeong2016_dRNA-seq,2711253
SC_RS14635,SCO2517,,NC_003888.3,2712740,2713435,-,2713435,,GFF_annotation,2713435
SC_RS14640,SCO2518,,NC_003888.3,2713432,2714709,-,2714709,,GFF_annotation,2714709
SC_RS14645,SCO2519,,NC_003888.3,2714777,2716855,-,2716855,2716890.0,Jeong2016_dRNA-seq,2716890
SC_RS14650,SCO2520,,NC_003888.3,2717003,2718136,-,2718136,2718295.0,Jeong2016_dRNA-seq,2718295
SC_RS14655,SCO2521,,NC_003888.3,2718235,2719215,-,2719215,,GFF_annotation,2719215
SC_RS14660,SCO2522,,NC_003888.3,2719217,2720182,-,2720182,,GFF_annotation,2720182
SC_RS14665,SCO2523,,NC_003888.3,2720179,2721096,-,2721096,,GFF_annotation,2721096
SC_RS14670,SCO2524,,NC_003888.3,2721099,2722943,-,2722943,,GFF_annotation,2722943
SC_RS14675,SCO2525,,NC_003888.3,2723027,2723800,-,2723800,2723823.0,Jeong2016_dRNA-seq,2723823
SC_RS14680,SCO2526,,NC_003888.3,2724049,2724603,+,2724049,,GFF_annotation,2724049
SC_RS14685,SCO2527,,NC_003888.3,2724600,2725295,-,2725295,2725333.0,Jeong2016_dRNA-seq,2725333
SC_RS14690,SCO2528,leuA,NC_003888.3,2725480,2727201,-,2727201,2727364.0,Jeong2016_dRNA-seq,2727364
SC_RS14695,SCO2529,,NC_003888.3,2727564,2728634,+,2727564,2727564.0,Jeong2016_dRNA-seq,2727564
SC_RS14700,SCO2530,,NC_003888.3,2728656,2728922,+,2728656,,GFF_annotation,2728656
SC_RS14705,SCO2531,,NC_003888.3,2728980,2730326,+,2728980,2728980.0,Jeong2016_dRNA-seq,2728980
SC_RS14710,SCO2532,,NC_003888.3,2730432,2731511,+,2730432,2730367.0,Jeong2016_dRNA-seq,2730367
SC_RS14715,SCO2533,ybeY,NC_003888.3,2731524,2732021,+,2731524,,GFF_annotation,2731524
SC_RS14720,SCO2534,,NC_003888.3,2732018,2733322,+,2732018,,GFF_annotation,2732018
SC_RS14725,SCO2535,,NC_003888.3,2733319,2733693,+,2733319,,GFF_annotation,2733319
SC_RS14730,SCO2536,,NC_003888.3,2733655,2735148,-,2735148,,GFF_annotation,2735148
SC_RS14735,SCO2537,,NC_003888.3,2735252,2736145,+,2735252,,GFF_annotation,2735252
SC_RS14740,SCO2538,,NC_003888.3,2736184,2736540,+,2736184,,GFF_annotation,2736184
SC_RS14745,SCO2539,era,NC_003888.3,2736606,2737559,+,2736606,2736606.0,Jeong2016_dRNA-seq,2736606
SC_RS14750,SCO2540,,NC_003888.3,2737582,2738718,-,2738718,,GFF_annotation,2738718
SC_RS14755,SCO2541,,NC_003888.3,2738852,2740222,-,2740222,,GFF_annotation,2740222
SC_RS14760,SCO2542,,NC_003888.3,2740287,2741582,-,2741582,,GFF_annotation,2741582
SC_RS14765,SCO2543,,NC_003888.3,2741579,2742547,-,2742547,,GFF_annotation,2742547
SC_RS14770,SCO2544,,NC_003888.3,2742662,2743459,+,2742662,,GFF_annotation,2742662
SC_RS14775,SCO2545,,NC_003888.3,2743633,2744982,+,2743633,,GFF_annotation,2743633
SC_RS14780,SCO2546,,NC_003888.3,2745002,2746000,-,2746000,2746000.0,Jeong2016_dRNA-seq,2746000
SC_RS14785,SCO2547,,NC_003888.3,2746021,2746926,-,2746926,,GFF_annotation,2746926
SC_RS14790,SCO2548,,NC_003888.3,2746955,2747308,-,2747308,2747336.0,Jeong2016_dRNA-seq,2747336
SC_RS14795,SCO2549,,NC_003888.3,2747664,2750867,-,2750867,,GFF_annotation,2750867
SC_RS14800,SCO2550,,NC_003888.3,2750935,2751423,-,2751423,,GFF_annotation,2751423
SC_RS14805,SCO2551,,NC_003888.3,2751523,2751900,+,2751523,,GFF_annotation,2751523
SC_RS14810,SCO2552,,NC_003888.3,2751941,2752690,-,2752690,,GFF_annotation,2752690
SC_RS14815,SCO2553,,NC_003888.3,2752687,2753781,-,2753781,,GFF_annotation,2753781
SC_RS14820,SCO2554,dnaJ,NC_003888.3,2753870,2755006,-,2755006,2755123.0,Jeong2016_dRNA-seq,2755123
SC_RS14825,SCO2555,hrcA,NC_003888.3,2755007,2756023,-,2756023,2756141.0,Jeong2016_dRNA-seq,2756141
SC_RS14830,SCO2556,,NC_003888.3,2756208,2756951,+,2756208,,GFF_annotation,2756208
SC_RS14835,SCO2557,,NC_003888.3,2756986,2757810,+,2756986,,GFF_annotation,2756986
SC_RS14840,SCO2558,,NC_003888.3,2757788,2758378,-,2758378,2758426.0,Jeong2016_dRNA-seq,2758426
SC_RS14845,SCO2559,hemW,NC_003888.3,2758482,2759714,-,2759714,,GFF_annotation,2759714
SC_RS14850,SCO2560,,NC_003888.3,2759799,2762177,-,2762177,2762220.0,Jeong2016_dRNA-seq,2762220
SC_RS14855,SCO2561,,NC_003888.3,2762403,2764280,-,2764280,2764429.0,Jeong2016_dRNA-seq,2764429
SC_RS14860,SCO2562,lepA,NC_003888.3,2764588,2766456,-,2766456,2766524.0,Jeong2016_dRNA-seq,2766524
SC_RS14865,SCO2563,rpsT,NC_003888.3,2766694,2766960,+,2766694,2766600.0,Jeong2016_dRNA-seq,2766600
SC_RS14870,SCO2564,holA,NC_003888.3,2767268,2768257,-,2768257,2768258.0,Jeong2016_dRNA-seq,2768258
SC_RS14875,SCO2565,,NC_003888.3,2768323,2768568,-,2768568,2768568.0,Jeong2016_dRNA-seq,2768568
SC_RS14880,SCO2566,,NC_003888.3,2768600,2769481,-,2769481,2769520.0,Jeong2016_dRNA-seq,2769520
SC_RS14885,SCO2567,,NC_003888.3,2769878,2772445,-,2772445,,GFF_annotation,2772445
SC_RS14890,SCO2568,,NC_003888.3,2772442,2773509,-,2773509,,GFF_annotation,2773509
SC_RS14895,SCO2569,,NC_003888.3,2773654,2774499,-,2774499,2774499.0,Jeong2016_dRNA-seq,2774499
SC_RS14900,SCO2570,,NC_003888.3,2774591,2775367,-,2775367,,GFF_annotation,2775367
SC_RS14905,SCO2571,leuS,NC_003888.3,2775536,2778436,-,2778436,2778624.0,Jeong2016_dRNA-seq,2778624
SC_RS14910,SCO2572,,NC_003888.3,2778973,2780259,+,2778973,,GFF_annotation,2778973
SC_RS14915,SCO2573,,NC_003888.3,2780256,2781866,+,2780256,,GFF_annotation,2780256
SC_RS14920,SCOt14,,NC_003888.3,2781922,2781994,-,2781994,2782025.0,Jeong2016_dRNA-seq,2782025
SC_RS14925,SCO2574,,NC_003888.3,2782151,2782384,-,2782384,,GFF_annotation,2782384
SC_RS14930,SCOt15,,NC_003888.3,2782763,2782835,-,2782835,2782898.0,Jeong2016_dRNA-seq,2782898
SC_RS14935,SCO2576,,NC_003888.3,2782944,2783615,-,2783615,,GFF_annotation,2783615
SC_RS14940,SCO2577,rsfS,NC_003888.3,2783612,2784058,-,2784058,2784087.0,Jeong2016_dRNA-seq,2784087
SC_RS14945,SCO2578,pdtA,NC_003888.3,2784151,2785929,-,2785929,,GFF_annotation,2785929
SC_RS14950,SCO2579,nadD,NC_003888.3,2785946,2786662,-,2786662,,GFF_annotation,2786662
SC_RS14955,SCO2580,,NC_003888.3,2786722,2786889,-,2786889,2786928.0,Jeong2016_dRNA-seq,2786928
SC_RS14960,SCO2581,,NC_003888.3,2786987,2787148,-,2787148,2787173.0,Jeong2016_dRNA-seq,2787173
SC_RS14965,SCO2582,,NC_003888.3,2787290,2788498,+,2787290,2787005.0,Jeong2016_dRNA-seq,2787005
SC_RS14970,SCO2583,,NC_003888.3,2788512,2789582,-,2789582,,GFF_annotation,2789582
SC_RS14975,SCO2584,,NC_003888.3,2789669,2790238,-,2790238,2790238.0,Jeong2016_dRNA-seq,2790238
SC_RS14980,SCO2585,,NC_003888.3,2790362,2791648,-,2791648,,GFF_annotation,2791648
SC_RS14985,SCO2586,,NC_003888.3,2791720,2792250,-,2792250,,GFF_annotation,2792250
SC_RS14990,SCO2587,proB,NC_003888.3,2792386,2793510,-,2793510,2793555.0,Jeong2016_dRNA-seq,2793555
SC_RS14995,SCO2588,,NC_003888.3,2794753,2796912,+,2794753,,GFF_annotation,2794753
SC_RS15000,SCO2589,,NC_003888.3,2797141,2799372,+,2797141,2796995.0,Jeong2016_dRNA-seq,2796995
SC_RS15005,SCO2590,,NC_003888.3,2799396,2802989,+,2799396,,GFF_annotation,2799396
SC_RS15010,SCO2591,,NC_003888.3,2803160,2804890,+,2803160,2803096.0,Jeong2016_dRNA-seq,2803096
SC_RS15015,SCO2592,,NC_003888.3,2804967,2807795,-,2807795,,GFF_annotation,2807795
SC_RS15020,SCO2593,,NC_003888.3,2807802,2808791,-,2808791,,GFF_annotation,2808791
SC_RS15025,SCO2594,,NC_003888.3,2808791,2810599,-,2810599,2810671.0,Jeong2016_dRNA-seq,2810671
SC_RS15030,SCO2595,obgE,NC_003888.3,2810811,2812247,-,2812247,,GFF_annotation,2812247
SC_RS15035,SCO2596,rpmA,NC_003888.3,2812358,2812612,-,2812612,,GFF_annotation,2812612
SC_RS15040,SCO2597,rplU,NC_003888.3,2812627,2812947,-,2812947,2813094.0,Jeong2016_dRNA-seq,2813094
SC_RS15045,SCO2598,,NC_003888.3,2813146,2814207,-,2814207,,GFF_annotation,2814207
SC_RS15050,,,NC_003888.3,2814360,2816684,-,2816684,,GFF_annotation,2816684
SC_RS15055,SCO2600,,NC_003888.3,2818657,2819433,-,2819433,2819508.0,Jeong2016_dRNA-seq,2819508
SC_RS15060,SCO2601,,NC_003888.3,2819482,2820558,-,2820558,,GFF_annotation,2820558
SC_RS15065,SCO2602,,NC_003888.3,2820608,2822731,-,2822731,,GFF_annotation,2822731
SC_RS15070,,,NC_003888.3,2822937,2823083,+,2822937,,GFF_annotation,2822937
SC_RS15075,,,NC_003888.3,2823266,2823451,-,2823451,,GFF_annotation,2823451
SC_RS15080,SCO2603,,NC_003888.3,2823656,2825212,+,2823656,2823605.0,Jeong2016_dRNA-seq,2823605
SC_RS15085,SCO2604,,NC_003888.3,2825348,2826283,-,2826283,2826259.0,Jeong2016_dRNA-seq,2826259
SC_RS15090,SCO2605,,NC_003888.3,2826447,2827148,+,2826447,2826179.0,Jeong2016_dRNA-seq,2826179
SC_RS15095,,,NC_003888.3,2827188,2827373,-,2827373,,GFF_annotation,2827373
SC_RS15100,SCO2606,,NC_003888.3,2827396,2829345,-,2829345,2829508.0,Jeong2016_dRNA-seq,2829508
SC_RS15105,SCO2607,rodA,NC_003888.3,2829460,2830656,-,2830656,,GFF_annotation,2830656
SC_RS15110,SCO2608,mrdA,NC_003888.3,2830653,2832962,-,2832962,,GFF_annotation,2832962
SC_RS15115,SCO2609,mreD,NC_003888.3,2833015,2833686,-,2833686,,GFF_annotation,2833686
SC_RS15120,SCO2610,mreC,NC_003888.3,2833700,2834725,-,2834725,2834892.0,Jeong2016_dRNA-seq,2834892
SC_RS15125,SCO2611,,NC_003888.3,2834908,2835927,-,2835927,2836014.0,Jeong2016_dRNA-seq,2836014
SC_RS15130,SCO2612,ndk,NC_003888.3,2836247,2836660,-,2836660,2836704.0,Jeong2016_dRNA-seq,2836704
SC_RS15135,SCO2613,,NC_003888.3,2836785,2837141,-,2837141,,GFF_annotation,2837141
SC_RS15140,SCO2614,folC,NC_003888.3,2837148,2838671,-,2838671,2838671.0,Jeong2016_dRNA-seq,2838671
SC_RS15145,SCO2615,,NC_003888.3,2838957,2841581,-,2841581,2841581.0,Jeong2016_dRNA-seq,2841581
SC_RS15150,SCO2616,,NC_003888.3,2841719,2842726,+,2841719,2841687.0,Jeong2016_dRNA-seq,2841687
SC_RS15155,SCO2617,clpX,NC_003888.3,2842798,2844084,-,2844084,2844162.0,Jeong2016_dRNA-seq,2844162
SC_RS15160,SCO2618,,NC_003888.3,2844276,2844986,-,2844986,,GFF_annotation,2844986
SC_RS15165,SCO2619,,NC_003888.3,2845037,2845642,-,2845642,2845744.0,Jeong2016_dRNA-seq,2845744
SC_RS15170,SCO2620,tig,NC_003888.3,2846000,2847406,-,2847406,2847514.0,Jeong2016_dRNA-seq,2847514
SC_RS15175,SCOt16,,NC_003888.3,2847576,2847652,-,2847652,2847660.0,Jeong2016_dRNA-seq,2847660
SC_RS15180,SCOt17,,NC_003888.3,2847816,2847886,+,2847816,2847782.0,Jeong2016_dRNA-seq,2847782
SC_RS15185,SCO2621,,NC_003888.3,2847983,2848177,-,2848177,2848649.0,Jeong2016_dRNA-seq,2848649
SC_RS15190,SCO2622,,NC_003888.3,2848812,2849981,+,2848812,2848734.0,Jeong2016_dRNA-seq,2848734
SC_RS15195,SCO2623,,NC_003888.3,2849992,2850486,-,2850486,,GFF_annotation,2850486
SC_RS15200,SCO2624,,NC_003888.3,2850510,2851697,-,2851697,2851769.0,Jeong2016_dRNA-seq,2851769
SC_RS15205,SCO2625,,NC_003888.3,2851911,2853152,+,2851911,2851860.0,Jeong2016_dRNA-seq,2851860
SC_RS15210,SCO2626,,NC_003888.3,2853163,2854005,-,2854005,,GFF_annotation,2854005
SC_RS15215,SCO2627,,NC_003888.3,2854112,2854597,-,2854597,2854597.0,Jeong2016_dRNA-seq,2854597
SC_RS15225,SCO2630,,NC_003888.3,2856329,2856910,-,2856910,,GFF_annotation,2856910
SC_RS15230,SCO2631,,NC_003888.3,2857300,2858685,+,2857300,,GFF_annotation,2857300
SC_RS15235,SCO2632,,NC_003888.3,2858981,2859937,+,2858981,,GFF_annotation,2858981
SC_RS15240,SCO2633,,NC_003888.3,2860089,2860730,+,2860089,2860051.0,Jeong2016_dRNA-seq,2860051
SC_RS15245,SCO2634,,NC_003888.3,2860846,2861484,-,2861484,2861594.0,Jeong2016_dRNA-seq,2861594
SC_RS15250,SCO2635,pepN,NC_003888.3,2861630,2864203,+,2861630,,GFF_annotation,2861630
SC_RS15255,SCO2636,,NC_003888.3,2864527,2865597,+,2864527,,GFF_annotation,2864527
SC_RS15260,SCO2637,,NC_003888.3,2865913,2869209,+,2865913,2865826.0,Jeong2016_dRNA-seq,2865826
SC_RS15265,SCO2638,,NC_003888.3,2869281,2870030,-,2870030,,GFF_annotation,2870030
